 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
1	247.061	245.559	250.113	239.026
2	247.903	237.363	241.967	249.824
3	240.018	245.091	246.064	241.213
4	248.331	249.894	245.367	237.725
5	247.920	251.834	244.697	238.518
6	246.935	243.612	243.114	239.009
7	238.497	239.556	239.527	244.476
8	237.144	239.517	239.473	242.955
9	235.071	240.781	243.203	246.570
10	241.356	248.756	241.851	253.169
11	238.406	238.874	238.010	235.163
12	239.661	242.316	242.891	247.953
13	243.033	242.286	244.818	243.391
14	248.619	244.039	241.994	242.219
15	244.619	248.338	246.470	243.278
16	244.686	251.299	242.532	244.504
17	242.765	257.061	241.595	246.162
18	243.415	245.943	241.487	253.981
19	247.079	244.666	254.661	238.151
20	247.120	252.641	250.450	239.533
21	249.908	258.960	249.599	238.548
22	253.162	252.934	243.791	242.636
23	244.129	251.636	246.008	246.995
24	252.379	251.968	244.517	249.409
25	246.891	247.714	242.776	250.916
26	252.190	255.589	239.635	240.721
27	251.512	249.447	239.619	239.326
28	251.257	263.963	249.408	243.276
29	247.938	252.987	235.977	239.659
30	249.681	255.812	243.905	244.201
31	252.286	262.632	248.307	257.683
32	247.140	258.433	240.093	254.262
33	247.777	267.515	245.338	255.434
34	249.719	260.005	245.921	256.074
35	253.521	254.965	242.806	251.272
36	242.916	254.137	246.953	246.789
37	247.574	254.387	241.163	244.865
38	242.346	260.620	244.108	245.971
39	240.387	263.709	246.126	248.334
40	247.367	261.985	256.517	247.036
41	251.034	257.138	245.165	251.658
42	249.181	256.944	242.261	244.292
43	242.520	261.818	248.699	239.484
44	247.765	259.608	254.148	246.818
45	258.869	263.852	257.213	251.829
46	245.384	265.663	246.776	244.813
47	251.148	268.731	244.252	245.120
48	254.651	270.184	250.691	240.410
49	249.414	262.570	246.782	246.589
50	248.421	262.555	246.437	246.959
51	250.264	269.935	243.455	241.880
52	247.779	279.987	251.368	248.129
53	252.443	276.159	250.816	252.372
54	249.848	273.541	256.931	249.038
55	249.517	275.750	245.953	252.675
56	261.592	278.729	250.292	252.614
57	257.033	283.453	256.974	251.545
58	264.245	292.802	257.334	249.984
59	259.899	281.125	250.436	248.237
60	259.142	287.859	257.143	254.122
61	256.090	288.381	252.941	261.213
62	254.148	295.720	246.657	253.739
63	257.883	289.186	252.681	256.114
64	250.737	299.258	258.156	251.185
65	255.885	310.951	253.867	252.795
66	256.790	311.223	254.042	250.662
67	259.709	310.882	254.774	255.914
68	264.892	321.885	247.824	255.580
69	264.590	322.005	254.434	256.295
70	270.378	332.231	264.148	255.981
71	263.266	330.889	261.732	248.592
72	260.960	329.522	255.400	249.097
73	272.212	333.743	270.234	262.941
74	259.818	330.010	260.158	261.632
75	263.311	331.128	259.915	259.347
76	271.787	334.961	254.584	260.354
77	263.252	343.007	263.918	264.178
78	264.449	338.301	261.546	253.143
79	265.785	341.099	262.933	256.339
80	269.409	333.696	262.757	261.980
81	280.127	341.528	260.854	258.155
82	280.462	343.419	268.307	261.234
83	276.958	344.125	264.825	264.163
84	273.093	337.480	261.908	265.740
85	277.898	335.776	256.935	262.995
86	274.968	332.874	266.871	267.940
87	273.855	328.650	273.439	264.788
88	280.791	325.934	275.563	262.780
89	284.461	339.196	273.729	268.774
90	283.618	343.865	272.035	278.928
91	289.252	342.119	273.582	269.387
92	289.343	346.277	276.637	275.120
93	301.733	347.187	268.638	278.082
94	289.282	344.375	264.099	278.721
95	295.167	353.299	268.777	267.438
96	318.078	349.558	268.722	272.796
97	322.279	363.008	271.816	280.327
98	310.276	357.315	281.923	284.479
