 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
1	580.763	580.763	576.425	571.954
2	579.194	579.194	577.690	575.978
3	572.263	572.263	573.754	574.994
4	568.725	568.725	582.646	572.158
5	562.291	562.291	578.224	561.198
6	559.798	559.798	571.922	570.449
7	561.922	561.922	566.774	573.122
8	561.946	561.946	549.354	562.916
9	580.606	580.606	568.149	548.537
10	562.823	562.823	574.092	559.757
11	570.971	570.971	561.995	550.263
12	581.402	581.402	561.543	575.711
13	561.452	561.452	573.678	564.993
14	574.388	574.388	559.014	564.857
15	563.524	563.524	558.215	563.266
16	564.361	564.361	571.322	561.737
17	564.609	564.609	551.511	554.133
18	562.499	562.499	551.875	551.296
19	559.488	559.488	554.710	566.797
20	571.958	571.958	561.265	560.826
21	550.310	550.310	545.708	552.633
22	559.206	559.206	561.436	548.746
23	548.752	548.752	551.001	548.945
24	560.789	560.789	558.334	562.797
25	564.592	564.592	561.708	550.106
26	544.627	544.627	557.699	549.866
27	545.434	545.434	561.814	547.370
28	558.516	558.516	556.703	546.896
29	564.610	564.610	559.197	557.581
30	566.460	566.460	556.995	564.591
31	564.397	564.397	550.542	564.774
32	564.593	564.593	552.899	562.594
33	559.265	559.265	550.627	561.005
34	551.392	551.392	547.524	546.298
35	536.946	536.946	566.519	557.766
36	543.915	543.915	571.190	546.719
37	562.211	562.211	568.075	560.796
38	553.987	553.987	560.073	558.348
39	564.182	564.182	556.054	552.340
40	555.621	555.621	547.870	550.002
41	550.848	550.848	555.305	550.690
42	562.904	562.904	543.919	543.201
43	553.340	553.340	559.608	553.621
44	549.230	549.230	550.656	571.831
45	548.960	548.960	547.536	559.577
46	546.952	546.952	540.394	558.458
47	560.350	560.350	547.580	540.539
48	559.193	559.193	556.186	542.087
49	551.228	551.228	546.975	559.631
50	540.300	540.300	555.206	550.933
51	557.083	557.083	556.097	559.836
52	557.827	557.827	550.754	563.932
53	560.090	560.090	540.032	548.225
54	562.474	562.474	561.439	539.265
55	561.356	561.356	552.259	555.109
56	584.378	584.378	550.853	565.920
57	578.433	578.433	567.448	567.447
58	587.365	587.365	569.477	572.895
59	580.788	580.788	571.804	569.185
60	577.238	577.238	565.216	572.806
61	580.357	580.357	554.399	579.154
62	592.269	592.269	562.946	583.276
63	607.982	607.982	586.774	588.596
64	609.537	609.537	588.887	578.005
65	612.028	612.028	581.526	589.539
66	606.425	606.425	554.178	599.712
67	617.533	617.533	572.121	588.487
68	618.524	618.524	580.723	592.787
69	627.761	627.761	581.854	603.167
70	642.577	642.577	577.256	587.642
71	636.156	636.156	583.750	581.499
72	647.588	647.588	574.838	589.933
73	645.104	645.104	577.137	600.019
74	653.493	653.493	580.404	574.202
75	677.684	677.684	583.459	570.856
76	665.572	665.572	577.728	590.644
77	701.164	701.164	577.320	579.738
78	711.480	711.480	580.156	601.788
79	735.098	735.098	583.518	607.667
80	765.226	765.226	576.219	619.969
81	785.811	785.811	586.598	653.075
82	802.377	802.377	620.554	663.268
83	816.000	816.000	627.836	700.479
84	818.474	818.474	658.081	720.905
85	799.189	799.189	683.387	735.020
86	782.232	782.232	687.902	732.489
87	747.473	747.473	695.583	719.679
88	711.117	711.117	688.220	739.026
89	674.238	674.238	678.789	721.317
90	646.652	646.652	648.579	686.405
91	613.775	613.775	642.497	660.872
92	610.050	610.050	635.818	648.923
93	594.414	594.414	613.688	615.652
94	564.885	564.885	592.599	613.134
95	547.400	547.400	578.488	594.666
96	540.700	540.700	569.254	590.839
97	538.445	538.445	562.953	571.229
98	514.602	514.602	566.599	558.697
99	503.871	503.871	529.875	538.530
100	492.519	492.519	522.100	553.552
101	481.570	481.570	506.449	536.503
102	474.780	474.780	507.852	527.716
103	457.423	457.423	480.538	516.066
104	454.705	454.705	475.603	499.395
105	445.626	445.626	472.869	497.893
106	461.863	461.863	479.035	492.048
107	454.295	454.295	466.709	475.897
108	441.126	441.126	466.323	476.045
109	426.940	426.940	451.898	462.209
110	418.770	418.770	449.049	453.407
111	418.367	418.367	445.610	435.025
112	408.824	408.824	448.347	441.048
113	409.183	409.183	453.838	441.698
114	404.335	404.335	440.141	425.814
115	399.085	399.085	430.637	419.350
116	398.382	398.382	417.822	427.925
117	394.595	394.595	404.701	409.299
118	385.619	385.619	402.111	397.156
119	380.569	380.569	401.682	390.168
120	368.810	368.810	387.446	381.892
121	370.066	370.066	377.638	386.953
122	362.688	362.688	387.424	384.930
123	367.365	367.365	380.737	369.512
124	362.230	362.230	379.061	371.389
125	357.788	357.788	376.320	367.061
126	360.499	360.499	361.519	367.681
127	350.189	350.189	353.163	363.495
128	344.822	344.822	356.010	375.377
129	360.182	360.182	354.659	352.950
130	345.388	345.388	357.892	352.050
131	344.742	344.742	340.553	347.314
132	343.799	343.799	340.356	339.916
133	326.147	326.147	348.036	331.772
134	327.406	327.406	337.594	331.509
135	334.058	334.058	342.032	337.877
136	335.279	335.279	343.694	337.446
137	329.996	329.996	340.788	325.886
138	332.169	332.169	332.671	322.271
139	322.727	322.727	330.677	322.523
140	320.092	320.092	327.891	319.857
141	319.144	319.144	322.232	317.830
142	328.213	328.213	326.033	320.059
143	316.009	316.009	312.133	318.318
144	309.474	309.474	309.431	311.468
145	305.575	305.575	310.242	307.745
146	306.611	306.611	308.359	307.389
147	320.554	320.554	316.524	313.410
148	309.722	309.722	299.908	306.494
149	309.500	309.500	293.030	294.040
150	308.702	308.702	298.118	295.732
151	304.883	304.883	300.319	306.233
152	309.867	309.867	295.097	292.609
153	305.042	305.042	290.465	294.766
154	295.530	295.530	295.005	292.295
155	293.395	293.395	297.417	296.652
156	294.593	294.593	290.835	294.963
157	289.102	289.102	292.377	281.714
158	290.472	290.472	291.909	288.445
159	295.314	295.314	285.973	290.156
160	294.645	294.645	289.427	277.594
161	296.920	296.920	285.310	295.248
162	294.806	294.806	287.501	288.883
163	293.419	293.419	285.430	284.438
164	302.051	302.051	284.452	289.705
165	305.793	305.793	289.005	289.168
166	277.250	277.250	286.538	289.607
167	282.483	282.483	288.349	286.514
168	275.996	275.996	285.116	280.877
169	278.108	278.108	291.463	280.509
170	282.521	282.521	279.937	277.354
171	288.062	288.062	282.084	274.512
172	288.252	288.252	279.291	279.961
173	276.455	276.455	278.021	269.709
174	276.591	276.591	281.228	278.868
175	278.929	278.929	278.164	284.601
176	283.418	283.418	265.114	282.000
177	281.763	281.763	275.556	262.371
178	278.430	278.430	277.090	266.137
179	281.708	281.708	276.801	278.318
180	279.639	279.639	276.028	275.152
181	270.278	270.278	269.621	276.294
182	273.429	273.429	272.268	263.871
183	272.239	272.239	270.699	265.298
184	275.248	275.248	271.554	272.949
185	273.337	273.337	263.119	270.750
186	276.112	276.112	262.805	264.245
187	270.661	270.661	275.164	266.039
188	274.582	274.582	276.081	269.315
189	271.308	271.308	265.589	266.864
190	266.670	266.670	260.976	252.957
191	279.501	279.501	270.719	267.862
192	270.973	270.973	266.147	271.093
193	269.300	269.300	267.008	274.557
194	265.311	265.311	262.142	269.881
195	273.156	273.156	255.947	257.550
196	264.903	264.903	267.333	262.090
197	268.676	268.676	274.015	257.060
198	259.275	259.275	263.271	265.714
199	260.157	260.157	265.083	264.941
200	268.971	268.971	258.596	269.469
201	282.513	282.513	259.628	261.998
202	266.299	266.299	257.476	259.662
203	265.993	265.993	269.143	264.451
204	266.065	266.065	258.573	258.035
205	270.389	270.389	258.678	266.718
206	257.148	257.148	260.951	263.941
207	258.557	258.557	261.236	252.838
208	260.877	260.877	256.922	260.684
209	260.431	260.431	258.899	255.227
210	261.453	261.453	258.861	262.312
211	269.418	269.418	257.779	260.619
212	268.371	268.371	255.729	251.856
213	263.400	263.400	254.170	252.963
214	255.634	255.634	253.649	253.188
215	259.303	259.303	255.334	251.489
216	270.766	270.766	259.361	250.348
217	258.625	258.625	245.877	248.320
218	254.082	254.082	253.966	250.215
219	258.006	258.006	250.103	244.507
220	255.805	255.805	253.974	239.933
221	250.663	250.663	253.086	243.696
222	251.844	251.844	262.154	259.015
223	252.482	252.482	259.128	250.157
224	254.504	254.504	251.304	244.590
225	251.574	251.574	249.667	241.164
226	256.159	256.159	256.363	249.523
227	260.503	260.503	249.348	251.505
228	257.126	257.126	248.739	257.384
229	260.954	260.954	248.409	252.870
230	258.679	258.679	248.446	247.602
231	251.082	251.082	247.467	248.073
232	257.902	257.902	250.990	244.472
233	259.835	259.835	249.275	255.315
234	256.325	256.325	252.899	243.682
235	253.087	253.087	263.836	248.200
236	249.804	249.804	248.310	252.657
237	248.756	248.756	251.592	251.699
238	250.405	250.405	250.666	249.800
239	251.167	251.167	249.164	242.582
240	255.463	255.463	251.253	255.710
241	257.845	257.845	252.046	252.529
242	252.610	252.610	246.390	242.516
243	248.363	248.363	247.206	257.614
244	250.362	250.362	247.618	254.270
245	245.355	245.355	242.076	244.416
246	246.319	246.319	242.258	245.194
247	256.179	256.179	247.935	249.254
248	250.412	250.412	249.475	243.911
249	248.347	248.347	247.085	245.645
250	254.953	254.953	250.309	251.643
251	254.186	254.186	246.284	244.655
252	244.928	244.928	240.961	246.587
253	253.568	253.568	238.828	247.560
254	250.356	250.356	249.727	245.984
255	256.675	256.675	256.339	249.912
256	251.696	251.696	245.599	241.024
257	247.699	247.699	245.749	245.868
258	257.736	257.736	244.792	246.157
259	245.000	245.000	242.120	243.834
260	243.772	243.772	242.589	242.393
261	243.240	243.240	241.961	243.531
262	249.093	249.093	241.066	238.408
263	246.999	246.999	241.430	242.816
264	244.755	244.755	238.218	249.309
265	247.755	247.755	245.385	240.863
266	255.549	255.549	246.382	241.556
