 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	695.566	729.481	732.079	733.813	756.387	748.710	731.272	735.521	741.771	760.373	746.812	711.162	718.886	705.049	716.767
2	703.178	722.579	711.333	733.424	751.612	755.870	724.966	730.786	742.805	739.445	760.128	710.808	718.607	715.880	702.782
3	712.204	704.350	737.448	710.288	761.493	741.230	731.328	746.791	746.054	737.276	743.928	720.934	708.085	718.495	692.586
4	710.776	701.321	710.585	734.428	748.460	739.342	719.297	747.095	745.969	753.466	747.904	716.238	720.618	699.289	703.823
5	704.657	708.775	708.313	726.766	735.646	732.038	723.506	737.462	750.158	752.757	751.639	712.503	715.353	695.363	672.045
6	696.837	705.592	704.149	733.264	735.209	731.051	727.137	726.072	721.917	752.780	723.548	704.140	690.385	704.553	687.621
7	712.922	699.114	710.784	714.986	726.612	717.139	722.269	731.735	728.711	747.271	707.407	721.040	708.093	703.190	698.628
8	699.217	692.126	696.875	730.510	747.396	722.442	706.821	731.283	725.206	742.046	715.582	701.336	705.735	708.474	704.605
9	682.278	707.436	722.624	744.716	715.653	735.764	712.231	716.204	725.679	725.542	710.564	719.615	705.231	718.001	690.334
10	683.003	724.329	701.751	716.967	704.766	717.741	710.535	694.772	719.441	717.997	702.831	707.984	696.726	696.419	694.921
11	675.848	711.631	706.980	728.056	720.004	713.521	705.364	712.837	718.556	728.106	693.644	713.509	706.708	710.033	685.868
12	671.409	705.893	715.937	723.928	720.103	720.329	710.736	709.977	722.873	711.895	687.522	681.402	705.297	716.838	680.777
13	670.870	712.391	701.455	727.671	730.346	731.446	702.403	707.617	730.028	719.250	686.377	694.317	714.339	701.072	683.349
14	700.418	707.010	731.697	734.054	749.935	742.300	703.381	712.960	704.199	717.098	697.592	715.234	713.548	701.264	683.375
15	681.416	719.361	716.937	746.425	745.409	735.606	720.068	708.572	712.303	720.015	697.603	709.364	708.485	695.553	674.120
16	680.122	706.972	714.017	734.378	752.794	710.410	690.446	717.946	700.337	705.290	692.541	703.115	697.543	671.754	697.251
17	685.838	723.401	713.953	735.984	753.197	708.643	687.312	727.559	716.018	697.553	705.969	713.947	703.691	690.311	689.631
18	663.040	719.459	725.923	731.796	743.669	716.490	687.906	721.661	721.786	704.825	697.352	729.499	697.895	691.799	665.067
19	677.005	719.668	721.565	733.885	754.080	714.314	703.158	719.692	735.617	715.241	708.001	709.974	696.599	692.734	691.772
20	671.821	713.818	722.376	756.791	757.432	723.865	713.994	702.730	717.395	715.160	699.255	713.212	701.171	691.809	689.379
21	672.369	735.533	746.634	762.271	749.412	716.735	688.031	701.336	715.042	717.710	685.292	726.138	690.939	683.045	678.015
22	668.117	716.835	730.733	771.220	761.159	739.377	698.018	724.643	722.839	705.579	703.477	710.805	707.611	706.450	695.803
23	684.747	715.530	729.826	758.958	772.676	742.833	695.400	713.236	695.416	696.783	712.516	712.335	699.912	694.709	688.879
24	678.610	733.254	751.528	761.399	753.253	739.595	712.083	706.612	704.208	704.680	687.552	699.093	704.374	701.929	671.401
25	672.830	723.064	743.484	759.650	751.180	730.205	704.403	706.214	726.119	713.334	707.884	721.521	712.084	708.451	671.171
26	662.666	714.337	746.175	763.807	752.690	720.190	714.410	701.636	700.537	718.858	706.497	712.876	705.636	684.168	695.723
27	679.684	709.938	738.859	769.821	760.261	736.567	703.375	709.655	712.317	730.795	727.660	721.221	707.322	691.502	683.983
28	688.716	729.407	740.992	782.624	766.024	714.752	701.827	723.016	728.956	737.400	709.443	736.858	694.630	700.870	683.448
29	672.851	740.699	765.170	756.440	758.246	725.172	709.858	717.399	710.708	722.680	702.316	729.038	703.631	705.734	671.909
30	670.488	734.828	756.060	787.196	751.603	725.486	705.824	732.249	710.141	721.990	702.153	729.171	702.463	715.379	694.452
31	687.257	741.608	746.803	771.835	738.442	717.032	731.296	720.515	715.335	727.995	697.624	735.690	705.593	695.014	696.218
32	692.891	762.504	753.184	773.092	755.676	742.322	700.990	717.030	728.404	723.436	713.468	732.345	717.357	693.575	688.132
33	689.027	752.760	758.898	769.354	752.707	740.068	718.394	701.633	733.212	729.051	708.819	748.029	719.580	712.191	680.469
34	672.190	743.281	749.798	776.699	766.814	735.952	711.595	708.185	714.911	727.222	707.706	733.367	715.589	706.767	677.120
35	665.344	752.568	758.915	797.407	756.304	713.389	699.978	707.926	725.975	733.943	700.052	741.024	714.981	703.687	685.786
36	684.211	753.046	762.021	809.015	771.385	734.686	713.303	696.159	725.484	706.532	704.207	721.866	727.874	725.674	684.283
37	676.684	753.322	769.491	817.019	783.054	735.896	720.518	720.623	722.245	698.786	703.524	723.568	723.494	720.628	681.158
38	673.203	754.860	779.726	842.428	797.758	746.078	721.439	731.967	714.662	725.990	714.510	711.166	703.820	720.382	693.172
39	692.298	764.445	800.944	829.242	812.324	748.189	709.320	725.683	730.334	729.209	712.719	749.679	706.895	729.092	685.441
40	681.588	769.310	807.822	866.333	818.926	753.476	695.034	721.813	734.662	713.955	719.772	742.619	713.227	710.313	681.666
41	703.078	798.130	822.551	860.533	814.617	752.138	707.783	717.363	726.826	729.218	725.664	728.344	736.476	727.086	698.267
42	683.970	800.296	829.445	884.382	822.418	765.705	720.720	741.273	746.584	739.500	752.332	757.651	719.408	724.011	696.811
43	690.760	811.510	843.231	879.991	851.849	787.622	715.360	760.279	749.017	753.132	759.154	762.587	727.160	750.544	692.795
44	685.049	817.420	863.249	884.838	856.191	778.942	722.792	748.354	743.825	746.558	774.125	766.649	733.320	748.804	715.739
45	702.367	823.253	867.528	892.380	843.899	794.371	750.940	745.915	745.715	743.217	767.491	780.379	744.667	774.828	701.381
46	710.272	825.696	876.439	916.213	853.247	817.599	760.630	771.108	764.387	761.477	770.642	778.719	747.839	773.886	702.273
47	716.928	866.495	876.983	948.990	859.442	826.192	760.835	770.038	779.877	791.247	784.630	793.982	769.681	787.828	712.059
48	737.802	880.398	889.869	943.314	886.189	832.675	781.984	780.816	790.230	779.120	793.016	772.317	779.516	789.561	730.649
49	741.671	884.157	909.634	964.185	902.914	841.845	781.977	795.451	795.175	799.600	816.314	791.064	788.677	813.475	755.799
50	752.901	906.263	917.625	1004.471	907.746	848.836	790.650	810.471	803.661	804.142	816.061	820.250	776.745	813.435	756.444
51	749.553	891.629	920.955	1049.983	920.555	870.042	824.428	818.175	822.479	814.649	830.765	825.115	795.622	815.989	746.480
52	767.258	924.550	933.915	1060.591	937.456	868.044	836.352	854.301	854.437	821.766	823.326	832.889	795.152	821.218	774.317
53	791.885	922.373	964.417	1075.754	952.484	878.686	846.913	848.928	861.500	834.864	836.158	835.498	808.160	845.495	783.739
54	811.884	959.908	975.292	1131.792	974.400	893.781	848.205	867.976	863.285	835.974	866.298	830.020	818.947	846.378	802.681
55	820.497	979.129	998.220	1161.980	1005.976	912.598	839.676	887.534	890.614	844.547	873.424	853.503	820.948	856.071	798.291
56	844.335	1034.625	1037.938	1156.872	1035.523	924.710	881.109	899.434	899.481	859.913	873.094	875.988	839.744	866.283	821.701
57	854.395	1068.444	1076.064	1181.366	1074.216	923.830	885.037	893.819	902.860	884.173	882.020	864.008	854.953	883.346	816.260
58	878.205	1110.539	1124.824	1204.125	1119.952	936.857	886.977	912.973	921.122	890.638	919.321	869.203	852.631	890.847	819.093
59	902.957	1181.204	1199.350	1218.862	1162.966	927.999	898.850	910.889	954.912	896.249	977.082	897.007	854.052	923.649	852.210
60	896.748	1244.355	1238.148	1236.660	1172.991	978.298	920.583	938.524	1003.594	927.599	1004.707	897.191	887.444	955.480	888.918
61	930.851	1305.670	1269.693	1216.853	1202.314	979.578	925.208	950.329	1027.948	974.522	1029.264	907.370	893.906	980.834	884.702
62	970.187	1355.505	1308.010	1204.646	1196.352	1022.821	953.254	993.176	1060.676	1012.342	1079.971	949.097	921.999	1011.350	910.529
63	1013.151	1367.026	1319.358	1191.284	1164.473	1023.149	972.097	1019.661	1119.920	1031.791	1099.918	970.050	924.730	1042.849	935.241
64	1049.368	1353.943	1289.612	1142.330	1157.026	1083.320	989.845	1065.623	1148.247	1070.560	1128.460	1008.144	978.293	1086.730	974.245
65	1084.385	1272.536	1268.015	1090.762	1120.764	1167.852	1035.612	1087.986	1167.710	1109.763	1143.383	1034.808	987.337	1088.083	1002.579
66	1098.438	1195.175	1207.737	1039.795	1083.744	1190.565	1083.630	1115.232	1158.044	1124.402	1106.394	1052.460	1006.759	1129.331	1030.298
67	1115.664	1135.067	1157.752	1009.657	1036.539	1191.466	1113.330	1094.861	1130.683	1118.021	1096.931	1080.925	1027.034	1122.832	1067.515
68	1097.609	1061.205	1082.350	922.471	1017.907	1176.260	1158.127	1077.729	1119.102	1097.565	1081.644	1090.541	1028.564	1085.924	1087.496
69	1055.956	960.449	1017.962	871.428	956.416	1137.100	1161.973	1046.313	1033.114	1095.929	1035.485	1081.218	1053.880	1078.001	1109.576
70	992.803	909.726	971.469	848.673	922.973	1087.917	1128.480	997.434	954.679	1083.045	969.661	1114.112	1073.503	1065.554	1104.784
71	961.594	866.459	908.134	803.470	898.790	1049.548	1095.386	976.659	920.143	1008.285	930.997	1126.488	1066.942	1044.688	1072.933
72	907.794	837.365	875.145	784.208	853.185	971.171	1044.570	948.588	897.071	995.884	899.549	1118.688	1074.352	1023.675	1036.615
73	883.329	813.565	833.179	743.631	820.876	924.309	978.184	931.969	869.394	933.581	871.772	1100.177	1047.109	1007.797	991.070
74	848.304	781.611	791.419	720.523	785.842	907.157	931.963	892.770	857.638	899.638	846.372	1095.583	1058.416	995.461	966.950
75	843.038	750.784	744.748	677.094	760.425	868.008	888.761	863.081	842.541	878.543	856.588	1101.577	1045.851	1004.340	956.855
76	835.731	715.169	715.144	651.589	733.942	832.498	843.171	835.586	843.236	857.312	859.508	1059.678	1020.534	988.509	909.319
77	814.855	679.667	670.796	636.949	706.942	796.383	824.451	788.050	832.633	851.410	859.307	1007.566	1022.283	964.595	910.914
78	784.182	668.529	672.568	614.958	695.084	790.999	789.281	778.064	810.998	872.116	834.960	982.216	1032.240	940.523	868.861
79	762.454	661.070	664.202	605.505	665.939	738.745	776.875	758.263	777.590	851.686	795.567	950.923	1064.056	895.146	866.090
80	722.659	632.251	630.843	595.875	644.050	723.755	731.139	733.824	747.574	826.735	775.488	908.737	1036.592	892.458	845.334
81	690.791	603.019	614.865	585.705	640.687	675.351	706.274	726.307	719.951	793.471	753.929	877.218	1036.605	857.817	795.470
82	671.242	592.318	605.600	574.872	637.100	672.313	696.802	686.103	711.513	762.213	739.377	859.094	994.579	809.984	763.613
83	630.336	584.962	606.125	589.448	620.379	646.175	671.594	679.062	704.333	752.022	716.246	849.849	975.261	803.960	738.690
84	639.684	579.988	586.616	559.834	602.632	636.106	654.079	661.180	682.740	740.214	716.514	819.442	944.445	768.172	724.845
85	633.723	573.862	566.196	542.306	584.221	617.924	646.376	657.979	670.805	719.730	702.250	778.580	894.435	744.358	703.290
86	589.811	543.207	576.124	550.280	581.155	621.865	623.492	660.436	656.900	692.315	672.045	755.112	876.264	752.641	686.676
87	580.044	545.129	551.235	557.112	569.980	606.696	618.431	649.840	655.378	677.183	674.428	754.559	843.164	735.709	683.210
88	567.294	529.535	549.152	538.916	536.201	580.792	597.351	635.754	633.899	683.187	673.535	718.350	819.673	720.518	655.064
89	562.582	505.662	519.312	522.183	554.414	572.237	582.581	623.152	636.254	667.361	651.519	714.737	791.511	692.892	642.040
90	554.332	515.490	512.402	515.602	550.776	577.057	581.323	616.401	624.667	650.221	633.672	713.745	764.831	677.219	638.335
91	530.489	503.078	500.787	497.772	536.295	553.453	567.795	586.036	616.294	640.372	626.050	679.752	733.501	655.908	624.900
92	531.494	494.478	503.524	495.321	534.669	538.518	565.085	582.749	608.536	637.821	618.398	657.019	734.137	655.762	585.927
93	525.217	474.720	508.266	489.089	537.784	540.437	550.942	586.226	583.081	634.755	594.517	650.091	698.092	638.734	575.191
94	490.841	468.558	494.376	490.400	516.965	524.977	529.194	578.739	551.573	603.425	585.998	671.943	672.662	610.144	556.669
95	503.156	463.373	477.915	483.035	521.317	515.059	525.851	577.854	567.316	600.099	582.322	641.600	666.994	592.627	546.755
96	499.258	450.400	480.292	471.406	510.218	525.226	523.298	561.324	551.623	598.677	572.392	627.694	653.762	588.410	546.558
97	488.395	458.037	461.963	451.847	513.882	514.519	510.236	554.312	545.172	591.819	578.863	628.984	637.489	589.031	539.104
98	473.901	439.776	455.444	454.030	496.293	519.836	529.489	530.516	540.348	572.551	573.598	621.873	627.693	579.399	520.133
99	468.113	425.387	445.553	458.728	495.046	489.846	507.127	529.363	538.779	570.693	550.983	612.194	621.769	577.590	527.632
100	469.658	419.128	444.870	454.038	494.710	477.508	498.633	517.557	533.216	564.983	545.428	605.297	626.878	576.404	521.125
101	468.778	429.940	434.416	456.635	486.365	493.500	499.810	504.744	523.338	549.795	543.770	615.508	613.193	576.909	507.459
102	453.659	418.182	433.442	439.124	457.425	500.967	497.831	512.518	525.938	541.970	532.946	616.130	601.512	567.072	501.436
