 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
1	361.652	364.993	358.818	347.456
2	350.602	355.614	348.193	346.606
3	335.381	355.086	354.359	352.789
4	338.901	349.234	355.117	343.161
5	350.283	362.218	364.505	337.229
6	342.975	366.872	349.231	352.026
7	343.874	361.542	347.793	358.999
8	355.640	365.881	354.205	344.513
9	358.041	362.054	347.488	346.529
10	341.006	354.934	342.634	335.812
11	338.453	351.006	344.906	340.621
12	351.394	332.233	328.183	345.009
13	346.985	336.590	328.665	338.907
14	339.942	338.538	331.936	338.273
15	339.392	345.144	331.726	335.021
16	343.836	342.522	334.373	327.841
17	337.879	337.445	329.102	329.356
18	328.271	340.803	327.826	332.504
19	325.737	333.491	326.540	320.264
20	333.772	329.857	331.232	325.534
21	326.308	332.188	328.579	316.532
22	336.118	330.207	329.081	323.615
23	333.991	335.958	333.385	326.807
24	333.408	332.836	338.990	327.832
25	329.137	332.999	334.271	331.428
26	342.861	332.606	325.207	324.771
27	339.790	321.954	329.315	333.250
28	332.162	338.308	342.037	335.576
29	321.784	342.393	331.078	335.053
30	335.079	332.501	331.755	333.733
31	337.181	336.937	330.658	341.321
32	323.528	335.621	320.546	334.261
33	324.244	332.032	313.886	332.221
34	322.969	337.283	321.622	340.350
35	324.167	329.025	318.923	328.543
36	327.053	326.365	309.677	323.524
37	326.431	337.010	300.502	317.613
38	311.666	328.206	304.054	321.789
39	322.943	331.577	309.340	321.946
40	317.518	319.262	315.019	321.358
41	320.037	324.966	318.105	323.425
42	319.771	318.755	324.599	324.848
43	323.093	320.458	324.648	324.152
44	319.096	328.953	334.602	320.004
45	319.190	317.101	324.526	323.408
46	320.401	324.882	310.556	325.286
47	319.150	330.752	320.517	326.637
48	320.673	328.361	327.581	323.368
49	322.357	324.243	321.700	324.440
50	318.505	309.528	321.254	318.093
51	327.835	316.252	332.519	315.522
52	329.848	330.048	328.202	324.676
53	335.060	326.435	311.668	317.192
54	328.574	321.900	319.255	312.136
55	325.525	319.069	314.348	323.621
56	309.552	323.639	327.235	324.137
57	316.362	331.294	318.085	322.100
58	321.133	328.915	321.659	316.726
59	318.156	317.262	338.565	322.913
60	318.189	323.205	338.977	323.642
61	326.997	331.739	331.501	327.585
62	336.639	351.050	334.641	332.220
63	329.488	350.284	337.284	334.293
64	338.116	355.136	343.489	351.395
65	339.402	354.781	342.152	339.036
66	338.080	363.160	349.740	341.232
67	350.791	376.907	359.285	339.886
68	366.015	361.528	349.529	349.327
69	360.067	358.973	349.630	359.204
70	365.412	373.056	348.332	349.818
71	361.380	370.907	362.935	354.730
72	368.979	360.517	366.534	358.304
73	383.679	369.798	356.024	367.031
74	389.995	379.015	374.294	382.530
75	392.443	383.345	379.066	401.618
76	404.648	400.030	391.087	410.111
77	412.478	414.373	399.732	418.935
78	417.089	433.394	400.301	409.191
79	411.479	445.955	417.030	404.116
80	409.733	436.962	408.853	405.886
81	413.341	454.669	390.505	413.644
82	413.890	447.980	387.389	396.081
83	386.490	449.123	388.904	382.982
84	386.993	451.882	374.316	381.864
85	396.159	445.564	391.681	387.352
86	395.530	447.802	370.670	371.750
87	398.785	422.963	381.448	363.388
88	379.083	420.183	376.440	354.028
89	368.928	395.390	373.096	362.505
90	361.378	393.960	365.781	364.205
91	355.456	390.166	355.258	353.844
92	353.590	366.939	350.509	346.251
93	335.547	367.437	359.975	335.320
94	333.459	356.357	358.253	331.309
95	332.863	345.968	347.400	321.958
96	323.496	352.791	330.927	313.005
97	316.660	338.140	330.878	315.029
98	318.870	332.579	333.620	310.788
99	313.261	325.163	326.078	310.624
100	316.884	323.256	310.991	306.901
101	319.628	317.700	310.068	299.362
102	308.205	308.800	304.345	303.129
103	302.128	312.918	302.064	304.907
104	299.670	309.904	306.447	299.548
105	289.980	296.802	298.040	292.131
106	292.167	305.169	299.899	300.322
107	288.966	290.968	303.583	297.108
108	285.999	285.766	288.883	289.956
109	296.782	289.003	289.973	290.427
110	290.421	282.835	290.607	288.583
111	282.200	290.660	283.509	286.203
112	284.994	280.876	281.917	286.161
113	278.423	283.736	278.494	276.935
114	287.612	286.085	277.734	283.664
115	286.217	286.950	290.006	275.072
116	270.218	283.658	277.453	280.588
117	278.669	276.014	279.257	281.119
118	276.388	285.377	271.799	278.524
119	272.675	281.276	275.767	280.650
120	273.446	279.364	277.974	270.697
121	270.833	269.711	272.413	272.592
122	273.386	268.502	273.154	267.321
123	266.961	274.467	267.981	267.060
124	271.346	274.569	270.656	267.726
125	270.598	275.130	262.778	268.064
126	265.818	268.445	259.380	261.771
127	263.054	263.175	265.851	264.923
128	264.175	264.354	267.910	262.937
129	274.108	269.265	259.373	266.772
130	260.502	262.197	259.426	251.434
131	249.544	265.759	266.516	257.435
132	256.044	267.505	258.606	264.997
133	259.078	257.640	257.883	258.730
134	262.166	264.195	259.567	262.559
135	256.307	252.854	254.731	265.523
136	253.264	256.567	252.202	251.697
137	254.653	256.207	250.694	253.892
138	254.501	255.609	245.461	252.335
139	253.462	252.661	254.071	252.455
140	243.519	256.842	247.374	244.696
141	252.506	247.179	253.513	250.046
142	254.574	242.865	256.389	247.421
143	249.331	254.179	248.693	254.676
144	252.576	252.794	250.742	245.323
145	253.585	257.992	241.286	246.724
146	251.514	251.970	244.668	257.687
147	242.513	245.961	248.956	247.437
148	249.718	246.102	258.187	246.952
149	241.290	255.432	249.671	244.567
150	240.599	240.290	252.676	252.207
151	244.289	247.466	252.121	249.413
