 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	171.549	173.136	174.781	170.450	174.666	177.503	171.627	169.545	169.135	173.921	170.215	175.144
2	168.877	175.659	176.895	171.976	176.530	168.800	174.009	169.423	165.293	175.430	167.040	168.562
3	171.213	178.994	175.628	170.559	169.936	171.630	174.948	169.745	166.976	174.193	167.949	168.986
4	178.190	179.039	181.252	166.749	169.881	172.230	176.414	164.390	164.434	175.635	169.746	174.155
5	170.008	176.694	175.183	173.811	175.825	172.627	172.630	167.190	173.861	174.225	169.569	168.850
6	172.061	173.266	177.611	176.512	176.314	172.155	170.518	172.067	171.017	179.739	173.602	177.460
7	176.886	174.075	172.902	174.964	175.149	170.776	178.761	168.430	172.490	173.827	171.716	173.805
8	173.457	172.547	171.312	172.450	174.751	171.961	171.852	164.959	170.472	167.709	172.953	175.106
9	172.104	174.518	172.373	172.879	180.879	176.712	172.455	167.746	166.687	169.502	172.299	176.181
10	170.080	173.446	177.016	172.744	174.139	173.377	185.171	163.169	168.479	171.554	168.664	167.590
11	169.744	173.305	175.867	171.248	174.887	177.034	173.737	171.806	166.393	176.420	170.437	166.996
12	170.853	171.847	174.670	177.326	175.996	176.320	172.840	175.330	170.930	169.986	166.064	175.715
13	174.779	173.773	169.479	180.779	175.025	171.749	173.917	174.120	167.421	178.178	171.151	176.745
14	172.756	178.775	169.385	177.781	177.671	175.658	178.717	170.645	170.788	173.724	174.623	174.970
15	173.129	178.404	176.978	175.038	175.272	180.609	175.094	171.743	169.752	179.210	169.751	176.514
16	170.617	178.462	170.073	174.253	171.023	181.065	171.289	172.686	178.206	173.182	174.046	174.234
17	173.440	172.545	177.883	175.058	171.482	172.743	175.768	172.241	174.115	177.681	170.408	171.134
18	172.767	171.310	170.490	173.447	180.851	165.907	177.742	174.057	171.612	176.298	169.569	174.748
