 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	461.877	461.877	456.617	456.829	472.897	451.276	461.506	469.373	449.039	450.690	451.010
2	455.093	455.093	475.820	461.754	456.321	459.959	458.147	463.843	444.770	441.655	458.278
3	466.848	466.848	473.244	481.197	478.528	481.208	469.089	473.255	451.807	456.069	462.877
4	472.131	472.131	482.547	481.192	481.308	478.231	483.461	462.525	466.306	461.296	467.066
5	482.980	482.980	475.442	487.935	483.233	482.477	472.726	468.684	467.450	465.710	473.233
6	498.508	498.508	482.946	498.606	475.856	483.729	478.354	492.119	481.870	468.836	467.333
7	472.885	472.885	490.760	496.614	492.891	482.047	474.053	495.737	479.986	467.459	474.156
8	490.045	490.045	484.718	507.415	503.220	489.200	484.930	500.466	477.756	480.502	479.734
9	488.315	488.315	486.906	515.002	501.604	491.557	493.817	495.243	478.203	487.729	483.617
10	508.779	508.779	500.015	518.605	487.065	501.592	505.811	494.252	485.855	483.541	488.977
11	505.055	505.055	511.986	513.297	498.151	500.788	516.942	515.694	486.760	484.663	493.139
12	519.827	519.827	509.877	530.486	500.766	510.151	508.995	511.026	493.759	493.087	499.158
13	527.829	527.829	509.598	527.688	494.101	514.106	515.517	516.578	498.325	502.443	508.877
14	525.688	525.688	515.764	515.183	505.140	527.758	505.459	521.791	496.980	500.286	501.923
15	536.217	536.217	538.757	520.077	523.293	514.629	520.673	525.436	520.789	493.976	500.201
16	541.310	541.310	519.333	536.576	520.835	527.724	531.540	545.051	518.584	512.104	517.227
17	540.697	540.697	533.864	545.531	532.132	534.118	545.465	533.133	513.922	536.485	536.043
18	533.063	533.063	554.090	559.450	538.461	547.371	547.335	535.768	519.286	535.312	533.550
19	545.193	545.193	556.778	558.756	544.621	543.401	550.030	528.427	536.110	538.120	531.927
20	562.836	562.836	546.103	554.740	535.312	533.072	554.772	544.555	532.695	533.125	535.591
