 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	597.158	624.996	634.264	652.613	648.740	665.266	663.191	652.785	624.443	599.097	610.062	604.947	587.538	599.335	590.125
2	590.304	616.938	614.703	633.915	668.873	673.791	658.427	650.377	620.980	608.284	608.027	602.103	603.472	587.433	585.247
3	600.856	611.124	614.226	632.555	664.341	664.386	659.751	661.279	609.189	605.891	593.491	621.219	611.255	592.982	597.956
4	584.241	621.676	605.973	630.466	645.609	672.011	650.412	645.035	624.590	596.918	588.682	607.352	602.374	585.543	577.971
5	572.313	623.102	628.429	623.015	663.128	666.003	657.810	637.684	612.984	610.382	602.633	592.736	601.786	574.834	583.538
6	575.189	614.399	621.369	625.962	655.194	660.907	657.619	633.341	616.548	600.798	604.083	596.523	589.943	592.344	588.885
7	580.564	599.999	609.672	626.258	656.409	658.127	647.303	640.337	624.191	605.078	581.080	604.969	589.987	579.292	565.919
8	586.890	608.194	596.172	615.825	648.471	639.661	648.745	635.148	608.382	584.403	582.407	582.559	587.909	592.756	560.375
9	572.394	609.999	603.729	610.019	634.534	633.818	650.581	635.164	612.603	588.357	589.074	584.832	597.905	577.862	559.237
10	569.027	584.081	595.076	603.500	629.374	646.772	625.996	609.462	597.937	593.783	589.733	589.152	587.530	564.779	573.750
11	562.236	575.428	596.232	608.172	633.136	640.992	641.056	603.624	599.396	598.477	585.615	592.781	588.712	569.520	569.360
12	579.471	609.644	582.441	603.245	637.041	631.900	643.853	617.518	606.236	583.317	564.522	584.867	590.013	564.210	577.310
13	576.163	585.652	579.272	600.192	639.356	633.627	629.769	628.346	599.247	577.356	566.876	596.235	586.118	563.074	564.329
14	565.191	592.528	580.573	602.873	635.592	638.271	636.342	606.252	574.473	569.921	562.340	579.919	587.506	553.526	550.279
15	560.669	583.979	582.979	607.357	630.478	640.156	647.765	599.493	582.140	583.742	554.777	574.887	591.839	567.264	555.251
16	549.082	575.515	580.449	597.427	618.034	621.889	613.562	600.630	587.849	576.492	563.682	591.581	602.371	560.299	550.331
17	550.730	572.809	573.094	604.247	618.457	628.378	605.097	601.091	599.755	562.396	561.277	587.249	578.498	563.019	544.200
18	566.418	573.225	566.750	593.580	614.774	619.785	619.000	616.692	587.499	567.794	561.749	585.040	581.114	567.117	558.732
