 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	350.012	340.401	338.294	353.493	332.593	335.993	339.209	346.470	340.253	338.448	337.036	341.126	354.563	352.126	337.167
2	401.680	398.976	415.393	401.049	403.655	408.199	402.723	406.856	408.411	408.191	395.784	407.772	396.656	397.130	408.131
3	472.201	470.817	475.010	480.715	455.350	466.964	463.839	465.553	459.368	460.911	471.937	461.415	467.955	471.230	466.716
4	475.646	467.043	468.332	478.752	465.188	470.577	468.104	469.744	469.905	465.049	472.034	483.558	472.188	471.561	476.319
5	476.860	452.629	469.107	471.242	472.222	464.937	472.047	464.612	463.171	463.248	463.917	460.195	461.206	464.581	471.822
6	468.631	455.514	475.746	471.676	462.310	471.260	474.611	474.082	463.042	468.482	469.253	468.251	468.362	470.163	455.057
7	457.644	468.321	482.263	467.732	459.141	466.800	473.329	484.315	469.195	471.270	472.636	482.368	461.043	464.509	463.574
8	474.342	465.124	482.231	466.819	461.661	472.086	470.131	485.001	470.195	466.433	478.124	474.366	460.028	471.996	468.366
9	478.619	478.638	480.734	472.918	475.953	476.829	470.056	477.753	473.924	488.717	467.575	467.793	468.940	474.590	472.784
10	473.699	460.257	470.789	472.577	469.480	484.992	474.906	467.723	463.208	473.744	470.462	461.038	469.093	472.415	474.373
11	471.048	462.188	471.858	475.330	468.613	478.184	467.172	468.389	460.640	468.009	462.556	466.403	454.182	475.975	464.580
12	472.858	468.492	473.771	481.341	460.692	471.278	477.666	481.647	467.849	474.141	469.112	474.792	461.898	469.649	468.759
13	476.588	471.201	475.413	475.168	462.352	469.566	476.607	471.348	477.788	465.772	479.927	478.421	474.728	470.766	475.672
14	477.055	468.221	467.692	475.686	470.523	471.778	467.207	473.559	476.523	469.896	473.803	476.578	474.417	463.711	465.031
15	483.248	453.496	476.757	474.935	471.727	461.126	469.834	453.101	475.084	450.644	476.993	465.272	475.772	473.756	465.778
16	476.840	462.231	479.764	477.495	467.224	476.106	475.911	460.177	483.573	476.685	477.429	477.249	475.770	474.441	474.133
17	480.478	476.843	486.781	468.555	477.213	467.784	472.785	479.726	474.017	480.181	475.613	464.865	469.752	473.428	472.215
18	471.586	480.073	492.803	481.473	476.180	464.729	467.080	474.291	466.631	471.426	467.185	474.831	472.094	469.107	481.526
19	457.923	463.027	457.611	476.305	473.200	476.193	473.554	480.929	467.109	474.637	469.376	484.456	472.875	475.515	466.750
20	465.791	471.273	469.495	485.506	484.781	478.065	474.856	480.579	478.743	473.713	477.640	465.470	474.001	471.327	473.701
21	475.449	469.168	472.899	482.415	475.872	478.088	484.885	474.635	467.791	470.056	475.749	469.086	468.129	476.555	478.837
22	478.331	471.259	476.614	479.746	480.321	470.470	475.481	467.818	478.333	462.751	470.118	481.668	468.653	483.607	471.832
23	485.126	473.034	478.884	481.233	485.096	476.219	484.997	472.423	478.957	473.151	470.335	476.635	479.845	477.188	475.284
24	480.812	464.017	482.138	474.606	469.661	482.207	475.977	470.010	468.381	486.235	479.127	478.416	472.524	480.324	483.054
25	483.333	471.056	473.337	477.040	470.283	486.145	481.445	477.435	476.666	477.787	476.543	486.051	474.612	487.076	486.169
26	481.537	481.717	468.192	479.324	474.983	481.687	482.416	478.688	480.698	470.890	471.546	479.613	466.033	470.723	478.271
27	472.315	487.425	481.942	483.335	482.181	475.519	486.455	483.027	487.054	473.525	477.416	480.287	466.125	479.321	479.477
28	487.335	487.566	486.384	486.477	486.171	483.719	474.346	474.245	487.542	468.895	481.097	477.204	481.552	481.510	477.393
29	476.133	477.508	487.246	482.166	473.358	482.479	490.438	481.654	489.824	481.169	483.904	482.840	486.244	472.479	486.669
30	475.598	477.346	482.899	478.853	484.519	475.064	489.275	478.177	492.830	473.970	484.526	490.528	485.463	481.756	480.200
31	481.375	477.108	483.713	488.082	492.201	478.886	487.058	470.399	495.241	477.751	476.652	484.375	484.446	483.334	479.805
32	485.729	475.980	487.049	490.349	484.683	488.239	491.361	480.557	490.019	490.336	482.710	483.777	477.264	492.319	482.242
33	487.244	475.760	494.920	501.710	492.615	487.880	482.704	481.472	484.579	484.349	482.051	490.195	472.927	491.773	480.709
34	492.179	481.977	483.530	494.564	488.012	478.257	485.780	477.861	495.648	481.153	480.724	476.765	475.134	481.263	487.587
