 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
91	230.377	230.377	223.129	223.144
92	228.657	228.657	225.329	222.722
93	231.737	231.737	224.788	222.204
94	230.824	230.824	222.795	224.709
95	232.087	232.087	226.026	224.866
96	228.946	228.946	225.321	218.554
97	228.933	228.933	221.204	235.589
98	230.605	230.605	229.135	225.406
99	229.303	229.303	224.251	223.145
100	220.155	220.155	219.152	221.155
101	223.514	223.514	220.174	226.314
102	218.448	218.448	224.602	226.832
103	227.264	227.264	227.111	231.125
104	230.002	230.002	227.390	225.214
105	236.352	236.352	225.354	217.642
106	227.099	227.099	223.749	226.901
107	232.076	232.076	222.107	220.563
108	227.244	227.244	231.975	223.409
109	230.403	230.403	225.999	220.622
110	238.166	238.166	230.124	228.326
111	235.162	235.162	220.607	226.441
112	227.175	227.175	219.988	227.765
113	223.457	223.457	225.886	233.252
114	236.879	236.879	222.544	228.813
115	228.325	228.325	228.394	223.453
116	220.908	220.908	228.902	228.861
117	225.738	225.738	226.281	225.567
118	233.498	233.498	225.763	227.565
119	230.870	230.870	221.264	230.740
120	229.179	229.179	223.262	225.411
121	227.548	227.548	218.750	228.176
122	227.913	227.913	224.769	222.919
123	228.061	228.061	226.411	223.270
124	224.649	224.649	219.478	230.802
125	229.662	229.662	228.744	229.551
126	228.949	228.949	222.458	221.207
127	229.434	229.434	224.745	234.753
128	230.340	230.340	229.496	231.812
129	237.553	237.553	228.754	227.241
130	237.810	237.810	227.612	226.197
131	221.441	221.441	228.006	231.586
132	229.311	229.311	227.609	231.774
133	242.535	242.535	231.807	232.145
134	232.658	232.658	233.172	218.495
135	226.810	226.810	218.123	219.371
136	228.275	228.275	225.166	229.360
137	222.520	222.520	220.232	227.328
138	234.563	234.563	228.469	222.659
139	223.542	223.542	222.548	227.241
140	231.276	231.276	225.280	219.851
141	236.051	236.051	233.872	217.035
142	240.287	240.287	229.852	228.153
143	230.477	230.477	230.648	212.314
144	235.556	235.556	238.868	216.526
145	238.191	238.191	235.235	227.051
146	225.279	225.279	228.146	223.077
147	230.448	230.448	227.261	229.473
148	233.514	233.514	224.418	228.236
149	234.508	234.508	218.113	221.928
150	224.873	224.873	222.893	230.207
151	228.521	228.521	224.271	231.636
152	221.597	221.597	224.671	227.716
153	225.658	225.658	226.964	230.638
154	228.767	228.767	230.267	228.358
155	236.536	236.536	225.106	225.933
156	231.697	231.697	231.621	226.022
157	225.624	225.624	228.827	218.061
158	231.797	231.797	224.510	230.637
159	224.641	224.641	223.369	236.893
160	224.246	224.246	223.371	224.067
161	235.229	235.229	230.879	220.241
162	240.020	240.020	225.496	234.430
163	239.322	239.322	225.198	229.535
164	235.108	235.108	226.637	225.277
165	235.525	235.525	233.238	226.611
166	234.723	234.723	224.329	227.976
167	234.843	234.843	222.185	227.309
168	234.063	234.063	223.249	227.029
169	228.053	228.053	225.638	232.295
170	229.522	229.522	226.447	224.396
171	227.214	227.214	227.841	220.158
172	230.181	230.181	234.605	229.343
173	226.734	226.734	226.327	224.040
174	234.364	234.364	222.349	221.783
175	234.905	234.905	225.714	234.865
176	233.538	233.538	217.321	235.132
177	232.318	232.318	226.509	232.872
178	227.475	227.475	226.446	234.862
179	228.422	228.422	231.033	224.788
180	236.590	236.590	224.982	230.387
181	233.043	233.043	229.741	224.323
182	233.046	233.046	229.059	223.683
183	230.327	230.327	226.145	229.751
184	229.926	229.926	235.428	227.450
185	226.983	226.983	237.408	232.226
186	233.869	233.869	232.896	236.125
187	235.153	235.153	221.466	237.026
188	239.045	239.045	230.789	224.697
189	225.714	225.714	231.356	234.290
190	231.419	231.419	231.810	231.544
191	230.277	230.277	231.006	227.234
192	230.672	230.672	240.051	233.964
193	229.860	229.860	233.019	228.862
194	232.966	232.966	233.177	230.428
195	241.886	241.886	226.655	231.703
196	243.777	243.777	230.217	232.324
197	233.592	233.592	238.272	238.736
198	230.065	230.065	231.493	237.350
199	239.735	239.735	238.490	230.230
200	236.302	236.302	229.865	230.943
201	234.862	234.862	237.662	223.400
202	233.792	233.792	229.753	231.756
203	231.313	231.313	229.454	225.005
204	236.617	236.617	224.708	223.763
205	233.193	233.193	234.540	225.497
206	229.691	229.691	226.274	226.582
207	232.254	232.254	231.645	233.803
208	236.478	236.478	231.155	221.787
209	238.938	238.938	234.891	241.323
210	241.830	241.830	234.520	237.756
211	242.572	242.572	231.886	232.548
212	234.094	234.094	233.453	232.082
213	235.896	235.896	230.371	222.058
214	230.410	230.410	234.435	226.188
215	236.612	236.612	237.051	233.114
216	239.849	239.849	232.982	234.519
217	245.475	245.475	237.134	241.765
218	245.918	245.918	238.458	232.086
219	239.125	239.125	229.900	226.291
220	245.139	245.139	229.085	225.891
221	245.795	245.795	234.585	230.182
222	237.912	237.912	242.224	232.892
223	239.545	239.545	235.384	241.778
224	232.562	232.562	233.808	227.847
225	239.224	239.224	238.662	236.459
226	236.741	236.741	234.779	239.783
227	225.583	225.583	242.532	236.381
228	236.260	236.260	239.718	236.361
229	237.224	237.224	225.580	233.644
230	236.305	236.305	235.382	235.032
231	237.053	237.053	240.164	236.073
232	247.236	247.236	241.043	237.800
233	242.893	242.893	235.258	238.033
234	244.087	244.087	238.797	242.792
235	241.680	241.680	237.161	232.387
236	236.074	236.074	238.195	232.110
237	240.837	240.837	239.671	237.974
238	243.921	243.921	232.515	233.536
239	245.037	245.037	234.097	236.021
240	244.429	244.429	234.780	232.062
241	240.975	240.975	235.861	234.480
242	239.313	239.313	238.712	237.908
243	241.767	241.767	241.743	238.073
244	243.323	243.323	238.911	232.302
245	241.362	241.362	238.829	243.237
246	238.269	238.269	242.145	239.090
247	244.073	244.073	235.119	243.703
248	239.392	239.392	245.786	243.579
249	245.294	245.294	240.059	234.666
250	240.698	240.698	248.880	238.816
251	255.695	255.695	249.994	240.036
252	250.640	250.640	241.008	242.222
253	249.960	249.960	243.502	242.582
254	247.154	247.154	244.164	238.995
255	247.940	247.940	239.164	243.487
256	242.641	242.641	248.189	240.633
257	245.790	245.790	249.498	247.047
258	248.150	248.150	240.431	239.630
259	256.497	256.497	239.684	248.200
260	257.874	257.874	241.864	250.742
261	254.895	254.895	254.133	252.112
262	254.437	254.437	259.602	244.029
263	258.775	258.775	251.720	242.938
264	258.338	258.338	242.407	244.962
265	258.471	258.471	242.519	245.379
266	256.135	256.135	252.095	243.932
267	259.935	259.935	262.667	240.818
268	250.872	250.872	250.977	250.453
269	255.643	255.643	250.552	260.708
270	257.775	257.775	252.347	258.713
271	258.595	258.595	256.931	253.695
272	257.268	257.268	252.214	258.817
273	257.403	257.403	255.423	251.369
274	262.535	262.535	261.026	259.213
275	267.165	267.165	258.806	254.216
276	265.992	265.992	257.469	256.794
277	261.431	261.431	257.169	259.764
278	261.477	261.477	261.661	254.082
279	260.951	260.951	248.821	257.568
280	261.337	261.337	256.417	260.848
281	260.421	260.421	259.733	262.680
282	265.406	265.406	247.606	256.420
283	262.131	262.131	260.849	258.575
284	263.649	263.649	262.059	268.281
285	259.497	259.497	255.524	263.142
286	266.251	266.251	261.741	268.762
287	278.250	278.250	263.060	256.742
288	269.359	269.359	265.358	258.583
289	263.131	263.131	270.785	261.917
290	275.321	275.321	266.838	268.276
291	278.750	278.750	277.844	269.315
292	273.403	273.403	269.879	269.039
293	281.329	281.329	271.280	273.886
294	280.391	280.391	271.744	278.758
295	280.920	280.920	276.820	269.185
296	286.918	286.918	283.451	277.346
297	281.275	281.275	278.541	280.830
298	284.293	284.293	277.426	277.053
299	282.328	282.328	276.567	279.387
300	281.514	281.514	285.881	279.337
301	288.439	288.439	286.312	276.491
302	294.061	294.061	281.060	292.100
303	289.206	289.206	290.128	289.259
304	291.339	291.339	293.108	283.812
305	295.682	295.682	294.477	292.881
306	302.857	302.857	294.309	287.448
307	307.273	307.273	293.298	294.002
308	303.058	303.058	293.711	303.612
309	311.247	311.247	292.001	304.929
310	306.655	306.655	298.683	318.488
311	301.174	301.174	300.789	312.331
312	311.182	311.182	306.126	309.422
313	316.053	316.053	318.735	314.616
314	311.248	311.248	322.269	317.722
315	324.633	324.633	324.839	326.810
316	336.325	336.325	338.008	332.125
317	337.838	337.838	335.533	337.547
318	348.940	348.940	334.315	343.872
319	345.185	345.185	344.509	339.915
320	344.872	344.872	337.783	339.694
321	361.333	361.333	350.144	371.780
322	365.368	365.368	361.795	383.397
323	368.799	368.799	378.181	386.404
324	386.316	386.316	384.760	411.588
325	379.305	379.305	399.870	436.145
326	387.551	387.551	410.299	457.161
327	420.823	420.823	435.362	491.903
328	441.114	441.114	452.416	491.662
329	467.429	467.429	458.516	474.525
330	475.106	475.106	459.516	473.076
331	480.725	480.725	463.479	475.931
332	491.371	491.371	468.869	464.991
333	492.893	492.893	475.186	464.342
334	501.258	501.258	477.958	461.450
335	487.459	487.459	455.832	443.754
336	488.427	488.427	440.052	439.576
337	460.178	460.178	439.195	427.374
338	444.298	444.298	434.545	427.263
339	427.820	427.820	410.649	420.343
340	415.292	415.292	402.596	416.061
341	389.973	389.973	390.918	418.877
342	393.282	393.282	401.093	416.349
343	377.349	377.349	390.055	417.313
344	373.867	373.867	384.410	406.035
345	361.839	361.839	380.119	402.779
346	367.930	367.930	374.031	406.732
347	342.847	342.847	392.015	394.470
348	359.727	359.727	396.614	393.079
349	360.896	360.896	376.771	391.963
350	361.438	361.438	366.803	387.422
351	366.532	366.532	375.191	375.128
352	361.638	361.638	365.227	372.653
353	354.704	354.704	362.880	376.346
354	362.086	362.086	357.642	377.822
355	355.215	355.215	350.976	364.673
356	349.716	349.716	349.058	353.578
357	347.616	347.616	348.033	347.018
358	362.164	362.164	343.298	346.464
359	347.115	347.115	353.258	339.572
360	348.342	348.342	345.323	339.049
361	346.770	346.770	357.333	342.548
362	347.809	347.809	336.531	335.011
363	339.591	339.591	331.917	332.366
364	334.052	334.052	321.903	319.545
365	350.500	350.500	338.949	332.616
366	351.274	351.274	332.706	342.055
367	340.193	340.193	341.904	335.726
368	340.196	340.196	338.118	327.896
369	332.340	332.340	338.247	328.985
370	338.721	338.721	335.952	325.924
371	336.013	336.013	330.718	328.745
372	328.453	328.453	329.532	322.574
373	341.163	341.163	327.974	319.122
374	334.823	334.823	322.794	325.707
375	337.983	337.983	327.598	321.070
376	336.075	336.075	324.531	317.497
377	340.448	340.448	326.043	321.545
378	330.540	330.540	321.837	320.099
379	339.621	339.621	331.641	315.343
380	333.257	333.257	321.010	311.708
381	328.453	328.453	326.445	317.303
382	323.786	323.786	326.868	318.030
383	331.589	331.589	326.463	313.461
384	330.419	330.419	326.544	320.711
385	330.771	330.771	326.535	329.368
386	342.868	342.868	321.873	329.295
387	329.788	329.788	320.557	327.690
388	336.195	336.195	320.279	329.565
389	330.028	330.028	332.665	319.487
390	329.094	329.094	322.541	314.871
391	327.951	327.951	330.572	319.980
392	338.119	338.119	323.135	318.669
393	340.169	340.169	317.039	317.825
394	337.552	337.552	324.570	314.851
395	341.965	341.965	326.187	315.260
396	333.851	333.851	330.035	320.009
397	339.106	339.106	318.734	327.377
398	333.849	333.849	331.554	324.046
399	338.284	338.284	331.893	317.371
400	346.804	346.804	326.452	319.761
401	351.873	351.873	331.879	329.324
402	344.434	344.434	336.389	326.633
403	338.769	338.769	338.862	334.008
404	341.661	341.661	338.975	327.258
405	339.671	339.671	324.494	327.378
406	346.509	346.509	338.448	328.642
407	334.070	334.070	338.031	324.899
408	334.046	334.046	324.730	326.344
409	337.685	337.685	335.048	325.545
410	338.659	338.659	328.271	326.571
411	345.543	345.543	338.149	331.653
412	351.868	351.868	331.584	331.641
413	347.371	347.371	337.263	323.640
414	343.718	343.718	335.165	323.179
415	346.976	346.976	323.535	335.466
416	335.109	335.109	326.685	331.461
417	345.714	345.714	328.305	332.913
418	345.823	345.823	336.267	346.063
419	339.777	339.777	335.623	336.094
420	351.077	351.077	334.434	333.653
421	342.646	342.646	331.241	338.779
422	342.953	342.953	331.158	329.455
423	343.005	343.005	339.368	344.237
424	358.218	358.218	341.208	344.420
425	353.892	353.892	337.782	346.107
426	350.832	350.832	336.819	345.180
427	353.794	353.794	346.226	350.389
428	354.454	354.454	338.243	352.363
429	361.335	361.335	332.608	360.194
430	365.456	365.456	338.983	341.975
431	367.266	367.266	346.425	344.233
432	372.450	372.450	345.611	349.997
433	358.910	358.910	348.443	341.516
434	351.847	351.847	337.655	347.656
435	359.760	359.760	350.104	353.794
436	355.626	355.626	354.758	349.363
