 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
1	223.289	223.289	228.123	217.124
2	228.098	228.098	223.963	222.701
3	227.525	227.525	225.636	224.419
4	222.269	222.269	223.865	223.550
5	222.413	222.413	226.434	227.509
6	219.767	219.767	224.387	222.100
7	228.038	228.038	226.209	221.706
8	225.337	225.337	221.766	225.039
9	226.970	226.970	215.413	221.130
10	227.553	227.553	222.037	219.086
11	222.052	222.052	227.032	220.536
12	222.411	222.411	228.303	222.057
13	230.043	230.043	222.926	218.077
14	220.904	220.904	225.198	219.167
15	218.085	218.085	228.309	223.791
16	228.985	228.985	224.760	223.340
17	228.010	228.010	227.408	218.821
18	232.071	232.071	224.383	227.982
19	222.245	222.245	219.842	221.395
20	215.431	215.431	223.509	219.614
21	227.018	227.018	226.986	228.590
22	221.504	221.504	230.494	227.624
23	232.411	232.411	217.699	228.156
24	223.313	223.313	217.666	220.628
25	224.925	224.925	215.450	222.731
26	228.723	228.723	219.199	225.742
27	228.099	228.099	229.818	222.795
28	225.681	225.681	216.287	213.589
29	227.743	227.743	217.335	224.001
30	224.596	224.596	225.183	226.536
31	236.122	236.122	220.794	221.423
32	224.234	224.234	219.257	217.520
33	224.104	224.104	227.045	220.832
34	227.254	227.254	226.064	224.846
35	234.606	234.606	222.441	224.514
36	229.733	229.733	226.310	225.026
37	233.803	233.803	222.255	224.008
38	230.697	230.697	223.488	221.001
39	227.579	227.579	219.819	225.271
40	221.234	221.234	219.004	227.448
41	218.147	218.147	224.937	227.711
42	222.662	222.662	224.838	227.763
43	232.786	232.786	226.641	222.489
44	231.657	231.657	217.487	217.812
45	218.056	218.056	214.557	219.961
46	224.322	224.322	222.125	221.408
47	233.044	233.044	221.372	220.208
48	225.887	225.887	212.332	219.580
49	224.862	224.862	217.306	221.511
50	228.212	228.212	226.048	218.343
51	227.637	227.637	231.653	216.510
52	230.984	230.984	220.783	232.998
53	224.290	224.290	226.690	234.005
54	229.627	229.627	225.968	221.922
55	226.064	226.064	227.973	222.744
56	226.166	226.166	232.788	219.712
57	226.988	226.988	224.220	219.589
58	234.708	234.708	223.673	217.227
59	230.358	230.358	222.334	224.086
60	222.400	222.400	229.798	224.431
61	225.110	225.110	219.948	228.537
62	228.731	228.731	224.287	222.291
63	223.609	223.609	229.787	218.198
64	233.892	233.892	218.769	216.570
65	220.178	220.178	227.953	221.082
66	219.732	219.732	221.048	224.353
67	230.874	230.874	221.868	225.915
68	231.337	231.337	222.228	217.231
69	225.756	225.756	216.849	225.596
70	217.343	217.343	219.816	219.875
71	215.668	215.668	221.298	225.647
72	218.921	218.921	225.699	229.788
73	217.571	217.571	220.185	222.681
74	229.300	229.300	220.795	217.933
75	225.461	225.461	215.442	223.603
76	224.667	224.667	218.850	216.591
77	228.325	228.325	214.229	221.195
78	222.696	222.696	219.127	232.639
79	218.396	218.396	225.725	221.921
80	216.372	216.372	220.903	216.015
81	231.334	231.334	225.796	220.762
82	231.493	231.493	228.617	222.274
83	232.669	232.669	234.478	224.766
84	224.948	224.948	216.275	235.046
85	216.194	216.194	227.293	226.386
86	229.609	229.609	227.526	225.053
87	223.284	223.284	224.461	223.065
88	225.184	225.184	221.909	216.866
89	229.009	229.009	218.700	222.947
90	224.789	224.789	219.740	218.133
