 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	190.621	190.621	191.892	196.605	189.604	202.941	203.902	198.462	190.312	202.665	197.632
2	195.060	195.060	183.129	191.159	194.828	190.744	199.942	196.713	191.855	196.231	194.322
3	191.698	191.698	186.053	187.700	190.895	199.975	202.891	193.964	194.137	199.387	197.225
4	188.209	188.209	183.617	195.215	194.814	197.817	199.046	197.786	194.992	196.377	189.837
5	183.015	183.015	193.063	191.808	198.157	196.737	193.626	199.324	188.467	193.758	198.698
6	189.881	189.881	193.023	192.472	199.408	195.901	196.975	194.325	190.718	193.829	199.235
7	191.245	191.245	191.426	191.337	189.958	200.390	202.997	193.580	194.780	199.763	201.782
8	188.385	188.385	193.315	190.352	195.547	196.685	203.594	197.529	194.478	205.487	202.718
9	183.988	183.988	188.193	204.557	195.233	199.553	194.830	204.083	190.755	206.239	201.303
10	187.075	187.075	181.710	200.031	192.215	199.488	200.495	197.823	197.882	196.575	195.474
11	190.034	190.034	185.474	190.279	194.174	186.582	196.300	202.982	191.364	195.310	198.801
12	192.840	192.840	190.379	192.560	195.819	192.316	194.481	197.275	190.879	202.151	198.912
13	190.051	190.051	188.557	190.722	192.506	202.156	198.532	196.153	199.098	197.136	198.142
14	193.431	193.431	187.620	195.307	195.648	200.846	197.306	197.194	194.885	202.939	198.799
15	191.806	191.806	188.596	191.291	193.506	200.839	203.300	201.446	199.087	200.400	202.271
16	186.502	186.502	192.206	188.968	200.240	190.223	201.386	199.501	198.405	197.218	200.475
17	191.099	191.099	192.434	201.689	196.201	192.453	199.271	196.045	191.109	191.925	197.645
18	193.430	193.430	193.133	195.155	191.524	194.670	201.842	201.710	200.174	199.618	206.863
19	197.481	197.481	193.387	194.928	197.195	204.516	204.381	203.142	199.831	203.319	202.917
20	196.783	196.783	190.636	195.100	195.854	199.424	205.198	201.621	195.204	201.418	205.396
21	195.638	195.638	193.703	189.157	193.409	201.334	202.327	198.471	191.933	201.098	203.739
22	188.571	188.571	197.317	198.853	194.220	202.673	200.031	198.810	195.632	208.584	199.795
23	190.905	190.905	200.738	194.956	196.148	197.645	202.814	205.872	199.686	200.319	204.113
24	200.792	200.792	192.113	190.025	196.147	206.204	201.052	202.640	194.426	200.786	207.294
25	200.866	200.866	193.553	193.367	197.783	203.677	200.786	198.985	190.764	203.650	194.344
26	198.113	198.113	200.552	196.320	196.793	200.052	202.768	200.499	189.490	203.781	195.482
27	196.605	196.605	193.297	192.437	201.659	201.391	203.547	201.958	187.748	197.757	196.676
28	199.595	199.595	191.246	199.245	202.577	207.643	199.006	197.964	198.441	194.717	194.755
29	195.365	195.365	191.143	194.694	198.625	205.154	198.344	203.087	207.806	199.871	203.488
30	188.101	188.101	187.974	192.056	199.432	190.495	197.421	206.412	204.016	199.167	200.045
31	191.962	191.962	187.177	198.411	200.360	199.030	201.854	198.506	192.269	207.290	201.852
32	197.931	197.931	188.034	198.685	199.366	205.539	209.708	198.850	202.440	208.945	203.047
33	200.628	200.628	192.973	201.930	197.238	202.662	209.994	208.354	203.098	203.408	206.709
34	200.888	200.888	192.092	189.012	199.484	200.379	209.034	206.926	207.154	204.989	208.427
35	204.285	204.285	193.744	197.504	195.949	200.713	206.684	199.063	211.215	202.132	204.682
36	196.291	196.291	198.574	206.246	198.081	200.746	206.283	199.793	205.718	210.725	208.989
37	198.889	198.889	202.151	204.289	202.769	197.091	211.701	206.235	200.424	210.892	211.424
38	205.751	205.751	201.227	199.069	205.209	209.301	206.303	210.863	194.255	210.913	207.915
39	201.534	201.534	196.590	198.740	200.409	207.252	203.398	201.612	200.647	208.354	201.930
40	204.107	204.107	200.440	203.591	198.344	202.608	221.703	209.203	208.580	208.224	206.366
41	206.062	206.062	193.434	200.623	207.244	207.687	210.788	207.553	201.756	209.445	202.818
42	204.003	204.003	197.433	206.624	201.310	209.638	201.173	209.134	202.988	205.541	202.273
43	200.300	200.300	195.110	204.040	198.543	206.552	204.195	202.365	205.666	208.762	212.951
44	208.140	208.140	192.532	195.772	203.771	203.470	207.248	213.433	204.367	209.934	211.169
45	206.813	206.813	198.679	199.320	203.902	208.012	207.810	210.742	200.461	207.362	214.387
46	210.647	210.647	195.522	206.281	200.653	206.165	204.049	209.304	203.848	204.211	212.156
47	207.705	207.705	208.073	212.274	206.878	213.053	205.378	207.264	201.570	202.313	213.492
48	204.387	204.387	196.512	205.773	207.425	207.225	206.953	217.030	206.171	210.604	206.307
49	209.285	209.285	202.186	202.817	217.230	207.556	211.781	216.599	208.990	205.805	218.791
50	203.157	203.157	198.238	207.768	208.475	209.667	210.033	211.528	206.217	207.683	217.108
51	197.293	197.293	203.719	206.852	197.020	215.465	218.657	206.386	207.766	209.748	207.078
52	200.966	200.966	210.892	207.339	207.319	215.535	205.976	203.112	203.734	216.118	208.815
53	206.953	206.953	209.509	210.598	213.610	214.475	210.263	211.800	215.415	205.399	206.489
54	202.908	202.908	195.231	207.654	206.957	214.089	214.276	214.693	205.093	204.073	211.143
55	208.732	208.732	207.783	209.298	204.104	212.625	213.056	214.835	206.147	208.090	224.277
56	218.831	218.831	214.386	210.917	202.708	208.299	215.734	226.338	210.246	214.874	218.471
57	213.336	213.336	202.011	200.048	212.966	211.567	215.285	224.291	214.146	217.403	220.598
58	214.973	214.973	210.601	205.905	213.102	209.672	223.014	210.945	211.287	216.675	209.195
59	220.141	220.141	201.925	214.531	211.698	220.887	220.470	206.256	212.889	218.551	215.744
60	216.164	216.164	208.823	213.528	210.748	209.298	216.238	214.056	206.652	209.681	213.103
61	206.808	206.808	201.740	217.093	214.442	213.467	215.951	221.723	218.148	209.653	215.956
62	212.825	212.825	203.624	209.220	215.199	210.112	219.358	215.189	208.535	213.860	218.816
63	215.638	215.638	211.230	215.117	214.153	216.402	213.409	217.406	218.474	217.172	222.380
64	218.647	218.647	203.141	209.556	211.568	221.225	216.911	217.605	221.143	218.444	216.665
65	218.208	218.208	207.340	219.869	219.045	221.132	215.083	219.236	218.658	220.851	214.573
66	217.172	217.172	211.417	218.225	217.864	219.914	221.486	217.747	203.954	220.888	217.971
67	217.573	217.573	222.055	221.129	215.705	219.321	219.621	219.048	212.710	221.466	223.953
68	227.048	227.048	221.577	224.865	216.765	215.289	224.879	225.330	209.702	214.642	227.622
69	218.634	218.634	212.341	219.472	216.498	223.024	231.922	226.456	211.632	218.241	231.159
70	218.430	218.430	217.784	218.906	219.099	231.625	223.622	219.121	214.237	218.202	230.922
71	227.595	227.595	215.530	219.509	226.259	221.976	222.746	230.189	226.572	225.389	227.745
72	224.380	224.380	205.756	224.863	217.645	223.340	227.694	224.914	213.280	218.214	220.886
73	220.131	220.131	219.038	211.948	215.854	219.444	228.887	226.891	219.545	231.708	225.435
74	225.534	225.534	222.607	217.011	215.712	225.771	227.750	225.364	218.913	226.447	224.744
75	227.699	227.699	215.557	221.295	223.552	230.288	218.041	225.669	218.557	224.670	218.952
76	229.259	229.259	215.943	214.763	217.242	227.765	227.604	225.363	230.785	221.866	229.551
77	230.068	230.068	221.720	213.269	220.184	227.433	225.163	230.395	223.548	231.310	225.725
78	225.248	225.248	220.974	224.143	217.777	234.362	230.916	222.779	226.754	232.553	227.792
79	224.349	224.349	218.780	220.825	218.368	227.924	228.462	224.586	223.959	225.554	224.913
80	223.289	223.289	217.368	220.109	225.765	220.709	230.504	234.923	229.146	230.868	231.546
81	228.315	228.315	228.778	228.861	228.216	238.779	232.105	232.471	225.114	236.160	230.413
82	228.653	228.653	225.441	229.481	228.887	238.401	232.163	232.901	224.515	227.715	231.002
83	234.713	234.713	221.398	231.020	223.341	235.539	234.370	235.859	221.228	233.046	229.861
84	244.473	244.473	225.318	229.687	226.809	236.450	229.908	239.642	226.959	223.831	235.846
85	229.073	229.073	227.839	217.582	232.131	236.925	223.304	237.351	232.196	230.861	235.733
86	235.542	235.542	231.012	233.663	233.926	239.012	236.918	233.666	238.128	233.255	239.334
87	242.781	242.781	227.038	232.856	233.589	229.036	245.535	237.203	236.231	230.354	234.354
88	247.546	247.546	234.398	237.467	235.257	237.743	240.611	243.138	230.427	243.612	236.999
89	235.937	235.937	228.408	241.030	231.091	242.659	242.780	237.199	241.792	235.449	237.809
90	242.923	242.923	227.336	242.672	234.943	238.858	245.573	255.516	246.477	241.428	248.642
91	249.227	249.227	235.130	240.794	241.370	245.812	239.417	239.424	241.148	236.793	241.549
92	245.723	245.723	229.788	233.771	242.945	238.375	245.441	241.584	237.919	242.347	243.595
93	246.127	246.127	237.362	231.616	241.846	247.904	246.753	252.272	242.372	241.926	245.324
94	255.525	255.525	238.057	231.642	247.157	248.454	253.089	258.117	253.937	240.643	251.471
95	249.905	249.905	254.373	240.606	244.614	251.348	243.547	250.030	248.874	245.956	256.163
96	252.690	252.690	243.517	239.433	248.640	238.392	254.215	252.422	249.238	254.970	256.540
97	257.705	257.705	248.728	242.248	250.179	247.943	250.664	247.956	252.972	252.237	258.948
98	269.261	269.261	245.751	248.454	247.303	247.539	251.528	252.323	254.249	254.373	262.385
99	265.380	265.380	247.388	258.695	253.250	240.591	259.708	262.761	263.960	264.255	262.155
100	269.906	269.906	247.521	256.812	257.467	248.689	259.103	263.322	270.908	259.546	258.535
101	275.834	275.834	255.733	253.047	254.824	257.516	257.707	259.969	268.694	259.905	262.677
102	279.249	279.249	260.452	262.226	262.338	251.885	258.971	262.708	269.616	261.531	269.657
103	287.778	287.778	257.361	257.688	264.714	259.255	261.939	267.332	275.733	263.820	266.962
104	293.420	293.420	267.781	263.676	270.458	263.568	276.436	262.599	272.239	268.074	269.674
105	292.792	292.792	272.639	271.509	277.246	259.700	281.075	265.194	276.036	267.660	274.782
106	293.914	293.914	275.103	265.578	274.628	261.338	282.551	269.107	275.790	290.169	281.404
107	301.913	301.913	266.591	271.008	265.959	270.641	282.999	281.616	283.365	287.173	292.656
108	310.890	310.890	282.520	267.269	277.940	273.276	282.962	283.438	289.322	292.927	291.890
109	315.507	315.507	288.181	274.128	282.549	287.301	294.429	282.602	293.529	294.856	304.943
110	316.472	316.472	285.086	290.221	290.306	282.822	289.007	282.660	295.162	288.634	296.277
111	316.506	316.506	294.497	288.538	292.985	293.863	292.919	289.238	307.500	291.796	302.708
112	320.161	320.161	301.404	291.392	290.627	296.122	302.573	304.249	305.786	303.351	305.231
113	323.376	323.376	296.389	300.399	300.586	303.803	302.031	300.502	320.115	300.785	326.804
114	342.632	342.632	312.704	304.006	307.221	307.235	321.040	306.060	312.005	313.800	325.626
115	350.011	350.011	320.894	312.954	309.594	303.624	326.324	302.280	312.941	332.021	334.164
116	358.830	358.830	316.982	325.439	315.449	322.966	333.864	321.453	334.281	323.185	344.175
117	365.763	365.763	325.891	335.622	314.266	325.431	325.029	325.479	329.110	325.804	346.888
118	355.830	355.830	325.197	333.705	320.306	316.301	344.544	333.366	332.898	338.665	349.198
119	368.901	368.901	339.366	330.723	330.225	334.642	342.614	346.904	342.049	338.427	357.054
120	362.078	362.078	344.957	341.630	319.197	333.403	344.504	350.564	332.982	338.609	348.896
121	378.230	378.230	343.704	339.898	326.753	324.331	352.662	350.541	328.808	338.452	360.814
122	383.133	383.133	343.898	344.344	333.677	339.486	353.078	340.037	326.756	349.060	346.108
123	389.575	389.575	350.874	350.210	334.038	341.467	354.599	337.979	338.946	348.354	352.250
124	383.529	383.529	358.019	352.730	345.756	331.599	348.505	349.967	333.310	334.034	352.876
125	386.249	386.249	356.074	362.490	356.270	349.339	364.185	355.203	342.610	349.037	354.981
126	378.370	378.370	361.464	367.621	360.896	349.376	358.515	362.156	353.770	352.989	345.057
127	377.981	377.981	373.024	377.568	372.338	360.448	351.396	370.220	347.489	345.742	353.409
128	372.486	372.486	375.699	382.612	372.809	358.599	366.470	361.411	360.408	345.254	356.088
129	383.263	383.263	377.052	377.168	382.086	371.706	364.406	361.017	373.406	342.325	352.802
130	384.256	384.256	374.068	380.214	383.966	380.915	365.257	363.950	358.746	350.103	347.986
131	378.625	378.625	361.623	384.501	382.246	371.265	368.209	367.516	360.580	354.888	353.455
132	372.434	372.434	366.959	384.818	386.516	380.146	366.803	383.422	363.417	359.452	346.647
133	363.421	363.421	367.391	384.671	388.335	377.585	375.683	378.729	366.356	359.338	354.265
134	372.967	372.967	364.857	389.986	387.445	377.499	359.976	374.477	357.943	345.107	354.692
135	390.932	390.932	359.588	386.661	377.290	363.679	362.044	364.395	357.527	352.892	351.811
136	382.815	382.815	352.790	385.268	368.442	368.461	368.579	383.083	357.377	346.425	349.894
137	390.010	390.010	359.783	371.879	370.096	380.504	372.024	366.564	354.082	349.861	351.462
138	382.366	382.366	360.402	373.417	370.416	368.069	381.710	365.280	342.317	364.994	349.059
139	379.664	379.664	373.056	375.069	372.809	368.042	362.959	365.029	355.048	353.849	348.086
140	397.661	397.661	367.765	378.153	367.145	363.601	353.114	357.719	360.094	343.704	361.798
141	384.803	384.803	372.396	385.323	362.033	375.427	354.527	354.271	355.353	356.662	352.996
142	389.622	389.622	379.445	386.825	358.200	358.423	365.150	364.414	369.130	351.792	353.156
143	389.019	389.019	374.286	386.651	370.301	355.424	374.076	373.013	372.667	361.475	358.758
144	397.257	397.257	379.634	391.311	371.206	375.184	378.827	366.482	364.721	367.602	364.143
145	397.505	397.505	392.082	388.780	382.192	381.118	371.219	367.179	371.528	372.197	368.579
146	403.547	403.547	400.807	383.555	380.724	378.351	374.519	372.321	372.659	383.423	375.963
147	390.403	390.403	406.374	388.438	391.482	399.801	385.841	375.498	380.342	380.612	392.559
148	392.578	392.578	410.318	388.760	388.891	385.038	384.800	367.133	386.908	389.748	387.348
149	389.590	389.590	398.530	385.985	385.211	391.559	390.199	378.507	377.104	400.793	394.874
150	396.908	396.908	399.816	402.553	384.293	383.662	385.112	377.226	386.258	390.701	392.836
151	401.922	401.922	406.002	400.240	397.927	385.518	397.371	377.302	392.443	403.456	387.370
152	388.639	388.639	387.883	395.343	409.028	386.495	406.163	383.474	395.581	405.650	387.569
153	388.397	388.397	391.717	403.330	397.181	379.831	400.975	383.221	400.874	396.193	396.861
154	385.281	385.281	387.101	399.429	390.175	385.823	396.798	383.155	389.755	400.854	387.724
155	387.096	387.096	387.379	386.915	386.225	381.120	407.074	400.244	393.881	400.203	396.426
156	378.709	378.709	380.608	367.362	384.700	383.777	411.557	400.201	386.237	397.038	391.047
157	382.077	382.077	381.921	363.575	378.403	394.289	399.467	381.762	386.293	392.049	390.342
158	387.057	387.057	376.718	375.681	378.012	383.472	385.395	396.770	386.547	392.311	377.792
159	379.087	379.087	362.421	371.044	368.720	375.362	391.496	396.752	379.862	387.494	383.722
160	371.450	371.450	368.177	366.810	376.068	373.949	388.406	380.477	401.913	379.509	366.590
161	378.059	378.059	361.504	366.370	376.154	377.467	382.808	380.742	378.584	379.841	366.686
162	369.746	369.746	374.700	367.764	365.784	386.112	386.897	373.287	374.652	381.497	377.029
163	364.046	364.046	362.095	365.561	367.985	379.899	383.370	380.463	371.988	367.357	375.598
164	371.154	371.154	372.518	371.305	372.322	380.928	373.669	375.701	369.254	371.334	367.600
165	369.010	369.010	368.972	362.286	367.464	384.311	370.004	371.174	362.817	373.000	359.125
166	367.079	367.079	368.751	368.273	390.881	386.016	371.859	380.900	371.875	370.497	361.992
167	375.926	375.926	368.355	369.332	389.142	381.811	373.402	367.262	355.572	366.728	370.906
168	370.969	370.969	370.697	370.757	363.946	384.904	371.156	373.625	376.664	363.294	364.169
169	367.899	367.899	382.058	368.273	361.153	385.441	384.546	363.135	381.885	363.815	376.588
170	378.185	378.185	379.304	381.443	375.586	373.062	384.221	359.666	370.530	367.397	370.506
171	372.065	372.065	382.032	386.316	377.217	371.268	370.641	362.080	366.355	355.650	358.745
172	393.736	393.736	384.013	384.805	387.225	369.458	370.126	361.525	357.953	369.321	367.845
173	385.703	385.703	387.658	386.058	385.554	375.891	378.855	376.517	369.456	369.321	368.272
174	397.459	397.459	372.023	377.528	381.914	385.955	370.126	374.390	366.067	357.317	376.023
175	396.664	396.664	372.553	383.304	371.580	381.377	377.531	367.514	365.971	362.290	358.500
