 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	187.753	187.753	189.658	189.083	182.207	185.954	184.793	191.057	184.756	184.159
2	187.900	187.900	184.538	194.965	189.105	191.791	185.611	185.618	184.609	185.827
3	188.944	188.944	188.120	197.003	189.496	181.841	187.022	183.443	181.598	181.606
4	185.579	185.579	190.208	193.637	185.273	188.321	187.540	187.858	180.623	185.632
5	186.329	186.329	185.189	195.362	185.631	185.126	187.575	185.511	183.783	185.877
6	185.508	185.508	185.051	190.528	189.948	183.624	188.977	189.994	183.423	188.896
7	192.589	192.589	185.096	188.493	190.027	183.341	185.916	188.526	187.133	191.283
8	199.984	199.984	189.036	184.538	186.030	184.294	191.269	188.189	187.559	188.520
9	197.378	197.378	192.326	181.095	188.585	185.395	185.556	187.804	179.827	187.541
10	200.751	200.751	191.546	189.614	192.172	189.403	188.127	188.584	178.714	186.783
11	202.636	202.636	192.740	188.464	189.049	183.202	191.536	184.671	184.844	188.885
12	199.144	199.144	193.192	191.399	184.914	188.225	192.091	185.583	182.193	189.232
13	204.244	204.244	193.955	190.924	185.706	193.984	193.038	188.139	183.058	194.528
14	202.185	202.185	186.696	194.149	190.265	194.407	189.876	191.118	184.438	192.122
15	196.073	196.073	190.499	197.013	196.523	193.537	186.136	185.576	188.810	190.814
16	193.089	193.089	192.429	195.522	198.059	187.990	189.557	182.037	189.204	190.837
17	195.994	195.994	197.019	194.313	190.370	195.673	191.497	188.543	191.560	187.284
18	199.790	199.790	190.559	190.999	193.463	194.225	190.142	194.239	189.156	186.258
19	192.886	192.886	184.344	186.885	195.004	186.679	192.829	191.937	184.550	191.992
20	188.337	188.337	188.668	187.302	191.267	191.617	192.751	196.324	189.898	196.606
21	185.973	185.973	184.410	189.707	182.346	193.202	192.767	193.864	190.666	193.718
22	191.947	191.947	183.966	184.072	192.727	193.637	191.197	187.776	187.543	193.383
23	190.018	190.018	183.877	183.863	187.047	191.268	190.357	190.303	185.049	192.600
24	190.250	190.250	186.429	187.744	187.061	187.324	186.430	194.750	185.775	187.915
25	186.776	186.776	180.790	187.959	191.367	189.416	190.856	189.273	182.227	185.608
26	190.016	190.016	184.845	186.004	187.246	189.375	188.283	186.388	187.760	189.921
27	189.974	189.974	183.472	188.074	188.968	185.194	187.661	178.671	184.965	182.540
28	196.474	196.474	183.535	180.840	187.624	194.678	184.501	182.488	185.339	184.145
29	195.104	195.104	185.342	184.898	190.597	195.620	185.818	186.194	181.311	190.681
30	191.573	191.573	189.720	186.642	188.400	190.559	192.895	187.457	183.615	183.366
31	188.594	188.594	187.295	184.723	185.218	187.388	190.148	185.862	187.217	188.561
32	196.881	196.881	184.132	187.388	188.671	189.146	187.172	192.111	180.432	191.531
33	195.925	195.925	186.078	188.035	190.199	187.248	188.840	187.869	187.905	187.805
34	192.838	192.838	187.269	187.808	183.249	188.289	187.419	186.481	183.433	189.599
35	189.495	189.495	185.142	185.889	179.987	185.195	190.237	185.255	182.424	186.945
36	184.504	184.504	183.378	176.405	183.616	183.394	187.620	186.985	179.547	191.705
37	188.090	188.090	182.574	180.092	185.439	183.818	186.948	190.955	186.409	189.395
38	186.932	186.932	185.044	179.658	181.412	184.472	185.255	186.657	176.650	189.181
39	190.228	190.228	181.604	182.381	183.932	184.140	186.089	186.521	179.535	183.188
40	190.243	190.243	184.453	187.207	184.569	182.663	181.541	186.561	178.329	187.092
41	193.269	193.269	183.413	187.410	187.298	181.045	180.643	183.412	177.054	185.569
42	187.071	187.071	181.632	188.971	185.294	184.831	181.525	188.329	180.933	186.310
43	185.811	185.811	185.389	186.744	184.951	184.907	183.180	184.363	178.904	187.696
44	187.998	187.998	187.588	185.595	180.917	184.464	183.753	184.552	178.228	186.460
45	190.150	190.150	189.279	186.270	182.600	182.172	189.622	186.576	180.969	183.046
46	188.243	188.243	190.502	190.071	184.431	185.964	191.070	183.882	178.930	179.442
47	188.936	188.936	185.745	183.575	187.534	184.927	188.286	183.508	179.585	181.750
48	185.694	185.694	187.754	183.073	182.283	185.304	186.354	183.510	177.901	185.983
49	189.361	189.361	180.718	180.717	179.747	183.560	181.541	185.796	182.106	183.369
50	185.886	185.886	185.864	180.140	179.487	180.960	184.766	183.222	178.163	184.463
51	188.384	188.384	182.181	188.372	182.491	180.417	183.529	185.106	178.193	187.077
52	186.125	186.125	179.905	180.984	185.910	184.354	182.955	187.099	179.141	188.851
53	189.717	189.717	184.851	185.629	185.070	187.080	179.855	185.215	180.274	189.768
54	189.939	189.939	187.397	187.491	190.654	184.562	181.169	183.853	181.792	184.915
55	189.575	189.575	187.862	188.387	185.107	183.176	190.447	182.223	183.157	188.456
56	192.341	192.341	189.198	190.176	184.619	185.982	190.556	185.553	185.143	188.698
57	194.044	194.044	181.185	187.608	183.857	185.569	186.570	176.879	182.732	191.014
58	195.979	195.979	184.837	191.349	187.365	185.098	181.459	181.974	175.095	191.303
59	198.361	198.361	195.885	192.327	192.381	189.995	186.319	185.056	182.132	196.313
60	195.105	195.105	187.723	187.945	194.114	187.740	188.550	186.877	181.979	184.901
