 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	412.511	443.972	424.806	421.751	411.023	416.776	426.539	430.112	422.620	421.973	410.800	406.075	425.779	425.860	414.191
2	418.457	443.821	402.365	411.764	407.080	408.250	424.801	423.754	423.123	422.287	406.218	399.245	424.431	406.208	421.741
3	422.042	438.549	415.233	427.339	418.630	424.100	428.682	415.795	438.683	411.726	408.940	401.761	415.346	415.591	430.895
4	409.488	427.102	419.672	424.519	424.611	420.446	431.391	413.894	431.440	426.258	414.265	405.462	422.281	415.478	428.159
5	414.631	424.938	421.242	420.543	406.845	423.495	428.834	407.994	429.193	428.458	417.739	395.385	413.448	403.049	413.191
6	417.709	440.969	424.946	427.147	410.242	428.819	429.941	425.852	427.238	417.506	422.704	407.478	411.087	421.646	408.087
7	405.677	431.981	409.245	422.963	417.321	424.387	439.418	419.216	419.692	431.207	420.478	414.912	408.469	431.581	417.150
8	411.313	413.983	417.910	431.879	403.680	423.996	425.599	422.337	417.724	420.671	424.525	406.456	418.918	426.545	435.988
9	399.382	417.591	405.931	424.052	401.249	418.761	428.268	421.003	410.645	415.956	415.064	395.363	409.011	412.075	406.059
10	413.156	425.461	410.191	427.338	414.084	410.076	413.776	428.125	411.053	417.014	419.525	400.124	416.955	421.899	413.745
11	410.365	442.079	419.779	427.217	403.267	396.711	417.776	429.585	416.028	418.628	412.811	401.639	412.363	415.521	414.441
12	420.264	442.932	419.028	425.497	409.039	403.789	423.106	425.848	420.575	421.411	431.442	421.189	413.587	410.695	416.039
13	424.749	442.025	422.815	420.031	412.183	411.252	425.001	428.423	420.593	405.377	420.282	399.022	419.965	424.365	415.200
14	428.003	451.834	419.933	425.796	406.908	412.890	427.812	426.195	419.798	420.466	410.560	417.236	419.520	409.706	416.727
15	437.331	438.513	415.548	432.014	410.512	425.854	413.542	415.788	418.376	412.101	415.193	409.663	419.923	405.834	423.447
16	437.478	431.887	422.919	432.248	409.963	412.968	417.129	421.299	429.921	418.524	410.197	428.457	416.437	399.784	407.377
17	439.292	441.481	412.771	427.768	400.983	411.135	426.436	423.199	439.331	423.853	413.549	411.855	419.141	415.249	414.449
18	441.889	443.453	425.538	432.781	406.484	412.430	428.592	410.557	425.701	413.205	407.773	419.022	415.598	430.527	429.668
19	440.610	448.559	422.555	437.266	400.592	422.282	438.728	420.419	435.174	418.575	405.577	409.629	405.618	430.708	407.508
