 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	401.000	401.000	426.000	371.000	334.000	389.000	369.000	380.000	377.000
2	384.334	384.334	366.486	375.129	380.194	382.472	361.202	387.592	377.637
3	386.277	386.277	373.244	373.154	359.402	365.210	348.303	400.920	390.067
4	396.376	396.376	340.087	380.090	337.825	370.093	364.073	351.816	350.742
5	376.771	376.771	349.407	371.689	368.191	381.723	357.062	381.166	358.422
6	371.524	371.524	361.645	407.967	358.440	353.901	370.648	379.572	401.774
7	363.643	363.643	364.639	385.206	400.584	369.709	344.009	349.586	358.687
8	366.077	366.077	373.195	373.594	375.307	369.356	359.972	358.060	350.155
9	361.840	361.840	386.656	360.059	352.158	361.701	366.475	337.665	334.323
10	390.429	390.429	379.153	350.522	373.320	335.888	349.189	345.149	361.394
11	378.469	378.469	387.826	410.288	374.875	363.123	357.211	371.975	368.037
12	398.474	398.474	369.479	387.694	377.673	367.564	378.794	377.404	357.763
13	389.479	389.479	372.420	383.530	368.832	376.782	379.997	379.323	358.437
14	382.696	382.696	358.574	357.685	368.792	363.592	355.654	347.215	396.170
15	355.951	355.951	352.016	364.063	379.344	336.642	369.747	318.819	317.824
16	364.440	364.440	362.239	350.814	361.504	363.477	359.977	333.871	333.836
17	383.790	383.790	365.072	398.662	362.453	322.978	353.607	371.727	352.477
18	370.923	370.923	355.722	356.751	366.538	345.112	361.272	357.343	345.550
19	363.896	363.896	385.481	344.631	338.582	355.640	350.705	344.320	351.563
20	392.253	392.253	378.882	335.037	349.091	365.112	386.709	392.084	377.824
21	406.586	406.586	387.715	349.124	375.365	356.959	365.375	350.794	341.200
22	375.463	375.463	362.722	344.495	367.578	358.873	345.447	351.045	367.670
23	354.818	354.818	376.515	355.846	373.562	359.811	370.249	347.070	375.328
24	342.844	342.844	410.210	343.195	374.641	350.661	341.236	356.298	355.428
25	381.170	381.170	377.654	380.819	364.527	336.113	361.543	341.014	366.160
26	357.982	357.982	358.734	392.835	374.439	369.290	354.385	360.385	366.402
27	360.761	360.761	368.263	392.761	361.990	388.567	350.990	358.228	345.972
28	358.036	358.036	383.554	371.492	348.372	337.066	370.554	382.664	358.842
29	382.522	382.522	382.457	377.370	366.592	361.549	379.795	390.754	352.673
30	354.494	354.494	392.623	391.796	335.286	347.519	320.023	344.029	340.043
31	378.376	378.376	369.032	368.306	345.749	377.558	355.194	368.863	345.622
32	369.299	369.299	359.558	360.500	348.246	375.707	375.948	377.120	342.109
33	354.384	354.384	388.418	370.692	381.476	381.448	382.110	361.383	354.739
34	347.874	347.874	366.220	385.942	365.235	384.649	357.077	345.822	346.259
35	382.947	382.947	391.852	379.018	371.260	375.420	372.254	361.331	339.982
36	379.104	379.104	365.003	387.665	359.649	358.520	342.904	365.487	342.903
37	374.337	374.337	383.713	377.692	369.521	361.206	355.036	354.661	352.404
38	367.068	367.068	373.396	413.935	336.985	373.156	374.732	379.985	359.263
39	392.491	392.491	339.404	396.141	367.783	351.594	347.590	374.821	376.966
40	370.896	370.896	371.986	370.138	353.595	341.474	348.751	372.796	394.689
41	374.688	374.688	377.122	371.228	349.988	347.568	346.407	349.871	354.762
42	361.172	361.172	367.258	371.297	358.831	345.771	358.286	347.801	361.507
43	345.392	345.392	331.153	378.105	335.725	343.723	370.785	350.768	345.373
44	333.434	333.434	390.587	371.272	391.978	339.317	354.870	367.646	329.661
45	331.042	331.042	383.024	356.123	366.284	366.379	338.740	348.772	351.379
46	359.500	359.500	360.581	383.615	372.716	379.978	345.547	344.739	370.962
47	349.787	349.787	378.866	396.664	377.249	378.381	354.915	343.477	370.380
48	334.734	334.734	382.949	380.729	338.536	320.526	344.348	327.965	359.880
49	382.689	382.689	366.098	399.659	357.044	356.655	349.761	360.805	369.446
50	375.961	375.961	365.836	376.233	368.754	349.622	351.727	357.567	358.310
51	387.937	387.937	369.102	374.300	361.724	361.788	328.825	340.982	360.449
52	371.633	371.633	384.988	395.462	380.047	383.533	345.361	359.633	373.568
53	401.900	401.900	390.779	405.183	348.758	411.644	356.325	353.218	368.509
54	402.241	402.241	400.895	398.236	395.015	357.088	344.948	345.188	364.419
55	385.506	385.506	399.443	396.517	403.347	344.937	362.035	348.791	349.067
56	367.044	367.044	389.437	414.372	396.146	339.751	366.570	350.361	341.912
57	359.935	359.935	368.214	364.186	370.678	375.590	357.710	362.717	369.913
58	381.267	381.267	397.324	362.498	377.104	357.340	343.292	324.176	372.548
59	372.673	372.673	394.522	391.161	346.948	387.249	360.986	333.671	373.535
60	365.390	365.390	397.386	391.917	380.001	384.730	375.430	366.570	379.781
61	388.833	388.833	422.881	369.727	407.454	344.342	384.592	376.416	369.612
62	393.152	393.152	393.090	378.290	390.637	365.150	380.476	379.390	405.737
63	379.850	379.850	416.216	425.346	397.313	380.507	389.745	356.382	370.621
64	370.582	370.582	385.996	464.267	395.037	407.629	401.090	377.307	359.905
65	386.890	386.890	399.043	422.986	359.626	405.788	386.097	376.678	389.060
66	411.401	411.401	410.675	366.699	366.311	419.017	399.052	383.118	400.173
67	366.551	366.551	471.529	403.261	417.215	327.196	398.185	358.104	412.030
68	409.451	409.451	431.578	419.720	369.488	374.362	410.865	363.214	402.663
69	424.734	424.734	408.592	383.633	391.515	401.716	372.888	363.870	372.964
70	403.290	403.290	414.265	390.908	397.268	428.725	372.748	398.009	345.542
71	413.855	413.855	427.015	412.304	436.069	466.421	371.210	388.241	378.334
72	432.386	432.386	425.605	418.382	397.032	393.325	394.407	351.191	369.740
73	443.496	443.496	398.291	407.524	369.255	406.284	385.285	380.097	365.811
74	462.155	462.155	430.242	408.046	375.526	389.351	419.075	397.384	384.903
75	444.397	444.397	437.252	409.931	377.456	405.468	382.088	401.914	384.384
76	410.380	410.380	451.289	414.858	397.664	379.760	405.798	401.696	383.319
77	418.650	418.650	395.942	428.465	372.393	414.260	417.840	408.754	388.927
78	399.789	399.789	415.982	444.964	382.813	415.421	404.671	378.079	387.501
79	370.751	370.751	429.889	427.426	403.889	431.301	409.637	393.592	411.689
80	367.416	367.416	411.391	442.092	409.935	437.426	421.962	406.282	390.818
81	402.589	402.589	380.866	403.177	414.439	412.346	416.486	413.224	364.793
82	372.126	372.126	370.449	382.252	422.183	442.871	381.035	435.648	395.918
83	350.826	350.826	369.871	366.422	430.786	433.980	394.338	423.334	404.480
84	347.671	347.671	394.214	382.099	414.174	462.108	425.810	422.123	408.749
85	318.726	318.726	399.075	374.702	415.161	476.542	431.028	398.964	378.306
86	335.136	335.136	358.225	369.118	441.284	488.686	451.550	416.308	392.840
87	342.638	342.638	356.409	344.195	431.421	469.243	434.603	450.269	390.472
88	331.309	331.309	340.545	350.839	382.157	422.855	409.133	470.615	387.135
89	345.660	345.660	373.800	348.793	358.434	412.320	441.876	484.419	392.659
90	289.015	289.015	350.468	319.762	367.208	423.063	426.790	505.089	398.843
91	309.247	309.247	319.392	360.224	392.550	403.875	457.310	534.547	394.512
92	305.709	305.709	328.969	359.346	374.467	411.405	464.066	504.903	378.689
93	280.148	280.148	298.518	354.373	335.714	413.933	488.454	485.192	383.307
94	311.538	311.538	317.437	351.592	329.205	385.927	442.651	489.173	412.534
95	321.826	321.826	337.164	356.896	350.859	382.012	488.804	492.107	424.595
96	305.202	305.202	333.119	358.403	385.193	386.130	409.372	422.588	411.892
97	320.799	320.799	307.171	329.327	342.057	372.106	418.918	424.509	414.648
98	299.117	299.117	315.626	306.297	314.569	367.662	437.498	432.707	399.749
99	285.232	285.232	308.117	312.828	304.159	358.169	422.214	406.552	379.719
100	308.278	308.278	306.508	323.801	304.720	361.887	432.347	385.844	373.614
101	303.546	303.546	295.988	310.847	329.700	384.344	396.603	397.782	392.855
102	303.971	303.971	284.698	303.679	337.434	358.180	378.983	361.335	374.749
103	302.556	302.556	296.840	283.953	344.888	369.959	356.355	367.030	364.260
104	274.989	274.989	313.518	288.210	311.092	376.985	368.485	373.504	367.178
105	284.478	284.478	282.166	300.543	265.855	317.270	385.952	358.322	374.381
106	289.124	289.124	311.656	299.102	293.750	315.770	359.556	376.411	359.890
107	270.062	270.062	296.267	294.801	309.384	326.724	357.734	363.936	353.819
108	274.252	274.252	284.554	300.760	302.747	307.367	349.933	356.947	352.503
109	281.815	281.815	299.046	300.425	299.099	331.804	354.581	336.370	370.983
110	282.339	282.339	281.158	283.466	288.772	344.879	340.305	321.492	350.948
111	287.072	287.072	283.218	328.100	288.722	312.875	345.031	321.562	359.614
112	303.451	303.451	264.982	319.230	299.837	319.420	328.884	328.099	343.298
113	290.043	290.043	265.722	295.171	301.371	316.094	305.422	333.569	353.437
114	261.883	261.883	253.328	272.562	293.087	332.186	310.250	320.379	373.796
115	261.876	261.876	272.253	277.999	272.116	295.717	307.747	317.811	324.058
116	266.249	266.249	290.303	285.410	268.320	297.898	298.554	318.384	329.499
117	263.639	263.639	272.848	276.764	267.430	278.168	305.954	342.218	310.799
118	282.104	282.104	257.709	252.661	265.028	311.488	300.356	313.678	301.637
119	274.538	274.538	256.034	276.814	262.681	316.798	313.820	287.560	284.367
120	254.686	254.686	259.923	278.195	282.444	305.379	313.296	291.136	321.556
121	251.820	251.820	258.316	263.391	259.736	264.972	293.973	312.572	318.599
122	259.620	259.620	259.572	276.533	250.242	246.604	299.661	335.871	314.757
123	277.580	277.580	274.729	289.056	278.528	274.440	295.378	309.536	309.467
124	251.022	251.022	269.711	275.797	261.972	264.272	296.961	283.643	288.503
125	251.747	251.747	273.036	264.779	268.589	306.132	279.554	288.138	282.237
126	258.259	258.259	260.791	245.370	277.522	276.704	273.084	286.293	280.339
127	245.034	245.034	233.944	244.579	258.073	255.540	280.267	305.739	286.050
128	265.044	265.044	261.255	292.820	274.546	252.941	303.817	307.527	289.669
129	267.557	267.557	248.422	279.830	279.887	265.583	296.338	277.778	287.669
130	244.629	244.629	269.600	275.586	287.209	265.944	279.333	272.942	290.852
131	252.097	252.097	260.581	259.412	264.578	259.253	281.007	282.830	267.308
132	248.193	248.193	277.512	253.448	250.761	263.411	279.131	288.468	269.836
133	264.514	264.514	232.881	255.561	251.414	248.743	274.221	266.568	268.235
134	247.376	247.376	276.502	261.503	261.338	283.502	278.760	272.728	273.247
135	245.375	245.375	281.112	243.632	262.065	253.317	275.704	295.289	277.023
136	248.211	248.211	250.480	233.823	274.498	245.310	282.917	281.235	283.596
137	248.964	248.964	246.077	234.284	246.521	248.621	281.515	274.450	289.355
138	225.950	225.950	253.017	272.713	272.543	260.691	279.989	246.149	260.696
139	248.370	248.370	243.623	261.405	256.658	253.578	269.643	250.101	241.740
140	249.279	249.279	238.555	245.968	241.751	267.727	258.724	239.800	234.513
141	244.792	244.792	245.003	243.227	252.120	259.559	277.872	246.303	262.287
142	238.693	238.693	244.257	209.759	241.009	238.182	273.705	262.553	236.348
143	250.895	250.895	253.540	224.771	232.471	252.485	261.108	251.999	257.469
144	233.055	233.055	236.734	255.031	257.388	244.024	252.893	248.318	247.474
145	235.074	235.074	228.190	244.146	243.618	248.078	248.005	241.079	245.640
146	204.064	204.064	234.398	213.478	220.368	252.069	240.345	214.382	251.728
147	229.687	229.687	222.521	243.095	223.714	254.008	252.686	250.874	245.542
148	267.825	267.825	249.250	247.894	284.851	258.989	282.726	267.128	262.936
149	229.593	229.593	240.362	238.031	262.989	229.839	257.712	261.708	247.110
150	223.274	223.274	238.414	240.307	241.710	233.607	240.165	237.599	252.689
151	253.338	253.338	237.501	242.403	247.386	268.951	217.571	229.381	217.110
152	245.516	245.516	251.373	215.987	241.707	241.300	253.446	232.973	227.164
153	235.093	235.093	235.195	222.694	244.566	256.986	235.164	231.077	235.195
154	233.243	233.243	227.728	247.740	252.775	236.154	244.834	222.095	229.036
155	228.947	228.947	233.685	235.459	227.543	236.682	240.389	240.421	241.252
156	219.774	219.774	238.163	252.974	192.934	239.520	251.716	245.407	254.242
157	214.592	214.592	230.706	218.817	229.260	234.170	244.204	247.927	232.353
158	234.702	234.702	226.081	216.639	238.384	247.222	235.026	251.392	245.994
159	214.744	214.744	226.967	221.421	217.262	232.900	250.420	233.891	240.774
160	211.969	211.969	216.362	233.868	229.491	236.378	236.331	241.562	248.109
161	228.981	228.981	226.311	228.926	227.538	244.787	235.473	223.052	215.815
162	217.015	217.015	247.289	211.278	236.915	235.778	259.401	261.143	220.748
163	222.954	222.954	230.876	213.458	226.011	240.385	248.765	246.037	228.215
164	244.867	244.867	222.748	234.254	235.478	241.051	231.752	248.908	235.978
165	219.858	219.858	240.850	237.670	249.307	216.283	218.701	233.510	238.388
166	208.865	208.865	240.184	245.925	225.465	234.723	242.140	245.968	231.138
167	220.785	220.785	234.515	219.314	203.474	248.742	230.800	240.738	215.507
168	219.875	219.875	237.900	206.556	227.452	243.900	223.201	232.103	235.938
169	223.108	223.108	235.215	213.479	244.284	247.313	231.200	214.458	236.560
170	226.824	226.824	232.941	245.706	242.311	237.754	224.263	239.965	251.287
171	220.183	220.183	251.160	230.343	221.450	217.266	241.337	218.580	235.787
172	244.450	244.450	212.798	205.674	212.860	221.381	232.154	218.152	230.275
173	239.214	239.214	206.543	235.916	231.395	217.641	220.176	241.343	244.045
174	239.643	239.643	196.774	235.092	230.673	193.631	224.898	242.766	220.612
175	217.641	217.641	210.577	230.605	226.515	218.310	218.957	233.917	215.881
176	222.989	222.989	230.104	225.947	233.309	219.564	213.925	242.740	226.994
177	222.075	222.075	230.490	230.351	228.435	224.075	219.148	232.498	229.118
178	216.455	216.455	216.459	241.926	225.832	232.310	240.152	232.134	225.467
179	218.040	218.040	215.262	250.381	205.240	238.167	224.320	229.503	211.090
180	234.249	234.249	220.769	232.361	216.561	216.612	191.451	215.320	233.226
181	211.050	211.050	229.143	231.601	224.713	210.432	220.481	207.314	212.504
182	215.003	215.003	217.129	229.720	235.697	218.397	223.251	213.297	228.766
183	221.616	221.616	206.464	212.131	208.529	212.723	220.920	216.889	214.664
184	202.251	202.251	216.182	205.376	205.261	232.137	217.489	203.685	227.919
185	216.623	216.623	227.328	193.650	229.196	251.487	239.748	203.988	230.855
186	229.046	229.046	230.287	214.293	209.130	219.205	234.448	214.133	217.431
187	236.447	236.447	233.397	210.645	230.636	232.174	230.412	229.400	226.602
188	229.331	229.331	216.030	206.538	220.302	221.124	205.846	244.805	213.426
189	214.860	214.860	198.061	223.377	230.780	212.417	209.004	210.893	225.005
190	200.498	200.498	240.318	215.444	240.552	223.674	211.281	216.042	237.697
191	218.692	218.692	221.358	220.967	221.793	229.908	209.616	207.071	224.696
192	230.235	230.235	218.863	233.217	223.698	219.916	213.040	214.734	227.022
193	218.502	218.502	232.162	242.472	217.005	205.476	209.132	206.055	216.444
194	203.978	203.978	224.149	197.071	225.034	228.761	195.051	206.628	199.508
195	215.780	215.780	240.436	200.848	211.347	216.358	209.741	220.761	206.540
196	213.426	213.426	240.713	206.893	215.343	212.692	220.100	224.235	202.211
197	216.517	216.517	222.782	204.591	219.532	212.676	228.289	220.879	206.375
198	209.249	209.249	215.146	197.136	209.900	206.751	216.287	214.544	203.051
199	241.045	241.045	223.140	228.679	219.991	205.276	212.011	225.157	221.962
200	232.879	232.879	219.662	223.434	199.153	203.299	216.947	228.382	232.909
201	228.267	228.267	233.732	211.654	204.271	201.987	217.036	217.445	230.456
202	214.894	214.894	209.145	201.812	206.474	217.159	199.614	207.458	203.827
203	221.352	221.352	232.941	231.018	254.021	184.303	233.519	211.810	218.996
204	220.564	220.564	236.319	226.319	217.132	209.574	196.995	202.214	211.727
205	209.379	209.379	219.994	222.846	198.852	218.201	210.645	215.178	226.189
206	219.660	219.660	211.309	221.142	203.228	214.730	213.637	228.115	220.466
207	219.700	219.700	199.764	226.353	220.539	202.291	204.063	204.245	221.574
208	230.759	230.759	214.565	226.812	220.431	219.535	203.750	223.908	244.416
209	193.702	193.702	232.675	203.298	223.360	198.426	225.990	213.734	223.848
210	212.959	212.959	211.083	193.595	211.257	205.389	212.234	207.388	204.644
211	212.169	212.169	206.080	205.606	206.954	204.971	221.133	211.452	207.305
212	224.681	224.681	212.764	195.937	219.575	199.030	224.124	231.299	221.939
213	225.987	225.987	210.684	186.081	220.819	201.787	213.413	200.403	236.392
214	244.104	244.104	217.917	235.131	227.632	209.501	225.065	214.910	197.655
215	238.854	238.854	214.994	212.491	214.065	212.704	214.170	226.599	193.515
216	218.803	218.803	211.525	211.888	218.526	209.342	200.081	208.968	208.003
217	232.659	232.659	219.816	207.585	226.843	207.046	209.349	224.015	223.233
218	226.290	226.290	209.429	221.489	203.249	210.124	220.207	216.905	213.336
219	211.855	211.855	207.823	222.995	194.334	218.507	219.426	203.954	208.140
