 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	252.672	252.672	253.832	254.380	252.473	245.841	258.751	261.264	254.190	251.252	258.341
2	256.637	256.637	251.928	251.232	261.610	250.651	254.136	260.595	257.028	265.096	266.910
3	254.033	254.033	249.065	255.579	254.266	248.248	254.972	259.591	260.705	263.579	257.222
4	255.969	255.969	253.274	247.667	248.805	252.355	252.130	255.817	251.563	250.346	257.618
5	263.854	263.854	257.338	250.283	254.547	253.188	263.778	251.277	260.129	252.276	256.155
6	266.311	266.311	262.314	259.590	257.246	250.070	260.056	263.823	261.808	263.301	263.076
7	266.530	266.530	263.602	260.082	256.295	255.429	252.501	267.442	258.758	265.228	258.520
8	266.718	266.718	254.684	259.383	267.534	259.057	257.157	264.120	263.348	260.063	255.298
9	262.450	262.450	267.311	258.142	262.882	251.296	262.401	266.107	255.874	267.396	268.556
10	254.143	254.143	256.342	258.664	262.249	259.662	258.398	263.045	262.558	265.546	266.944
11	256.879	256.879	260.092	261.404	261.717	254.176	252.510	256.932	263.335	272.302	272.325
12	266.845	266.845	256.936	265.144	264.085	258.280	269.231	260.634	269.029	264.430	270.999
13	266.178	266.178	262.494	262.679	249.955	256.578	274.338	264.494	269.764	266.466	268.709
14	272.027	272.027	263.618	256.154	269.038	260.643	265.819	256.624	274.573	264.712	269.971
15	271.507	271.507	279.007	260.229	278.030	271.038	267.994	266.749	266.317	279.617	265.707
16	271.765	271.765	278.304	271.868	275.105	272.116	265.002	271.048	265.210	272.054	277.872
17	273.234	273.234	276.206	267.307	271.181	277.844	260.415	272.143	271.781	275.259	278.823
18	275.728	275.728	272.375	262.767	265.915	269.892	258.245	273.475	269.253	269.926	269.315
19	269.875	269.875	270.748	268.029	271.352	269.957	271.835	268.342	269.703	272.649	283.452
20	276.329	276.329	267.358	280.318	273.399	276.719	275.998	265.589	264.913	280.445	282.588
21	281.390	281.390	275.843	271.664	282.932	270.256	278.032	271.732	277.962	272.924	274.989
22	275.241	275.241	283.983	278.189	280.780	267.212	277.452	268.515	286.850	274.401	277.267
23	277.211	277.211	280.516	286.751	283.970	277.103	281.003	270.423	277.604	284.900	285.089
24	282.386	282.386	281.666	280.301	282.721	278.144	286.572	274.774	277.104	283.996	281.751
25	285.652	285.652	274.157	283.816	291.519	276.476	285.589	277.545	284.182	288.067	275.748
26	289.730	289.730	290.950	285.482	284.694	271.817	280.562	286.606	278.637	278.370	283.221
27	293.911	293.911	290.139	297.635	291.527	286.945	278.683	292.290	277.193	286.203	286.566
28	290.719	290.719	300.101	293.941	296.549	291.303	277.814	283.289	286.544	296.030	286.015
29	297.104	297.104	302.551	288.650	285.833	301.183	283.334	280.573	294.058	288.981	293.936
30	295.085	295.085	298.176	302.071	298.130	283.953	294.758	285.697	302.774	294.090	285.893
31	305.574	305.574	306.332	297.064	293.679	291.083	296.365	294.292	291.884	291.848	292.885
32	300.736	300.736	311.142	300.273	304.758	296.476	289.645	298.706	293.376	292.319	294.761
33	306.214	306.214	312.642	305.096	316.446	301.551	292.619	302.305	296.456	296.475	290.256
34	329.086	329.086	312.931	308.693	311.087	306.771	300.699	304.166	296.584	304.116	308.129
35	330.237	330.237	324.851	321.258	311.410	307.918	309.250	304.062	305.176	318.075	306.758
36	334.550	334.550	332.159	320.740	306.842	313.376	304.443	298.099	303.841	307.571	310.011
37	341.640	341.640	331.519	308.478	316.274	312.010	308.929	306.061	310.716	306.415	314.325
38	332.779	332.779	330.439	312.467	322.806	318.294	309.612	311.359	313.646	312.737	309.753
39	341.221	341.221	331.868	329.515	327.678	315.063	309.392	324.138	305.046	315.428	325.541
40	349.574	349.574	342.839	329.151	331.094	332.885	315.462	324.144	327.964	321.695	334.584
41	364.666	364.666	344.745	333.221	333.689	340.508	322.400	318.568	328.562	336.455	330.002
42	365.885	365.885	353.068	328.213	336.818	325.403	340.364	332.569	337.175	332.075	336.828
43	373.460	373.460	351.293	343.224	347.101	329.821	331.992	332.275	344.829	336.103	342.213
44	372.332	372.332	354.800	344.304	348.840	342.137	349.829	332.567	351.507	338.014	350.969
45	389.230	389.230	368.059	341.918	352.971	340.692	354.767	342.169	350.283	356.445	351.789
