 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	227.324	227.324	219.737	223.088	228.562	229.977	228.429	226.904	236.725	227.033	231.692	226.302	230.050	235.787	231.093
2	225.530	225.530	219.168	221.173	227.410	226.596	229.267	228.457	230.562	235.200	241.188	229.351	234.643	232.625	232.092
3	216.227	216.227	218.973	212.335	220.756	224.301	226.914	235.584	225.643	227.533	235.832	223.984	230.801	223.867	225.902
4	222.373	222.373	217.519	223.582	216.685	226.051	232.903	234.047	228.427	223.887	232.673	229.269	226.857	223.002	229.769
5	223.629	223.629	217.788	216.876	213.114	231.523	229.247	233.281	230.905	231.138	229.888	230.277	222.575	220.957	224.805
6	221.184	221.184	220.847	220.297	216.926	223.718	226.975	236.249	228.946	228.673	233.573	230.920	231.373	221.806	220.874
7	222.595	222.595	212.825	225.217	221.759	228.610	229.758	237.192	233.482	233.205	228.403	223.603	230.857	223.841	224.961
8	225.479	225.479	214.002	222.831	217.294	232.073	227.646	234.820	234.931	221.543	231.727	222.139	233.803	224.155	220.828
9	229.072	229.072	222.338	229.581	218.674	225.892	226.636	232.536	236.197	226.421	229.193	220.630	232.979	230.794	218.760
10	230.147	230.147	224.810	227.760	221.434	221.200	224.196	232.032	231.717	226.158	222.361	228.795	231.194	235.717	224.505
11	227.025	227.025	231.625	231.412	225.072	228.865	230.586	226.088	226.378	229.308	224.956	224.431	229.509	229.025	226.760
12	229.212	229.212	228.599	227.708	228.282	223.621	228.203	216.960	226.621	223.110	226.495	219.248	228.616	227.821	225.519
13	236.895	236.895	225.561	227.167	233.964	229.594	225.917	215.775	225.005	219.703	224.052	219.369	228.318	225.914	223.396
14	234.290	234.290	227.090	237.765	232.367	228.821	226.643	222.169	226.212	222.986	220.665	218.476	222.522	216.294	221.078
15	230.483	230.483	230.616	234.782	230.415	234.018	226.602	217.133	218.564	221.971	220.927	220.774	224.423	218.351	224.525
16	242.043	242.043	232.041	236.189	228.423	232.113	223.749	218.318	220.408	222.680	218.549	219.676	226.918	223.908	228.965
17	236.148	236.148	237.876	235.710	233.197	229.989	226.491	214.443	221.367	222.386	221.335	219.924	217.023	223.204	224.611
18	238.158	238.158	233.249	234.745	230.447	236.615	226.153	218.139	216.835	224.553	220.434	217.844	223.310	222.365	222.451
19	234.127	234.127	237.285	237.718	234.161	237.099	222.891	225.341	217.926	230.554	223.312	214.966	217.264	227.040	220.193
20	235.849	235.849	238.179	228.016	231.056	236.717	223.796	224.216	211.788	228.222	219.480	217.511	218.962	219.753	221.989
21	230.375	230.375	235.777	229.581	232.656	229.811	226.044	228.299	223.142	222.267	216.704	219.250	218.532	217.875	217.700
22	226.674	226.674	226.532	235.926	235.745	226.955	230.049	226.089	218.912	227.314	222.976	226.844	216.787	223.899	220.147
23	226.590	226.590	230.306	232.921	232.211	232.073	219.994	218.445	214.500	219.101	225.683	222.884	218.770	218.956	225.360
24	229.915	229.915	223.096	232.523	229.726	232.699	221.077	225.824	220.907	220.083	217.564	226.075	214.261	217.696	216.121
25	226.510	226.510	217.373	232.270	231.156	222.346	219.572	235.843	219.839	215.971	220.013	222.009	221.084	211.569	218.921
26	235.000	235.000	219.189	233.373	234.998	221.654	220.515	228.169	219.993	218.156	226.267	220.806	223.079	220.862	222.242
27	225.261	225.261	219.825	228.611	225.203	227.702	217.432	219.993	214.074	210.069	224.500	218.405	219.954	217.854	221.695
