 	Profile_Slice_1	Profile_Slice_2
1	1352.204	1400.757
2	1348.394	1395.088
3	1356.129	1400.273
4	1358.748	1381.836
5	1365.372	1366.041
6	1361.958	1388.529
7	1390.802	1409.914
8	1398.537	1405.741
9	1395.312	1360.488
10	1419.923	1383.203
11	1418.946	1390.390
12	1409.113	1404.346
13	1427.386	1392.840
14	1416.144	1394.464
15	1390.771	1384.471
16	1386.058	1370.559
17	1388.816	1423.434
18	1409.662	1373.417
19	1408.769	1377.546
20	1433.741	1413.196
21	1439.791	1421.961
22	1450.105	1419.999
23	1437.405	1430.981
24	1429.271	1444.401
25	1470.402	1434.533
26	1470.833	1434.765
27	1497.704	1414.803
28	1516.564	1394.955
29	1490.387	1413.726
30	1482.312	1419.432
31	1495.241	1407.100
32	1435.861	1421.889
33	1399.185	1420.986
34	1417.663	1411.671
35	1390.961	1413.332
36	1398.399	1433.860
37	1374.962	1417.872
38	1389.695	1385.151
39	1362.777	1407.774
40	1345.415	1381.531
41	1323.917	1367.793
42	1335.880	1380.380
43	1330.712	1395.324
44	1308.893	1357.499
45	1301.213	1376.772
46	1318.710	1400.079
47	1300.605	1373.003
48	1321.474	1377.020
49	1320.851	1394.018
50	1334.132	1384.189
51	1332.779	1423.311
52	1356.230	1413.849
53	1368.365	1430.090
54	1425.790	1477.124
55	1483.290	1531.743
56	1533.301	1586.352
57	1608.663	1612.047
58	1638.409	1644.731
59	1645.229	1620.535
60	1601.756	1621.243
61	1556.066	1572.660
62	1448.170	1463.928
63	1374.446	1388.559
64	1293.152	1297.293
65	1239.459	1226.638
66	1193.849	1184.772
67	1161.221	1161.329
68	1118.682	1130.844
69	1083.148	1089.028
70	1046.335	1079.379
71	1049.860	1058.115
72	1007.237	1020.569
73	987.575	1017.710
74	960.480	973.063
75	977.032	989.622
76	950.920	958.864
77	904.773	939.778
78	897.794	904.945
79	885.119	884.435
80	871.979	883.536
81	849.417	876.495
82	848.757	874.669
83	834.931	832.162
84	800.518	851.498
85	795.069	831.043
86	784.016	821.854
87	750.535	782.551
88	736.307	790.416
89	740.935	795.190
90	723.748	781.668
91	722.016	754.700
92	710.076	754.751
93	700.939	765.514
94	678.523	749.273
95	685.259	747.935
96	670.291	729.415
97	677.523	714.445
98	648.923	707.773
99	653.093	692.211
100	630.488	673.649
101	630.957	671.032
102	628.028	667.252
103	593.004	653.233
104	570.224	645.847
105	577.171	635.258
106	582.624	622.437
107	591.499	627.604
108	567.498	616.606
109	566.925	600.329
110	569.511	587.474
111	564.559	584.802
