 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	255.000	255.000	202.000	192.000	209.000	239.000	183.000	208.000	212.000
2	224.066	224.066	234.002	224.498	212.028	232.501	244.436	227.107	236.178
3	224.754	224.754	236.333	232.554	217.550	230.538	230.129	215.240	247.154
4	225.045	225.045	227.817	231.293	218.905	225.322	238.089	243.752	260.511
5	239.067	239.067	233.231	240.084	237.511	222.333	229.164	237.169	252.867
6	246.167	246.167	213.215	259.931	229.590	223.014	223.590	248.528	224.583
7	231.903	231.903	238.223	262.140	237.177	222.467	220.100	217.260	249.273
8	241.761	241.761	232.142	232.606	227.429	213.786	235.632	222.687	247.884
9	242.076	242.076	247.422	238.787	256.080	215.573	230.196	240.613	229.307
10	240.255	240.255	239.563	240.055	248.245	248.647	213.173	224.157	262.048
11	232.111	232.111	234.111	228.139	236.861	251.333	236.500	225.222	261.389
12	237.077	237.077	247.236	242.983	251.869	235.987	257.833	218.839	252.899
13	242.493	242.493	222.507	224.787	235.840	238.840	237.973	241.680	242.907
14	238.008	238.008	245.581	218.578	248.957	223.108	237.848	245.817	232.632
15	226.749	226.749	240.603	226.541	236.339	224.899	234.232	244.474	254.788
16	247.979	247.979	234.021	233.708	236.250	225.042	228.979	238.417	259.250
17	246.542	246.542	223.427	215.978	233.853	240.156	234.769	228.916	249.880
18	231.769	231.769	228.386	258.234	251.595	229.863	222.938	232.250	211.811
19	235.670	235.670	243.090	239.280	218.750	253.900	239.780	240.400	244.120
20	231.365	231.365	246.613	234.533	229.296	240.793	249.217	236.086	239.636
21	240.889	240.889	242.444	234.111	250.889	228.556	228.444	246.444	262.778
22	228.767	228.767	237.243	252.809	234.188	232.370	246.205	233.529	269.813
23	232.238	232.238	240.100	247.601	240.401	243.708	246.651	255.620	261.141
24	232.088	232.088	227.631	229.201	234.295	239.433	252.536	247.364	260.884
25	233.627	233.627	219.667	250.773	235.787	231.800	244.253	254.760	245.760
26	224.021	224.021	250.201	273.493	215.465	250.799	225.521	251.431	232.361
27	236.837	236.837	250.083	243.686	255.752	239.903	231.432	233.398	245.953
28	255.275	255.275	251.695	246.227	242.000	240.422	240.252	232.398	248.660
29	241.951	241.951	240.320	244.987	238.636	257.458	248.342	240.053	254.667
30	216.675	216.675	236.957	218.501	220.334	243.907	236.127	250.897	252.889
31	260.250	260.250	238.083	243.583	230.583	253.500	215.750	243.417	269.167
32	244.528	244.528	241.591	255.884	229.265	263.512	221.625	230.829	279.315
33	226.116	226.116	238.262	235.160	237.764	239.378	268.507	235.618	231.978
34	225.917	225.917	247.478	258.379	248.993	234.538	262.810	255.745	230.060
35	241.309	241.309	248.242	250.901	264.507	265.418	226.218	232.918	273.096
36	227.910	227.910	243.139	242.604	242.861	253.514	233.743	240.431	239.931
37	254.280	254.280	242.400	248.400	240.440	252.160	246.640	244.160	251.360
38	247.812	247.812	245.918	281.614	254.064	225.139	240.650	238.873	239.860
39	242.940	242.940	229.228	271.900	265.200	228.777	245.156	244.963	258.860
40	254.559	254.559	254.462	252.356	240.879	243.826	239.162	242.481	279.112
41	259.333	259.333	257.556	236.556	251.444	238.889	243.889	231.444	243.000
42	257.613	257.613	248.750	257.553	249.413	253.261	257.441	243.375	239.603
43	254.467	254.467	231.143	266.413	232.990	257.537	252.373	241.267	249.140
44	245.530	245.530	239.439	250.505	246.404	237.328	241.999	263.835	243.405
45	261.689	261.689	238.049	249.960	249.058	236.676	245.449	244.982	239.253
46	278.938	278.938	238.625	249.125	256.000	244.062	243.750	226.062	260.125
47	249.957	249.957	249.262	267.727	274.177	267.568	237.649	231.619	255.577
48	257.826	257.826	251.790	243.722	266.010	265.610	243.227	263.276	266.590
49	246.907	246.907	236.200	254.600	274.213	260.653	253.480	252.307	254.667
50	254.381	254.381	260.454	245.557	228.999	252.181	256.972	250.328	252.528
51	266.500	266.500	247.667	245.667	246.417	259.694	280.778	243.194	251.444
52	245.582	245.582	271.412	256.584	257.802	263.783	269.523	272.240	260.383
53	252.427	252.427	256.942	260.929	262.476	255.973	266.347	272.644	263.942
54	259.954	259.954	240.764	253.071	259.168	257.504	280.896	268.271	259.206
55	258.450	258.450	252.180	246.360	265.560	249.350	269.390	239.960	269.570
56	272.632	272.632	256.236	253.139	276.528	301.382	264.854	241.583	293.965
57	262.947	262.947	264.551	255.311	272.129	279.640	266.356	270.747	292.573
58	252.464	252.464	260.326	260.922	267.187	263.925	275.199	266.968	267.465
59	289.290	289.290	248.192	276.958	258.927	243.531	251.373	274.794	265.633
60	271.647	271.647	247.619	267.650	271.419	259.587	272.248	239.138	265.328
61	285.333	285.333	260.667	267.667	300.667	242.333	235.000	251.667	242.333
62	291.935	291.935	270.359	266.163	277.875	258.464	267.603	282.182	278.988
63	297.719	297.719	260.640	260.059	259.999	281.463	275.136	284.134	287.889
64	281.968	281.968	240.115	293.258	255.672	266.243	239.505	306.352	280.825
65	288.791	288.791	276.493	272.071	263.929	258.604	254.280	280.956	284.280
66	287.868	287.868	284.722	289.500	279.597	262.722	279.493	270.347	291.354
67	283.227	283.227	293.683	288.403	259.267	274.620	282.493	254.497	292.603
68	281.189	281.189	282.221	262.259	243.377	275.558	290.186	252.984	292.590
69	302.387	302.387	281.711	269.342	263.947	292.173	303.378	256.916	280.951
70	306.383	306.383	270.227	269.169	263.533	286.708	290.057	275.934	281.338
71	317.639	317.639	275.583	274.639	274.750	282.444	280.167	276.972	264.389
72	299.382	299.382	289.033	299.194	277.562	300.026	282.243	276.264	279.951
73	304.960	304.960	263.360	279.280	258.280	288.800	266.360	280.400	297.880
74	275.314	275.314	279.402	275.057	276.278	267.425	288.581	274.429	279.183
75	268.009	268.009	296.760	279.236	282.019	281.318	304.820	281.548	274.517
76	303.667	303.667	299.708	279.187	300.187	311.500	290.167	286.500	272.188
77	278.902	278.902	293.676	286.249	272.058	295.507	303.769	280.173	279.756
78	297.657	297.657	283.708	298.586	286.578	293.942	270.739	312.062	291.526
79	297.757	297.757	285.947	282.880	291.673	308.180	298.777	306.050	319.690
80	275.343	275.343	278.801	281.024	293.094	309.703	316.585	302.457	317.318
81	317.000	317.000	296.778	282.111	324.222	321.111	289.556	313.667	282.444
82	322.885	322.885	306.045	285.852	300.660	311.170	271.110	308.695	298.340
83	305.728	305.728	318.262	292.130	309.390	311.642	280.521	304.698	312.700
84	296.310	296.310	316.619	300.658	280.689	331.257	325.607	305.169	340.550
85	320.547	320.547	271.853	323.693	276.640	327.280	322.813	291.267	323.720
86	332.833	332.833	276.757	305.181	295.472	304.167	322.410	315.569	335.986
87	334.481	334.481	290.498	287.928	305.564	314.014	305.362	310.314	316.661
88	326.912	326.912	322.002	306.684	301.656	300.007	323.764	312.922	306.839
89	320.218	320.218	316.244	342.213	304.342	316.444	340.196	317.502	306.933
90	337.431	337.431	308.949	300.447	308.394	326.940	316.806	308.137	310.213
91	344.500	344.500	332.750	312.750	317.250	334.000	332.000	317.500	323.500
92	364.830	364.830	341.059	323.134	323.623	349.715	342.895	318.298	340.085
93	369.782	369.782	334.991	343.600	306.173	298.356	356.671	334.840	340.849
94	335.482	335.482	328.405	342.482	332.681	300.768	336.830	333.173	331.140
95	334.361	334.361	338.633	344.301	336.287	319.040	345.576	318.131	346.593
96	355.035	355.035	345.299	340.910	334.194	320.653	358.646	330.507	372.618
97	357.320	357.320	360.067	356.693	343.320	320.387	366.240	339.307	349.133
98	374.614	374.614	330.286	353.347	334.342	366.196	358.609	376.898	341.248
99	362.319	362.319	346.953	342.617	340.023	358.471	333.530	361.076	336.518
100	352.852	352.852	351.215	346.527	343.097	358.313	353.482	356.302	354.240
101	367.444	367.444	381.222	368.444	310.111	370.889	389.000	335.556	382.444
102	380.917	380.917	340.708	355.994	346.418	393.273	344.651	369.271	344.306
103	362.840	362.840	349.237	355.293	335.957	379.800	377.640	366.843	348.730
104	389.825	389.825	341.474	330.975	333.364	370.506	418.402	342.958	347.111
105	420.476	420.476	363.862	378.218	335.138	369.693	378.133	337.756	345.636
106	402.875	402.875	401.896	381.854	364.604	402.625	388.958	369.396	352.333
107	419.986	419.986	388.756	415.838	337.960	392.653	376.023	340.918	328.229
108	407.809	407.809	392.519	404.823	372.874	394.309	407.198	387.723	347.396
109	400.440	400.440	388.400	410.600	354.720	388.480	396.480	398.600	367.440
110	402.766	402.766	405.396	387.654	366.133	396.330	386.014	378.796	399.121
111	445.306	445.306	418.306	379.361	399.528	423.611	422.694	398.083	402.750
112	456.123	456.123	407.834	403.823	388.792	424.686	441.097	393.363	393.223
113	438.204	438.204	427.311	405.049	398.738	432.164	483.884	410.293	364.093
114	436.404	436.404	455.175	382.721	436.696	437.781	443.221	439.144	409.975
115	483.200	483.200	431.643	416.747	437.113	439.550	460.847	440.183	418.480
116	474.750	474.750	451.917	439.118	438.257	461.986	460.271	450.118	411.444
117	494.569	494.569	424.978	420.453	430.689	486.267	478.004	439.996	410.551
118	499.505	499.505	417.895	415.383	403.683	486.355	474.133	451.715	463.817
119	552.480	552.480	423.264	433.292	434.303	513.047	509.692	479.440	427.519
120	584.964	584.964	485.953	449.756	466.214	524.563	537.680	488.211	417.206
121	598.333	598.333	535.000	493.000	485.000	521.667	522.667	464.000	445.667
122	628.238	628.238	547.913	476.997	481.162	547.086	526.208	508.524	446.431
123	610.927	610.927	560.283	520.763	499.710	568.543	558.389	497.219	426.184
124	604.640	604.640	567.273	553.768	538.219	601.988	585.525	506.387	475.342
125	625.360	625.360	592.627	560.969	536.084	588.031	563.369	566.978	491.329
126	614.500	614.500	629.451	568.806	534.528	586.368	604.236	582.215	502.333
127	601.500	601.500	591.350	607.960	562.700	684.470	593.760	542.730	541.020
