 	Profile_Slice_1	Profile_Slice_2
1	297.732	290.423
2	295.625	296.539
3	324.379	311.052
4	320.443	310.616
5	314.126	317.277
6	306.837	310.662
7	289.076	305.323
8	306.675	300.162
9	295.793	314.830
10	313.067	304.216
11	306.768	318.341
12	304.154	312.979
13	309.909	310.766
14	314.636	315.190
15	315.083	317.598
16	322.633	305.614
17	309.273	307.057
18	321.305	292.542
19	333.036	309.138
20	323.189	314.303
21	319.455	314.998
22	323.202	329.009
23	320.276	333.977
24	309.689	329.280
25	320.165	318.513
26	312.262	333.188
27	312.778	330.649
28	316.928	324.462
29	316.989	341.364
30	330.889	342.439
31	327.193	339.396
32	329.455	344.151
33	325.546	352.156
34	332.576	340.553
35	327.606	344.173
36	347.697	344.107
37	352.119	341.856
38	351.439	337.279
39	356.082	349.380
40	331.515	351.319
41	330.388	359.039
42	341.351	345.410
43	344.183	366.801
44	348.458	355.739
45	351.679	355.645
46	350.456	369.289
47	363.852	372.154
48	363.808	376.698
49	352.688	374.018
50	362.436	365.188
51	354.368	373.567
52	351.792	375.298
53	369.398	369.654
54	395.542	384.122
55	393.957	384.602
56	371.925	380.623
57	371.117	404.869
58	381.154	411.804
59	388.800	396.063
60	392.865	387.587
61	403.197	390.270
62	408.897	396.140
63	403.943	406.314
64	396.141	401.794
65	411.806	403.643
66	398.668	426.885
67	401.531	437.559
68	410.887	436.884
69	417.550	449.111
70	444.639	436.984
71	459.830	453.206
72	458.046	459.673
73	456.008	468.579
74	446.705	472.829
75	438.226	453.001
76	455.867	459.227
77	459.716	482.051
78	476.978	475.211
79	490.698	487.675
80	499.850	475.832
81	485.872	504.751
82	481.380	502.081
83	487.335	503.504
84	491.200	523.030
85	513.622	543.286
86	508.981	552.981
87	516.893	564.685
88	526.043	551.596
89	548.244	551.051
90	553.486	579.992
91	547.800	574.099
92	560.597	567.974
93	566.234	616.352
94	576.085	621.045
95	602.161	631.398
96	619.356	633.188
97	616.553	619.032
98	641.134	661.228
99	663.749	686.127
100	640.480	694.810
101	673.745	696.240
102	686.655	719.556
103	703.694	754.577
104	743.572	776.171
105	760.989	819.367
106	785.971	824.705
107	784.498	841.928
108	835.104	903.435
109	833.873	906.445
110	885.124	920.707
111	930.346	970.251
112	955.115	1007.806
113	1001.351	1049.926
114	1065.184	1110.038
115	1143.014	1142.863
116	1157.712	1180.368
117	1208.626	1237.702
118	1271.733	1284.087
119	1316.132	1312.829
120	1307.050	1341.212
121	1346.244	1346.760
122	1356.328	1379.285
123	1352.971	1428.753
124	1399.835	1417.370
125	1453.779	1494.835
126	1478.112	1505.667
127	1562.135	1583.580
128	1580.540	1613.918
129	1641.562	1629.665
130	1702.299	1673.332
131	1758.889	1789.310
132	1815.437	1850.645
133	1848.563	1841.216
134	1924.984	1902.364
135	1998.668	1970.278
136	2052.899	2042.527
137	2050.268	2097.838
138	2092.488	2084.539
139	2057.843	2050.193
140	2017.787	2059.584
141	2010.891	2027.350
142	1958.837	2027.530
143	1972.388	2001.449
144	1958.917	1929.398
145	1892.824	1909.822
146	1883.276	1930.212
147	1874.097	1884.198
148	1852.084	1885.209
149	1842.382	1932.166
150	1856.689	1866.215
151	1896.189	1823.168
152	1882.037	1822.905
153	1830.984	1785.807
154	1829.515	1726.706
155	1772.184	1695.297
156	1714.754	1681.903
157	1655.081	1629.211
158	1576.901	1553.547
159	1530.344	1593.593
160	1474.662	1515.113
161	1453.924	1474.176
162	1430.845	1480.214
163	1421.078	1443.129
164	1375.856	1414.091
165	1387.521	1404.759
166	1364.136	1349.150
167	1326.935	1333.474
168	1322.685	1272.141
169	1291.802	1306.277
170	1257.183	1304.953
171	1270.369	1309.173
172	1255.365	1249.991
173	1248.013	1249.942
174	1230.965	1231.807
175	1203.609	1223.108
176	1175.063	1180.424
177	1210.403	1209.183
178	1171.897	1140.788
179	1150.174	1148.581
180	1172.231	1153.111
181	1165.704	1172.282
182	1129.495	1170.379
183	1113.514	1154.929
184	1120.136	1117.015
185	1129.419	1120.744
186	1140.401	1134.753
187	1174.401	1117.127
188	1165.318	1120.213
189	1154.231	1101.665
190	1136.058	1134.721
191	1125.633	1134.216
192	1124.084	1110.629
