 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14
18	1529.243	1529.243	1478.253	1424.415	1455.887	1410.214	1455.446	1449.398	1404.610	1434.004	1387.607	1389.069	1361.797	1382.787
19	1518.172	1518.172	1481.056	1420.767	1474.770	1423.308	1461.752	1446.393	1407.905	1421.834	1364.745	1389.486	1369.282	1387.100
20	1498.092	1498.092	1465.905	1440.156	1465.426	1430.109	1455.109	1468.354	1404.173	1441.450	1401.702	1366.069	1388.635	1364.065
21	1519.328	1519.328	1471.420	1455.256	1473.099	1415.024	1459.488	1457.718	1407.787	1403.345	1369.141	1384.322	1376.279	1352.610
22	1529.548	1529.548	1474.505	1459.507	1455.327	1422.288	1463.930	1449.687	1406.680	1406.845	1370.413	1386.372	1369.657	1375.650
23	1535.478	1535.478	1491.857	1429.875	1464.320	1430.475	1461.338	1455.719	1411.308	1406.446	1380.284	1374.508	1373.648	1373.347
24	1536.080	1536.080	1504.249	1460.430	1469.765	1430.699	1486.837	1470.553	1408.928	1430.525	1387.803	1409.610	1370.924	1379.399
25	1531.662	1531.662	1491.698	1438.897	1466.783	1417.339	1450.215	1468.630	1403.587	1422.463	1415.950	1403.082	1394.917	1383.383
26	1538.643	1538.643	1497.367	1433.638	1476.890	1411.649	1472.095	1455.086	1405.386	1420.977	1410.185	1413.094	1372.995	1381.945
27	1553.662	1553.662	1492.350	1461.317	1486.486	1427.934	1463.602	1436.542	1406.266	1415.563	1395.950	1418.387	1383.317	1380.502
28	1542.687	1542.687	1491.007	1456.781	1494.124	1425.019	1439.856	1453.012	1406.770	1410.794	1403.484	1417.645	1406.213	1389.709
29	1542.726	1542.726	1485.140	1462.219	1487.792	1441.367	1470.507	1458.316	1424.743	1427.002	1416.600	1407.138	1398.348	1390.730
30	1527.867	1527.867	1506.194	1452.239	1491.152	1439.719	1494.782	1470.512	1430.392	1419.412	1435.285	1416.802	1385.456	1380.527
31	1529.889	1529.889	1507.362	1436.969	1493.521	1450.330	1481.962	1486.768	1417.496	1445.099	1423.126	1413.623	1410.357	1404.132
32	1539.124	1539.124	1507.682	1448.598	1495.491	1444.831	1483.119	1462.985	1424.596	1465.405	1415.133	1393.144	1398.689	1388.811
33	1543.825	1543.825	1513.709	1458.706	1479.386	1439.940	1488.541	1487.727	1445.172	1433.927	1421.356	1411.661	1402.727	1397.102
34	1562.285	1562.285	1502.264	1473.294	1491.066	1450.591	1482.161	1479.682	1414.226	1429.847	1412.696	1426.288	1412.402	1379.536
35	1568.491	1568.491	1519.298	1467.259	1498.268	1461.706	1481.610	1494.886	1410.030	1446.667	1436.361	1400.148	1416.232	1379.051
36	1548.642	1548.642	1539.286	1471.509	1488.326	1465.445	1503.182	1495.373	1430.874	1445.073	1431.564	1402.330	1424.403	1380.544
37	1580.406	1580.406	1522.207	1490.570	1482.503	1441.237	1493.187	1509.113	1428.131	1461.496	1417.359	1422.928	1404.750	1406.470
38	1570.247	1570.247	1505.968	1498.165	1524.054	1448.774	1488.993	1479.550	1455.727	1464.931	1434.789	1419.554	1396.634	1413.264
39	1567.180	1567.180	1515.834	1496.159	1514.575	1472.423	1497.817	1490.170	1450.443	1461.057	1440.433	1424.128	1409.341	1406.471
40	1553.016	1553.016	1530.732	1513.617	1522.919	1460.631	1509.384	1476.616	1437.295	1461.617	1427.662	1418.073	1415.554	1387.125
41	1550.494	1550.494	1528.471	1485.610	1507.217	1462.908	1509.301	1479.862	1457.807	1464.980	1452.605	1422.765	1430.172	1429.917
42	1570.096	1570.096	1544.713	1504.387	1507.057	1477.456	1519.051	1497.992	1458.598	1459.654	1438.341	1433.998	1425.936	1416.290
43	1591.847	1591.847	1557.692	1530.092	1506.717	1488.658	1511.904	1503.120	1463.417	1477.153	1480.916	1440.572	1422.033	1405.976
44	1602.007	1602.007	1556.704	1502.936	1518.379	1490.599	1533.947	1507.297	1459.329	1476.010	1470.117	1449.275	1433.699	1417.847
45	1617.397	1617.397	1552.579	1507.704	1524.923	1503.814	1523.267	1519.680	1479.545	1470.246	1460.387	1440.716	1435.796	1440.982
46	1620.463	1620.463	1569.471	1513.796	1523.880	1507.957	1535.281	1528.951	1469.407	1471.020	1481.430	1453.466	1453.886	1433.300
47	1615.517	1615.517	1587.672	1513.600	1532.313	1472.956	1546.425	1509.746	1450.726	1521.136	1500.037	1458.700	1460.806	1447.046
48	1592.547	1592.547	1572.379	1532.527	1557.688	1525.291	1541.329	1522.794	1462.055	1511.545	1495.245	1450.123	1431.654	1446.449
49	1602.487	1602.487	1570.069	1536.224	1546.667	1515.631	1542.410	1530.020	1483.028	1512.811	1470.408	1462.590	1449.789	1433.353
50	1607.880	1607.880	1578.119	1526.929	1563.869	1517.848	1535.471	1551.451	1509.148	1493.808	1453.080	1468.313	1472.242	1448.093
51	1625.413	1625.413	1599.559	1537.638	1568.288	1521.958	1557.160	1586.618	1500.344	1511.006	1496.438	1473.122	1477.230	1417.492
52	1641.147	1641.147	1613.492	1550.092	1585.620	1521.244	1548.458	1568.839	1502.281	1506.288	1499.088	1506.540	1466.123	1461.028
53	1658.042	1658.042	1609.443	1570.413	1585.332	1537.857	1589.896	1571.909	1504.716	1505.067	1493.383	1498.544	1469.286	1465.097
54	1648.536	1648.536	1616.559	1567.397	1598.839	1551.240	1578.860	1567.211	1534.344	1528.711	1506.497	1489.834	1475.238	1474.038
55	1654.340	1654.340	1607.645	1553.040	1614.769	1575.660	1593.954	1586.036	1547.752	1522.032	1522.748	1487.603	1487.357	1476.555
56	1658.253	1658.253	1607.183	1574.901	1593.312	1562.441	1582.991	1597.818	1518.098	1530.697	1528.246	1490.279	1480.395	1478.039
57	1680.230	1680.230	1647.058	1611.455	1606.201	1578.523	1597.711	1622.990	1524.123	1554.506	1523.458	1520.610	1495.747	1474.345
58	1702.783	1702.783	1635.005	1604.975	1615.271	1597.310	1623.392	1633.629	1553.919	1550.627	1522.006	1516.636	1497.671	1492.974
59	1702.969	1702.969	1645.484	1590.128	1641.505	1622.107	1638.852	1626.720	1554.521	1557.882	1556.320	1531.116	1501.164	1488.728
60	1709.496	1709.496	1658.353	1622.899	1651.259	1607.151	1646.624	1632.084	1556.516	1553.432	1557.038	1540.919	1515.242	1511.049
61	1738.948	1738.948	1689.757	1622.422	1678.276	1616.459	1671.957	1650.073	1574.763	1557.050	1580.708	1545.906	1520.607	1501.829
62	1748.159	1748.159	1711.488	1645.433	1666.927	1635.815	1656.946	1642.256	1551.049	1581.759	1571.606	1539.753	1528.822	1513.451
63	1751.751	1751.751	1731.253	1669.442	1670.776	1640.430	1661.784	1689.514	1563.120	1601.231	1575.769	1576.608	1539.037	1517.238
64	1772.965	1772.965	1724.711	1680.587	1692.609	1658.609	1685.374	1668.954	1590.017	1618.567	1579.160	1598.763	1548.320	1531.696
65	1809.696	1809.696	1716.930	1679.811	1705.003	1670.039	1687.278	1678.420	1605.584	1626.116	1578.744	1611.336	1569.167	1544.114
66	1810.991	1810.991	1745.044	1682.691	1724.638	1679.605	1734.763	1705.104	1632.367	1646.073	1611.662	1591.591	1567.091	1569.439
67	1834.891	1834.891	1784.818	1726.918	1759.586	1674.807	1737.968	1713.626	1643.823	1696.118	1620.984	1591.412	1578.031	1573.988
68	1884.977	1884.977	1776.924	1735.700	1764.715	1683.209	1712.402	1705.026	1653.533	1675.112	1633.628	1590.629	1582.501	1576.770
69	1907.833	1907.833	1832.899	1767.898	1786.118	1726.344	1749.223	1746.042	1669.621	1697.855	1658.891	1612.747	1591.800	1581.731
70	1934.281	1934.281	1872.753	1793.748	1820.686	1768.135	1773.093	1780.646	1712.743	1727.007	1687.961	1624.850	1631.042	1622.301
71	1939.560	1939.560	1891.390	1818.289	1828.348	1765.115	1789.764	1772.268	1703.545	1741.354	1665.495	1655.946	1645.022	1608.098
72	1944.724	1944.724	1886.850	1839.168	1857.618	1811.134	1826.124	1788.012	1719.259	1749.077	1684.054	1689.505	1654.843	1619.301
73	1986.792	1986.792	1900.796	1860.859	1865.541	1848.792	1852.412	1837.275	1773.603	1812.018	1735.226	1718.902	1676.752	1665.792
74	2029.100	2029.100	1953.977	1881.062	1889.532	1818.912	1872.276	1820.205	1788.460	1818.318	1731.486	1738.761	1710.801	1703.319
75	2068.009	2068.009	1978.327	1903.499	1910.781	1829.902	1884.156	1858.115	1802.905	1859.295	1758.357	1756.795	1733.800	1707.690
76	2135.359	2135.359	1997.791	1920.924	1906.590	1838.913	1892.610	1892.711	1828.005	1878.393	1797.060	1781.655	1744.193	1727.693
77	2224.965	2224.965	2042.811	1956.857	1928.190	1859.862	1930.279	1895.382	1861.872	1891.725	1797.991	1794.063	1806.943	1739.807
78	2325.033	2325.033	2143.334	2023.109	1997.087	1927.692	1952.864	1904.128	1852.171	1919.920	1784.828	1808.835	1800.450	1762.678
79	2404.814	2404.814	2238.765	2096.891	2053.224	2014.441	1999.319	1966.345	1894.732	1973.924	1819.703	1845.510	1803.988	1791.883
80	2479.070	2479.070	2318.316	2208.572	2145.606	2077.603	2050.149	2000.292	1971.582	2061.952	1869.290	1877.620	1841.987	1838.031
81	2513.367	2513.367	2419.734	2289.076	2230.548	2163.612	2123.331	2089.570	2045.083	2134.024	1941.294	1915.018	1894.456	1862.556
82	2498.944	2498.944	2473.880	2380.506	2345.345	2291.316	2228.130	2215.975	2131.186	2231.583	2014.048	1994.947	1964.110	1926.448
83	2445.740	2445.740	2483.343	2428.938	2425.557	2362.134	2344.616	2282.067	2218.560	2334.062	2071.280	2091.764	2030.234	1954.251
84	2382.978	2382.978	2458.102	2435.394	2487.196	2439.921	2449.236	2418.320	2306.126	2414.438	2171.808	2184.136	2114.087	2077.911
85	2333.981	2333.981	2412.706	2443.066	2532.795	2469.714	2497.401	2512.136	2419.980	2474.412	2281.614	2299.532	2224.490	2173.804
86	2273.621	2273.621	2308.523	2401.929	2540.952	2442.783	2513.334	2557.185	2460.804	2441.679	2378.049	2359.765	2310.739	2274.898
87	2231.762	2231.762	2254.191	2307.111	2440.350	2416.405	2523.733	2556.558	2464.169	2391.704	2410.881	2391.764	2406.672	2333.871
88	2218.731	2218.731	2194.398	2234.384	2369.219	2337.504	2490.502	2540.835	2438.034	2323.678	2468.890	2378.465	2422.021	2414.303
89	2183.964	2183.964	2154.576	2177.263	2283.522	2266.163	2382.049	2452.657	2378.094	2241.299	2400.929	2333.446	2415.799	2442.678
90	2155.406	2155.406	2119.623	2152.913	2213.232	2193.283	2330.053	2360.292	2288.992	2218.475	2336.086	2277.629	2358.497	2372.926
91	2133.630	2133.630	2103.974	2104.142	2195.150	2131.513	2245.231	2288.743	2204.720	2179.316	2275.049	2233.247	2279.720	2284.579
92	2110.653	2110.653	2077.143	2080.376	2157.951	2114.044	2182.156	2249.232	2144.163	2162.069	2217.536	2192.294	2184.257	2245.101
93	2083.866	2083.866	2070.513	2041.291	2110.096	2108.199	2157.777	2199.758	2144.492	2113.819	2163.107	2151.922	2143.146	2156.918
94	2038.385	2038.385	2027.993	2030.264	2114.146	2075.492	2145.603	2176.375	2098.091	2114.330	2117.705	2096.418	2139.177	2106.986
95	2031.717	2031.717	2003.700	2010.009	2088.500	2035.062	2124.057	2128.146	2057.823	2115.414	2097.985	2111.765	2140.204	2093.874
96	2014.974	2014.974	2018.026	1980.149	2056.570	2011.996	2106.178	2097.580	2029.081	2086.203	2073.567	2068.386	2080.958	2043.523
97	2021.325	2021.325	2010.580	1963.980	2050.647	2013.503	2096.658	2090.218	1992.761	2058.292	2064.195	2057.816	2035.660	2067.983
98	2000.355	2000.355	1975.359	1968.401	2009.914	1988.770	2057.174	2074.924	1989.158	2020.364	2047.190	2007.883	2018.598	2014.580
99	2011.114	2011.114	1979.819	1945.556	2019.954	1966.635	2025.870	2036.940	1961.047	2000.448	2025.491	1964.115	1993.462	1966.283
100	1981.966	1981.966	1967.285	1958.486	2007.339	1965.729	2010.656	2031.223	1953.873	1964.841	2002.839	1973.951	1946.908	1926.481
101	1986.741	1986.741	1938.748	1915.467	1982.201	1955.582	2016.205	1996.729	1938.171	1944.773	1964.264	1965.440	1922.541	1924.291
102	1960.437	1960.437	1971.558	1909.246	1985.994	1951.867	1987.959	1983.103	1921.299	1935.357	1958.188	1923.585	1872.134	1898.104
103	1953.977	1953.977	1934.778	1915.054	1975.490	1910.952	1969.715	1970.697	1915.082	1905.230	1935.870	1866.902	1853.653	1866.162
104	1954.380	1954.380	1910.331	1909.549	1931.397	1898.747	1976.567	1995.782	1903.122	1899.595	1938.199	1902.765	1866.739	1863.572
105	1943.161	1943.161	1930.882	1889.937	1968.830	1887.580	1964.233	1959.774	1919.819	1897.400	1902.989	1897.156	1830.433	1836.508
106	1927.269	1927.269	1925.479	1860.073	1920.238	1881.392	1950.580	1930.644	1894.696	1913.407	1916.938	1881.928	1861.639	1826.160
107	1919.189	1919.189	1918.430	1896.284	1943.625	1877.866	1937.021	1943.872	1863.334	1900.247	1915.296	1874.137	1836.286	1828.126
108	1907.401	1907.401	1908.545	1885.760	1915.789	1878.244	1934.549	1928.379	1880.821	1900.513	1872.634	1870.244	1831.703	1843.613
109	1898.262	1898.262	1915.943	1860.588	1911.195	1869.890	1946.913	1923.978	1880.376	1877.009	1889.838	1858.739	1805.854	1817.725
110	1921.043	1921.043	1888.539	1852.322	1895.690	1878.563	1934.562	1912.455	1856.310	1861.901	1866.885	1851.731	1814.584	1809.655
111	1932.319	1932.319	1876.548	1835.768	1898.444	1847.731	1915.857	1914.817	1861.670	1869.921	1851.082	1851.624	1796.006	1805.216
112	1915.590	1915.590	1871.591	1837.547	1892.834	1845.438	1908.274	1930.348	1854.351	1844.879	1855.747	1818.855	1827.531	1798.151
113	1888.574	1888.574	1875.730	1849.432	1871.590	1833.867	1902.711	1927.219	1867.256	1850.359	1857.803	1821.963	1808.893	1781.814
114	1891.310	1891.310	1850.104	1840.220	1875.353	1855.140	1905.021	1913.221	1847.983	1845.712	1846.711	1809.903	1790.262	1787.149
115	1903.595	1903.595	1865.396	1831.897	1882.049	1856.948	1893.276	1896.815	1837.603	1827.719	1834.710	1830.840	1802.360	1767.749
116	1916.785	1916.785	1870.931	1825.693	1880.464	1853.753	1881.192	1883.694	1850.049	1833.730	1848.842	1816.895	1764.644	1771.092
117	1897.309	1897.309	1837.756	1841.473	1856.965	1832.344	1892.899	1912.658	1840.163	1829.696	1851.838	1802.731	1776.516	1757.301
118	1896.724	1896.724	1843.279	1849.101	1822.653	1827.130	1870.762	1871.262	1828.895	1821.806	1817.329	1803.852	1767.070	1763.343
119	1893.742	1893.742	1839.417	1818.702	1875.489	1815.750	1887.499	1862.853	1807.619	1794.260	1843.954	1787.551	1766.872	1746.857
120	1886.760	1886.760	1836.828	1803.110	1846.042	1822.451	1878.314	1843.311	1811.069	1805.979	1825.612	1780.667	1757.454	1753.880
121	1896.430	1896.430	1837.209	1804.099	1834.413	1794.149	1859.192	1880.707	1809.969	1826.157	1812.542	1781.470	1752.730	1766.295
122	1894.939	1894.939	1854.477	1802.228	1835.575	1820.741	1859.525	1852.465	1816.762	1811.106	1792.707	1809.158	1751.704	1747.880
123	1881.259	1881.259	1840.470	1810.308	1854.384	1828.168	1885.585	1862.509	1786.846	1797.514	1807.362	1779.367	1764.559	1735.394
124	1883.639	1883.639	1852.201	1795.802	1833.371	1811.232	1858.416	1876.389	1783.093	1774.006	1801.178	1781.605	1739.053	1739.174
125	1882.011	1882.011	1827.840	1818.011	1830.079	1817.341	1869.631	1852.991	1811.492	1800.672	1779.822	1781.660	1752.838	1746.098
126	1881.080	1881.080	1841.539	1804.458	1819.290	1818.846	1867.913	1817.936	1787.919	1791.411	1787.942	1759.154	1745.664	1718.647
127	1858.523	1858.523	1841.509	1806.535	1831.375	1808.322	1837.805	1853.350	1794.459	1787.025	1801.881	1766.240	1727.079	1732.623
128	1844.089	1844.089	1840.842	1806.397	1848.229	1790.287	1851.061	1850.212	1787.821	1788.023	1776.511	1769.887	1761.061	1744.532
129	1868.467	1868.467	1855.695	1784.967	1830.366	1806.565	1881.682	1842.616	1781.418	1770.098	1801.410	1765.381	1711.558	1728.822
130	1881.746	1881.746	1845.106	1781.383	1872.540	1799.303	1856.985	1836.827	1806.783	1802.509	1784.720	1764.669	1749.178	1742.392
131	1895.785	1895.785	1843.932	1813.269	1827.351	1805.022	1843.097	1848.342	1770.152	1802.484	1786.831	1756.518	1747.093	1745.175
132	1879.288	1879.288	1863.703	1829.686	1822.618	1820.783	1870.988	1828.555	1770.369	1775.260	1798.906	1762.888	1736.806	1735.995
133	1863.208	1863.208	1839.078	1807.004	1846.222	1836.732	1862.934	1833.179	1753.295	1768.957	1779.257	1746.598	1743.937	1740.914
134	1871.249	1871.249	1826.021	1790.374	1819.474	1793.006	1886.655	1857.627	1776.444	1797.820	1788.679	1751.664	1738.749	1754.237
135	1896.551	1896.551	1838.774	1783.836	1820.530	1805.131	1873.298	1853.346	1789.126	1780.375	1791.266	1744.518	1750.438	1743.263
136	1889.105	1889.105	1830.558	1786.257	1814.462	1814.089	1845.674	1847.106	1794.367	1806.132	1798.415	1756.339	1767.688	1728.993
