 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	488.028	485.399	473.724	474.478	486.770	474.879	479.509	492.338	479.517	476.793	486.421	486.566
2	484.639	480.317	483.561	487.351	482.542	494.701	488.188	494.900	474.599	487.929	478.274	473.394
3	482.003	478.039	479.780	472.855	490.225	487.726	478.978	487.496	485.900	486.978	480.970	488.807
4	487.922	480.532	484.179	474.390	483.336	483.133	477.324	474.848	475.783	474.906	496.770	479.266
5	488.010	482.040	477.622	477.447	477.324	486.223	480.877	486.282	492.606	474.582	496.466	472.940
6	477.189	477.231	476.621	475.990	476.599	479.633	470.808	472.448	489.873	481.562	475.826	475.763
7	474.413	477.597	482.151	473.275	475.537	475.124	478.254	478.533	492.460	477.521	482.241	478.569
8	473.605	487.558	491.219	470.503	483.358	474.478	480.778	467.978	484.557	478.781	476.505	477.845
9	482.684	479.359	484.654	464.701	475.755	468.119	465.502	480.185	482.981	477.435	477.844	491.723
10	473.318	480.509	475.984	475.874	463.793	470.689	464.403	475.278	474.727	470.468	480.009	485.299
11	486.732	495.814	475.752	476.904	472.896	472.394	475.918	480.159	478.281	484.055	492.114	469.108
12	499.285	479.729	478.707	468.739	471.587	466.406	490.565	482.244	475.955	488.732	489.960	498.280
13	503.822	469.844	471.193	470.019	477.943	467.977	479.761	488.778	487.134	492.271	499.818	517.013
14	497.115	485.910	470.679	456.115	461.012	465.216	472.614	481.154	485.402	489.684	502.148	500.150
15	500.765	467.634	467.979	463.183	465.264	473.894	472.089	476.679	482.526	481.889	508.743	497.521
16	514.198	464.614	446.895	471.813	480.816	465.269	474.516	474.769	486.634	500.038	489.511	511.118
17	500.377	470.439	469.023	462.473	471.614	482.090	481.132	466.243	471.464	510.244	507.929	501.568
18	496.487	471.579	485.413	475.013	481.055	487.113	488.126	485.805	492.891	493.002	496.961	492.407
19	497.771	464.231	475.352	482.736	480.817	501.412	485.757	503.218	508.749	501.405	503.362	486.222
20	505.085	481.885	486.320	488.235	480.814	510.434	496.957	514.153	501.310	487.540	505.600	499.479
21	504.379	481.002	497.254	499.923	504.271	485.782	496.348	515.743	502.422	508.856	497.800	503.110
22	496.585	480.360	479.600	501.658	504.189	485.906	498.597	512.415	494.271	498.388	494.908	495.571
23	489.489	513.810	507.265	518.711	522.082	509.489	490.156	503.974	499.161	507.367	497.955	499.394
24	499.164	506.739	516.153	509.701	491.868	495.367	481.351	496.591	485.829	508.057	491.155	497.889
25	506.454	510.728	498.560	497.911	491.965	486.311	489.842	486.247	478.638	503.650	483.487	505.768
26	505.641	507.421	493.560	487.398	496.444	495.419	485.653	485.501	509.071	497.430	496.678	516.768
27	496.067	514.333	512.382	484.249	495.311	488.363	508.334	489.073	503.004	487.204	497.719	503.789
28	497.342	512.169	519.040	497.921	499.456	485.827	510.890	486.109	487.433	487.328	500.606	501.036
29	500.029	518.194	494.349	486.586	483.672	478.555	494.525	488.425	499.922	479.777	512.178	504.140
30	514.280	496.928	502.415	499.365	489.128	479.255	495.362	493.916	494.935	474.713	512.011	498.880
31	510.013	502.678	495.410	496.793	486.076	487.952	494.697	497.751	498.708	488.031	495.682	497.980
32	506.414	525.746	490.034	476.175	496.555	477.650	497.045	499.308	515.029	485.367	497.019	499.636
33	487.492	511.010	489.657	485.793	494.701	484.761	503.590	505.820	493.285	485.232	502.795	492.087
34	490.047	507.168	487.168	498.882	485.369	482.609	502.187	497.136	504.783	482.293	493.304	492.965
35	504.688	499.590	479.649	481.443	485.045	497.748	501.389	503.465	506.945	496.225	489.071	498.347
36	513.063	498.849	485.944	488.543	506.649	507.420	494.058	499.916	509.140	487.677	505.481	502.068
37	502.568	498.905	480.659	477.295	491.503	493.852	490.395	511.711	492.941	495.500	503.920	495.880
38	490.002	491.656	488.711	474.273	492.926	483.476	500.728	488.004	495.269	494.854	489.066	486.159
39	490.317	494.149	497.235	475.552	491.884	480.980	516.200	486.533	475.236	497.648	495.870	486.385
40	501.118	497.486	491.079	481.317	482.508	494.058	512.178	523.620	481.961	477.164	494.687	496.596
41	489.237	488.398	505.148	502.876	492.993	497.995	493.269	511.224	478.011	481.688	481.531	494.061
42	497.462	490.899	480.270	486.775	506.375	503.790	505.927	497.479	497.069	478.281	491.024	501.135
43	502.551	501.704	497.136	496.704	494.890	506.773	517.081	497.593	501.168	487.660	492.764	497.936
44	509.844	507.788	490.564	496.953	500.451	506.385	513.778	499.779	489.783	493.284	501.930	495.448
45	506.667	510.968	495.906	506.856	523.309	503.815	510.407	495.169	492.507	503.733	507.570	487.689
46	497.110	515.283	494.322	505.303	501.724	502.806	502.460	507.772	481.025	501.831	512.734	488.903
47	517.249	519.080	506.954	508.305	514.293	502.138	502.399	511.725	499.217	499.622	513.328	493.553
48	502.949	523.999	505.247	509.890	512.231	517.801	509.563	495.168	521.347	498.291	502.735	487.742
49	497.531	523.369	507.453	506.902	508.315	527.750	517.745	497.317	508.447	509.191	510.469	504.156
50	505.836	526.086	510.444	523.291	508.207	508.633	523.998	512.635	514.905	493.412	511.751	510.761
51	517.916	521.679	511.780	506.729	525.144	508.079	518.927	511.242	506.974	506.039	514.599	516.521
52	524.640	529.842	519.736	510.804	512.828	518.141	515.576	514.955	498.427	516.701	503.219	514.396
53	513.438	525.512	508.200	526.981	509.854	526.915	513.228	513.619	504.303	502.298	518.420	498.841
54	496.919	519.099	510.669	523.408	511.171	526.302	523.213	514.533	510.263	502.676	519.274	507.905
55	489.741	532.555	510.946	508.576	500.490	500.895	506.665	503.745	501.008	506.316	510.747	500.653
56	515.974	539.113	529.649	517.194	504.749	500.276	507.376	504.598	510.560	504.986	518.727	488.122
