 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	613.000	610.000	571.000	601.000	600.000	618.000	658.000	613.000	681.000
2	652.206	642.561	621.579	641.721	617.904	633.013	672.620	652.206	654.988
3	666.787	629.214	628.935	634.043	667.694	633.412	652.098	666.787	651.197
4	650.596	667.439	612.991	642.832	671.120	677.224	656.621	650.596	686.250
5	668.374	647.530	616.274	655.728	668.988	636.867	671.008	668.374	677.184
6	656.660	639.155	607.665	625.678	660.692	610.794	673.033	656.660	667.912
7	661.335	620.281	643.107	656.461	682.070	649.861	643.937	661.335	672.212
8	627.505	625.451	645.771	627.109	692.062	647.386	685.724	627.505	664.441
9	573.726	608.749	623.858	610.433	652.336	645.005	669.587	573.726	672.691
10	660.605	583.113	637.822	631.903	645.780	666.591	655.758	660.605	666.096
11	639.350	581.565	592.795	629.356	618.429	642.759	616.913	639.350	679.618
12	658.506	618.974	606.795	673.346	640.183	672.298	666.397	658.506	628.073
13	646.362	608.989	617.131	682.819	649.983	657.336	656.714	646.362	616.730
14	611.981	575.796	625.144	710.524	660.052	678.927	659.301	611.981	628.233
15	642.584	609.365	657.209	681.476	575.483	671.571	699.423	642.584	607.997
16	627.104	600.758	605.955	668.750	606.376	665.235	657.145	627.104	619.349
17	631.294	593.815	615.943	697.862	594.551	623.115	656.715	631.294	599.709
18	647.032	617.186	647.103	659.088	636.253	640.551	656.491	647.032	611.394
19	603.820	652.751	612.302	672.527	641.894	677.298	651.248	603.820	640.197
20	669.852	579.958	626.718	656.829	581.541	650.019	616.042	669.852	592.349
21	625.556	585.752	596.655	645.842	604.652	658.698	598.193	625.556	612.471
22	654.928	589.266	592.943	638.125	604.692	612.646	638.952	654.928	593.093
23	635.835	597.391	607.968	608.047	628.878	654.448	625.094	635.835	609.733
24	602.265	593.714	608.232	604.244	625.956	640.559	645.809	602.265	666.221
25	586.597	607.798	577.359	632.467	625.398	667.591	612.457	586.597	626.259
26	562.351	573.953	563.259	603.129	614.581	632.779	620.198	562.351	604.078
27	622.415	620.527	591.488	588.910	645.680	632.971	641.399	622.415	648.743
28	611.754	623.010	575.637	647.383	644.416	648.261	637.444	611.754	641.073
29	610.227	634.407	569.434	627.076	611.911	673.610	627.230	610.227	592.035
30	667.441	622.919	598.810	634.186	592.170	642.819	627.241	667.441	603.944
31	672.255	611.549	587.905	638.041	598.518	635.009	633.516	672.255	614.370
32	660.556	617.833	572.722	613.611	585.944	632.944	624.333	660.556	607.111
33	658.609	606.796	590.608	568.293	629.568	606.984	603.203	658.609	659.934
34	653.998	563.210	582.401	637.866	628.111	639.252	615.983	653.998	661.788
35	658.912	584.670	553.151	682.020	639.514	690.045	645.709	658.912	663.955
36	659.187	593.540	582.287	625.727	637.023	650.942	638.787	659.187	629.410
37	640.916	576.460	563.775	649.009	630.706	649.786	650.680	640.916	629.616
