 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	224.280	215.992	224.855	219.459	229.718	215.464	225.140	214.932	224.487	226.578
2	248.156	245.052	238.501	252.347	252.192	239.637	243.415	239.355	243.148	241.109
3	244.834	238.230	240.250	246.420	255.111	244.131	251.173	239.590	243.946	237.833
4	243.541	239.230	244.886	251.362	253.088	242.659	249.120	244.536	242.170	257.827
5	247.009	242.106	237.748	244.297	252.687	250.936	258.025	245.924	238.118	256.313
6	255.670	239.035	242.050	250.582	249.756	252.759	248.222	248.976	250.896	253.039
7	259.761	239.907	247.219	249.112	248.524	257.345	249.710	254.844	249.042	251.856
8	250.199	243.319	245.255	251.483	255.740	254.707	252.182	249.179	249.741	251.767
9	257.920	249.621	235.508	258.841	248.023	249.476	253.240	241.427	241.468	258.943
10	258.690	248.798	240.721	263.951	260.652	251.461	249.207	246.533	251.513	258.229
11	249.074	244.092	252.505	264.891	250.350	255.046	247.971	253.687	254.769	251.161
12	253.434	249.301	253.031	260.720	251.358	255.925	258.437	255.021	249.040	250.522
13	254.848	239.845	252.221	266.666	263.201	249.399	250.693	250.293	244.413	261.027
14	247.398	243.747	241.673	255.171	250.296	253.918	257.245	251.155	252.355	253.934
15	255.044	243.153	244.021	249.044	259.186	257.399	252.265	249.098	247.767	251.493
16	253.612	242.558	245.143	251.580	255.788	259.029	249.014	255.133	245.126	250.670
17	255.499	246.450	261.903	252.512	263.447	260.528	258.268	255.772	245.852	253.662
18	260.156	249.543	258.474	262.175	263.488	254.515	255.130	247.628	257.682	254.435
19	264.036	261.224	255.246	265.417	259.842	252.670	257.369	258.767	266.997	261.533
20	274.448	255.366	254.233	264.514	261.058	256.969	268.179	260.599	258.640	259.723
21	267.334	255.202	256.052	261.488	257.478	265.302	267.765	256.823	264.442	254.091
22	267.433	257.544	251.602	262.873	259.232	257.257	259.771	260.475	259.330	254.852
23	261.519	251.750	262.606	261.481	261.037	263.582	254.390	264.714	265.129	258.703
24	253.960	255.942	253.421	263.248	265.463	254.418	259.408	260.070	262.394	260.336
25	262.661	255.021	261.539	267.771	264.512	266.865	261.191	260.246	268.471	263.873
26	273.611	251.141	271.353	274.939	270.827	265.762	264.772	257.760	263.278	270.359
27	266.247	252.832	257.183	268.015	261.171	269.405	255.662	269.892	263.605	269.268
28	263.380	265.686	255.760	276.162	275.279	270.807	262.967	264.300	265.915	258.970
29	270.440	259.722	261.434	272.686	275.219	265.104	262.635	259.397	259.302	269.092
30	273.549	257.841	263.105	271.077	277.716	262.707	272.767	271.406	270.396	262.580
31	279.562	260.441	275.152	264.273	271.109	265.109	277.705	272.303	265.423	274.356
32	270.074	252.411	263.168	268.425	268.910	268.332	275.104	266.329	267.981	276.395
33	279.120	255.459	280.436	274.858	278.104	278.689	281.178	272.946	278.044	270.631
34	275.112	267.495	274.398	276.350	283.952	276.645	274.281	274.858	269.852	272.434
35	275.548	258.646	270.188	267.046	276.502	283.150	276.073	269.604	264.232	278.076
36	282.364	267.909	280.555	272.002	274.095	281.257	275.042	269.168	273.603	280.133
37	276.155	267.392	280.025	280.058	288.694	277.938	280.021	270.972	271.545	269.431
38	273.097	268.884	276.603	281.168	283.212	277.453	274.990	280.778	281.941	272.209
39	274.302	270.670	268.817	274.273	284.428	271.512	285.922	265.135	273.263	268.813
40	283.731	270.827	274.333	281.107	284.756	278.924	286.444	273.766	274.470	271.921
41	274.307	268.289	273.769	289.030	289.297	282.234	275.347	277.167	270.531	271.834
42	287.858	276.191	280.915	288.881	283.095	282.694	290.023	282.413	273.506	288.506
43	283.504	270.581	274.952	285.889	291.163	294.170	283.833	282.174	279.725	281.998
44	296.515	269.008	269.520	285.343	290.105	300.489	287.818	281.743	281.578	283.414
45	298.774	276.285	275.539	292.550	299.349	294.846	289.590	287.166	289.454	292.304
46	280.373	276.382	283.010	303.040	304.077	285.400	293.297	292.162	288.511	295.593
47	289.763	277.137	281.326	290.874	295.790	287.941	295.998	290.685	277.424	292.499
48	291.517	279.258	279.391	298.364	290.908	297.649	297.349	288.531	277.569	291.549
49	293.160	295.245	286.911	294.003	298.211	286.190	290.851	284.424	291.186	308.049
50	298.767	291.658	286.009	294.171	299.125	287.039	293.697	284.555	287.330	297.162
51	296.455	281.441	290.275	297.689	292.849	297.871	290.125	290.690	302.824	295.956
52	294.615	284.503	289.190	298.061	306.013	302.446	296.561	297.590	294.030	296.138
53	305.577	293.256	286.238	304.040	299.812	307.182	302.483	304.524	292.442	309.450
