 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	455.220	455.220	474.226	468.684	475.752	482.128	489.600	485.195	475.159	505.813	503.216
2	450.305	450.305	467.551	469.919	493.305	479.423	493.905	483.890	479.765	504.743	499.748
3	454.554	454.554	474.535	466.562	496.397	486.656	495.422	484.488	474.732	489.302	499.544
4	469.450	469.450	469.039	464.706	482.604	480.654	491.965	486.410	468.857	492.262	498.689
5	461.542	461.542	475.927	470.322	480.739	485.936	490.598	485.802	478.315	496.680	495.010
6	475.259	475.259	467.737	486.079	486.683	504.914	492.687	487.144	480.837	500.755	496.531
7	457.045	457.045	470.213	484.473	481.916	495.530	487.178	489.184	485.250	499.102	500.925
8	463.855	463.855	476.080	474.295	483.029	486.540	487.515	483.208	490.809	504.939	495.491
9	466.216	466.216	472.901	456.221	485.161	485.169	482.134	492.430	483.725	514.441	502.429
10	458.024	458.024	464.116	467.957	470.088	470.343	495.682	484.176	488.180	500.628	502.282
11	478.628	478.628	468.852	475.873	483.017	481.820	493.415	479.836	488.518	513.964	500.375
12	477.347	477.347	466.762	465.176	484.554	499.761	494.929	476.557	490.781	504.739	494.860
13	472.191	472.191	474.639	477.934	496.182	474.708	493.053	479.389	496.889	507.735	503.464
14	472.288	472.288	464.679	462.328	488.316	471.894	492.917	488.309	496.874	510.595	507.235
15	474.496	474.496	472.615	465.990	490.434	475.677	487.118	493.684	501.603	496.685	507.699
16	482.788	482.788	482.281	483.902	491.022	483.833	492.704	492.426	489.703	496.802	503.281
17	476.457	476.457	477.974	482.376	486.525	486.850	489.443	496.527	477.487	502.997	505.840
18	475.257	475.257	476.275	477.524	487.924	489.993	490.394	491.894	484.872	512.241	496.122
19	476.061	476.061	474.682	474.413	482.449	484.711	486.274	490.590	484.963	496.726	510.393
20	474.840	474.840	484.966	474.043	490.649	487.569	486.885	496.086	499.792	493.361	515.129
21	462.365	462.365	484.780	467.432	488.444	485.898	490.344	483.089	489.133	514.117	498.250
22	467.331	467.331	475.608	484.037	491.309	491.367	481.430	487.128	490.433	511.997	509.227
23	455.142	455.142	478.766	479.292	489.100	484.837	488.184	487.832	493.091	490.937	505.374
24	451.125	451.125	478.353	480.721	495.499	486.536	493.639	494.558	495.381	506.605	501.097
25	469.505	469.505	476.280	470.053	502.968	471.552	498.748	488.341	500.312	509.701	502.448
26	460.378	460.378	473.858	471.131	494.060	479.816	498.329	479.474	498.004	508.360	503.355
27	462.550	462.550	480.204	464.128	489.591	491.051	491.276	490.374	491.893	508.702	511.901
28	467.075	467.075	483.893	486.096	481.452	495.656	496.295	499.397	486.908	497.983	513.838
29	473.064	473.064	482.340	475.182	491.344	491.909	486.887	493.687	488.103	496.377	512.073
30	461.233	461.233	480.377	470.563	491.846	490.093	489.627	489.408	481.514	504.708	510.511
31	473.058	473.058	471.467	475.708	479.542	488.948	500.016	506.375	491.006	505.927	505.808
32	466.752	466.752	470.058	480.372	477.272	489.094	500.147	492.959	498.592	508.204	508.500
33	464.526	464.526	480.212	483.020	487.957	480.111	484.867	481.127	482.921	501.445	517.787
34	463.642	463.642	482.154	475.305	499.289	488.470	494.168	501.193	490.458	502.152	502.774
35	471.984	471.984	481.429	469.671	492.649	487.370	484.930	503.081	481.460	514.870	510.190
36	473.884	473.884	486.553	475.571	499.348	498.558	489.699	497.831	483.755	506.353	497.884
37	471.318	471.318	484.789	487.009	501.887	497.469	496.816	486.743	483.259	501.805	497.464
38	470.340	470.340	475.063	473.206	494.370	490.006	494.396	497.366	495.751	494.843	512.854
39	473.837	473.837	480.222	480.066	488.515	485.778	501.018	491.562	492.958	508.024	507.112
40	463.826	463.826	484.560	482.671	486.535	481.755	499.921	491.521	481.547	515.531	506.755
41	468.988	468.988	482.081	485.209	491.058	490.855	497.537	496.940	491.810	510.367	513.185
42	473.280	473.280	475.932	473.644	494.539	490.141	499.340	494.650	493.293	509.946	507.412
43	461.939	461.939	468.821	479.840	501.220	483.999	497.096	502.643	494.567	510.737	506.276
44	468.378	468.378	479.800	484.785	495.473	487.911	494.691	498.413	492.190	501.931	511.742
45	466.502	466.502	482.551	478.426	494.271	493.233	492.654	488.706	509.630	509.224	514.458
46	468.065	468.065	484.657	468.897	481.300	498.677	489.599	497.699	501.807	513.621	509.011
47	470.282	470.282	467.241	464.212	489.409	502.054	505.319	496.623	489.531	503.931	507.430
48	477.419	477.419	474.890	471.402	492.418	497.189	493.503	497.706	497.857	509.685	501.270
49	473.491	473.491	467.189	473.793	487.553	498.918	496.950	497.060	502.551	509.599	511.910
50	480.125	480.125	469.550	477.835	493.582	494.459	501.552	491.084	495.156	506.234	522.451
51	464.169	464.169	475.923	489.001	483.316	496.095	502.104	499.492	494.887	506.605	508.948
52	470.173	470.173	470.025	485.508	491.623	498.279	489.883	490.587	492.252	509.828	519.644
53	476.756	476.756	470.511	478.178	507.390	498.584	488.981	493.303	497.120	501.902	511.250
54	481.425	481.425	483.300	481.254	494.912	488.796	488.638	495.821	489.658	520.446	510.229
55	467.598	467.598	483.982	483.982	491.754	504.375	499.815	492.145	488.361	532.211	515.206
56	461.039	461.039	478.592	489.182	493.310	502.851	492.636	498.832	495.477	511.081	502.820
57	473.611	473.611	476.547	477.589	499.413	496.624	501.586	500.477	492.352	504.971	513.340
58	466.982	466.982	477.855	467.766	509.967	499.732	493.172	495.243	494.044	517.191	519.741
59	477.572	477.572	476.768	473.051	494.646	488.159	503.073	501.183	504.030	513.078	514.409
60	484.559	484.559	479.870	474.795	500.762	490.397	503.012	494.899	507.281	517.357	509.892
61	482.792	482.792	484.395	483.467	490.399	498.878	493.342	506.240	512.294	512.059	523.689
62	471.026	471.026	477.391	489.109	495.467	494.352	491.299	506.298	507.645	503.871	513.653
63	469.817	469.817	479.934	477.291	493.048	496.193	501.008	502.688	497.864	510.634	513.562
64	474.484	474.484	490.216	484.315	493.115	496.792	497.600	496.917	499.484	524.031	519.865
65	473.838	473.838	481.983	485.707	496.832	502.371	492.860	487.704	498.122	519.013	518.177
66	481.517	481.517	474.999	489.179	499.458	504.669	488.236	500.099	493.556	516.701	515.462
67	482.199	482.199	488.686	483.301	494.934	499.183	501.493	496.926	498.137	518.029	517.456
68	486.281	486.281	488.055	475.323	494.694	502.789	504.258	497.085	500.607	511.918	508.738
69	486.347	486.347	495.238	494.401	500.471	518.540	497.971	508.785	491.205	515.427	508.078
70	476.864	476.864	494.918	480.624	492.269	510.863	504.527	501.229	491.785	518.733	511.216
71	476.540	476.540	486.450	487.062	507.332	511.975	497.534	496.601	494.470	515.072	521.495
72	478.477	478.477	492.307	503.093	491.167	504.863	502.853	501.309	499.690	509.825	517.567
73	473.930	473.930	490.536	499.625	483.226	492.547	501.779	495.153	498.611	506.674	517.532
74	471.154	471.154	481.273	485.144	498.958	503.592	495.713	491.542	483.422	516.557	510.735
75	479.914	479.914	483.342	484.034	494.985	497.054	481.868	494.352	500.712	523.621	526.826
76	474.794	474.794	499.340	484.721	500.381	506.865	499.182	503.439	506.893	512.404	524.548
77	474.987	474.987	486.048	483.145	501.314	496.112	502.125	521.403	508.257	526.473	530.229
78	472.637	472.637	493.409	488.308	504.445	488.975	506.981	490.069	495.123	519.676	517.073
79	476.226	476.226	490.420	490.991	505.439	500.125	522.849	505.373	489.011	534.443	505.872
80	476.042	476.042	492.601	484.736	495.941	503.788	516.680	503.966	488.238	522.884	523.838
81	486.159	486.159	484.939	486.513	507.939	497.247	498.404	511.456	484.434	530.667	532.088
82	471.833	471.833	488.748	492.219	500.676	504.074	518.522	513.633	492.414	512.177	523.913
83	473.477	473.477	485.455	483.355	489.182	496.507	508.941	496.954	494.284	529.814	522.421
84	476.126	476.126	491.693	487.131	504.169	502.817	503.972	513.116	488.794	526.869	515.977
85	483.478	483.478	488.100	499.469	507.801	502.402	504.426	510.443	497.612	525.032	521.171
86	486.871	486.871	493.053	487.963	505.473	515.796	502.655	510.311	512.769	531.198	523.269
87	481.202	481.202	498.328	490.478	506.991	506.005	504.410	504.224	503.629	519.747	523.257
88	490.762	490.762	487.492	497.736	512.591	495.241	504.826	506.973	491.765	518.081	526.311
89	484.175	484.175	495.624	499.436	504.323	512.572	514.112	507.606	506.212	527.312	525.269
90	485.103	485.103	508.220	495.482	503.924	506.349	506.254	509.620	500.286	521.434	526.475
91	484.774	484.774	490.229	497.364	506.752	503.942	497.114	498.976	493.734	513.808	520.082
92	488.743	488.743	493.578	492.389	509.593	513.544	513.773	504.857	507.017	521.290	526.174
93	476.581	476.581	489.940	496.273	513.692	508.351	517.868	508.399	500.716	524.496	522.962
94	487.514	487.514	499.508	494.632	504.982	497.216	512.042	518.684	494.261	524.948	511.881
95	483.214	483.214	498.902	501.127	518.259	506.590	517.760	504.008	501.609	527.241	519.365
96	489.335	489.335	494.107	495.008	513.619	514.830	513.572	520.130	501.297	524.873	515.531
97	487.830	487.830	491.852	498.716	508.406	510.837	520.693	511.301	497.034	520.591	516.558
98	498.291	498.291	489.655	494.781	505.646	508.506	510.790	509.663	499.765	530.561	517.623
99	484.808	484.808	502.778	498.409	521.645	513.201	511.705	511.200	496.566	529.027	536.417
100	477.643	477.643	496.993	491.016	516.906	508.672	510.765	512.219	512.969	512.069	539.362
101	488.178	488.178	502.866	487.388	515.314	505.749	508.065	510.946	508.141	518.858	531.496
102	477.895	477.895	506.534	485.957	509.324	514.530	519.108	515.425	504.584	527.326	523.183
103	482.663	482.663	485.919	500.301	504.601	514.919	516.630	506.109	510.408	516.439	535.939
104	499.862	499.862	490.120	501.925	513.972	516.496	512.561	507.309	511.381	528.527	536.988
105	497.182	497.182	500.218	485.921	519.350	514.853	511.881	506.554	509.461	527.571	534.700
106	501.880	501.880	484.192	493.333	523.593	506.590	518.023	513.378	521.000	530.078	537.326
107	489.735	489.735	495.834	493.537	523.424	514.684	529.216	523.111	506.691	525.862	536.153
108	497.015	497.015	497.144	498.633	508.159	508.088	522.538	524.519	507.467	534.676	525.315
109	502.373	502.373	496.897	501.399	515.144	511.706	504.866	518.797	511.700	525.208	534.042
110	481.506	481.506	488.884	498.651	509.899	521.549	508.978	513.931	511.847	528.086	536.497
111	492.579	492.579	504.162	507.721	517.555	513.994	516.501	518.676	507.394	517.689	532.065
112	496.856	496.856	498.527	510.951	515.246	505.889	511.577	508.763	513.561	540.260	543.730
113	503.650	503.650	494.690	505.379	526.324	516.792	517.018	522.071	507.751	530.202	539.353
114	508.444	508.444	510.921	505.813	526.965	525.313	525.079	523.120	520.978	531.909	533.812
115	505.286	505.286	503.082	514.435	521.953	515.882	514.175	521.698	510.917	533.755	528.551
116	505.090	505.090	492.163	504.824	521.056	509.763	519.573	520.468	509.308	527.260	543.665
117	502.654	502.654	501.477	505.969	517.476	512.892	529.378	514.213	506.935	541.447	542.190
118	498.216	498.216	510.003	500.107	511.062	523.335	517.903	520.508	516.503	528.763	531.434
119	501.757	501.757	500.379	505.508	521.417	528.786	517.491	528.775	520.953	539.011	522.217
120	494.638	494.638	495.914	505.827	522.830	532.952	523.777	519.788	513.365	537.493	540.576
121	494.336	494.336	484.437	500.897	524.030	507.043	517.988	519.261	521.708	534.224	536.845
122	497.112	497.112	502.904	497.849	539.243	523.623	523.289	519.142	518.072	525.768	531.447
123	501.141	501.141	500.799	503.589	524.642	521.088	527.584	524.171	518.314	541.587	533.453
124	507.521	507.521	513.922	507.569	518.809	517.482	532.155	529.067	509.589	531.941	532.148
125	502.394	502.394	508.107	509.939	535.462	525.274	523.003	523.576	519.166	529.566	529.822
126	505.189	505.189	520.008	520.135	529.869	527.002	538.441	521.918	515.676	523.118	527.592
