 	Profile_Slice_1	Profile_Slice_2
1	546.119	574.276
2	549.520	558.387
3	557.617	548.310
4	547.516	541.973
5	553.185	540.369
6	537.328	537.125
7	542.668	526.638
8	537.387	541.514
9	530.657	544.829
10	537.643	538.597
11	545.267	529.762
12	526.446	540.952
13	536.030	534.220
14	535.013	522.189
15	537.244	523.102
16	544.290	535.756
17	530.403	519.097
18	527.820	524.912
19	525.667	530.868
20	519.990	518.837
21	515.632	517.600
22	522.832	500.817
23	526.514	521.882
24	525.208	528.934
25	528.874	518.682
26	546.833	529.391
27	544.329	521.812
28	562.933	531.071
29	555.092	534.638
30	574.800	531.442
31	570.877	533.439
32	573.842	537.413
33	570.417	541.045
34	566.134	543.695
35	574.455	542.962
36	562.176	530.858
37	569.560	527.326
38	549.532	534.915
39	545.725	544.333
40	548.393	540.088
41	549.710	529.588
42	550.726	532.384
43	554.958	528.200
44	565.371	546.877
45	550.148	540.407
46	566.360	533.387
47	552.140	545.684
48	540.375	562.436
49	556.510	569.307
50	564.947	568.696
51	580.400	573.099
52	572.915	580.605
53	589.443	588.425
54	584.609	600.914
55	590.549	593.872
56	570.985	576.998
57	560.270	557.611
58	560.705	552.109
59	543.725	521.461
60	520.719	520.559
61	508.344	515.900
62	500.476	501.628
63	504.937	484.739
64	488.801	480.711
65	473.622	462.716
66	468.906	463.765
67	475.300	466.732
68	449.577	455.465
69	439.776	443.924
70	435.852	441.320
71	446.392	431.647
72	441.736	431.206
73	424.191	429.621
74	422.392	420.718
75	404.514	417.439
76	402.609	415.714
77	408.082	409.404
78	399.604	395.590
79	391.448	394.047
80	393.063	384.124
81	383.722	385.838
82	373.653	376.613
83	377.122	367.150
84	361.291	371.627
85	362.393	374.850
86	365.234	367.016
87	356.985	367.095
88	358.459	344.291
89	349.976	340.986
90	349.365	345.293
91	335.292	345.482
92	349.361	332.353
93	332.967	334.144
94	333.273	326.296
95	322.592	324.989
96	327.467	331.106
97	333.995	326.017
98	315.937	323.174
99	317.567	325.016
100	328.519	326.205
101	324.059	317.662
102	304.412	325.752
103	310.657	321.130
104	316.863	302.524
105	317.753	306.562
106	317.974	304.690
107	314.500	300.988
108	305.261	306.694
109	300.339	296.815
110	305.468	296.999
111	301.542	300.590
112	298.509	302.257
113	295.743	299.597
114	288.774	286.787
115	295.429	295.867
116	298.834	292.770
117	289.653	292.549
118	294.460	290.124
119	288.225	285.269
120	285.020	276.571
121	284.605	285.197
122	282.402	286.761
123	295.191	282.629
124	281.921	285.199
125	279.573	278.448
126	284.623	281.585
127	275.757	284.796
128	272.388	279.730
129	273.046	272.656
130	266.334	275.774
131	232.769	247.645
132	229.269	237.972
133	233.738	234.417
134	234.721	243.301
135	234.973	237.657
136	230.398	241.325
137	233.753	237.920
138	233.106	237.460
139	236.389	236.062
140	236.588	230.500
141	242.137	231.993
142	231.034	247.261
143	230.785	238.302
144	230.675	244.315
145	232.941	241.759
146	225.607	241.323
147	240.873	235.886
148	243.939	241.302
149	239.455	242.583
150	228.418	244.066
151	231.368	233.934
152	226.505	247.580
153	230.367	241.519
154	244.626	238.694
155	235.627	232.604
156	239.328	229.605
157	241.642	239.679
158	234.139	231.414
159	234.962	252.370
160	230.623	243.306
161	238.477	233.850
162	224.687	237.113
163	230.310	237.199
164	230.245	235.372
165	238.870	239.644
166	238.866	244.290
167	238.495	241.841
168	232.634	234.379
169	246.648	235.585
170	231.837	231.828
171	231.482	239.025
172	238.478	247.828
173	241.378	247.670
174	238.595	241.750
175	246.787	252.143
176	231.746	242.811
177	236.493	243.359
178	235.221	236.305
179	228.701	232.116
180	244.917	249.948
181	235.100	241.709
182	240.333	237.887
183	235.600	233.291
184	237.439	238.902
185	254.345	242.482
186	235.125	245.853
187	247.996	237.782
188	250.853	239.676
189	237.813	236.567
190	230.059	234.532
191	241.715	238.902
192	247.909	242.540
193	240.129	236.503
194	242.527	239.139
195	241.289	242.632
196	242.804	244.379
197	249.024	233.974
198	238.654	241.560
199	239.967	238.956
200	237.014	242.650
201	234.753	234.888
202	246.924	243.035
203	228.620	247.930
204	232.588	243.342
205	243.432	232.593
206	236.803	245.385
207	232.287	246.676
208	244.027	246.423
209	248.957	232.984
210	244.510	251.990
211	232.660	239.645
212	229.869	247.303
213	244.543	240.979
214	241.787	245.078
215	243.249	244.603
216	241.957	246.519
217	242.160	249.071
218	244.124	252.423
219	245.899	239.858
220	236.113	245.804
221	243.255	246.316
222	251.694	241.238
223	244.126	247.547
224	240.331	253.506
225	257.823	259.188
226	251.957	248.811
227	250.415	248.949
228	240.735	243.998
229	243.900	244.334
230	239.872	250.743
231	253.568	252.655
232	239.097	244.417
233	238.205	252.924
234	251.776	246.752
235	251.957	241.145
236	251.413	232.143
237	241.293	240.663
238	249.009	249.025
239	240.171	249.449
240	243.836	253.058
241	255.647	242.458
242	245.296	245.310
243	236.426	244.507
244	248.861	250.830
245	247.916	248.839
246	246.837	241.127
247	250.962	249.215
248	237.021	256.717
249	253.436	245.296
250	250.077	246.349
251	247.705	250.117
252	252.335	248.501
253	263.440	260.769
254	246.439	245.553
255	234.395	245.683
256	249.284	261.536
257	252.515	263.486
258	241.757	249.195
259	245.195	253.784
260	261.107	258.907
261	258.084	250.542
262	253.398	258.548
263	256.120	254.834
264	253.863	252.308
265	250.554	253.450
266	246.869	256.490
267	255.501	254.211
268	255.631	267.624
269	249.336	259.428
270	252.355	248.266
271	249.542	264.493
272	250.007	253.260
273	251.120	252.705
274	251.521	269.374
275	261.710	262.300
276	264.566	268.305
277	242.725	252.567
278	250.169	263.440
279	258.177	261.413
280	254.993	261.710
281	257.402	259.826
282	252.004	268.900
283	264.472	262.529
284	264.957	259.802
285	243.598	261.654
286	250.827	262.667
287	257.250	261.737
288	245.833	259.770
289	264.284	272.701
290	259.241	265.169
291	262.039	261.905
292	263.876	262.853
293	261.246	273.966
294	251.035	266.315
295	270.418	269.123
296	271.200	264.161
297	259.326	278.703
298	267.668	264.687
299	265.329	266.969
300	262.286	266.799
301	269.565	273.267
302	258.500	260.047
303	262.143	271.555
304	263.762	269.936
305	264.954	278.869
306	261.691	263.526
307	257.099	276.490
308	265.284	278.424
309	264.971	277.208
310	264.199	274.342
311	269.910	285.013
312	267.260	281.122
313	263.987	280.381
314	278.188	274.264
315	274.139	281.684
316	279.203	278.942
317	267.687	275.073
318	259.931	282.105
319	266.096	272.576
320	268.278	277.834
321	281.595	280.121
322	266.734	281.327
323	279.701	272.644
324	277.686	271.602
325	274.488	287.427
326	271.595	285.147
327	277.000	285.128
328	276.101	289.113
329	294.680	302.117
330	291.835	279.990
331	277.871	289.054
332	292.555	292.427
333	282.827	291.889
334	294.573	290.866
335	291.922	285.334
336	276.146	291.249
337	287.565	286.592
338	301.005	294.597
339	291.778	291.058
340	277.671	282.538
341	299.671	297.982
342	302.541	296.011
343	291.903	311.650
344	292.121	306.255
345	299.148	302.864
346	306.735	303.460
347	285.348	312.509
348	293.438	303.240
349	308.796	307.829
350	310.963	308.872
351	302.503	303.676
352	310.799	324.254
353	305.600	323.527
354	315.211	311.306
355	304.792	315.068
356	312.872	318.418
357	310.407	321.905
358	309.708	322.167
359	314.875	321.882
360	317.908	317.880
361	308.998	326.773
362	320.663	334.953
363	313.462	327.853
364	330.400	341.338
365	317.009	324.721
366	321.458	329.326
367	319.090	346.415
368	318.928	346.863
369	340.731	340.314
370	332.099	322.021
371	338.266	343.493
372	340.328	350.600
373	341.206	355.048
374	340.037	340.879
375	332.285	355.327
376	358.242	368.763
377	360.057	349.308
378	351.280	362.794
379	355.239	360.558
380	359.093	361.461
381	371.769	377.985
382	355.871	378.323
383	390.472	379.175
384	369.760	378.959
385	377.077	395.335
386	386.876	391.592
387	386.923	388.535
388	394.912	397.489
389	394.382	404.845
390	404.062	389.467
391	396.107	410.398
392	419.684	400.647
393	408.613	411.289
394	437.928	421.882
395	432.746	438.915
396	436.782	449.870
397	473.752	443.298
398	452.033	459.818
399	484.697	475.401
400	479.355	491.616
401	495.833	514.560
402	508.073	523.832
403	514.593	545.778
404	544.585	560.912
405	528.388	571.214
406	540.632	593.117
407	537.879	597.140
408	559.405	619.489
409	572.275	612.624
410	583.378	601.307
411	596.761	587.245
412	596.588	606.290
413	598.489	592.052
414	606.330	592.259
415	604.951	619.146
416	622.375	621.792
417	626.538	642.928
418	633.275	688.374
419	653.225	675.457
420	652.574	678.843
421	619.355	662.375
422	626.935	652.737
423	635.165	627.770
424	623.904	626.306
425	584.223	634.425
426	560.663	604.731
427	561.238	591.394
428	552.915	597.890
429	510.085	603.209
430	535.126	600.829
431	531.142	572.933
432	539.811	567.941
433	531.178	568.096
434	519.437	571.607
435	502.004	545.881
436	502.580	556.561
437	485.291	534.068
438	507.049	530.245
439	497.901	516.660
440	489.509	517.677
441	484.498	507.455
442	492.968	505.962
443	475.669	481.964
444	489.430	478.277
445	476.213	491.623
446	482.992	474.374
