 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	296.022	296.022	290.699	284.097	290.777	291.476	290.119	301.556	287.025	303.315	311.912
2	281.066	281.066	289.236	281.805	285.970	292.798	293.688	294.793	301.581	311.696	307.570
3	290.969	290.969	289.554	291.225	293.540	286.409	299.789	302.754	297.495	316.265	309.008
4	290.435	290.435	291.726	288.909	284.915	280.243	300.975	299.508	301.504	303.274	301.299
5	293.312	293.312	292.240	292.251	291.725	291.332	302.417	315.789	300.681	305.567	313.312
6	296.291	296.291	296.095	297.747	290.587	292.600	297.986	315.176	307.017	314.982	309.729
7	294.980	294.980	291.826	305.301	300.339	294.455	291.894	307.488	309.906	308.361	308.176
8	288.002	288.002	290.261	299.113	296.803	289.497	303.004	315.812	309.034	317.904	310.697
9	294.470	294.470	300.070	294.513	288.927	301.612	301.348	317.022	317.451	318.420	313.403
10	299.431	299.431	308.983	297.372	301.556	301.530	295.382	315.783	319.162	314.580	309.345
11	290.952	290.952	309.032	309.757	313.714	293.294	306.675	316.150	302.857	319.487	322.151
12	302.245	302.245	304.566	312.592	306.982	307.249	309.150	321.503	310.290	325.951	329.913
13	305.218	305.218	304.644	309.628	311.188	310.878	322.132	324.796	314.605	328.664	316.627
14	309.917	309.917	303.378	309.059	300.587	311.139	312.808	320.059	321.929	325.252	328.588
15	311.569	311.569	308.244	305.011	314.642	327.660	313.731	319.182	322.954	330.365	331.356
16	312.175	312.175	305.652	314.268	314.550	314.854	320.292	310.227	327.289	332.427	332.675
17	310.677	310.677	323.213	318.025	327.006	314.190	323.726	326.660	332.097	327.444	334.808
18	315.161	315.161	331.116	324.637	320.456	316.163	324.414	325.510	332.390	324.985	326.653
19	321.377	321.377	315.577	320.496	332.546	318.353	324.542	325.188	333.901	342.031	333.582
20	327.547	327.547	316.668	323.093	316.405	332.042	337.546	330.187	340.387	336.518	344.654
21	327.121	327.121	323.018	325.522	328.700	334.081	334.248	339.982	349.201	336.849	341.827
22	317.109	317.109	315.943	326.462	322.965	331.198	334.541	343.835	347.419	344.615	358.646
23	337.860	337.860	330.953	323.163	327.009	337.363	329.573	343.732	336.567	353.535	345.795
24	341.445	341.445	339.665	328.467	336.071	339.088	332.084	347.487	352.053	346.505	342.939
25	335.074	335.074	340.117	329.374	341.798	337.588	344.068	353.339	356.072	354.807	355.766
26	340.508	340.508	324.495	344.512	333.810	338.939	351.014	355.957	352.011	359.572	357.655
27	336.477	336.477	333.401	337.212	345.127	337.536	345.761	349.366	353.888	358.323	350.414
28	342.174	342.174	335.559	350.995	348.679	350.148	347.692	346.060	368.079	361.775	363.460
29	329.185	329.185	346.080	348.527	358.979	339.573	357.015	359.561	358.278	350.190	363.481
30	340.387	340.387	348.655	339.427	348.486	363.100	344.772	373.385	364.274	370.811	368.766
31	351.845	351.845	352.009	349.303	358.719	358.080	352.876	374.381	377.366	365.575	370.934
32	356.984	356.984	356.391	360.200	344.924	362.624	359.449	369.548	369.215	376.807	374.243
33	352.307	352.307	357.814	357.358	353.521	363.340	377.714	372.221	374.114	377.833	376.406
34	350.066	350.066	362.050	361.211	359.765	363.080	362.152	384.736	385.760	375.667	380.879
35	347.091	347.091	366.333	366.031	357.007	356.406	372.503	381.246	398.453	370.471	387.079
36	365.709	365.709	370.276	367.921	368.945	367.430	369.038	383.149	379.823	381.645	396.292
37	365.478	365.478	371.356	367.826	369.050	377.807	375.403	380.710	390.105	386.877	393.880
38	371.646	371.646	364.773	375.182	367.200	370.386	376.852	384.721	388.927	391.067	387.378
39	366.569	366.569	367.236	366.686	384.799	380.318	392.792	386.929	397.409	389.093	390.869
40	368.018	368.018	368.523	364.956	384.212	372.879	386.465	404.037	398.462	397.877	397.059
41	376.955	376.955	376.488	374.384	383.870	372.769	392.489	406.950	407.072	398.378	407.449
42	389.997	389.997	375.679	380.187	375.216	387.727	388.594	411.797	402.171	403.759	412.127
43	389.287	389.287	376.697	387.930	396.404	394.444	394.611	406.276	408.689	414.207	430.530
44	400.293	400.293	388.813	405.526	402.402	403.689	409.641	410.527	415.981	413.297	426.986
45	399.500	399.500	384.102	417.173	408.178	417.326	412.750	413.988	415.849	431.727	435.845
46	389.838	389.838	388.311	409.874	406.790	406.001	418.852	411.751	418.406	437.002	415.857
47	403.004	403.004	391.147	403.303	403.791	403.974	419.485	424.334	423.183	421.966	443.206
48	417.677	417.677	400.496	402.941	429.008	414.700	424.223	434.683	420.475	424.128	443.968
49	407.796	407.796	409.117	416.815	436.540	413.426	422.152	433.139	419.673	437.747	454.367
50	413.431	413.431	419.245	429.787	427.778	423.973	426.693	433.554	433.880	451.582	442.797
51	420.889	420.889	423.977	429.221	432.529	432.233	434.139	445.764	447.334	458.174	448.420
52	431.234	431.234	423.890	424.394	441.868	431.961	433.207	446.851	451.790	471.517	444.541
53	419.948	419.948	420.981	427.520	444.451	431.600	442.902	438.782	458.891	461.008	455.888
54	416.913	416.913	428.800	437.932	442.099	440.449	445.062	459.653	466.397	470.330	479.137
55	424.224	424.224	430.147	446.577	440.145	455.561	465.238	454.975	470.833	475.409	480.650
56	437.191	437.191	434.433	450.146	454.331	456.148	462.172	458.056	490.948	478.106	482.795
57	445.524	445.524	441.056	440.952	456.360	449.095	454.962	480.141	479.541	485.314	481.297
58	457.841	457.841	449.110	451.030	458.081	447.927	461.950	481.489	482.940	491.995	489.077
59	461.519	461.519	461.118	460.157	473.633	458.647	466.900	481.088	472.957	507.013	498.542
60	475.417	475.417	474.689	464.100	483.861	469.710	482.923	492.134	482.261	487.826	505.666
61	465.461	465.461	477.497	467.637	490.645	488.325	504.378	502.316	496.674	487.534	504.369
62	466.793	466.793	476.152	476.600	482.241	489.235	496.921	502.181	512.006	507.601	507.117
63	471.426	471.426	481.990	491.298	489.093	503.746	494.876	503.653	511.898	528.960	545.338
64	490.015	490.015	476.866	498.875	494.955	494.980	515.627	513.647	509.581	543.415	526.058
65	499.278	499.278	484.752	483.059	495.404	506.424	511.034	514.084	519.532	528.264	533.723
66	505.620	505.620	502.587	494.025	502.244	530.407	514.872	521.885	543.668	532.102	537.890
67	493.685	493.685	505.329	505.382	515.524	515.049	529.281	522.712	546.049	549.933	546.734
68	513.788	513.788	498.741	515.079	527.361	517.940	545.044	551.222	548.300	553.707	550.414
69	530.057	530.057	513.713	520.176	528.715	537.280	558.354	550.929	555.122	553.756	550.599
70	540.760	540.760	518.354	527.063	545.221	544.224	562.796	562.934	562.809	576.396	582.489
71	536.236	536.236	528.335	542.259	539.069	545.056	556.019	580.340	576.221	587.708	595.651
72	549.910	549.910	535.769	531.609	545.233	555.895	556.103	586.426	592.608	597.653	608.064
73	555.037	555.037	547.675	553.067	553.417	567.670	588.242	594.281	587.497	618.665	627.684
74	560.795	560.795	544.731	560.121	557.417	576.276	603.483	612.596	613.273	621.668	641.740
75	574.963	574.963	561.328	558.854	581.150	590.617	605.758	621.499	633.968	623.583	654.057
76	583.087	583.087	569.617	574.544	585.743	606.193	611.578	634.614	641.097	660.626	661.154
77	591.253	591.253	570.070	579.802	589.045	603.307	625.234	662.622	645.810	673.110	679.804
78	600.864	600.864	583.154	592.206	608.490	627.684	642.924	681.631	666.757	692.508	715.083
79	600.282	600.282	602.887	600.519	616.078	633.338	653.085	706.760	693.355	714.742	735.125
80	621.443	621.443	605.930	599.696	636.137	648.478	680.198	720.477	689.612	736.436	757.491
81	624.670	624.670	635.596	630.867	655.873	674.592	705.595	729.337	705.853	753.357	769.458
82	633.716	633.716	641.893	648.657	672.729	710.260	718.301	770.084	750.745	768.341	789.518
83	659.400	659.400	662.243	659.559	690.092	708.045	735.238	782.474	764.106	785.660	808.098
84	683.211	683.211	681.214	689.287	709.036	740.365	758.108	832.068	777.761	791.314	818.470
85	693.088	693.088	702.536	693.631	714.076	762.182	769.772	812.360	799.032	803.312	813.082
86	715.671	715.671	712.603	722.768	737.329	770.724	795.301	824.829	828.288	824.432	834.379
87	739.792	739.792	731.419	740.205	757.554	785.335	812.957	830.875	831.723	826.316	838.993
88	757.815	757.815	756.988	761.955	758.367	802.180	828.747	856.534	841.353	844.299	848.768
89	768.484	768.484	761.066	760.139	780.240	816.408	834.006	848.602	836.069	848.690	864.365
90	783.995	783.995	796.213	777.750	775.355	807.447	824.588	829.100	826.103	854.321	843.656
91	809.126	809.126	800.399	803.359	796.815	823.350	819.165	835.582	844.847	850.595	819.204
92	821.451	821.451	838.535	827.086	783.930	831.794	814.743	808.889	826.597	845.365	811.618
93	839.675	839.675	830.330	847.722	799.767	837.669	804.141	806.889	837.532	823.738	798.691
94	850.648	850.648	850.529	853.634	814.019	817.150	796.927	806.258	831.435	822.459	798.399
95	862.840	862.840	853.998	848.981	832.808	807.380	785.644	800.628	790.187	799.192	802.472
96	857.900	857.900	852.349	831.605	843.648	774.687	761.801	787.611	791.687	782.086	788.715
97	867.233	867.233	833.539	834.016	820.189	763.730	762.574	764.552	788.241	775.406	778.184
98	830.164	830.164	813.453	817.577	815.856	770.893	739.379	754.076	749.401	759.822	774.605
99	811.290	811.290	766.986	792.086	803.573	762.299	742.419	745.154	755.492	757.884	774.752
100	835.511	835.511	768.631	787.621	778.332	749.221	729.408	749.875	762.999	746.901	759.051
101	805.365	805.365	781.193	762.823	771.710	735.592	718.463	748.492	745.793	749.757	744.061
102	779.298	779.298	742.593	752.469	733.816	731.966	722.657	735.618	727.921	749.797	765.428
