 	Profile_Slice_1	Profile_Slice_2
1	325.392	325.392
2	328.497	328.497
3	331.830	331.830
4	328.117	328.117
5	336.556	336.556
6	335.208	335.208
7	329.587	329.587
8	342.072	342.072
9	328.318	328.318
10	329.516	329.516
11	323.389	323.389
12	314.686	314.686
13	324.095	324.095
14	339.825	339.825
15	322.940	322.940
16	314.939	314.939
17	325.530	325.530
18	321.275	321.275
19	328.844	328.844
20	325.237	325.237
21	319.980	319.980
22	321.415	321.415
23	325.363	325.363
24	321.557	321.557
25	329.869	329.869
26	324.301	324.301
27	327.141	327.141
28	331.302	331.302
29	321.143	321.143
30	314.841	314.841
31	332.062	332.062
32	316.123	316.123
33	326.598	326.598
34	323.574	323.574
35	329.094	329.094
36	320.311	320.311
37	322.212	322.212
38	313.046	313.046
39	319.484	319.484
40	316.377	316.377
41	321.044	321.044
42	325.608	325.608
43	322.383	322.383
44	311.042	311.042
45	320.954	320.954
46	321.616	321.616
47	326.390	326.390
48	321.035	321.035
49	300.516	300.516
50	309.905	309.905
51	328.015	328.015
52	327.752	327.752
53	324.288	324.288
54	305.389	305.389
55	321.730	321.730
56	328.465	328.465
57	329.826	329.826
58	334.441	334.441
59	344.830	344.830
60	341.441	341.441
61	334.494	334.494
62	340.010	340.010
63	340.685	340.685
64	336.093	336.093
65	327.447	327.447
66	318.091	318.091
67	322.796	322.796
68	313.661	313.661
69	315.123	315.123
70	313.752	313.752
71	314.860	314.860
72	310.711	310.711
73	322.136	322.136
74	306.982	306.982
75	315.108	315.108
76	322.925	322.925
77	324.270	324.270
78	322.843	322.843
79	302.294	302.294
80	312.616	312.616
81	312.054	312.054
82	306.401	306.401
83	313.138	313.138
84	301.561	301.561
85	299.971	299.971
86	299.024	299.024
87	292.201	292.201
88	284.055	284.055
89	293.248	293.248
90	289.939	289.939
91	293.040	293.040
92	288.726	288.726
93	293.930	293.930
94	283.593	283.593
95	290.489	290.489
96	281.605	281.605
97	280.245	280.245
98	287.624	287.624
99	280.608	280.608
100	291.408	291.408
101	288.098	288.098
102	292.073	292.073
103	281.026	281.026
104	281.547	281.547
105	285.895	285.895
106	288.398	288.398
107	283.184	283.184
108	280.974	280.974
109	286.188	286.188
110	290.708	290.708
111	289.544	289.544
112	281.183	281.183
113	294.431	294.431
114	273.921	273.921
115	301.471	301.471
116	288.408	288.408
117	282.108	282.108
118	282.899	282.899
119	285.865	285.865
120	276.025	276.025
121	295.731	295.731
122	279.029	279.029
123	275.692	275.692
124	277.251	277.251
125	275.899	275.899
126	285.671	285.671
127	274.696	274.696
128	279.774	279.774
129	277.359	277.359
130	288.660	288.660
131	282.004	282.004
132	269.182	269.182
133	279.737	279.737
134	277.855	277.855
135	287.541	287.541
136	277.921	277.921
137	289.745	289.745
138	281.327	281.327
139	281.566	281.566
140	286.102	286.102
141	280.346	280.346
142	281.775	281.775
143	272.014	272.014
144	273.514	273.514
145	271.759	271.759
146	286.412	286.412
147	282.418	282.418
148	281.542	281.542
149	283.916	283.916
150	274.577	274.577
151	268.320	268.320
152	280.929	280.929
153	271.837	271.837
154	277.656	277.656
155	277.471	277.471
156	280.015	280.015
157	272.072	272.072
158	281.248	281.248
159	273.488	273.488
160	277.923	277.923
161	273.524	273.524
162	276.585	276.585
163	275.397	275.397
164	277.082	277.082
165	277.513	277.513
166	279.580	279.580
167	268.041	268.041
168	276.881	276.881
169	279.412	279.412
170	273.041	273.041
171	267.781	267.781
172	282.878	282.878
173	271.953	271.953
174	269.926	269.926
175	279.589	279.589
176	282.634	282.634
177	283.494	283.494
178	282.433	282.433
179	274.212	274.212
180	297.318	297.318
181	278.122	278.122
182	275.654	275.654
183	274.974	274.974
184	263.951	263.951
185	277.098	277.098
186	278.447	278.447
187	281.397	281.397
188	271.629	271.629
189	273.741	273.741
190	285.259	285.259
191	279.020	279.020
192	272.104	272.104
193	276.810	276.810
194	278.577	278.577
195	278.444	278.444
196	282.310	282.310
197	269.285	269.285
198	273.454	273.454
199	272.335	272.335
200	278.173	278.173
201	270.257	270.257
202	280.115	280.115
203	262.988	262.988
204	278.789	278.789
205	267.278	267.278
206	280.581	280.581
207	281.635	281.635
208	270.568	270.568
209	271.315	271.315
210	272.639	272.639
211	280.999	280.999
212	281.193	281.193
213	274.637	274.637
214	272.068	272.068
215	274.339	274.339
216	276.371	276.371
217	275.998	275.998
218	285.848	285.848
219	272.056	272.056
220	275.934	275.934
221	268.897	268.897
222	271.610	271.610
223	271.248	271.248
224	281.710	281.710
225	272.427	272.427
226	271.896	271.896
227	276.707	276.707
228	270.045	270.045
229	276.881	276.881
230	270.116	270.116
231	289.174	289.174
232	274.760	274.760
233	280.479	280.479
234	277.742	277.742
235	271.179	271.179
236	262.490	262.490
237	277.219	277.219
238	270.963	270.963
239	270.058	270.058
240	272.943	272.943
241	271.353	271.353
242	274.781	274.781
243	275.980	275.980
244	272.703	272.703
245	270.406	270.406
246	280.453	280.453
247	253.745	253.745
248	269.790	269.790
249	272.381	272.381
250	276.069	276.069
251	271.133	271.133
252	267.659	267.659
253	282.134	282.134
254	273.771	273.771
255	271.143	271.143
256	280.862	280.862
257	275.708	275.708
258	278.077	278.077
259	267.220	267.220
260	272.096	272.096
261	280.722	280.722
262	281.389	281.389
263	265.072	265.072
264	273.345	273.345
265	269.578	269.578
266	281.570	281.570
267	275.873	275.873
268	265.737	265.737
269	256.508	256.508
270	257.919	257.919
271	269.267	269.267
272	273.096	273.096
273	279.029	279.029
274	269.712	269.712
275	269.821	269.821
276	266.229	266.229
277	266.799	266.799
278	278.457	278.457
279	285.914	285.914
280	274.349	274.349
281	271.078	271.078
282	265.029	265.029
283	265.177	265.177
284	280.453	280.453
285	259.693	259.693
286	265.514	265.514
287	270.102	270.102
288	268.650	268.650
289	277.043	277.043
290	274.159	274.159
291	270.741	270.741
292	265.302	265.302
293	264.376	264.376
294	270.099	270.099
295	281.864	281.864
296	278.537	278.537
297	274.567	274.567
298	277.527	277.527
299	266.159	266.159
300	270.088	270.088
301	279.649	279.649
302	268.179	268.179
303	274.606	274.606
304	274.415	274.415
305	283.812	283.812
306	274.418	274.418
307	270.466	270.466
308	265.849	265.849
309	271.538	271.538
310	272.923	272.923
311	273.507	273.507
312	274.473	274.473
313	266.808	266.808
314	265.388	265.388
315	286.232	286.232
316	276.393	276.393
317	260.876	260.876
318	265.598	265.598
319	271.726	271.726
320	262.868	262.868
321	265.558	265.558
322	275.581	275.581
323	269.624	269.624
324	265.722	265.722
325	278.268	278.268
326	269.673	269.673
327	275.812	275.812
328	264.698	264.698
329	268.852	268.852
330	282.269	282.269
331	273.327	273.327
332	266.690	266.690
333	275.729	275.729
334	268.373	268.373
335	266.009	266.009
336	268.285	268.285
337	271.527	271.527
338	270.029	270.029
339	274.898	274.898
340	263.352	263.352
341	271.854	271.854
342	274.306	274.306
343	270.708	270.708
344	270.997	270.997
345	272.982	272.982
346	276.523	276.523
347	269.331	269.331
348	272.447	272.447
349	278.280	278.280
350	270.225	270.225
351	272.458	272.458
352	275.489	275.489
353	274.327	274.327
354	281.843	281.843
355	270.807	270.807
356	269.999	269.999
357	274.531	274.531
358	274.589	274.589
359	273.855	273.855
360	276.042	276.042
361	263.033	263.033
362	270.713	270.713
363	274.920	274.920
364	271.241	271.241
365	272.402	272.402
