 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	767.614	767.614	748.677	744.064	741.964	712.362	724.424	714.477	744.829	702.332	680.601
2	760.585	760.585	738.348	733.197	730.912	708.884	710.628	706.009	732.904	683.816	662.845
3	772.151	772.151	740.377	738.006	744.406	728.681	715.427	713.239	735.022	673.875	666.628
4	761.344	761.344	723.503	737.449	722.798	714.721	704.192	715.469	736.232	701.643	669.333
5	765.628	765.628	732.028	736.495	726.623	709.729	728.515	719.960	733.677	706.029	679.988
6	763.381	763.381	741.691	741.550	722.654	694.932	702.536	705.435	736.054	695.573	672.202
7	772.827	772.827	725.381	721.667	719.726	698.659	697.575	704.786	727.837	694.499	668.516
8	754.320	754.320	736.018	739.251	715.360	686.358	703.050	679.337	723.920	680.411	661.446
9	756.201	756.201	720.278	731.253	705.854	682.605	692.828	689.045	724.135	695.823	665.620
10	766.204	766.204	717.144	728.798	697.386	690.618	691.954	687.337	724.200	700.443	664.416
11	769.434	769.434	743.531	726.145	690.058	679.270	687.026	672.523	723.366	699.780	672.013
12	757.197	757.197	723.912	728.451	719.262	685.412	685.432	690.567	725.736	682.830	670.192
13	739.947	739.947	738.313	732.577	707.126	674.407	684.855	690.000	720.616	690.225	665.655
14	747.598	747.598	736.125	736.418	703.226	687.594	694.768	692.707	708.892	682.876	664.337
15	747.236	747.236	716.695	727.027	710.842	684.803	700.913	679.145	701.093	684.038	657.715
16	737.377	737.377	723.749	732.661	690.407	689.440	690.350	682.961	694.868	679.018	663.136
17	749.379	749.379	719.938	721.114	699.318	691.554	692.410	678.045	700.116	679.202	668.220
18	752.261	752.261	716.403	711.786	713.626	681.650	684.236	673.490	706.835	673.029	650.255
19	744.517	744.517	711.888	714.539	692.315	682.379	692.347	691.160	700.130	681.110	650.234
20	753.329	753.329	706.223	723.680	690.706	678.335	694.055	695.088	692.325	661.111	650.523
21	754.407	754.407	715.574	717.873	687.312	665.330	689.236	684.081	681.728	666.421	636.003
22	728.728	728.728	719.130	696.545	708.350	689.815	681.417	678.578	694.464	674.819	649.192
23	729.236	729.236	711.317	706.357	687.558	674.213	672.815	670.699	709.623	686.600	629.273
24	726.679	726.679	703.939	702.589	679.161	658.616	682.224	675.959	683.581	685.971	645.502
25	727.920	727.920	703.847	692.762	678.329	669.476	695.659	661.674	678.244	671.422	626.606
26	717.188	717.188	712.763	696.443	689.457	680.034	685.177	673.040	675.821	675.340	622.993
27	725.811	725.811	711.828	693.399	693.774	674.736	672.033	671.235	670.582	663.675	630.099
28	713.522	713.522	706.802	700.454	705.914	691.548	685.119	668.109	682.161	658.828	628.742
29	715.200	715.200	694.820	696.205	695.576	691.967	685.756	670.871	685.900	652.942	635.997
30	716.822	716.822	704.357	692.332	696.458	676.964	681.405	681.248	692.444	663.035	624.115
31	710.364	710.364	698.286	696.099	698.036	688.184	686.682	671.468	676.290	662.904	627.530
32	711.337	711.337	699.270	691.780	690.883	672.934	686.988	670.217	667.919	658.585	620.730
33	711.069	711.069	706.799	691.317	701.718	663.223	674.922	660.814	676.397	665.697	620.177
34	708.802	708.802	702.992	703.193	695.839	671.791	678.632	665.871	683.361	658.045	631.125
35	711.373	711.373	681.035	702.375	694.706	664.647	670.375	644.701	677.879	668.072	634.599
36	713.727	713.727	696.454	701.346	694.807	675.749	662.637	658.293	679.760	676.237	645.036
37	705.061	705.061	690.186	705.274	700.873	679.314	668.664	671.327	681.980	669.839	634.282
38	704.388	704.388	683.204	708.747	690.885	673.897	674.705	663.955	681.551	662.677	632.216
39	718.547	718.547	693.230	704.486	701.012	660.356	658.883	657.731	668.433	658.091	654.167
40	714.031	714.031	711.970	693.436	708.657	669.492	666.083	654.421	672.078	672.295	638.532
