 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	1250.005	1211.086	1198.481	1202.583	1213.211	1223.402	1226.289	1233.309	1197.009	1187.109	1184.623
2	1251.441	1234.236	1218.178	1220.101	1218.565	1221.606	1244.260	1236.701	1214.731	1198.241	1196.436
3	1240.377	1210.449	1221.669	1208.577	1246.315	1224.152	1245.259	1241.492	1191.171	1208.066	1184.125
4	1251.886	1242.115	1204.999	1210.039	1260.112	1232.766	1236.090	1278.300	1203.545	1216.574	1216.411
5	1263.284	1233.046	1242.872	1230.362	1242.477	1247.398	1233.457	1262.444	1211.857	1233.015	1214.176
6	1283.390	1243.404	1256.599	1256.830	1222.993	1227.077	1276.160	1282.251	1214.012	1214.153	1212.216
7	1267.554	1252.030	1257.617	1262.322	1228.540	1245.960	1275.264	1264.796	1220.799	1226.764	1221.249
8	1280.764	1229.291	1267.548	1274.416	1234.608	1237.177	1258.364	1301.545	1223.153	1241.701	1236.648
9	1284.107	1249.043	1265.384	1267.063	1257.840	1259.767	1282.500	1302.147	1228.754	1245.307	1237.899
10	1294.186	1253.631	1258.755	1255.639	1272.224	1302.621	1289.105	1313.809	1252.246	1265.296	1248.067
11	1297.025	1255.598	1252.940	1287.465	1289.114	1314.852	1308.775	1318.259	1265.883	1256.581	1232.431
12	1288.410	1293.769	1277.252	1284.342	1297.517	1295.462	1319.279	1273.065	1270.024	1264.661	1239.300
13	1317.609	1314.894	1303.520	1292.073	1327.915	1317.339	1330.959	1312.795	1261.543	1289.360	1253.477
14	1330.512	1308.553	1306.116	1313.352	1331.035	1313.370	1321.007	1316.136	1295.298	1292.833	1258.707
15	1330.983	1302.284	1315.878	1320.028	1342.512	1334.119	1332.763	1333.801	1282.082	1287.167	1259.122
16	1342.200	1325.473	1318.231	1313.070	1351.013	1356.876	1358.747	1334.624	1314.222	1266.971	1262.222
17	1319.055	1312.849	1321.094	1308.238	1323.862	1344.753	1344.433	1344.587	1325.866	1299.616	1267.665
18	1344.774	1314.321	1322.246	1305.881	1336.812	1339.832	1355.151	1343.223	1312.630	1308.581	1285.465
19	1358.295	1347.569	1324.571	1335.033	1358.450	1349.354	1368.336	1373.256	1312.163	1296.152	1298.194
20	1373.277	1343.189	1329.643	1343.468	1372.838	1357.552	1362.407	1383.852	1312.165	1313.250	1311.070
21	1371.145	1342.455	1368.473	1349.035	1344.720	1373.501	1349.247	1387.198	1333.238	1308.034	1319.538
22	1350.831	1351.592	1373.500	1371.298	1354.761	1391.304	1399.418	1382.108	1322.339	1322.664	1289.801
23	1387.000	1356.637	1379.388	1391.544	1375.429	1420.836	1419.939	1391.379	1343.271	1327.331	1309.433
24	1387.945	1397.499	1392.209	1387.886	1392.264	1428.893	1441.898	1393.824	1382.069	1355.139	1324.860
25	1411.114	1413.817	1422.393	1394.118	1411.381	1400.703	1415.326	1418.595	1402.864	1354.263	1362.513
26	1391.003	1407.541	1421.774	1435.659	1416.974	1420.041	1438.708	1441.564	1420.418	1370.201	1382.298
27	1440.857	1416.121	1421.945	1415.822	1413.940	1463.567	1444.378	1422.223	1401.027	1416.056	1353.607
28	1454.282	1432.640	1447.485	1431.647	1442.128	1458.921	1467.599	1466.854	1457.418	1431.511	1401.055
29	1483.145	1483.244	1476.625	1481.348	1500.731	1475.337	1487.176	1482.454	1464.263	1424.804	1387.164
30	1504.451	1469.786	1483.087	1477.085	1526.570	1482.038	1505.130	1490.347	1491.093	1448.032	1407.684
31	1527.827	1515.630	1505.277	1473.647	1530.440	1543.462	1531.107	1543.159	1514.512	1473.878	1431.063
32	1523.368	1499.317	1532.335	1501.549	1543.345	1576.541	1601.480	1544.434	1533.521	1460.040	1437.624
