 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	177.499	175.867	177.597	170.533	179.314	176.431	181.787	175.220	167.077	178.526	176.937	179.257
2	176.529	176.594	180.345	168.019	177.852	173.636	179.664	174.351	174.890	165.475	174.816	176.597
3	180.377	176.848	172.558	168.656	176.244	176.448	172.483	168.818	170.361	180.311	169.365	175.845
4	175.385	182.265	174.596	174.359	173.216	172.397	175.121	165.176	173.677	180.289	173.368	174.915
5	174.109	177.572	180.019	171.620	177.362	174.300	174.511	162.643	173.061	167.480	171.042	171.397
6	173.127	176.941	176.710	174.002	175.043	179.945	176.761	170.339	174.291	176.309	173.146	169.848
7	176.851	178.430	181.029	172.683	177.207	171.235	175.759	169.497	176.578	174.364	179.377	172.324
8	179.138	174.895	185.044	180.298	178.548	170.360	173.553	174.737	171.703	177.411	182.935	177.702
9	176.369	174.462	178.516	180.001	181.262	174.112	176.733	170.960	168.572	173.573	178.285	178.789
10	176.129	175.993	174.407	172.772	178.365	179.045	180.043	173.528	174.725	171.841	172.698	175.284
11	172.730	175.359	177.673	172.816	174.541	173.979	181.690	169.236	176.668	170.859	178.477	174.605
12	175.616	173.460	173.329	177.177	176.895	177.902	172.024	176.143	175.795	172.351	178.709	182.470
13	178.513	183.172	182.440	176.140	178.459	175.280	180.082	177.621	175.794	168.431	184.763	178.287
14	172.007	176.790	174.463	182.269	176.535	175.511	175.903	176.961	179.776	175.993	174.835	173.874
15	176.625	181.018	175.458	179.458	183.210	178.627	170.615	176.439	176.721	181.425	172.090	171.802
16	176.748	181.385	170.927	176.244	183.199	177.340	180.180	165.397	169.804	175.854	175.463	176.343
17	169.396	180.640	175.781	176.285	177.911	175.803	188.486	175.337	176.430	172.669	180.259	172.800
18	178.632	178.265	179.673	179.999	178.837	177.681	186.832	172.412	171.711	172.239	173.883	178.996
19	178.674	180.272	180.153	185.533	171.330	178.064	179.089	171.982	174.806	178.849	174.057	180.242
20	177.575	179.413	181.511	180.886	173.805	182.951	177.492	175.071	173.416	180.431	181.918	176.341
21	177.455	180.129	172.948	177.999	179.602	175.361	175.249	174.274	170.877	174.958	181.187	182.797
22	177.780	183.332	178.393	174.893	179.698	174.636	178.353	170.284	169.921	182.401	183.104	178.196
23	180.943	179.853	179.418	175.859	175.702	180.180	180.374	173.566	171.356	180.759	179.114	177.880
24	175.876	184.289	178.116	175.719	172.817	179.066	178.050	170.623	175.449	179.268	176.939	175.042
25	175.298	175.469	178.512	180.801	182.025	176.387	173.814	171.854	176.429	181.858	174.836	175.516
26	181.235	181.474	175.129	182.788	184.127	183.094	177.630	170.360	177.206	181.398	180.539	178.959
27	179.172	179.875	175.879	177.327	182.215	184.083	181.237	174.397	169.145	183.863	184.216	179.035
28	181.989	179.604	183.550	180.222	178.208	178.522	177.268	179.071	178.037	181.529	179.358	182.875
29	179.106	174.183	187.900	181.081	179.512	178.137	183.456	176.968	172.602	180.498	177.069	174.592
30	176.399	178.976	181.625	184.289	184.319	183.364	181.432	177.152	174.621	182.391	181.239	176.312
31	180.913	181.098	181.414	177.869	180.612	182.266	175.844	174.191	178.496	184.555	178.595	186.809
32	181.097	181.489	180.386	181.203	181.280	178.713	172.839	175.552	177.472	174.993	178.874	178.885
33	189.072	180.472	172.135	177.651	180.134	178.081	178.161	174.274	170.469	176.366	173.953	177.261
34	182.737	181.504	170.878	177.261	186.328	178.108	180.119	178.757	173.768	184.468	176.513	181.332
35	180.297	181.690	181.063	176.199	179.986	179.743	172.141	182.098	174.038	184.464	180.085	182.723
36	183.397	182.209	184.805	178.424	175.949	180.395	180.954	178.566	173.790	183.602	180.955	177.884
37	183.565	188.034	180.711	180.205	182.429	182.480	181.839	171.340	174.552	182.604	183.217	184.349
38	182.313	184.400	177.290	185.174	185.102	183.619	181.921	176.739	179.811	186.323	180.343	182.481
39	180.864	189.451	177.295	181.296	178.851	184.677	180.521	179.282	174.489	181.243	186.315	181.969
40	176.765	186.749	185.057	179.317	183.556	183.856	174.936	173.895	173.914	185.399	181.258	178.191
41	180.442	183.381	179.107	183.548	180.244	185.491	184.619	180.455	176.072	186.102	188.858	181.099
42	190.247	183.896	180.266	183.900	182.642	186.001	179.150	183.029	178.613	183.198	184.038	178.615
43	186.630	185.728	184.431	177.819	179.679	178.311	184.335	181.911	180.397	181.847	181.142	189.181
44	183.567	182.200	184.303	183.227	179.593	179.642	180.072	181.562	180.114	190.854	185.895	180.101
45	182.446	188.760	183.898	183.895	180.643	184.337	183.916	173.458	175.059	181.904	184.977	176.485
46	178.423	180.835	183.626	185.798	182.268	183.642	183.240	179.791	177.744	186.807	188.533	183.462
47	182.642	184.295	185.395	182.669	180.654	181.910	186.178	184.618	175.461	183.865	184.119	188.736
48	183.340	184.412	179.828	182.382	185.650	181.402	182.414	183.477	183.649	178.031	179.484	180.896
49	183.443	178.024	178.161	181.344	183.881	183.017	182.586	182.028	174.279	184.041	183.424	179.434
50	186.362	179.774	177.006	180.887	180.114	179.214	175.936	175.633	180.066	183.802	188.727	178.246
51	191.518	182.116	179.151	184.351	187.446	179.110	181.149	174.265	181.494	188.894	184.605	183.801
52	186.326	180.743	180.781	182.246	181.151	186.998	182.666	179.770	182.261	187.452	178.513	180.481
53	186.723	187.401	185.378	177.758	183.458	182.801	179.227	178.683	179.730	186.249	183.503	183.982
54	182.534	183.710	186.014	182.903	184.464	186.014	180.857	178.243	177.544	185.825	184.126	182.742
55	179.865	183.900	185.765	184.797	182.132	177.099	183.645	179.062	181.213	191.705	177.480	184.016
56	184.785	184.432	182.305	182.413	185.648	185.243	183.434	178.592	181.615	189.481	182.521	183.650
57	185.245	186.446	181.218	185.404	193.707	184.856	185.109	179.091	182.698	197.812	182.727	184.400
58	185.245	190.536	184.522	183.563	177.972	180.320	184.628	175.910	178.655	193.612	185.614	178.676
59	182.717	188.270	183.105	184.994	183.024	184.798	172.778	179.468	176.357	189.135	181.963	188.278
60	185.705	184.548	184.752	181.753	185.506	188.080	183.590	178.190	180.670	188.502	184.936	184.967
