 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	632.000	650.000	606.000	650.000	568.000	613.000	589.000	626.000	641.000
2	630.904	647.550	630.485	595.957	579.175	590.745	605.076	645.883	625.594
3	620.882	586.490	624.214	619.037	589.770	585.943	567.629	663.817	606.862
4	598.462	611.903	614.144	628.731	585.326	602.320	585.305	679.738	601.763
5	580.600	630.131	616.155	612.160	587.780	565.292	631.073	694.695	639.340
6	621.166	643.233	647.310	608.124	575.390	578.428	624.135	684.411	658.171
7	623.646	643.523	647.558	657.344	597.012	570.449	605.734	651.006	644.409
8	596.612	634.997	620.523	652.925	622.877	597.339	617.884	642.016	655.694
9	630.734	630.547	634.367	644.419	583.206	589.041	589.513	631.718	635.207
10	586.439	638.500	666.434	594.996	609.401	645.805	682.491	667.580	603.345
11	601.688	636.421	610.688	583.810	583.112	608.485	598.813	680.972	668.604
12	592.457	664.567	602.779	610.325	622.184	564.838	624.067	699.014	662.784
13	581.378	701.006	601.447	600.286	611.937	604.284	613.259	656.864	630.004
14	617.941	635.496	641.252	628.108	599.017	624.813	628.171	640.633	653.589
15	621.506	604.229	637.491	623.063	601.359	630.743	630.992	684.469	645.465
16	621.487	637.262	638.399	654.172	610.266	612.105	628.166	685.586	651.975
17	622.939	633.047	666.516	650.003	610.378	569.505	638.101	693.509	642.243
18	642.100	643.874	678.075	657.506	630.472	595.449	623.472	667.196	650.064
19	626.007	644.589	646.361	658.819	656.462	624.420	666.796	679.515	651.594
20	582.870	623.099	631.035	663.047	607.758	575.177	631.392	663.775	670.771
21	642.826	606.403	598.770	655.138	598.248	634.542	620.287	674.759	625.609
22	609.410	717.901	671.744	704.314	633.201	640.969	621.000	716.662	669.374
23	631.018	654.138	654.244	717.046	620.517	639.376	637.940	698.905	699.195
24	686.930	657.077	652.056	667.191	638.187	616.022	643.027	695.070	676.595
25	683.990	665.378	662.831	656.683	642.550	651.431	657.378	705.208	671.229
26	664.474	687.120	629.018	703.872	602.955	679.028	692.449	654.726	665.262
27	674.744	687.718	652.868	702.323	630.039	622.699	686.864	684.404	679.369
28	690.983	682.714	667.659	658.198	642.217	642.416	687.809	671.189	697.523
29	651.041	694.199	682.806	694.613	682.139	679.783	716.602	699.124	693.622
30	691.538	651.572	697.437	705.757	670.741	651.459	676.587	748.781	694.353
31	702.090	659.491	710.345	681.680	651.172	643.622	714.979	735.609	741.664
32	710.118	754.009	673.078	723.611	686.610	632.412	685.838	712.114	740.333
33	719.144	746.698	665.636	753.268	618.139	721.468	696.752	734.374	723.884
34	703.430	717.432	676.154	765.699	678.324	684.693	685.074	755.217	753.654
35	769.216	751.777	720.864	713.402	717.293	680.367	682.507	760.299	769.778
36	750.245	756.501	732.661	717.162	702.341	698.309	676.328	747.976	741.162
37	785.434	719.593	744.984	728.759	711.932	722.176	733.808	748.216	758.659
38	787.481	756.029	711.201	779.891	744.616	695.012	720.226	787.981	792.571
39	735.420	759.853	738.875	821.984	732.479	715.564	710.751	780.064	828.908
40	733.501	793.087	721.756	821.859	682.068	734.642	776.813	787.355	800.701
41	713.882	839.363	735.732	783.977	742.871	760.866	771.568	827.561	770.763
42	737.215	790.398	749.406	785.331	766.060	771.521	757.325	800.605	831.705
43	757.822	842.814	757.786	794.881	775.390	780.033	786.514	830.242	811.472
44	809.992	901.113	773.926	831.659	752.537	777.615	764.073	854.760	803.387
45	811.123	914.280	773.726	841.097	765.690	791.479	778.919	882.257	814.980
46	810.896	876.385	789.416	819.766	794.087	813.661	789.041	906.991	838.073
47	834.116	894.907	794.774	829.019	814.593	804.820	795.919	892.138	849.903
48	845.452	901.981	812.937	901.091	846.875	792.836	818.647	856.308	842.654
49	894.457	1006.248	893.572	861.854	912.388	813.564	830.609	870.230	863.604
