 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	185.255	188.881	194.335	185.050	184.010	189.377	194.523	185.458	185.360	187.481	193.228	192.513	194.497	188.267	186.905
2	185.354	188.352	196.804	190.980	194.289	189.756	183.252	189.013	193.556	183.774	187.674	190.270	188.632	191.917	192.461
3	192.481	192.122	191.258	193.097	189.742	186.874	185.776	186.060	192.074	186.607	185.442	191.560	185.131	193.102	195.219
4	194.679	195.621	193.117	187.607	186.737	187.148	191.801	186.932	189.629	190.590	185.424	192.663	183.986	186.373	188.569
5	189.065	195.186	190.643	191.057	195.726	192.744	195.346	190.962	189.619	193.935	188.970	186.546	189.894	187.534	187.134
6	191.717	187.106	188.542	186.377	193.457	188.470	193.624	186.814	192.004	191.544	191.934	191.395	188.605	189.298	191.765
7	197.675	191.069	193.964	188.440	187.181	193.303	187.363	191.942	186.212	190.172	190.792	190.970	192.589	189.555	195.862
8	192.127	189.304	198.630	193.294	194.053	194.043	188.377	192.716	186.136	185.036	187.312	191.371	194.217	186.744	189.501
9	194.606	186.074	189.387	191.790	188.294	193.087	184.741	191.510	184.364	187.460	187.302	189.491	195.281	195.271	190.834
10	187.285	191.608	188.500	189.288	187.751	190.994	192.212	192.496	183.937	188.347	187.525	193.259	197.338	189.234	190.493
11	190.961	195.049	196.695	192.921	188.140	191.990	197.071	188.625	186.695	192.085	191.963	197.278	193.641	185.859	189.949
12	192.004	195.951	202.242	202.228	185.558	192.970	193.308	190.862	191.038	191.557	190.058	193.281	199.141	194.076	186.776
13	187.659	196.226	198.723	194.372	197.232	191.972	191.719	188.956	196.550	188.630	188.884	192.290	195.828	192.431	192.040
14	188.508	199.482	194.992	196.150	200.446	202.381	195.198	188.023	190.527	187.747	196.351	195.082	188.610	187.268	192.771
15	194.882	194.665	195.261	190.897	195.427	196.768	205.020	193.645	193.317	195.149	192.395	194.964	194.154	199.547	194.704
16	193.551	191.556	196.983	195.716	198.481	197.921	196.315	193.937	187.932	195.076	192.167	188.507	196.513	199.859	195.361
17	192.500	192.322	193.546	193.478	190.937	191.299	199.179	194.785	190.296	188.125	191.211	193.354	197.955	201.200	191.586
18	188.502	192.785	195.453	202.111	197.829	191.843	196.735	188.116	194.750	187.896	187.776	195.349	196.157	196.640	197.912
19	187.052	198.324	185.544	198.944	196.253	197.562	198.780	187.672	192.480	195.403	197.722	199.017	199.604	196.545	189.843
20	196.796	193.594	191.042	194.810	194.120	194.370	194.822	189.170	195.743	196.289	198.866	195.228	196.264	201.486	197.441
21	194.577	199.437	194.799	201.288	193.561	196.404	189.426	188.332	200.774	194.508	196.658	194.118	199.082	200.769	193.960
22	190.165	192.634	192.335	195.994	196.546	193.526	193.579	188.141	192.922	196.067	192.585	192.358	198.499	197.183	199.161
23	191.768	206.182	200.626	202.657	199.621	201.384	201.904	196.870	193.454	199.764	192.408	189.723	191.996	196.153	201.301
24	201.069	202.305	195.751	199.295	192.101	196.917	197.389	193.200	197.559	199.372	194.867	195.202	198.217	205.135	199.833
25	197.980	198.299	194.213	202.135	191.462	198.670	195.594	197.317	195.259	201.370	191.249	198.046	194.108	201.790	202.180
26	202.684	193.778	198.777	197.379	192.958	195.159	195.131	201.521	204.506	198.758	194.832	190.401	185.353	196.108	188.083
27	196.925	196.744	194.525	198.725	192.018	199.152	196.192	195.314	204.815	199.020	196.536	199.986	195.862	194.194	196.264
28	193.426	203.020	206.459	204.407	195.336	211.886	197.132	200.222	204.953	200.567	195.191	196.082	199.715	197.179	197.123
29	206.622	204.939	202.749	204.296	197.181	200.405	200.621	195.392	198.908	194.977	206.184	194.822	201.157	201.916	200.850
30	195.057	201.837	204.723	195.616	200.298	199.522	198.709	200.219	193.949	198.381	198.540	199.901	205.462	198.317	205.645
31	204.077	198.089	204.206	202.631	202.183	196.041	202.669	204.270	197.632	202.897	197.767	197.707	197.253	205.264	197.641
32	201.547	208.682	204.576	205.036	207.487	205.203	202.127	206.716	192.451	210.567	201.658	197.361	196.550	197.203	197.387
33	203.446	203.222	208.197	202.970	200.668	204.551	205.540	198.744	193.207	201.449	201.688	205.543	201.115	199.371	195.568
34	203.488	212.162	205.989	198.219	202.923	207.595	199.834	200.608	199.609	206.328	202.553	201.344	206.561	206.878	203.183
35	199.073	201.845	207.656	210.695	204.919	206.406	201.390	193.374	207.707	206.845	198.746	209.398	207.964	201.587	208.274
36	207.070	207.750	202.550	210.319	211.037	204.937	210.343	202.720	210.074	206.711	202.948	211.557	207.041	207.281	205.207
37	201.290	208.638	197.230	209.051	209.185	203.831	210.297	206.460	207.547	204.620	205.498	203.664	208.951	207.840	208.099
38	202.161	210.014	202.325	202.176	205.440	203.922	201.655	206.997	203.671	200.634	202.323	203.429	211.802	200.916	207.781
39	204.809	213.129	206.018	205.142	203.504	209.872	206.304	205.759	205.956	203.441	200.671	207.666	209.407	212.171	210.673
40	200.728	208.057	204.304	207.342	202.019	209.478	205.966	209.140	206.877	203.910	205.508	209.281	209.138	201.103	207.010
41	214.467	213.458	198.551	215.189	206.200	206.470	206.170	214.625	205.179	204.041	206.450	204.406	206.849	203.658	211.740
42	211.156	210.273	201.504	211.613	209.495	210.162	208.254	212.906	202.089	201.730	198.960	208.697	206.903	208.011	202.783
43	209.718	210.240	214.983	209.854	209.860	205.425	204.173	208.726	201.128	203.813	202.259	212.498	216.154	204.351	203.633
44	209.768	208.935	208.893	221.299	215.935	218.491	213.296	210.921	207.920	207.424	205.317	202.856	214.341	208.124	208.277
45	208.788	212.246	208.808	207.790	209.418	215.941	210.754	212.308	215.896	209.702	206.007	204.022	213.626	207.242	213.446
46	216.251	216.681	211.660	210.710	210.524	219.909	204.367	212.394	210.729	211.221	207.612	209.373	208.632	212.837	214.891
47	213.452	211.811	220.291	214.744	216.084	226.598	211.331	211.069	209.055	205.806	206.147	211.833	217.597	213.367	212.259
48	211.061	214.463	223.159	213.058	215.309	221.701	220.656	209.029	216.667	211.125	212.843	213.047	217.476	211.202	214.996
49	218.216	210.297	223.822	216.264	208.012	221.417	214.280	206.535	206.792	217.119	217.896	214.141	218.356	215.178	219.316
50	218.655	210.012	219.166	211.683	220.083	213.172	212.815	213.776	210.538	217.927	215.225	214.834	214.168	213.373	223.089
51	210.863	215.913	215.385	213.631	220.202	228.567	214.213	208.599	213.539	218.029	212.127	220.785	206.919	214.457	218.225
52	216.046	218.323	218.475	220.812	221.797	219.071	217.659	212.018	218.324	214.322	207.936	216.417	215.008	221.566	218.703
53	217.279	216.678	222.625	220.482	217.737	220.070	212.721	215.934	215.809	210.649	214.664	217.387	218.149	226.734	215.504
54	220.436	213.051	222.742	222.564	213.953	209.462	220.989	218.386	214.849	219.206	220.500	218.369	215.914	218.076	213.586
55	221.714	221.934	221.325	222.835	220.658	217.924	221.301	226.382	219.989	217.339	220.002	221.278	217.548	218.948	220.901
56	218.226	223.140	225.261	219.949	220.308	222.438	227.508	230.721	216.600	222.266	218.744	214.377	225.428	223.822	219.648
57	222.197	226.405	222.409	225.089	221.950	222.570	223.353	223.621	225.193	222.563	222.061	219.727	228.700	222.866	216.463
58	226.205	224.829	224.045	232.313	216.338	222.614	217.910	218.033	229.581	221.031	228.758	225.108	220.729	222.411	219.239
59	222.781	227.343	220.331	225.202	217.640	228.429	221.688	222.230	222.415	223.343	222.494	218.124	227.216	224.314	222.879
60	228.143	221.827	230.734	216.545	224.462	233.849	221.902	224.331	229.502	208.870	219.995	229.352	229.070	222.204	223.110
61	228.093	228.593	229.990	221.349	226.976	229.024	226.611	226.308	235.941	217.512	215.642	236.488	227.964	219.531	226.241
62	226.384	226.811	227.609	233.573	219.996	234.262	231.565	234.290	233.208	227.310	221.827	233.656	225.825	223.255	225.462
63	224.696	232.226	228.720	225.298	226.574	231.571	233.181	233.861	224.059	226.024	227.338	227.909	224.085	225.108	234.847
64	226.799	232.430	227.226	229.774	230.877	233.923	227.493	237.821	228.177	224.801	232.069	230.784	237.514	232.943	238.277
65	228.635	230.755	233.270	236.302	230.837	233.165	237.093	240.806	231.352	227.439	239.071	229.170	226.675	235.580	236.304
66	236.538	229.806	239.000	234.867	233.651	235.632	238.446	241.480	226.732	234.556	238.088	228.828	237.479	227.942	234.697
67	235.142	228.324	241.374	238.867	235.401	235.126	235.277	235.905	239.061	240.478	231.004	233.949	232.360	237.327	228.935
68	236.495	232.815	238.880	240.839	231.776	238.189	235.621	246.950	231.442	233.783	233.238	240.445	239.193	248.047	235.572
69	235.050	232.694	244.071	246.468	230.105	246.241	241.577	242.951	233.951	239.035	236.848	238.727	244.118	234.435	236.103
70	244.816	237.488	245.913	245.236	227.696	244.886	235.122	243.808	239.520	232.533	238.023	239.229	248.825	243.270	229.864
71	244.424	241.977	242.967	254.034	242.751	246.728	244.025	246.401	240.782	243.663	237.141	243.184	240.916	250.025	234.923
72	246.048	244.608	239.636	247.395	248.799	252.485	245.316	248.282	247.094	238.594	243.366	247.913	238.599	236.525	245.709
73	248.063	245.595	245.676	255.886	244.337	246.402	246.013	244.729	237.855	234.981	247.025	243.225	244.775	242.331	246.372
74	250.297	248.840	248.781	256.777	239.945	251.128	247.290	256.720	241.200	243.452	236.151	248.898	247.520	248.684	239.161
75	251.862	245.552	250.291	261.615	246.377	252.405	246.476	257.231	260.327	241.461	246.125	249.435	252.965	250.137	241.775
76	244.614	248.630	257.689	255.884	252.647	248.295	252.734	244.317	243.470	251.684	237.717	249.833	252.075	254.816	245.618
77	256.101	251.199	255.934	257.654	253.188	253.883	257.117	253.143	256.054	246.223	245.496	253.386	255.840	248.777	261.945
78	254.386	265.769	259.535	259.155	252.404	266.237	254.803	262.261	250.644	251.134	249.145	259.692	256.105	253.988	251.871
79	258.299	252.006	260.623	257.047	263.020	261.340	260.393	258.255	253.901	252.455	253.677	250.760	252.978	250.994	253.076
80	261.022	258.065	261.268	273.070	254.421	262.985	269.551	257.082	254.401	246.272	248.167	258.284	269.920	256.099	255.447
81	262.977	272.455	262.162	270.807	255.698	260.598	266.248	260.492	251.714	262.400	252.266	264.092	261.442	250.299	261.806
82	259.789	274.571	267.724	270.146	265.251	268.183	272.420	258.666	254.250	258.272	255.505	265.653	260.957	255.300	254.975
83	265.158	273.255	263.585	270.279	255.860	270.353	269.516	261.760	259.578	258.744	258.224	262.273	259.101	256.214	258.784
84	265.543	265.889	266.338	268.571	261.689	271.119	277.843	272.935	265.339	259.729	254.121	253.933	266.504	262.170	264.490
85	259.613	272.310	264.424	263.309	263.256	267.483	275.066	280.474	268.583	261.555	260.200	269.659	261.823	262.959	269.526
86	266.624	266.943	274.247	274.743	265.003	282.646	285.926	274.986	273.011	266.547	262.785	281.708	268.728	274.386	277.418
87	275.303	275.439	274.615	269.187	272.852	281.607	273.152	280.658	272.924	276.923	268.555	284.080	264.656	270.018	270.485
88	269.822	290.163	278.131	283.547	274.159	284.268	286.061	291.368	274.953	270.676	268.833	275.761	276.034	267.649	272.514
89	273.542	282.578	271.784	285.290	277.171	287.140	287.281	281.252	276.588	272.154	268.118	279.194	282.322	268.164	280.350
90	290.211	284.074	271.921	280.947	281.695	290.745	289.802	289.637	292.774	280.092	279.764	281.003	273.341	281.442	281.112
91	286.366	283.522	289.004	291.036	289.408	298.249	300.987	293.043	288.439	283.567	288.391	275.440	282.466	270.943	280.343
92	289.985	296.707	280.651	287.672	291.958	300.062	297.601	303.927	297.290	289.880	285.480	287.209	277.581	280.731	287.119
93	285.239	290.671	295.018	295.574	288.749	302.988	295.988	292.195	291.120	291.975	287.577	290.771	287.073	284.818	288.530
94	287.562	289.357	301.809	307.566	287.998	316.998	315.528	293.355	297.811	288.426	297.259	294.707	299.981	291.323	298.009
95	298.803	306.306	304.395	311.727	296.946	305.425	310.371	314.698	306.131	290.236	287.534	299.814	290.384	303.896	299.732
96	294.105	309.406	306.364	309.302	309.447	309.821	314.928	316.873	306.818	298.674	289.263	302.034	293.045	302.076	310.766
97	307.070	314.988	311.459	308.256	310.483	313.987	318.220	313.142	314.260	295.629	300.122	294.063	310.523	287.298	307.523
98	307.109	311.165	315.692	317.816	319.794	332.055	326.631	313.445	316.184	305.920	298.338	313.457	311.461	307.070	300.567
99	315.197	313.514	323.208	324.482	319.627	336.132	333.822	330.470	322.750	304.438	313.927	324.672	317.178	311.513	307.438
100	306.416	309.794	330.581	322.355	328.033	333.991	345.989	331.207	324.454	318.585	311.680	327.545	320.000	301.117	309.481
101	308.163	323.949	328.091	322.118	330.860	325.817	338.138	336.507	324.857	325.574	314.061	319.596	318.141	313.229	309.214
102	319.278	325.347	322.537	328.756	330.467	338.464	344.800	338.120	320.380	317.409	307.456	315.868	317.085	322.726	317.374
103	312.448	337.002	327.426	332.960	347.164	355.790	344.148	342.115	334.212	327.774	325.671	324.402	329.248	318.592	326.562
104	320.151	343.693	341.918	348.868	353.511	352.970	350.654	358.108	338.774	328.569	331.854	330.238	334.923	332.914	320.860
105	327.475	351.145	350.298	346.523	356.088	363.765	353.916	353.362	343.106	339.509	324.470	346.739	335.574	335.036	331.185
106	333.048	358.508	344.291	356.095	362.201	372.724	367.745	354.614	347.471	343.798	333.741	355.002	347.880	333.589	336.037
107	348.859	351.973	348.276	362.086	369.934	370.560	369.681	367.138	354.180	339.032	333.055	356.776	339.311	332.522	347.978
108	356.278	352.480	362.068	371.067	370.142	383.382	379.385	369.040	360.842	346.442	333.686	354.757	346.057	350.516	347.930
109	369.450	362.163	369.701	368.008	377.935	382.464	385.912	364.485	369.253	355.125	341.020	353.915	346.517	356.605	338.676
110	368.450	365.163	380.764	377.801	399.820	391.546	393.782	375.856	375.331	355.138	341.283	367.537	352.325	342.140	351.915
111	365.899	378.721	369.283	375.816	380.042	401.027	398.613	390.056	388.285	368.163	360.980	358.243	359.370	368.175	374.295
112	374.049	389.021	385.441	391.428	392.448	414.419	395.470	396.136	399.796	366.479	364.819	368.042	365.521	360.797	370.653
113	383.805	387.036	401.827	407.192	410.792	425.504	426.629	397.363	398.090	370.479	373.568	373.710	381.248	372.632	370.263
114	372.844	392.526	415.624	403.929	413.112	434.743	424.879	412.746	406.751	380.715	372.770	404.793	385.417	378.605	373.111
115	398.635	400.543	415.635	423.996	436.354	447.524	431.948	413.341	413.880	393.378	390.470	407.170	394.541	379.949	386.066
116	399.413	407.270	420.409	425.940	444.685	468.437	467.944	435.677	434.970	403.804	397.217	388.418	407.503	390.751	380.660
117	403.078	408.663	442.034	431.214	453.998	486.302	477.367	448.207	438.604	416.082	390.779	390.190	397.793	407.819	405.426
118	413.286	418.533	451.796	459.266	475.576	513.013	496.358	460.583	477.368	404.540	391.196	389.748	416.430	410.341	408.650
119	419.689	449.473	470.142	473.355	498.456	556.404	523.521	484.023	488.791	423.321	400.905	422.394	422.581	423.537	415.631
120	430.430	449.940	489.953	493.121	530.741	581.708	559.816	517.999	519.553	455.524	413.377	430.759	444.578	452.019	418.040
121	454.988	454.311	510.733	517.119	559.380	634.192	576.034	548.689	547.515	455.213	423.729	448.415	448.506	462.119	441.585
122	470.130	475.319	541.292	536.729	584.597	644.781	606.224	577.358	582.178	474.933	429.480	444.944	475.097	462.238	462.165
123	482.184	493.521	563.161	566.357	600.898	676.010	631.558	610.699	600.071	485.308	430.193	455.155	478.283	469.556	472.775
124	495.831	518.147	572.207	619.431	633.512	706.433	664.109	655.197	640.625	514.848	460.908	479.605	498.693	495.512	482.581
125	517.433	546.494	612.663	647.210	649.814	727.111	657.651	679.201	662.560	529.992	468.176	492.707	534.888	533.671	485.056
126	541.669	563.858	648.706	667.751	673.175	723.488	703.453	709.468	683.039	559.764	500.287	529.555	561.067	554.250	518.082
