 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	187.968	187.968	182.026	173.189	179.058	179.189	175.893	176.524	176.655	186.076	178.397	184.909
2	181.178	181.178	184.474	172.540	179.760	180.445	173.991	176.899	179.303	178.875	173.756	178.791
3	184.546	184.546	180.134	180.258	177.367	177.286	173.453	173.800	179.551	175.093	176.017	180.412
4	180.843	180.843	190.450	185.861	185.072	182.286	178.809	176.698	182.411	177.741	175.929	176.850
5	186.436	186.436	189.362	178.081	179.896	178.244	181.152	177.954	176.731	176.469	182.194	180.074
6	186.029	186.029	182.529	171.191	183.956	177.007	179.857	173.377	172.419	177.739	177.793	180.669
7	185.771	185.771	184.974	179.685	183.961	178.448	175.112	175.720	180.975	178.362	181.900	178.952
8	189.618	189.618	187.072	181.702	187.466	181.319	175.650	175.893	178.332	174.423	178.446	183.831
9	180.530	180.530	184.992	176.207	182.830	185.078	172.981	173.353	173.304	178.456	180.831	184.902
10	174.055	174.055	183.337	180.769	180.264	183.557	175.931	177.541	166.094	178.617	182.286	177.880
11	182.015	182.015	185.278	182.928	184.227	184.344	180.557	174.019	179.365	177.593	187.699	183.787
12	186.979	186.979	180.845	186.095	179.738	186.450	177.984	172.712	174.309	180.363	179.414	176.162
13	188.014	188.014	178.556	185.658	182.124	180.845	181.602	173.764	178.792	182.473	171.803	179.667
14	185.785	185.785	173.405	181.650	179.022	176.675	183.463	175.542	177.964	185.085	174.512	179.816
15	189.725	189.725	178.819	184.473	170.230	177.509	181.018	172.182	180.063	175.431	184.633	175.949
16	183.015	183.015	185.543	184.990	171.889	179.522	178.992	174.282	177.461	172.088	183.103	176.785
17	183.083	183.083	178.647	182.490	182.318	190.737	181.637	167.161	177.455	182.621	182.272	177.495
18	186.979	186.979	179.290	182.524	181.635	179.248	184.529	175.445	174.932	182.654	182.311	186.580
