 	Profile_Slice_1	Profile_Slice_2
1	375.962	375.962
2	366.567	366.567
3	360.908	360.908
4	365.495	365.495
5	360.738	360.738
6	364.119	364.119
7	356.139	356.139
8	354.510	354.510
9	357.717	357.717
10	347.635	347.635
11	335.462	335.462
12	345.539	345.539
13	351.914	351.914
14	345.090	345.090
15	339.441	339.441
16	339.611	339.611
17	330.727	330.727
18	331.944	331.944
19	324.595	324.595
20	326.467	326.467
21	328.913	328.913
22	315.424	315.424
23	329.035	329.035
24	326.462	326.462
25	327.318	327.318
26	321.099	321.099
27	314.330	314.330
28	311.054	311.054
29	312.190	312.190
30	320.806	320.806
31	317.610	317.610
32	307.522	307.522
33	298.239	298.239
34	311.066	311.066
35	314.388	314.388
36	310.371	310.371
37	303.446	303.446
38	300.203	300.203
39	290.723	290.723
40	294.086	294.086
41	300.500	300.500
42	300.222	300.222
43	298.634	298.634
44	290.090	290.090
45	297.305	297.305
46	297.033	297.033
47	299.037	299.037
48	289.148	289.148
49	294.338	294.338
50	298.292	298.292
51	287.783	287.783
52	287.007	287.007
53	294.296	294.296
54	287.720	287.720
55	294.027	294.027
56	288.555	288.555
57	284.913	284.913
58	287.491	287.491
59	287.398	287.398
60	300.679	300.679
61	294.637	294.637
62	290.904	290.904
63	297.997	297.997
64	293.026	293.026
65	287.351	287.351
66	281.035	281.035
67	289.716	289.716
68	277.317	277.317
69	287.515	287.515
70	286.092	286.092
71	279.773	279.773
72	278.225	278.225
73	277.962	277.962
74	290.181	290.181
75	279.118	279.118
76	267.688	267.688
77	272.410	272.410
78	270.947	270.947
79	274.139	274.139
80	280.124	280.124
81	270.473	270.473
82	278.513	278.513
83	283.213	283.213
84	283.553	283.553
85	271.975	271.975
86	273.683	273.683
87	276.878	276.878
88	286.232	286.232
89	274.940	274.940
90	282.375	282.375
91	283.492	283.492
92	291.065	291.065
93	285.811	285.811
94	283.499	283.499
95	286.797	286.797
96	278.448	278.448
97	278.907	278.907
98	289.883	289.883
99	290.853	290.853
100	271.626	271.626
101	278.995	278.995
102	282.207	282.207
103	283.583	283.583
104	285.002	285.002
105	284.190	284.190
106	289.265	289.265
107	272.619	272.619
108	272.906	272.906
109	285.411	285.411
110	285.333	285.333
111	287.623	287.623
112	280.605	280.605
113	279.442	279.442
114	281.393	281.393
115	280.709	280.709
116	270.029	270.029
117	274.721	274.721
118	269.806	269.806
119	277.099	277.099
120	283.719	283.719
121	274.127	274.127
122	275.960	275.960
123	267.296	267.296
124	265.815	265.815
125	276.107	276.107
126	269.700	269.700
127	267.023	267.023
128	268.578	268.578
129	269.995	269.995
130	269.102	269.102
131	277.446	277.446
132	277.432	277.432
133	266.413	266.413
134	274.491	274.491
135	277.179	277.179
136	278.258	278.258
137	272.437	272.437
138	273.018	273.018
139	273.491	273.491
140	277.538	277.538
141	284.914	284.914
142	274.710	274.710
143	276.006	276.006
144	267.762	267.762
145	272.878	272.878
146	276.426	276.426
147	264.752	264.752
148	266.541	266.541
149	267.606	267.606
150	262.541	262.541
151	263.645	263.645
152	267.939	267.939
153	272.213	272.213
154	283.122	283.122
155	270.687	270.687
156	274.122	274.122
157	270.724	270.724
158	268.148	268.148
159	274.532	274.532
160	270.531	270.531
161	271.747	271.747
162	272.810	272.810
163	272.862	272.862
164	269.399	269.399
165	265.780	265.780
166	265.557	265.557
167	268.034	268.034
168	273.511	273.511
169	273.174	273.174
170	271.101	271.101
171	265.940	265.940
172	276.294	276.294
173	277.001	277.001
174	279.628	279.628
175	274.646	274.646
176	270.248	270.248
177	278.805	278.805
178	272.799	272.799
179	268.765	268.765
180	268.141	268.141
181	260.341	260.341
182	276.003	276.003
183	265.952	265.952
184	259.616	259.616
185	266.889	266.889
186	262.030	262.030
187	263.462	263.462
188	266.184	266.184
189	266.408	266.408
190	267.140	267.140
191	270.100	270.100
192	266.085	266.085
193	266.404	266.404
194	268.495	268.495
195	271.064	271.064
196	266.830	266.830
197	254.915	254.915
198	268.707	268.707
199	280.460	280.460
200	269.137	269.137
201	270.159	270.159
202	268.814	268.814
203	271.037	271.037
204	270.641	270.641
205	272.483	272.483
206	258.739	258.739
207	265.520	265.520
208	268.242	268.242
209	271.364	271.364
210	268.563	268.563
211	274.556	274.556
212	271.687	271.687
213	265.184	265.184
214	264.618	264.618
215	268.532	268.532
216	264.799	264.799
217	266.980	266.980
218	270.165	270.165
219	270.484	270.484
220	257.675	257.675
221	263.394	263.394
222	273.202	273.202
223	264.091	264.091
224	261.981	261.981
225	261.165	261.165
226	270.046	270.046
227	275.628	275.628
228	267.919	267.919
229	258.577	258.577
230	264.053	264.053
231	260.336	260.336
232	265.470	265.470
233	271.670	271.670
234	272.625	272.625
235	272.826	272.826
236	269.059	269.059
237	269.679	269.679
