 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	292.715	287.320	276.975	281.826	279.755	280.801	280.923	280.179	280.042	291.474
2	288.227	291.593	284.457	284.955	280.768	289.340	282.439	278.628	278.905	290.154
3	282.825	287.193	283.771	281.455	271.188	279.147	282.770	282.897	280.828	281.442
4	292.327	282.127	277.625	281.818	270.992	281.395	275.486	272.003	281.387	291.611
5	281.310	283.115	282.680	284.751	276.777	283.090	281.856	277.469	278.884	293.815
6	283.960	281.867	292.414	286.301	276.603	280.290	279.183	285.083	283.935	291.081
7	283.852	278.693	285.640	280.478	280.400	279.157	274.214	287.417	284.735	289.944
8	278.710	288.866	282.255	283.470	281.301	281.795	278.343	279.059	286.656	286.858
9	289.390	289.911	292.960	284.389	286.659	285.893	281.725	283.396	281.655	294.719
10	293.572	280.538	287.717	287.587	286.283	281.486	285.372	286.637	285.746	289.599
11	285.706	282.599	283.225	287.818	282.990	279.448	283.961	282.074	288.807	284.753
12	280.165	286.305	284.927	283.836	278.683	286.906	280.063	281.878	290.476	283.534
13	292.382	285.262	295.304	277.154	284.259	282.682	283.418	275.762	283.843	294.724
14	290.650	280.022	289.442	268.917	284.809	280.651	285.995	283.443	288.003	287.269
15	294.606	282.627	280.977	284.186	281.289	287.343	283.109	278.247	293.146	294.992
16	285.321	301.428	283.662	287.830	289.150	280.592	286.605	286.461	292.316	290.717
17	298.113	287.892	302.418	287.407	284.201	284.517	285.821	284.331	297.742	292.652
18	288.606	283.998	290.836	275.016	286.087	284.013	289.013	291.930	298.922	302.096
19	290.657	290.253	279.359	272.555	284.578	278.783	289.046	276.777	292.690	294.407
20	298.118	293.399	290.895	271.765	281.118	287.603	288.071	287.895	299.211	293.264
21	299.225	292.485	285.833	277.694	282.201	290.028	281.037	275.597	288.896	299.330
22	287.220	290.692	284.314	280.380	288.501	278.606	278.247	282.038	283.508	293.263
23	291.386	284.827	281.372	281.873	289.207	281.441	280.672	282.545	286.453	292.731
24	292.568	274.095	287.705	280.060	294.229	284.558	280.267	294.677	288.463	295.091
25	296.733	279.813	277.643	283.939	287.556	291.777	290.867	296.711	301.736	294.148
26	293.905	289.868	294.268	275.234	287.751	297.860	294.418	286.196	302.615	299.603
27	290.771	282.556	280.420	274.592	280.075	294.230	294.091	287.008	291.455	302.692
28	289.540	294.024	283.788	271.075	275.940	294.597	288.329	292.681	293.686	289.828
29	292.323	284.955	290.467	284.697	275.082	287.029	286.500	290.662	286.090	283.054
30	295.870	287.041	291.076	285.009	286.875	295.511	295.268	285.246	284.655	284.675
31	287.940	292.872	285.931	282.059	279.073	286.614	291.053	282.526	282.847	297.366
32	292.426	284.717	288.748	279.784	274.301	285.899	288.694	291.780	297.455	289.287
33	299.188	285.785	290.485	290.844	285.711	298.859	291.291	283.422	299.757	292.181
34	304.285	296.256	302.282	298.260	273.147	289.267	287.478	288.631	295.041	298.914
35	301.026	302.215	300.798	292.311	283.140	287.359	281.841	288.859	295.719	291.496
36	305.770	296.456	302.502	294.322	283.244	283.647	291.059	287.426	298.210	294.591
37	313.670	290.921	299.601	297.019	284.251	296.238	294.794	289.814	294.674	290.079
38	294.171	285.827	295.190	298.452	289.200	292.977	294.990	296.559	296.437	305.112
39	301.198	291.879	285.810	292.953	284.888	285.841	300.063	293.041	297.442	308.630
40	318.088	295.135	291.408	293.714	282.021	295.263	295.252	281.953	300.698	298.837
41	306.304	299.291	302.486	301.987	293.358	301.588	303.270	286.553	296.723	300.170
42	290.262	296.138	299.640	299.312	280.986	294.537	289.413	281.883	291.792	301.578
43	305.113	305.630	293.842	296.683	295.546	290.953	289.904	283.398	285.227	312.456
44	314.999	301.966	298.773	293.054	289.066	299.484	284.388	293.589	289.978	309.375
45	308.833	306.272	292.807	285.112	289.356	304.751	284.917	290.022	282.950	294.205
46	308.913	293.750	305.854	296.129	300.318	301.453	290.199	286.092	290.104	295.195
47	307.550	299.440	299.264	293.802	299.590	299.120	288.602	280.715	298.791	291.350
48	308.740	301.220	291.562	286.026	294.387	296.619	288.074	288.678	299.356	303.444
49	295.244	300.478	300.189	288.741	299.383	287.835	292.039	291.939	293.164	299.907
50	300.444	304.848	291.426	286.178	291.591	292.615	288.662	299.356	295.430	300.894
51	299.332	311.753	291.931	291.198	302.669	292.493	284.178	286.691	301.340	296.005
52	297.007	308.329	293.061	288.277	285.319	288.606	287.044	280.445	295.797	294.232
53	307.155	307.354	298.003	290.865	299.193	289.033	282.410	282.566	299.180	305.542
54	315.054	304.700	286.279	277.666	295.350	291.902	286.821	296.803	307.948	310.355
55	310.859	311.573	292.584	283.665	284.188	294.693	291.588	283.412	299.729	315.614
56	308.050	322.646	303.487	289.864	292.533	303.308	284.921	287.089	298.201	309.281
57	330.598	347.303	299.292	287.797	297.051	316.374	285.389	288.152	302.369	317.987
58	342.943	359.628	301.530	292.294	298.829	311.553	294.819	291.673	313.875	327.819
59	356.523	367.714	313.999	299.074	293.499	323.953	289.735	301.144	322.553	336.489
60	359.165	360.678	318.013	306.666	295.114	335.886	299.223	308.163	330.726	341.097
61	342.981	358.871	322.978	321.827	298.002	340.725	301.302	313.207	344.175	331.532
62	329.571	348.099	333.075	330.191	296.036	338.010	320.157	323.108	353.050	336.768
63	334.690	336.766	317.805	330.638	308.246	335.686	332.357	339.388	332.443	340.321
64	331.716	328.457	309.877	319.155	312.417	330.824	324.488	341.682	323.815	328.594
65	312.602	328.563	309.449	306.280	317.120	328.386	313.443	344.423	308.078	322.239
66	292.825	326.170	297.097	311.700	328.118	327.417	316.495	338.606	311.267	303.826
67	293.163	317.360	280.309	308.110	328.598	313.962	300.939	321.859	289.546	294.733
68	288.291	298.608	278.044	291.926	310.531	302.398	300.817	300.253	286.011	279.251
69	271.696	277.068	264.436	281.365	298.413	296.366	279.293	297.763	285.545	276.151
70	268.265	287.321	264.281	278.127	294.726	280.652	280.944	295.805	268.533	277.554
71	275.086	285.986	260.096	271.335	295.936	278.387	275.916	273.144	264.514	270.452
72	267.764	266.851	250.944	254.815	279.118	267.469	270.667	262.514	265.221	268.446
73	254.710	267.471	246.939	259.323	271.871	262.913	259.196	252.137	254.467	267.668
74	254.992	267.049	248.874	245.499	272.327	252.862	273.359	246.661	251.998	265.082
75	248.620	259.476	252.825	248.541	259.149	246.729	249.017	246.062	259.121	254.186
76	259.780	256.706	249.604	241.379	254.675	249.774	243.883	249.429	241.659	248.896
77	256.660	246.835	241.539	244.103	243.448	241.258	239.318	244.167	243.848	252.466
78	246.199	241.610	240.869	235.078	241.443	237.583	244.454	242.063	240.549	247.207
79	247.165	244.345	235.354	238.813	244.887	234.163	237.940	246.784	230.919	233.227
80	246.696	243.057	234.971	236.885	236.414	234.627	241.835	241.823	230.192	236.566
81	234.573	239.391	230.087	229.095	241.333	236.793	233.035	231.466	230.204	231.903
82	239.558	238.246	225.270	229.256	240.660	231.761	231.737	231.304	225.758	231.317
83	235.928	235.229	234.629	236.798	224.342	235.968	229.422	225.658	229.623	234.717
84	236.414	231.213	234.534	232.056	227.678	230.195	226.403	217.602	224.397	238.275
85	224.241	234.296	225.784	229.280	230.597	230.486	223.395	235.138	228.159	223.548
86	217.891	226.792	221.241	222.818	232.931	235.169	216.501	226.102	221.992	222.042
87	231.243	220.300	219.644	220.034	229.775	227.778	217.755	224.030	223.297	227.873
88	215.425	220.940	220.906	221.615	226.391	224.560	225.383	215.284	213.808	222.112
89	220.767	224.461	216.426	215.081	219.804	216.511	214.620	225.701	219.519	218.987
90	221.476	219.472	211.220	209.154	218.812	221.025	218.043	216.446	217.331	219.727
91	224.742	216.251	210.911	212.044	219.207	218.641	217.555	210.248	220.274	216.311
92	210.894	212.670	207.018	215.304	208.906	212.612	215.640	216.906	217.941	211.549
93	206.474	214.674	211.709	215.051	211.005	217.586	214.473	204.760	197.443	208.128
94	207.233	215.804	209.715	201.157	210.540	224.158	209.580	208.329	207.736	202.534
95	212.927	209.177	207.176	210.673	200.876	213.351	203.482	211.261	213.619	204.194
96	212.362	213.031	208.811	208.819	215.800	211.724	207.770	203.893	216.687	215.269
97	209.433	213.013	211.189	209.485	212.040	203.647	208.202	208.212	207.844	204.910
98	206.088	207.299	208.255	207.108	209.489	209.453	204.087	210.255	202.880	204.682
99	206.734	209.050	202.044	199.343	201.718	198.527	206.992	202.367	200.034	212.864
100	204.402	198.817	207.320	200.902	203.537	196.668	202.593	203.467	204.649	205.630
101	203.522	199.765	201.199	200.148	201.050	209.145	201.073	201.220	203.593	208.472
102	198.602	195.270	199.938	205.040	200.154	208.971	197.448	199.367	201.332	201.351
103	202.787	199.334	208.262	207.088	197.607	200.490	194.764	194.768	202.530	198.197
104	200.833	198.724	198.351	198.121	199.220	198.471	194.959	196.457	197.033	200.948
105	191.981	200.035	196.339	198.881	201.747	194.097	197.544	197.784	197.537	201.901
106	195.410	200.602	202.535	200.019	197.392	191.757	199.608	200.995	189.370	197.806
107	195.520	199.982	196.562	197.555	195.705	201.564	199.674	193.587	201.496	198.103
108	187.670	197.763	192.650	200.398	194.622	190.711	197.993	195.283	206.622	196.374
109	196.452	194.105	189.469	199.802	194.684	193.372	196.772	185.591	203.309	195.464
110	195.262	194.245	193.209	200.226	188.699	196.644	195.038	191.336	191.925	193.278
111	191.488	193.876	187.783	193.430	190.274	192.816	197.441	192.770	197.377	196.209
112	194.518	195.707	189.181	187.189	192.904	192.840	192.946	195.230	193.259	194.651
113	193.304	195.149	200.881	191.268	183.756	196.786	192.277	192.980	194.185	190.210
114	194.650	194.698	191.766	192.470	193.174	196.052	199.408	190.076	185.506	188.142
115	187.488	194.712	190.480	192.473	195.291	189.822	191.735	197.950	186.442	184.495
116	193.259	190.387	198.040	192.496	192.483	187.770	190.841	191.851	194.472	193.213
117	192.367	188.593	197.588	190.820	184.394	189.419	187.517	185.058	188.876	191.802
118	191.896	184.475	192.948	190.572	185.375	188.996	192.781	184.019	190.210	187.483
119	186.715	193.533	193.538	188.432	195.857	192.808	188.836	183.511	188.721	186.019
120	185.319	184.871	187.857	191.876	187.832	186.257	193.182	188.593	185.203	184.258
121	182.579	196.841	187.923	188.164	180.040	194.434	186.477	188.340	185.080	190.212
122	185.147	189.118	185.387	184.069	186.193	186.769	186.904	190.670	192.000	190.417
123	181.887	189.851	185.134	191.481	186.500	193.637	179.626	187.563	192.681	186.563
124	184.718	196.291	187.881	185.330	187.367	187.844	177.632	188.719	185.640	186.562
125	180.580	193.632	182.616	180.546	180.424	184.117	186.933	186.696	181.521	189.182
126	182.565	186.155	180.554	182.612	183.246	183.262	183.754	183.125	183.071	190.307
127	187.541	190.745	189.306	183.545	180.430	186.831	182.809	192.895	182.390	192.960
128	182.338	190.061	183.199	186.058	183.704	184.210	182.544	185.372	181.084	183.480
129	183.751	190.548	182.655	183.181	180.058	179.250	183.445	191.007	181.019	182.287
130	175.310	189.131	185.155	180.021	184.303	179.618	178.124	180.496	178.748	179.140
131	182.002	184.747	181.926	185.546	184.957	182.184	183.446	180.391	184.314	178.608
132	177.990	183.683	187.018	183.129	183.429	179.195	181.555	179.195	183.852	179.067
133	177.428	179.120	175.524	180.619	178.604	179.225	181.265	181.335	178.697	174.756
134	181.299	182.892	176.336	176.632	174.214	174.708	182.612	180.192	182.199	180.675
135	181.740	189.244	184.872	180.692	175.767	180.189	182.534	183.118	181.087	182.161
136	175.672	188.422	177.777	181.303	183.989	179.904	179.705	177.194	186.474	175.333
137	182.254	184.590	185.651	179.630	179.836	183.673	186.212	183.632	180.496	175.297
138	175.484	178.581	174.072	174.799	175.147	181.687	179.519	175.734	176.951	175.194
139	174.506	174.909	179.749	179.770	179.759	177.945	178.915	178.191	175.594	175.596
140	180.585	181.866	178.695	177.874	182.952	184.213	181.539	177.985	173.439	179.372
141	189.371	188.191	182.575	179.960	183.391	188.131	178.421	186.388	176.924	181.739
142	180.343	183.077	182.191	180.158	178.532	178.940	181.731	185.077	174.488	181.651
143	176.403	186.048	175.704	178.926	180.658	175.197	178.495	182.314	179.097	180.028
144	176.864	177.029	171.588	168.732	176.288	178.031	179.356	177.900	180.438	180.165
145	174.214	178.518	172.835	173.066	172.427	175.877	177.995	175.565	177.000	181.137
146	172.461	175.612	175.613	177.539	170.617	173.967	170.415	171.065	176.559	178.332
147	173.414	180.275	178.991	173.666	170.998	176.872	173.962	174.568	175.869	176.316
148	178.409	178.579	185.605	174.730	179.163	175.506	172.522	175.397	174.695	177.762
149	179.448	177.760	179.896	175.061	173.866	173.536	166.199	177.126	179.464	169.492
150	186.032	174.901	173.120	174.905	175.683	171.509	173.739	177.118	174.756	179.471
151	179.069	172.475	177.879	179.513	171.133	173.301	178.471	174.988	175.969	181.531
152	180.716	181.846	173.496	176.643	176.322	173.384	178.267	176.002	180.706	170.123
153	179.094	181.591	178.922	177.871	174.850	170.973	178.065	176.565	177.096	177.117
154	177.374	176.708	175.238	175.199	171.149	177.235	177.848	175.967	174.778	175.590
155	179.839	171.851	173.105	173.736	174.956	171.836	181.136	171.321	179.509	171.805
156	174.496	170.951	167.776	171.033	173.311	171.343	173.483	168.926	178.833	168.305
157	170.833	174.165	175.951	167.570	171.949	166.298	168.140	172.514	176.388	166.414
158	172.482	176.407	172.513	173.871	173.810	166.229	168.684	169.065	174.409	169.019
159	175.724	175.657	173.723	177.120	175.366	166.410	177.813	169.538	172.992	174.196
160	172.626	173.148	170.758	176.173	177.055	175.335	175.151	175.315	167.168	175.448
161	166.381	175.200	178.679	173.411	176.361	175.815	171.608	170.259	167.439	170.494
162	170.905	173.084	176.194	177.726	173.737	181.086	174.307	169.134	165.830	174.636
163	174.375	172.670	173.004	170.583	171.563	176.177	179.835	175.428	168.265	180.648
164	176.023	169.867	172.147	166.441	173.028	168.200	176.397	172.022	169.442	176.574
