 	Profile_Slice_1	Profile_Slice_2
1	247.993	234.592
2	237.673	239.527
3	247.498	250.768
4	252.720	247.460
5	246.851	256.142
6	246.727	260.404
7	255.999	265.675
8	256.272	252.778
9	250.197	257.223
10	266.160	248.558
11	264.884	256.295
12	252.356	250.906
13	254.526	243.770
14	251.525	248.086
15	251.141	262.506
16	256.944	262.555
17	264.546	247.393
18	255.907	247.158
19	246.827	260.810
20	244.083	263.251
21	260.289	254.541
22	264.421	258.925
23	263.760	260.322
24	256.862	252.118
25	251.827	260.094
26	250.532	259.640
27	262.326	255.025
28	269.386	270.191
29	249.334	263.902
30	259.313	257.200
31	261.787	265.895
32	268.966	266.144
33	259.133	259.286
34	246.724	242.417
35	251.497	272.165
36	261.479	263.238
37	270.103	259.924
38	257.473	255.375
39	268.427	270.864
40	259.303	267.342
41	252.128	253.345
42	254.267	252.710
43	248.474	259.939
44	249.770	264.295
45	253.907	267.459
46	265.874	268.430
47	268.783	264.519
48	265.735	263.801
49	255.121	269.878
50	266.873	268.048
51	270.947	267.136
52	252.958	266.146
53	257.338	262.785
54	267.100	260.749
55	269.373	271.660
56	255.541	258.379
57	263.343	262.460
58	255.562	267.927
59	264.927	264.588
60	261.939	266.358
61	261.672	261.942
62	267.156	278.042
63	263.383	269.347
64	267.407	266.094
65	255.952	274.612
66	259.993	274.228
67	273.669	282.110
68	268.652	275.630
69	266.362	278.080
70	273.459	265.747
71	264.039	260.750
72	258.918	262.984
73	259.290	263.479
74	260.581	273.844
75	264.721	278.310
76	265.271	267.954
77	263.132	267.968
78	269.587	266.089
79	273.625	269.614
80	275.994	279.774
81	272.735	278.073
82	277.768	277.610
83	279.597	279.411
84	277.043	264.246
85	274.469	267.677
86	280.573	261.728
87	271.297	270.883
88	272.545	284.164
89	268.975	273.789
90	264.519	273.059
91	274.913	277.114
92	258.058	280.604
93	273.212	263.268
94	280.079	265.373
95	272.445	287.842
96	264.550	272.081
97	272.545	268.469
98	272.555	295.790
99	262.532	289.645
100	282.424	283.158
101	284.081	276.449
102	278.065	283.140
103	287.316	274.710
104	272.651	279.651
105	277.776	288.559
106	277.608	294.869
107	294.478	285.945
108	293.865	273.778
109	290.583	281.299
110	284.672	281.662
111	282.834	291.713
112	301.988	296.288
113	311.327	293.863
114	289.371	293.082
115	289.803	291.136
116	301.139	288.502
117	296.453	293.341
118	279.451	290.311
119	293.826	284.539
120	286.669	285.916
121	293.026	282.785
122	315.050	304.327
123	302.778	307.621
124	305.012	311.805
125	306.412	293.757
126	302.953	306.868
127	317.156	313.008
128	311.217	290.859
129	315.312	313.249
130	317.592	307.734
131	324.833	301.217
132	317.877	315.145
133	305.744	308.204
134	308.815	325.055
135	333.197	330.178
136	320.580	326.028
137	310.887	326.068
138	319.116	348.012
139	336.247	321.366
140	331.039	333.119
141	328.952	331.974
142	335.169	330.749
143	337.357	324.997
144	350.564	326.193
145	339.593	342.796
146	342.994	343.169
147	346.225	353.746
148	352.460	347.311
149	360.605	337.518
150	360.050	361.307
151	344.829	359.123
152	337.713	366.171
153	373.815	370.254
154	373.227	379.678
155	378.898	369.641
156	374.684	361.445
157	377.223	380.823
158	375.666	369.825
159	365.802	394.851
160	400.765	407.461
161	390.989	406.213
162	400.956	403.040
163	404.419	409.697
164	412.836	403.792
165	412.800	408.627
166	417.732	404.123
167	406.659	430.323
168	411.919	411.594
169	431.345	456.728
170	447.997	452.278
171	420.862	429.606
172	432.436	434.127
173	452.531	436.747
174	465.481	455.084
175	468.169	463.092
176	474.353	456.594
177	496.934	462.883
178	488.417	468.682
179	506.728	480.018
180	508.331	505.693
181	515.055	542.056
182	530.216	527.999
183	527.979	537.373
184	550.225	542.169
185	541.587	572.671
186	574.252	570.648
187	550.799	570.658
188	572.975	611.008
189	575.162	635.148
190	609.923	642.323
191	624.341	655.756
192	652.771	691.916
193	674.548	702.699
194	695.291	696.822
195	709.117	700.306
196	705.483	725.346
197	672.724	730.465
198	689.906	731.856
199	698.901	716.728
200	687.171	745.941
201	698.743	756.612
202	686.628	743.806
203	702.515	739.968
204	705.613	746.199
205	718.504	740.104
206	744.697	739.804
207	721.674	725.004
208	683.837	716.886
209	698.439	712.106
210	715.697	692.125
211	700.898	687.528
212	666.913	697.068
213	667.831	673.192
214	648.810	680.339
215	660.748	682.356
216	650.855	658.185
217	654.455	635.650
218	639.456	638.791
219	645.723	640.100
220	640.407	649.571
221	626.563	631.961
222	622.422	630.704
223	618.024	604.717
224	621.780	609.886
225	618.954	621.366
226	604.097	626.397
227	627.420	622.896
228	617.474	601.539
229	584.656	615.932
230	590.590	613.048
231	606.933	609.747
232	596.414	625.442
233	600.355	609.564
234	619.160	616.292
235	613.582	633.126
236	613.877	652.230
237	611.898	628.686
238	634.320	629.931
239	613.484	659.946
240	636.072	643.653
241	629.893	627.054
242	624.175	611.452
243	614.160	610.367
244	611.806	606.560
245	617.595	611.972
246	628.126	598.097
247	630.389	599.996
248	595.326	614.815
249	596.403	624.050
250	601.623	609.621
251	597.900	606.005
252	611.842	611.611
253	594.186	610.758
254	614.439	620.744
255	622.703	623.038
256	611.006	594.778
257	603.308	592.827
258	596.829	598.380
259	609.614	611.005
260	602.431	590.009
261	610.200	599.578
262	613.055	597.761
263	640.666	580.646
264	620.690	614.206
265	610.842	593.695
266	617.502	607.643
267	607.995	600.717
268	623.302	614.176
269	613.096	608.492
270	614.238	609.834
271	637.743	606.111
272	251.881	251.881
273	271.114	271.114
274	252.819	252.819
275	250.893	250.893
276	262.732	262.732
277	265.712	265.712
278	264.044	264.044
279	266.059	266.059
280	267.214	267.214
281	271.373	271.373
282	241.988	241.988
283	255.971	255.971
284	250.611	250.611
285	279.354	279.354
286	265.097	265.097
287	250.522	250.522
288	262.656	262.656
289	259.197	259.197
290	253.869	253.869
291	256.981	256.981
292	247.132	247.132
293	250.377	250.377
294	263.189	263.189
295	248.554	248.554
296	268.618	268.618
297	252.622	252.622
298	255.985	255.985
299	254.338	254.338
300	246.258	246.258
301	260.314	260.314
302	252.276	252.276
303	253.504	253.504
304	264.091	264.091
305	263.494	263.494
306	258.754	258.754
307	247.904	247.904
308	255.921	255.921
309	246.938	246.938
310	259.886	259.886
311	234.865	234.865
312	253.649	253.649
313	255.147	255.147
314	262.920	262.920
315	254.969	254.969
316	262.273	262.273
317	254.801	254.801
318	243.583	243.583
319	259.361	259.361
320	259.059	259.059
321	264.086	264.086
322	254.818	254.818
323	252.901	252.901
324	270.952	270.952
325	245.911	245.911
326	263.640	263.640
327	256.592	256.592
328	248.969	248.969
329	241.888	241.888
330	245.689	245.689
331	257.102	257.102
332	251.594	251.594
333	256.367	256.367
334	274.827	274.827
335	264.075	264.075
336	271.492	271.492
337	265.978	265.978
338	253.035	253.035
339	254.258	254.258
340	254.441	254.441
341	251.356	251.356
342	242.556	242.556
343	247.510	247.510
344	242.602	242.602
345	243.392	243.392
346	256.719	256.719
347	248.975	248.975
348	258.209	258.209
349	253.979	253.979
350	269.793	269.793
351	262.670	262.670
352	241.898	241.898
353	249.289	249.289
354	245.874	245.874
355	256.032	256.032
356	255.789	255.789
357	273.968	273.968
358	236.697	236.697
359	264.916	264.916
360	249.699	249.699
361	252.229	252.229
362	272.578	272.578
363	253.270	253.270
364	254.795	254.795
365	257.693	257.693
366	260.084	260.084
367	254.937	254.937
368	259.125	259.125
369	256.046	256.046
370	258.789	258.789
371	258.925	258.925
372	251.321	251.321
373	247.541	247.541
374	253.491	253.491
375	262.059	262.059
376	249.896	249.896
377	251.245	251.245
378	246.748	246.748
379	249.851	249.851
380	262.084	262.084
381	254.374	254.374
382	242.844	242.844
383	269.351	269.351
384	254.236	254.236
385	249.199	249.199
386	256.512	256.512
387	262.663	262.663
388	239.701	239.701
389	256.331	256.331
390	266.715	266.715
391	244.705	244.705
392	248.228	248.228
393	249.619	249.619
394	257.079	257.079
395	241.941	241.941
396	248.002	248.002
397	251.340	251.340
398	242.605	242.605
399	248.996	248.996
400	243.780	243.780
401	255.868	255.868
402	249.795	249.795
403	237.880	237.880
404	247.798	247.798
405	264.841	264.841
406	254.630	254.630
407	255.381	255.381
408	223.265	223.265
409	257.782	257.782
410	260.273	260.273
411	259.156	259.156
412	248.753	248.753
413	266.612	266.612
414	251.583	251.583
415	235.661	235.661
416	262.562	262.562
417	245.708	245.708
418	255.619	255.619
419	256.412	256.412
420	261.775	261.775
421	259.971	259.971
422	256.659	256.659
423	261.025	261.025
424	246.887	246.887
425	256.194	256.194
426	242.903	242.903
427	251.083	251.083
428	254.830	254.830
429	243.364	243.364
430	240.756	240.756
431	263.470	263.470
432	259.030	259.030
433	252.201	252.201
434	251.850	251.850
435	242.610	242.610
436	254.870	254.870
437	254.238	254.238
438	261.513	261.513
439	256.989	256.989
440	269.657	269.657
441	235.139	235.139
442	245.639	245.639
443	256.360	256.360
444	261.804	261.804
445	253.263	253.263
446	258.640	258.640
447	257.050	257.050
448	236.495	236.495
449	252.112	252.112
450	243.779	243.779
451	252.820	252.820
452	246.328	246.328
453	255.827	255.827
454	252.346	252.346
455	242.267	242.267
456	244.366	244.366
457	252.317	252.317
458	261.516	261.516
459	239.366	239.366
460	250.395	250.395
461	252.938	252.938
462	273.908	273.908
463	244.632	244.632
464	252.447	252.447
465	257.967	257.967
466	246.109	246.109
467	245.835	245.835
468	251.477	251.477
469	240.922	240.922
470	248.022	248.022
471	247.417	247.417
472	256.244	256.244
473	256.521	256.521
474	248.316	248.316
475	253.879	253.879
476	260.065	260.065
477	242.318	242.318
478	257.881	257.881
479	255.130	255.130
480	253.933	253.933
481	245.908	245.908
482	249.528	249.528
483	257.865	257.865
484	260.948	260.948
485	263.489	263.489
486	244.138	244.138
487	233.719	233.719
488	254.542	254.542
489	257.007	257.007
490	249.640	249.640
491	248.780	248.780
492	254.661	254.661
493	263.804	263.804
494	246.295	246.295
495	254.683	254.683
496	245.168	245.168
497	247.808	247.808
498	254.139	254.139
499	246.758	246.758
500	246.501	246.501
501	246.837	246.837
502	246.127	246.127
503	247.916	247.916
504	249.951	249.951
505	243.167	243.167
506	246.046	246.046
507	261.394	261.394
508	263.269	263.269
509	255.230	255.230
510	247.647	247.647
511	248.766	248.766
512	256.640	256.640
513	257.378	257.378
514	226.680	226.680
515	249.317	249.317
516	251.974	251.974
517	247.317	247.317
518	244.242	244.242
519	237.975	237.975
520	260.125	260.125
521	249.388	249.388
522	253.939	253.939
523	255.024	255.024
524	241.887	241.887
525	251.665	251.665
526	247.521	247.521
527	261.600	261.600
528	278.279	278.279
529	261.099	261.099
530	250.717	250.717
531	242.599	242.599
532	240.576	240.576
533	257.253	257.253
534	252.352	252.352
535	263.217	263.217
536	239.263	239.263
537	236.147	236.147
538	239.921	239.921
539	246.066	246.066
540	249.249	249.249
541	239.696	239.696
542	245.223	245.223
543	259.121	259.121
544	252.216	252.216
545	251.361	251.361
546	252.656	252.656
547	250.431	250.431
548	241.278	241.278
549	250.178	250.178
550	252.871	252.871
551	258.681	258.681
552	242.240	242.240
553	246.430	246.430
554	257.976	257.976
555	253.724	253.724
556	252.960	252.960
557	242.810	242.810
558	269.086	269.086
559	244.659	244.659
560	253.089	253.089
561	268.926	268.926
562	245.900	245.900
563	250.914	250.914
564	250.140	250.140
565	253.320	253.320
566	243.579	243.579
567	254.134	254.134
568	238.245	238.245
569	254.842	254.842
570	262.339	262.339
571	248.658	248.658
572	247.827	247.827
573	253.436	253.436
574	246.871	246.871
575	232.847	232.847
576	267.420	267.420
577	249.087	249.087
578	247.134	247.134
579	243.969	243.969
580	245.278	245.278
581	259.352	259.352
582	236.584	236.584
583	239.815	239.815
584	260.823	260.823
585	238.886	238.886
586	232.290	232.290
587	251.918	251.918
588	253.319	253.319
589	244.459	244.459
590	253.253	253.253
591	242.573	242.573
592	246.847	246.847
593	230.668	230.668
594	250.512	250.512
595	236.644	236.644
596	255.575	255.575
597	243.799	243.799
598	244.377	244.377
599	237.890	237.890
