 	Profile_Slice_1	Profile_Slice_2
1	468.174	476.688
2	447.402	475.520
3	448.267	456.100
4	457.354	456.822
5	457.629	456.544
6	452.115	469.721
7	456.029	469.105
8	458.547	462.981
9	453.932	468.162
10	458.350	476.675
11	465.405	472.753
12	460.739	474.597
13	471.849	468.245
14	465.775	475.719
15	461.216	451.072
16	458.631	463.751
17	468.024	475.950
18	461.678	473.594
19	451.953	462.532
20	460.438	474.284
21	448.538	484.771
22	453.874	463.439
23	452.960	462.309
24	456.194	467.726
25	453.568	480.780
26	465.906	479.030
27	460.577	474.164
28	473.207	490.554
29	474.028	486.661
30	486.203	478.337
31	466.374	488.642
32	458.088	479.555
33	475.275	487.064
34	472.338	475.224
35	472.369	471.373
36	470.257	486.642
37	474.630	483.673
38	475.005	485.742
39	468.947	481.388
40	463.978	489.468
41	466.122	478.909
42	463.960	493.862
43	474.401	489.370
44	474.791	498.663
45	473.922	510.639
46	487.065	499.341
47	477.772	503.269
48	468.867	482.321
49	485.357	489.268
50	508.066	510.835
51	512.228	509.040
52	496.010	500.490
53	474.057	500.419
54	488.950	501.669
55	499.117	507.794
56	499.860	519.957
57	500.590	511.615
58	503.113	509.521
59	508.252	523.204
60	508.096	538.464
61	504.590	525.335
62	521.488	516.989
63	539.803	522.985
64	521.994	524.863
65	525.339	518.746
66	513.419	530.238
67	516.110	533.208
68	515.075	528.754
69	524.077	510.741
70	510.782	528.035
71	521.233	524.613
72	522.682	511.333
73	503.572	505.225
74	504.903	500.530
75	514.179	509.133
76	523.613	526.351
77	505.090	532.652
78	523.118	536.975
79	537.140	540.919
80	537.930	546.905
81	514.385	525.077
82	499.126	520.349
83	494.101	522.851
84	483.627	504.378
85	483.435	482.228
86	466.604	490.180
87	461.583	484.524
88	455.973	473.951
89	435.448	459.346
90	446.804	454.127
91	438.686	436.334
92	407.562	438.110
93	410.829	431.014
94	420.294	418.876
95	401.276	421.847
96	398.858	421.625
97	393.611	404.055
98	405.763	424.066
99	402.317	417.060
100	411.972	422.153
101	401.903	425.425
102	392.307	414.406
103	399.659	411.993
104	385.395	407.391
105	385.012	393.701
106	389.590	410.056
107	381.737	403.306
108	381.217	398.499
109	387.756	408.923
110	374.323	399.389
111	376.082	393.117
112	376.602	386.860
113	361.759	385.738
114	361.711	385.521
115	360.043	384.815
116	375.228	384.930
117	363.219	391.447
118	361.699	379.321
119	366.665	382.312
120	371.588	370.468
121	352.682	374.968
122	356.023	388.785
123	349.241	383.462
124	353.384	367.405
125	361.360	368.515
126	358.055	380.206
127	363.236	370.843
128	364.199	360.607
129	354.269	373.861
130	355.248	375.101
131	353.594	366.980
132	361.366	367.689
133	359.295	365.659
