 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	642.793	642.793	635.864	644.216	621.720	626.891	606.052	623.175	608.687	644.883
2	648.456	648.456	630.823	636.797	622.118	596.072	606.927	625.952	623.908	657.472
3	644.841	644.841	642.403	619.749	621.212	592.255	598.557	623.141	617.779	640.093
4	649.574	649.574	636.580	619.215	615.383	599.520	603.432	631.604	616.414	642.400
5	649.815	649.815	639.615	620.176	618.884	617.005	610.406	623.834	615.337	632.686
6	637.507	637.507	628.694	630.094	603.942	600.649	602.876	608.236	622.167	621.789
7	652.745	652.745	628.536	620.751	608.835	605.006	593.782	611.165	616.829	631.446
8	656.970	656.970	627.171	623.409	601.459	616.181	580.596	599.976	616.423	638.605
9	658.940	658.940	641.637	615.145	597.847	616.452	597.080	608.337	628.819	620.280
10	641.210	641.210	637.382	603.015	613.326	604.835	598.180	614.760	620.195	621.930
11	628.585	628.585	615.817	591.582	605.021	592.794	610.376	612.079	618.453	620.513
12	637.203	637.203	627.697	595.662	593.417	606.766	600.240	620.318	612.452	624.464
13	634.429	634.429	628.943	597.251	605.179	588.978	613.229	620.138	612.702	627.393
14	612.580	612.580	609.155	612.360	601.913	586.557	616.073	610.009	600.261	619.500
15	617.047	617.047	605.946	608.591	606.854	596.966	610.956	604.741	602.688	624.782
16	625.462	625.462	611.203	592.046	588.562	600.981	605.687	605.932	604.165	616.361
17	630.861	630.861	611.653	607.859	598.621	601.641	611.909	598.929	619.117	622.350
18	624.040	624.040	602.994	597.582	594.397	604.350	597.336	604.635	619.381	619.373
19	610.270	610.270	597.995	595.895	598.829	587.418	608.273	602.593	603.554	613.214
20	601.877	601.877	603.452	599.750	595.665	594.096	598.080	587.295	614.584	611.345
21	598.981	598.981	595.099	596.506	590.645	590.337	601.575	605.303	605.897	621.332
22	610.154	610.154	599.033	604.623	582.997	596.126	600.377	600.847	606.848	617.858
23	587.931	587.931	602.288	602.965	593.863	586.382	603.795	589.383	601.841	609.343
24	593.426	593.426	599.841	604.617	584.594	578.465	589.281	594.382	586.627	599.433
25	597.881	597.881	618.817	602.537	594.866	590.475	593.240	599.904	590.420	605.688
26	607.376	607.376	596.592	605.314	595.402	594.194	599.973	605.040	597.908	612.993
27	601.792	601.792	602.829	597.912	599.008	578.444	589.079	602.853	601.687	609.223
28	592.896	592.896	599.114	583.797	588.403	582.768	588.527	597.103	591.208	593.908
29	612.812	612.812	597.159	592.185	585.027	594.710	589.698	582.521	602.383	599.257
30	616.409	616.409	595.328	580.932	585.492	581.856	600.134	588.102	602.924	606.988
31	614.724	614.724	597.038	588.191	590.958	592.983	613.101	590.680	610.525	602.369
32	595.889	595.889	601.974	590.012	599.329	592.234	608.130	600.297	601.061	596.298
33	589.893	589.893	608.913	585.381	599.120	592.006	589.536	586.288	595.407	608.222
34	606.186	606.186	597.976	580.970	585.136	597.245	583.606	588.116	595.725	609.742
35	611.186	611.186	601.928	583.333	583.660	597.487	585.050	609.343	605.969	605.078
36	602.204	602.204	610.655	582.858	601.810	595.561	592.231	614.888	605.794	610.462
37	604.916	604.916	582.647	590.498	599.917	593.158	606.442	614.598	610.436	607.717
38	588.142	588.142	592.289	597.026	598.857	598.969	606.365	605.609	600.455	601.813
39	593.716	593.716	598.985	593.945	595.395	591.067	599.836	613.826	602.679	593.541
40	601.008	601.008	594.157	584.005	588.891	600.509	618.755	614.671	611.025	608.352
41	599.624	599.624	590.981	599.585	592.602	596.552	608.483	601.706	614.285	623.309
42	607.996	607.996	590.289	586.226	601.315	590.540	601.578	605.046	612.765	612.245
43	606.255	606.255	594.671	587.325	600.779	597.219	609.885	606.240	608.644	609.371
44	621.268	621.268	590.989	603.644	598.944	602.401	602.586	603.151	609.311	624.981
45	608.183	608.183	596.815	594.903	598.233	602.234	607.218	596.204	608.057	609.708
46	609.929	609.929	598.580	586.822	597.541	600.097	622.754	602.502	608.358	609.624
47	612.806	612.806	597.685	585.352	611.628	605.177	617.070	593.160	601.362	602.446
48	594.790	594.790	591.751	582.563	604.467	599.689	621.682	590.962	604.417	616.736
49	597.408	597.408	571.567	575.963	611.075	591.716	637.402	599.282	602.964	613.392
50	609.993	609.993	581.275	597.271	591.696	600.027	619.716	593.003	587.578	595.385
51	607.947	607.947	590.591	598.252	580.186	602.637	611.144	594.627	588.091	609.255
52	604.834	604.834	596.277	602.970	588.394	597.657	603.566	584.740	595.167	609.561
53	596.978	596.978	594.207	598.713	579.813	586.434	603.702	581.368	591.525	622.486
54	596.845	596.845	596.446	598.007	583.222	594.572	596.064	577.846	578.525	614.964
55	605.162	605.162	585.088	582.227	582.395	585.898	590.468	577.963	601.807	605.862
56	603.229	603.229	599.772	575.300	581.665	587.329	572.568	572.340	593.178	585.362
57	605.104	605.104	589.586	576.347	576.616	586.366	580.823	575.029	582.934	588.812
58	592.970	592.970	582.791	575.732	584.360	579.163	569.616	573.060	574.493	594.775
59	605.386	605.386	586.905	574.925	565.960	581.380	558.704	576.461	583.487	590.653
60	606.254	606.254	584.319	558.488	563.987	567.972	565.217	573.139	579.851	590.521
61	598.665	598.665	578.157	560.675	558.977	569.776	554.832	585.109	585.753	582.333
62	590.884	590.884	577.983	549.875	551.388	563.069	576.508	584.979	576.177	583.693
63	589.517	589.517	574.299	558.642	550.567	556.321	568.723	572.734	580.054	576.626
64	568.470	568.470	563.660	560.949	550.339	549.718	569.774	573.866	578.829	570.288
65	568.917	568.917	559.440	561.661	539.455	564.374	562.112	576.307	578.202	579.671
66	563.342	563.342	564.070	553.318	553.312	554.695	548.941	570.506	571.678	575.167
67	576.512	576.512	565.381	549.462	543.380	560.196	551.712	572.987	565.522	569.427
68	575.016	575.016	555.647	554.110	544.755	562.616	548.591	574.087	573.192	575.509
69	558.477	558.477	558.370	541.157	551.962	556.137	556.923	567.254	578.255	580.348
70	561.587	561.587	554.150	544.454	544.275	547.467	558.215	570.212	570.062	566.493
71	556.145	556.145	553.398	548.896	543.190	555.079	557.700	575.434	563.413	562.899
72	553.709	553.709	557.677	553.805	538.211	559.670	559.861	561.592	568.713	560.497
73	556.222	556.222	553.443	553.691	536.878	543.762	560.231	560.795	566.682	569.459
74	546.655	546.655	554.378	545.153	539.443	551.273	564.119	570.030	561.923	569.359
75	545.732	545.732	557.724	542.716	559.268	555.550	547.078	567.875	563.837	567.358
