 	Profile_Slice_1	Profile_Slice_2
1	237.341	255.754
2	253.485	250.083
3	249.289	247.149
4	239.451	244.403
5	243.962	253.082
6	252.336	243.444
7	244.845	236.089
8	233.183	244.891
9	249.233	246.406
10	258.865	249.179
11	252.620	243.548
12	247.937	255.243
13	249.755	249.902
14	239.339	242.869
15	242.276	255.882
16	250.367	245.462
17	244.339	256.520
18	247.512	251.984
19	251.336	256.142
20	233.599	257.730
21	246.400	238.020
22	256.874	240.271
23	244.884	237.196
24	259.378	247.506
25	258.486	258.054
26	263.406	260.711
27	251.953	259.962
28	262.704	253.753
29	247.552	248.153
30	240.192	251.572
31	239.001	252.935
32	232.265	246.812
33	246.031	246.689
34	235.442	249.872
35	236.286	259.396
36	259.614	251.224
37	250.716	245.634
38	245.865	244.722
39	257.282	242.439
40	245.213	246.237
41	247.323	244.709
42	255.035	246.874
43	248.753	250.921
44	250.449	248.753
45	250.684	260.049
46	250.323	268.020
47	240.579	252.401
48	243.918	253.566
49	257.567	249.366
50	245.493	253.374
51	246.409	248.275
52	248.296	264.023
53	258.895	262.018
54	253.673	258.161
55	253.162	253.475
56	259.781	260.675
57	256.594	255.419
58	261.662	253.869
59	241.446	250.808
60	261.721	258.611
61	260.467	248.706
62	251.302	247.997
63	246.610	263.371
64	263.538	263.248
65	262.533	262.283
66	257.484	249.345
67	247.817	254.753
68	262.954	258.464
69	256.716	260.130
70	255.691	257.799
71	266.237	256.501
72	258.781	269.089
73	252.803	263.802
74	256.665	267.952
75	256.478	258.638
76	251.932	245.834
77	260.304	264.878
78	270.994	260.524
79	263.265	264.166
80	240.742	259.719
81	267.212	248.217
82	263.740	270.698
83	264.657	261.783
84	259.364	252.578
85	253.409	276.430
86	258.548	265.947
87	259.121	257.469
88	261.258	261.282
89	264.035	260.331
90	262.691	252.366
91	259.446	247.828
92	259.952	263.764
93	253.569	254.214
94	265.153	265.588
95	263.397	264.196
96	262.247	276.435
97	257.752	273.785
98	251.113	261.728
99	253.697	255.997
100	264.478	285.552
101	256.053	271.754
102	264.113	264.528
103	274.396	262.189
104	266.665	263.989
105	267.178	252.760
106	264.230	259.879
107	271.069	263.930
108	258.801	268.497
109	269.429	255.775
110	271.544	255.070
111	264.047	273.097
112	269.011	265.961
113	263.500	260.066
114	270.180	264.208
115	263.382	262.937
116	258.535	260.904
117	254.903	264.140
118	261.106	269.865
119	262.845	259.309
120	263.852	255.764
121	266.292	259.012
122	263.797	265.106
123	262.092	267.373
124	270.417	278.339
125	252.076	277.961
126	246.859	260.011
127	255.686	265.953
128	271.114	281.166
129	266.810	274.192
130	252.937	249.723
131	259.486	263.250
132	264.413	254.777
133	255.677	254.604
134	258.546	264.207
135	255.201	276.667
136	268.220	281.725
137	273.941	278.914
138	259.360	267.105
139	269.458	262.598
140	274.913	271.901
141	266.262	272.870
142	268.379	274.812
143	262.676	280.507
144	269.669	263.751
145	267.624	283.874
146	264.012	275.064
147	256.540	274.234
148	252.110	287.778
149	259.299	264.708
150	264.328	268.837
151	268.059	269.004
152	259.633	267.189
153	268.282	266.826
154	287.381	276.811
155	273.395	279.888
156	269.507	276.235
157	266.824	274.266
158	267.208	260.584
159	265.838	272.749
160	280.416	286.742
161	283.327	278.519
162	277.508	261.031
163	270.257	269.657
164	266.221	271.916
165	272.847	269.863
166	277.308	275.217
167	269.261	271.618
168	261.237	269.667
169	259.277	261.842
170	263.054	275.868
171	271.035	289.531
172	278.065	280.496
173	269.852	269.633
174	281.525	270.870
175	264.414	284.649
176	270.959	283.904
177	268.730	292.266
178	263.121	281.534
179	269.947	284.039
180	275.829	277.218
181	280.060	277.589
182	280.022	270.547
183	281.846	276.818
184	277.521	267.742
185	273.082	270.857
186	283.959	280.247
187	285.035	281.168
188	271.010	282.618
189	262.911	291.151
190	281.141	277.781
191	269.721	268.472
192	276.034	284.270
193	267.074	295.053
194	267.580	296.696
195	274.517	287.727
196	286.810	289.897
197	288.725	278.926
198	283.737	284.420
199	300.808	292.423
200	284.299	282.527
201	271.500	285.510
