 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	881.183	863.354	862.837	866.959	863.591	859.262	874.419	876.525	880.323	862.898	878.225	895.783
2	890.187	861.948	838.500	853.444	851.175	851.792	867.336	880.624	872.160	877.363	881.685	877.883
3	881.111	849.666	831.888	864.105	857.888	847.679	857.281	866.747	865.273	860.526	877.081	876.582
4	866.463	842.568	830.243	864.914	875.895	856.092	866.049	886.597	875.815	850.903	881.445	872.866
5	870.749	853.797	835.286	842.770	855.542	848.357	875.988	860.104	854.720	852.937	882.972	879.512
6	866.103	836.390	835.173	860.309	856.882	840.409	871.227	862.471	848.985	844.483	856.655	883.866
7	873.960	847.371	834.298	848.006	848.961	838.544	842.711	861.086	840.885	842.298	874.302	867.957
8	880.267	842.741	826.056	848.958	832.126	826.068	838.000	855.612	840.617	860.758	858.717	870.462
9	869.680	822.048	835.905	842.330	825.224	831.133	853.788	846.676	844.054	854.115	852.800	854.786
10	878.744	844.779	836.142	837.456	851.705	808.591	840.243	844.177	831.410	852.124	847.403	844.296
11	880.482	825.324	837.826	835.634	852.332	810.168	826.014	840.309	836.778	839.507	845.078	843.954
12	879.243	814.567	822.389	846.615	852.350	813.871	836.132	831.765	835.398	839.336	846.305	863.633
13	881.227	828.136	800.306	838.762	835.210	823.216	817.347	818.447	825.245	854.754	855.896	852.547
14	888.012	831.924	818.837	824.140	846.110	798.425	831.094	826.396	816.167	848.486	857.488	845.117
15	869.949	816.133	814.221	823.218	844.179	800.472	819.035	828.100	835.720	834.401	851.188	857.032
16	848.324	814.050	817.477	826.618	834.863	797.892	835.371	809.639	813.570	834.937	846.294	864.227
17	858.712	812.500	797.699	817.004	836.548	817.533	808.813	805.703	818.601	852.805	859.204	845.768
18	848.059	816.000	821.170	820.168	827.078	808.572	809.079	823.708	811.304	829.400	841.031	833.093
19	842.995	808.770	815.063	816.149	819.559	800.282	807.872	825.159	824.721	833.669	859.565	828.798
20	854.353	815.698	798.427	814.583	820.184	803.993	807.857	820.396	807.141	844.313	843.438	849.533
21	839.038	818.854	816.292	812.499	815.422	801.430	807.498	814.239	808.638	834.671	828.946	840.960
22	844.676	796.229	808.515	816.448	821.733	815.633	803.990	797.582	812.153	814.725	837.219	834.481
23	840.069	802.489	804.110	802.244	812.807	810.416	813.791	803.399	805.848	817.519	816.059	819.052
24	828.313	810.499	812.520	808.476	824.480	795.969	810.698	827.605	805.468	819.284	820.386	829.413
25	812.919	814.102	819.443	824.793	811.305	802.928	809.855	827.787	808.463	795.328	819.128	837.809
26	829.025	811.083	806.786	823.164	791.996	805.286	808.690	807.451	806.747	794.585	803.987	832.458
27	827.845	822.740	803.166	818.595	793.129	803.689	802.314	807.578	788.140	808.127	806.208	818.121
28	828.474	799.350	803.386	816.874	807.367	798.944	807.341	809.335	787.540	795.006	805.263	830.479
29	810.826	811.658	795.964	808.593	814.549	805.968	800.479	793.650	803.054	817.943	824.650	813.886
30	814.357	799.342	786.845	779.873	804.964	804.129	804.893	786.548	800.604	809.570	812.161	829.166
31	811.791	786.872	801.264	794.523	801.095	803.262	804.526	801.041	791.527	811.582	808.583	822.916
32	830.988	786.312	808.723	800.247	793.988	788.764	792.678	792.516	786.541	810.744	806.585	806.107
33	814.303	802.467	813.001	800.996	791.831	796.947	820.435	799.312	783.255	794.624	816.983	804.811
34	821.380	805.614	799.092	799.496	799.523	799.037	794.353	799.970	781.926	816.385	805.969	824.444
35	816.514	820.530	795.951	795.656	800.577	804.475	796.228	803.042	790.128	803.067	813.841	814.194
36	818.500	820.020	805.285	807.540	803.032	790.899	791.740	797.623	812.895	802.650	817.893	820.629
37	808.161	801.211	809.146	809.608	814.340	788.824	799.981	799.274	804.638	806.767	809.390	819.767
38	814.849	810.557	792.523	800.070	801.604	792.297	801.446	799.130	801.015	814.301	811.077	827.544
39	823.021	806.163	792.923	810.968	793.733	788.639	791.929	786.779	804.868	807.531	812.969	814.145
40	816.924	807.412	812.561	805.668	797.666	803.864	799.771	794.547	792.205	799.280	821.270	824.532
41	820.273	812.962	810.472	802.871	805.781	791.666	808.479	801.293	799.789	810.038	804.481	835.974
42	795.012	808.875	805.352	803.727	805.940	793.563	804.341	811.070	795.692	813.638	811.254	821.124
43	806.974	796.903	799.777	810.891	812.957	795.057	799.551	809.657	785.830	809.634	810.199	819.627
44	823.858	783.501	804.762	819.742	801.270	805.936	791.862	806.043	805.376	818.134	821.970	819.755
45	814.716	808.657	810.060	794.237	792.518	801.594	790.824	825.417	807.983	802.326	830.867	830.500
46	818.952	808.615	806.941	794.522	799.023	800.028	798.008	816.837	810.105	800.821	819.124	809.481
47	819.074	819.068	799.094	788.965	804.510	803.864	807.322	815.185	799.624	806.904	809.138	830.404
48	805.235	808.825	796.869	799.098	801.340	796.892	816.473	809.264	810.942	821.240	829.104	832.927
49	802.153	826.253	801.602	810.369	810.587	802.756	808.410	829.970	795.749	822.898	833.143	822.693
50	826.273	819.587	817.566	808.484	820.356	808.089	804.731	834.025	814.846	832.829	853.084	815.313
51	820.957	815.286	822.560	813.111	817.348	799.523	813.987	820.944	826.677	827.192	839.037	833.370
52	834.036	812.854	813.598	806.474	820.407	811.837	819.355	816.593	803.501	821.790	841.672	814.039
53	827.014	832.944	797.679	807.045	804.248	815.737	820.521	818.897	812.245	818.481	841.855	837.967
54	828.826	840.710	828.923	826.692	812.590	815.982	822.568	826.278	837.692	840.020	838.849	850.280
55	821.267	834.941	833.524	821.123	812.456	806.826	818.787	823.938	807.658	841.067	841.167	846.012
56	840.137	844.434	842.896	824.988	807.533	798.998	810.533	841.802	815.768	840.036	838.853	838.575
57	843.541	840.391	839.360	831.180	825.859	804.442	817.439	832.651	828.182	845.043	819.736	845.155
58	838.241	839.069	852.528	834.768	827.910	818.207	840.580	839.058	825.162	842.115	838.740	867.556
59	833.299	857.248	834.361	831.021	818.483	843.899	841.809	849.160	831.096	836.595	863.988	850.616
60	854.465	865.206	845.410	839.146	828.817	842.612	846.753	858.202	841.725	846.493	868.748	855.059
61	860.740	865.874	848.783	847.194	823.565	838.786	838.548	862.989	836.050	852.095	864.529	875.253
62	862.773	869.693	857.798	846.197	837.774	836.726	858.051	863.757	837.085	861.454	855.882	876.668
63	853.065	881.460	869.015	869.366	863.827	848.011	854.731	877.618	847.149	859.937	862.564	879.370
64	873.181	884.591	872.268	881.519	852.098	863.702	862.038	875.851	850.382	858.549	870.603	891.584
65	858.691	893.157	870.981	858.348	835.180	859.463	864.278	862.686	851.470	864.203	882.166	895.952
66	863.443	875.165	881.076	860.452	854.247	854.143	861.701	851.762	846.027	877.032	888.552	880.651
67	862.219	870.206	886.019	877.011	862.974	843.922	859.224	872.382	839.273	854.054	891.239	879.189
68	889.947	877.423	879.547	887.210	862.381	854.846	854.657	890.689	856.804	864.065	898.798	892.007
69	890.580	878.950	889.538	872.864	860.235	865.905	861.525	895.391	851.929	867.454	880.523	902.773
70	903.339	879.374	885.122	876.123	856.902	866.434	862.816	895.400	851.128	880.771	883.922	913.677
71	922.442	877.540	888.324	901.938	867.870	882.921	875.699	890.115	872.232	891.408	907.567	905.500
72	904.996	891.483	901.658	890.348	864.283	863.214	885.557	887.315	882.719	893.605	904.782	907.301
73	896.725	905.063	897.580	904.884	875.495	863.063	889.502	897.135	893.212	892.186	900.800	892.765
74	926.320	926.007	906.730	902.593	876.247	884.277	905.085	905.565	896.096	908.820	906.601	902.160
75	919.132	929.811	909.636	918.653	894.486	907.000	913.385	917.685	893.735	929.577	942.471	932.917
76	936.810	927.390	920.152	914.182	899.981	933.770	914.126	949.112	899.000	922.552	931.294	935.304
77	935.413	963.022	930.438	927.448	911.932	944.025	930.072	973.326	913.442	946.125	935.406	941.418
78	965.760	951.868	927.773	944.170	920.088	972.279	957.952	1004.523	933.518	975.095	944.845	943.480
79	956.406	982.076	943.624	972.382	942.476	997.925	992.591	1024.244	953.866	985.747	963.570	973.652
80	973.598	1004.188	976.618	1012.521	956.370	1014.181	1018.561	1063.565	974.121	999.236	986.445	995.147
81	1019.594	1029.218	1019.497	1042.148	999.194	1065.995	1051.044	1097.045	1026.156	1019.610	1025.021	1001.892
82	1017.609	1046.602	1035.699	1052.300	1023.219	1082.577	1094.420	1116.791	1063.697	1041.541	1038.817	1033.821
83	1027.998	1044.071	1056.505	1069.807	1048.298	1069.383	1095.623	1121.266	1059.039	1070.341	1058.783	1049.340
84	1037.777	1035.836	1043.347	1064.804	1058.140	1056.154	1059.286	1079.226	1065.828	1059.204	1073.164	1047.530
85	1022.968	997.995	1020.680	1044.447	1040.079	1022.592	1023.079	1053.223	1071.360	1038.593	1072.700	1041.964
86	988.146	949.391	1024.859	1005.101	1021.009	995.697	994.496	1018.028	1041.739	1015.758	1026.170	1009.405
87	962.122	922.752	990.295	980.339	986.432	956.517	975.559	988.763	997.953	976.766	963.932	975.882
88	952.918	891.999	954.095	930.401	964.537	932.060	963.192	953.329	983.991	940.150	937.721	921.591
89	949.159	867.188	929.299	920.968	911.223	911.051	946.468	939.993	958.273	894.263	900.821	890.237
90	906.012	850.541	892.364	895.353	890.762	878.829	927.516	890.500	925.911	868.558	871.341	864.491
91	875.275	826.115	878.629	877.782	886.610	840.841	881.651	866.879	894.693	851.512	847.150	849.227
92	857.721	823.790	847.979	859.387	877.559	824.400	840.626	832.584	859.002	832.689	811.813	830.228
93	842.549	801.002	833.233	839.666	836.796	821.339	815.345	812.970	842.460	816.023	808.265	817.599
94	836.724	797.002	812.143	819.214	825.698	816.707	799.733	809.688	820.866	812.621	809.439	816.911
95	802.527	766.600	789.198	820.190	809.169	786.578	795.461	795.945	811.624	806.312	806.046	807.400
96	789.276	744.201	784.002	793.304	776.972	785.069	781.380	784.157	795.859	775.201	789.996	793.188
97	776.556	744.087	752.356	786.238	781.306	763.033	774.187	766.564	788.150	784.518	770.235	773.103
98	767.903	720.072	736.139	770.475	753.987	746.488	764.861	743.862	784.866	769.943	760.401	770.918
99	755.330	706.961	739.404	755.438	733.655	732.519	750.415	751.683	776.285	752.761	756.610	764.184
100	751.170	714.668	729.210	746.097	728.527	742.327	737.947	740.132	743.973	743.847	755.895	754.948
101	739.479	711.412	728.568	730.395	727.646	725.882	717.497	735.266	743.586	750.794	741.870	745.399
102	724.991	689.097	709.001	710.623	733.385	704.798	718.201	712.235	731.027	727.173	736.068	729.401
103	723.241	680.096	699.952	707.670	720.595	703.156	713.209	696.575	707.653	710.842	730.609	726.308
104	721.521	688.261	691.013	704.791	705.345	697.637	707.378	691.885	700.479	706.597	728.144	701.457
105	701.348	673.863	695.257	692.262	700.635	696.657	702.734	680.551	695.184	695.347	711.762	695.859
106	698.121	661.733	681.301	689.630	685.275	682.552	681.196	684.839	699.691	688.126	683.228	700.574
107	692.636	651.434	668.424	676.661	691.417	664.325	663.686	671.812	688.876	689.590	671.272	696.709
108	682.601	644.131	662.179	675.642	670.759	657.833	656.474	673.173	664.938	676.397	673.414	682.280
109	694.020	646.478	662.990	665.907	667.468	648.817	658.879	665.896	665.755	666.306	678.078	687.013
110	679.473	632.608	645.330	662.653	661.791	646.533	652.451	657.360	667.504	654.757	679.564	658.163
111	648.372	640.068	648.662	672.381	648.516	635.710	643.816	663.540	656.716	651.025	651.874	674.215
112	651.946	622.583	629.589	657.089	647.723	632.856	644.242	641.312	639.388	652.560	643.439	660.379
113	661.748	629.435	630.353	646.834	638.978	632.623	647.786	621.016	647.506	647.995	640.292	646.934
