 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	203.946	203.946	201.895	203.908	197.746	211.591	200.189	195.001	199.905	204.750	194.744	198.156	202.934	198.252	201.863
2	202.095	202.095	203.134	206.649	196.989	205.412	194.180	198.305	196.969	205.905	197.337	196.670	201.355	201.661	193.237
3	209.824	209.824	207.510	204.036	209.545	198.553	195.209	199.470	205.259	204.585	202.348	194.500	198.078	200.962	200.100
4	202.051	202.051	201.136	202.428	203.861	202.925	198.682	196.630	193.226	202.213	193.239	203.123	196.695	201.055	201.236
5	214.578	214.578	202.596	199.164	203.402	208.914	199.986	200.586	202.494	206.972	205.180	205.692	197.638	205.825	204.521
6	207.780	207.780	205.007	198.837	207.546	210.356	201.157	205.058	199.760	200.245	202.908	213.226	200.437	203.262	211.302
7	205.457	205.457	204.861	207.124	196.353	197.757	199.834	204.157	207.190	198.401	201.786	206.968	204.364	204.643	207.407
8	209.028	209.028	209.094	204.136	202.057	202.880	199.948	203.641	202.064	197.299	203.443	209.151	204.219	205.752	207.991
9	204.446	204.446	210.455	206.253	201.266	205.603	203.906	198.254	197.405	202.555	197.331	203.041	207.112	207.697	207.026
10	210.047	210.047	212.132	205.411	205.145	206.396	206.004	213.678	200.281	201.164	201.480	208.800	209.095	205.875	200.157
11	207.285	207.285	215.363	212.083	211.650	206.601	208.433	207.946	206.624	203.904	201.973	210.221	212.206	208.129	208.247
12	213.417	213.417	212.359	212.160	209.858	208.898	203.236	204.455	202.516	195.280	207.021	204.678	208.067	214.629	210.097
13	210.902	210.902	212.357	213.315	199.186	207.793	201.806	207.872	206.379	208.185	205.913	203.679	209.703	205.454	206.468
14	206.514	206.514	206.899	212.646	204.615	211.600	201.451	213.731	206.112	203.157	206.473	208.953	210.621	204.025	201.183
15	212.003	212.003	207.717	212.232	206.025	207.823	208.706	200.977	206.950	203.746	200.327	207.012	206.585	206.546	207.976
16	213.337	213.337	210.541	210.703	203.564	213.138	210.921	207.562	203.204	203.503	202.450	204.519	197.649	214.295	209.682
17	209.229	209.229	213.183	212.517	213.177	204.374	205.144	209.501	210.756	204.612	208.631	205.943	201.645	217.987	206.267
18	222.424	222.424	207.695	207.751	210.332	210.819	213.864	203.242	224.656	200.681	209.671	205.160	214.028	212.352	210.850
19	219.621	219.621	214.157	210.904	210.571	214.188	212.591	205.270	213.832	197.196	208.782	212.833	208.506	210.011	212.296
20	209.544	209.544	217.372	216.021	201.681	211.551	209.535	210.037	208.178	202.288	215.312	207.819	211.050	215.379	216.251
21	222.684	222.684	222.512	215.552	211.264	209.585	206.266	215.230	206.009	209.122	217.262	204.596	215.718	218.957	213.166
22	220.404	220.404	223.584	220.101	215.891	207.783	207.327	208.458	211.274	204.028	207.552	208.392	215.826	218.909	216.194
23	222.008	222.008	222.083	222.689	215.821	217.300	210.303	216.603	211.397	209.808	207.746	219.255	214.841	217.683	216.322
24	215.210	215.210	211.196	213.690	214.634	217.097	209.858	218.148	208.716	210.043	213.353	211.076	212.908	205.239	212.333
25	214.367	214.367	210.140	211.756	204.995	224.624	212.353	216.729	207.998	213.356	219.924	215.975	214.359	213.372	212.476
26	218.125	218.125	217.682	218.256	216.765	214.890	216.226	209.526	213.373	214.234	214.172	211.430	217.879	216.099	220.023
27	223.446	223.446	222.033	219.657	219.162	210.612	216.928	215.114	216.619	211.835	218.144	221.493	217.261	214.158	216.369
28	216.520	216.520	225.215	220.342	215.493	216.538	218.786	213.514	215.592	214.497	216.628	219.734	221.040	215.445	214.057
29	218.697	218.697	222.185	222.174	220.835	214.961	216.385	208.043	213.791	211.111	213.413	226.257	211.815	214.016	221.886
30	222.837	222.837	219.851	223.494	224.056	219.490	210.336	212.414	213.470	213.483	213.403	221.726	210.655	220.036	221.592
31	219.496	219.496	225.397	224.471	210.541	223.902	214.256	222.351	220.146	217.053	221.347	219.394	217.969	225.087	217.417
32	227.979	227.979	226.921	224.171	220.314	221.141	218.448	218.190	221.811	214.940	217.104	221.352	215.865	218.914	208.572
33	227.481	227.481	221.306	221.539	226.898	226.188	221.033	222.841	222.478	220.305	217.842	220.811	226.198	221.723	217.611
34	231.936	231.936	229.786	220.113	213.354	220.350	220.067	221.232	218.810	222.269	219.415	219.325	233.866	221.297	227.662
35	228.360	228.360	225.971	224.080	214.638	220.423	220.742	217.748	211.879	220.372	221.121	234.952	224.825	223.140	225.984
36	230.527	230.527	231.396	221.876	221.713	230.243	216.858	223.430	210.175	218.429	219.121	226.278	219.342	215.536	213.580
37	219.994	219.994	224.448	217.869	214.707	222.481	224.560	230.738	218.671	220.702	214.407	229.172	220.467	218.892	218.265
38	234.877	234.877	228.273	227.687	227.567	227.804	222.694	223.386	224.344	231.884	223.277	230.563	227.510	225.410	219.285
39	235.554	235.554	224.753	224.734	228.281	227.670	221.743	222.703	226.594	226.654	227.072	232.428	226.310	239.703	219.676
40	232.932	232.932	233.319	224.985	236.538	221.815	221.734	229.333	224.005	209.874	232.174	231.420	231.892	238.014	227.568
41	220.139	220.139	226.360	227.751	228.919	222.019	229.330	222.829	221.634	221.088	233.130	228.561	224.958	232.609	228.881
42	226.037	226.037	229.972	233.513	226.092	230.537	227.901	230.151	218.439	224.925	228.370	224.308	231.349	229.389	227.904
43	230.853	230.853	233.994	230.032	232.904	227.454	222.940	223.382	228.351	225.933	225.686	226.617	233.144	227.989	227.872
44	228.389	228.389	237.213	229.389	230.851	234.990	218.864	228.603	233.153	227.722	227.843	225.695	227.896	232.426	226.580
45	229.000	229.000	237.782	234.587	230.776	230.873	231.836	236.729	229.142	230.886	230.171	229.568	235.309	234.170	234.010
46	234.219	234.219	243.617	240.046	225.169	243.621	232.015	234.471	237.233	230.688	225.744	236.569	238.749	232.342	235.029
47	232.658	232.658	238.371	241.616	227.883	241.914	240.364	231.873	228.697	237.933	230.116	231.182	236.288	230.577	230.621
48	240.828	240.828	238.491	239.264	238.089	239.395	246.752	221.884	234.330	227.358	232.890	238.386	237.049	239.430	229.025
49	238.947	238.947	239.903	244.807	235.796	234.575	228.518	239.698	233.170	236.777	233.487	237.664	240.472	235.237	225.173
50	238.323	238.323	238.600	232.997	238.025	235.721	229.035	232.866	233.171	236.773	233.852	241.148	227.611	237.755	229.639
51	243.318	243.318	253.081	239.991	239.309	232.344	228.375	232.141	241.076	238.134	242.477	243.101	237.653	239.339	238.137
