 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	733.563	733.563	753.835	670.514	671.774	644.655	627.007	611.095	674.149	644.645
2	733.319	733.319	755.994	658.999	671.048	640.139	622.115	605.826	669.113	641.081
3	742.225	742.225	752.501	654.748	669.551	630.133	623.230	597.844	672.181	648.484
4	732.438	732.438	741.398	660.419	656.534	633.389	620.358	600.583	674.155	624.134
5	726.986	726.986	745.445	674.803	673.709	623.628	605.396	602.015	655.518	620.265
6	719.313	719.313	745.215	659.327	655.588	622.099	600.428	595.887	644.580	649.176
7	719.024	719.024	741.338	652.974	647.507	631.006	597.093	592.615	648.132	624.347
8	721.897	721.897	741.225	641.844	653.353	634.002	604.203	592.592	644.586	623.304
9	713.593	713.593	729.551	656.739	649.235	628.068	602.819	592.233	645.254	615.747
10	702.071	702.071	734.518	648.524	624.070	606.742	589.698	590.977	645.071	619.965
11	704.016	704.016	726.783	645.545	622.792	598.384	594.648	596.813	644.190	599.992
12	713.928	713.928	721.535	638.704	626.260	626.170	596.888	592.494	629.072	598.758
13	697.063	697.063	717.024	637.161	630.975	618.745	606.281	597.416	622.910	602.674
14	692.396	692.396	715.855	630.282	625.789	619.989	588.590	602.582	610.266	608.127
15	697.400	697.400	711.297	629.024	621.177	605.429	589.275	578.551	614.455	602.918
16	683.586	683.586	720.631	630.061	609.836	604.946	575.875	583.301	613.614	606.463
17	687.742	687.742	696.699	617.534	618.967	601.641	573.682	593.952	616.585	596.539
18	684.373	684.373	687.260	624.702	605.595	596.536	580.639	600.003	619.259	600.087
19	670.780	670.780	677.849	620.833	599.313	599.632	576.977	585.323	615.639	600.915
20	689.992	689.992	677.272	619.509	607.530	593.762	577.166	583.875	605.187	584.869
21	679.105	679.105	677.667	610.116	610.492	590.064	578.744	575.376	606.026	593.542
22	668.940	668.940	670.358	602.458	597.867	593.121	575.552	578.891	595.036	604.105
23	658.867	658.867	674.374	609.005	597.626	596.208	573.015	558.216	611.412	600.824
24	653.572	653.572	660.248	608.412	586.821	594.096	564.144	566.834	606.231	583.655
25	656.923	656.923	662.054	611.936	585.584	598.092	566.303	569.194	599.792	587.363
26	643.154	643.154	677.886	611.508	580.688	582.412	567.819	575.045	598.952	587.356
27	652.176	652.176	663.912	595.002	577.067	582.390	569.848	571.594	605.160	592.432
28	649.981	649.981	656.316	588.306	576.253	586.672	562.785	571.715	597.953	596.887
29	650.775	650.775	650.195	594.715	584.988	594.031	565.162	570.361	602.527	587.876
30	654.637	654.637	656.365	606.132	583.950	596.540	578.647	574.888	598.247	581.833
31	659.574	659.574	660.228	610.919	575.821	586.376	579.614	572.681	607.163	591.859
32	646.942	646.942	659.378	596.096	558.150	605.579	574.568	581.569	582.366	593.995
33	637.078	637.078	657.100	604.965	576.968	593.874	575.074	579.612	587.353	596.552
34	642.299	642.299	660.834	607.744	586.789	591.802	570.723	582.850	592.691	586.678
35	636.819	636.819	646.121	586.327	585.582	582.392	582.439	573.872	585.575	576.168
36	637.406	637.406	640.470	578.277	569.723	587.040	567.875	571.115	582.037	587.564
37	638.703	638.703	645.359	592.805	572.467	587.008	569.948	563.463	585.837	592.175
38	650.295	650.295	648.246	594.981	579.648	581.634	569.843	563.730	589.252	584.945
39	643.423	643.423	639.221	594.041	586.032	579.429	561.551	560.762	583.697	573.379
40	631.647	631.647	645.475	583.440	569.360	586.371	569.759	557.687	593.134	560.879
41	635.683	635.683	635.741	586.555	567.544	566.405	574.207	560.916	593.142	563.482
42	629.871	629.871	637.914	585.710	574.554	563.948	575.604	561.085	591.404	574.609
43	636.776	636.776	640.070	585.880	577.077	575.790	568.683	563.313	585.291	569.774
44	626.542	626.542	634.785	586.557	572.545	567.317	570.661	554.759	578.345	568.905
45	604.532	604.532	646.992	587.119	574.268	583.870	572.937	556.865	578.753	563.467
46	627.149	627.149	636.324	583.019	565.791	570.770	565.052	561.854	573.151	565.054
