 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15	Profile_Slice_16	Profile_Slice_17	Profile_Slice_18	Profile_Slice_19
56	191.590	193.847	197.539	195.810	195.979	192.278	196.083	192.087	198.702	199.443	200.311	191.139	194.880	190.151	192.118	199.925	194.645	191.205	194.523
57	191.229	197.687	198.412	189.082	194.203	188.748	188.686	191.385	197.409	193.243	197.358	188.906	192.019	191.051	196.338	194.183	192.729	189.139	191.959
58	188.340	192.232	200.473	192.490	193.281	196.105	191.278	193.224	188.167	197.651	198.560	191.938	193.894	191.323	196.141	191.607	193.204	193.493	189.217
59	193.158	197.137	199.904	191.282	190.531	193.255	194.306	197.462	191.770	196.155	192.603	191.617	202.596	186.798	192.671	191.781	192.868	196.508	189.530
60	191.197	194.014	187.051	189.947	196.700	193.546	189.868	199.000	195.309	192.328	195.695	189.197	195.880	191.243	190.727	199.021	194.632	195.439	192.217
61	188.070	196.805	189.254	189.931	192.975	193.559	187.385	192.362	199.858	192.178	186.771	193.789	194.213	192.507	197.334	196.452	190.702	197.791	195.221
62	194.614	192.682	193.770	185.671	195.058	190.586	189.643	196.669	195.218	190.783	192.685	192.911	196.626	194.175	200.285	194.641	191.396	192.027	201.372
63	192.979	194.808	189.331	191.854	187.939	186.543	189.315	195.474	193.924	193.778	186.952	191.137	199.322	190.676	198.167	190.929	193.202	194.313	191.813
64	189.163	197.841	188.783	192.865	189.386	185.042	191.035	194.678	189.579	192.243	195.784	189.769	190.670	185.537	197.073	187.201	192.593	193.167	188.175
65	190.721	189.419	189.978	186.950	188.366	188.895	192.634	196.576	187.044	191.036	193.004	192.510	189.769	187.082	192.558	188.680	190.908	192.542	191.464
66	187.899	189.646	191.993	181.066	188.840	183.431	188.073	191.321	189.037	188.931	193.983	193.593	195.169	193.171	193.389	192.644	194.436	195.665	189.930
67	194.372	193.511	193.809	182.620	183.397	185.689	192.812	187.715	189.037	187.144	190.924	192.643	196.638	194.911	199.134	190.942	195.572	193.821	188.354
68	190.386	194.802	192.847	190.197	189.304	188.045	192.910	183.602	187.871	192.686	190.002	193.667	195.142	199.331	193.749	189.405	189.581	188.779	190.608
69	187.437	195.024	187.358	186.294	182.551	184.658	184.200	190.937	188.763	191.073	184.783	194.775	190.544	197.630	188.394	194.616	190.407	186.213	183.909
70	191.463	194.213	186.407	189.963	183.849	182.473	185.635	185.164	185.883	191.541	186.907	188.743	194.493	191.744	192.829	190.965	187.121	184.195	185.035
71	189.862	190.917	186.272	189.288	192.063	184.854	189.200	190.435	184.852	185.449	188.434	184.261	191.085	192.109	193.236	186.376	189.715	182.014	189.827
72	192.927	195.238	186.409	188.984	186.760	184.826	179.066	188.617	188.246	189.795	191.499	187.928	195.601	192.802	190.234	182.842	183.180	193.489	187.717
73	190.908	194.288	194.190	185.135	181.865	187.072	182.365	180.754	190.143	182.413	190.993	189.585	192.432	189.064	184.107	187.521	183.753	190.859	188.271
74	182.988	186.824	190.725	184.312	181.986	184.118	186.321	180.940	191.462	182.655	184.477	190.355	190.792	190.727	188.562	187.632	179.749	190.005	188.469
75	185.988	192.879	185.246	185.995	186.531	183.908	186.786	186.199	186.174	180.265	181.195	186.530	191.450	186.810	185.835	181.787	181.966	184.613	191.028
76	182.948	190.389	182.388	183.433	188.441	183.290	184.275	180.183	187.725	185.824	195.688	183.517	187.333	185.284	184.923	183.923	185.835	182.592	184.275
77	187.840	187.919	185.093	181.868	191.464	185.174	184.114	182.211	186.256	185.528	187.507	182.539	187.291	189.117	188.516	179.890	182.291	181.255	182.150
78	189.412	187.508	187.624	185.741	194.062	190.306	177.133	184.960	186.537	187.392	184.770	185.249	188.504	191.156	188.963	188.041	179.975	187.355	182.235
79	185.991	184.596	186.952	190.789	181.437	188.303	178.156	188.251	184.625	191.941	184.832	185.799	185.864	185.582	187.279	188.283	180.832	183.024	180.805
80	190.108	188.054	188.475	189.422	185.344	183.180	182.352	186.092	184.000	193.781	188.561	184.557	185.912	185.858	184.148	184.709	187.627	181.460	183.745
81	186.352	183.430	192.059	186.702	187.487	185.321	176.530	185.075	187.472	187.228	184.837	179.999	183.790	190.330	185.905	183.908	184.672	186.086	185.433
82	185.842	189.097	191.660	184.554	189.577	185.913	181.299	189.930	185.484	185.304	184.413	176.912	182.599	181.744	188.473	187.091	185.463	187.130	187.553
83	186.859	189.172	189.762	186.286	190.381	184.229	178.848	187.997	187.613	179.402	184.876	179.761	181.490	186.429	185.133	183.256	185.533	183.214	183.812
84	187.880	190.056	192.640	183.421	184.706	183.162	179.010	192.550	185.867	184.988	182.436	177.133	182.768	185.559	183.827	186.642	190.711	184.011	184.569
85	179.366	194.432	193.502	188.878	182.707	183.385	183.141	184.278	181.523	182.534	183.049	180.284	179.624	185.380	182.331	180.519	184.776	183.651	180.163
86	184.359	193.396	187.342	187.357	185.514	186.395	186.022	182.470	182.292	185.935	187.282	185.489	179.745	187.338	188.887	189.362	181.390	179.687	184.522
87	181.037	192.891	178.418	181.635	180.284	182.873	181.854	180.175	183.347	183.254	180.050	179.980	184.882	188.370	185.828	183.905	182.119	181.228	181.776
88	178.289	184.307	184.236	184.195	180.306	180.271	181.781	186.111	185.147	180.743	184.989	184.281	182.760	184.354	183.569	180.351	182.878	181.051	181.611
89	182.953	187.561	184.321	184.309	186.051	182.976	191.087	189.208	182.191	179.823	180.032	177.643	184.338	177.950	181.681	187.308	174.914	182.157	186.243
90	186.315	189.079	187.563	182.324	189.254	181.540	180.690	188.785	180.573	188.747	182.399	181.598	182.058	180.932	180.688	185.440	185.628	181.710	179.583
91	182.319	188.126	186.305	185.632	183.675	181.951	183.100	188.098	182.067	185.492	181.140	183.358	181.516	183.965	181.571	181.723	182.518	180.719	180.286
92	181.367	189.985	184.936	191.246	190.236	186.881	192.723	178.349	180.482	185.008	187.268	178.941	184.740	183.804	176.782	185.460	180.495	181.211	181.801
93	180.189	186.824	184.114	192.348	184.567	188.276	185.214	184.418	185.484	186.058	185.425	179.113	186.236	186.407	179.288	184.544	179.706	186.919	182.748
94	180.916	194.466	188.164	189.486	185.851	187.584	187.922	185.206	184.905	187.817	181.381	182.316	185.799	186.679	185.454	185.038	180.310	189.930	179.638
95	185.097	188.465	192.853	186.663	184.540	187.756	186.633	185.383	187.853	183.409	186.943	184.247	184.665	178.145	184.373	181.410	179.997	183.415	183.720
96	184.577	186.903	192.474	191.072	184.603	183.174	184.516	192.246	186.495	184.517	185.579	181.873	186.037	185.287	187.299	183.736	181.641	182.376	183.733
97	184.072	195.675	194.723	184.809	187.649	186.779	180.687	190.277	180.631	184.001	180.443	185.603	181.637	184.138	185.719	181.232	180.790	181.807	178.147
98	183.270	194.965	190.199	184.566	186.779	186.000	186.493	186.809	184.644	180.029	192.867	184.430	178.936	183.861	180.470	184.803	179.804	186.123	182.866
99	187.129	188.325	192.482	187.667	188.877	187.791	180.891	188.036	184.519	182.961	184.778	180.579	178.883	183.053	177.507	185.141	179.436	184.468	179.182
100	184.835	191.752	191.643	186.690	182.947	190.120	188.578	184.737	185.849	180.268	181.610	188.778	184.916	183.150	183.601	182.870	181.384	182.910	178.984
101	178.539	192.253	186.013	183.759	183.288	189.240	182.097	189.895	188.451	179.904	184.049	186.267	182.651	187.127	180.877	180.125	180.705	182.070	185.690
102	177.892	185.011	189.658	182.055	191.829	191.147	192.685	183.518	189.520	186.078	187.921	179.299	180.538	188.133	184.684	178.199	181.791	183.107	182.990
103	186.909	192.351	188.632	189.302	193.090	187.042	187.793	191.629	185.155	182.841	187.252	181.507	178.026	184.228	187.327	177.200	180.299	180.999	180.899
104	182.074	192.612	186.870	187.482	189.937	188.370	188.666	184.232	183.525	182.751	188.957	181.775	179.587	182.485	182.133	182.274	182.141	181.659	179.840
105	179.519	193.501	191.849	185.527	189.931	187.980	184.620	185.391	189.756	185.850	182.459	186.717	189.755	174.962	178.363	180.250	180.459	181.268	181.439
106	180.861	192.111	186.067	186.281	188.180	184.507	183.978	183.296	188.746	185.961	182.187	182.411	186.292	178.301	178.653	180.032	181.067	179.832	180.134
107	179.974	194.869	186.463	188.698	186.575	185.582	185.713	184.722	185.787	181.931	183.971	185.199	184.686	181.872	183.822	180.223	181.185	185.092	184.423
108	178.641	190.978	183.775	188.566	186.030	184.119	185.011	180.072	186.159	185.443	177.209	184.475	177.048	182.289	176.480	182.858	185.690	182.137	180.126
109	175.858	191.697	187.652	184.454	185.093	187.184	184.293	186.675	185.210	180.646	181.919	184.202	183.712	181.892	182.777	180.914	183.722	181.207	184.480
110	180.161	191.314	190.359	187.494	184.202	180.674	184.444	184.513	189.080	180.456	183.062	185.311	187.240	179.754	184.170	180.520	178.844	179.301	185.035
111	176.954	187.633	186.584	191.595	185.987	183.313	182.808	183.901	186.188	181.923	180.693	178.361	182.879	180.920	183.979	178.567	181.585	182.340	184.982
112	178.740	187.407	188.333	188.115	190.539	183.287	185.522	183.920	191.874	182.978	182.756	179.583	183.779	182.311	174.346	179.059	184.803	187.655	183.137
113	179.510	186.109	185.622	185.215	185.409	177.450	182.898	180.569	185.311	186.845	186.574	179.719	178.503	181.190	179.632	186.050	178.211	181.849	178.005
114	181.969	186.048	185.368	190.868	184.907	185.285	184.239	185.652	189.092	181.027	186.414	180.999	183.748	181.856	181.174	182.743	181.205	188.652	183.628
115	177.228	181.780	186.034	185.840	186.897	185.486	190.519	189.089	189.338	186.429	189.543	179.962	184.990	186.769	184.744	184.316	186.246	182.325	182.565
116	179.909	187.710	183.539	187.503	191.412	182.737	185.792	187.980	195.643	183.751	182.125	180.689	183.609	184.130	187.898	183.559	181.834	178.157	184.712
117	180.033	185.649	187.412	190.116	186.557	187.685	184.160	183.348	189.618	185.812	186.752	179.939	180.975	185.926	185.270	179.173	181.151	185.431	188.324
118	179.991	189.459	186.256	188.667	182.923	183.761	179.679	190.652	185.203	183.676	187.744	178.522	180.587	182.928	182.981	188.821	180.448	183.966	187.908
119	183.201	189.318	193.153	189.739	184.910	184.201	179.749	190.941	188.827	182.574	187.552	177.029	180.813	184.754	182.761	182.641	187.364	180.560	184.580
120	183.020	183.432	188.091	187.089	182.257	182.505	186.288	188.540	190.616	182.440	185.965	182.403	181.356	182.688	188.026	187.826	182.678	184.782	182.347
121	180.847	184.504	186.864	185.626	181.509	182.124	184.027	186.756	185.056	183.574	186.065	184.560	185.045	182.856	184.727	189.662	182.928	183.558	184.894
122	183.494	186.817	188.599	184.481	183.783	184.633	184.171	185.545	184.613	183.544	183.687	183.371	185.531	188.467	186.030	190.194	183.746	186.273	186.511
123	186.436	187.472	188.976	191.786	192.615	183.750	184.235	188.691	191.007	182.760	190.007	184.190	182.430	189.526	187.309	198.129	185.020	184.212	183.175
124	183.166	184.143	192.279	185.511	187.378	179.607	185.522	184.712	188.425	179.984	187.872	180.231	178.472	183.585	186.961	194.502	184.335	186.949	184.081
125	187.182	185.263	187.171	186.017	180.142	179.326	183.640	182.164	188.539	180.628	186.608	181.294	187.167	186.527	185.353	186.621	187.268	186.876	188.744
126	179.893	190.230	187.630	186.151	183.651	185.573	181.323	183.905	185.682	183.486	183.195	183.813	186.144	186.390	186.282	188.465	194.498	189.660	187.429
127	180.755	183.978	184.808	188.562	180.045	183.348	174.867	184.613	186.346	180.899	181.244	185.197	180.452	181.866	184.580	185.757	192.493	188.126	185.748
128	185.726	186.008	186.201	189.103	187.886	181.394	182.089	189.230	190.202	179.959	179.213	184.572	186.454	184.478	186.193	190.198	191.866	192.124	182.941
129	185.908	188.381	184.075	185.679	187.951	178.273	180.771	189.217	182.034	182.001	179.750	181.572	186.790	185.024	181.158	190.628	192.658	184.342	189.914
130	189.438	187.468	187.020	186.709	189.401	185.572	186.260	191.152	181.514	185.054	186.160	189.794	187.386	188.609	184.970	193.209	185.647	188.122	187.039
131	186.281	188.174	188.447	185.641	193.024	178.517	187.997	187.801	182.965	188.753	181.432	187.120	186.338	185.880	184.124	190.570	193.716	186.581	187.140
132	189.680	188.564	187.848	186.238	184.221	180.941	187.903	186.612	178.543	179.489	183.657	184.943	190.750	185.480	186.017	189.588	188.137	187.101	186.290
133	185.097	180.285	185.971	182.475	187.583	183.214	184.596	186.036	186.814	184.782	182.864	185.501	184.984	181.265	180.736	186.595	184.921	189.600	186.666
134	191.256	182.544	182.159	181.365	187.413	182.935	182.547	187.828	185.463	189.719	186.118	188.244	188.726	183.010	186.846	189.098	189.661	186.382	185.244
135	185.625	184.747	178.622	176.102	189.472	188.954	187.411	191.051	184.700	189.121	186.095	190.440	187.310	184.379	190.884	184.373	191.489	191.142	188.816
136	181.821	184.342	181.420	184.843	185.751	185.905	183.210	190.684	183.455	188.906	183.654	188.839	185.090	184.045	187.479	185.855	179.164	180.757	184.008
137	184.815	181.803	182.367	184.669	189.086	187.151	182.598	191.878	177.209	189.136	188.291	186.167	190.339	187.213	186.570	191.225	180.700	184.341	186.271
138	187.362	178.701	180.696	180.133	183.974	190.660	183.683	185.661	178.456	189.798	188.443	188.012	187.704	190.237	184.386	192.519	180.429	185.864	188.315
139	182.748	184.957	184.427	184.195	183.535	185.566	181.431	185.406	179.248	189.232	194.895	184.568	189.842	189.159	184.653	188.910	179.661	186.652	189.435
140	177.864	185.846	177.238	186.272	184.674	183.026	182.891	181.021	178.259	194.933	192.206	186.870	185.414	183.558	183.295	182.515	182.106	180.341	183.778
141	186.653	181.560	175.701	183.344	184.630	183.473	182.386	184.417	179.502	192.760	189.888	190.188	188.952	185.803	183.751	180.460	182.726	183.382	190.070
142	190.012	183.964	184.422	189.238	183.364	183.212	180.536	181.203	178.147	189.636	192.317	185.834	188.537	188.348	184.860	182.432	178.930	185.433	183.402
143	184.013	188.351	190.029	187.608	184.021	190.570	182.509	178.097	181.978	188.468	188.074	194.912	190.986	181.624	182.586	183.441	179.480	185.177	184.769
144	179.538	186.389	180.354	181.749	180.329	189.775	179.710	179.778	184.229	186.936	191.955	189.746	189.519	183.855	181.828	183.244	183.877	183.130	185.079
145	177.738	181.635	182.186	179.688	183.453	182.173	180.744	184.794	182.032	180.265	192.185	181.209	188.800	186.422	180.638	182.055	185.010	183.695	182.797
146	177.468	182.696	184.359	183.058	178.977	182.387	183.845	188.814	176.841	180.041	194.535	192.167	187.998	181.898	174.421	181.902	179.651	183.214	189.486
147	178.350	175.233	178.557	182.469	180.089	179.207	178.428	183.937	183.670	172.194	185.626	181.312	182.306	182.226	178.037	179.091	178.004	181.150	181.669
148	177.563	179.703	182.385	177.923	184.674	182.143	178.764	183.743	176.493	177.393	188.839	183.496	184.511	185.906	178.952	180.861	174.479	179.640	184.167
149	176.484	183.024	178.891	176.536	183.000	182.837	176.652	185.605	181.873	178.877	186.357	176.698	178.860	177.601	183.346	180.292	177.594	182.178	179.536
150	176.090	180.631	175.239	179.761	183.623	179.687	176.508	187.020	177.184	179.507	177.458	181.987	183.425	181.154	183.147	176.202	178.951	182.269	177.390
151	174.104	180.344	181.560	179.068	182.351	177.617	177.342	181.105	178.017	182.609	175.676	179.756	185.515	181.251	180.626	177.253	176.947	184.886	184.542
152	175.470	180.406	181.723	179.952	184.869	179.120	177.406	184.653	176.614	179.666	181.532	178.449	179.645	183.907	182.709	177.225	175.112	180.513	173.123
153	181.018	177.003	181.460	183.328	181.681	184.280	181.999	181.795	180.928	181.088	176.209	179.135	181.410	179.607	179.081	182.772	184.834	180.763	179.076
154	177.298	180.069	183.888	177.866	179.975	182.182	178.264	178.438	178.684	186.161	185.881	180.619	180.040	172.962	180.443	185.057	178.872	178.600	181.239
155	175.943	177.973	181.942	179.420	181.164	183.340	181.416	179.183	181.171	184.261	183.848	177.565	186.256	178.315	180.632	179.270	177.128	178.690	182.250
156	177.952	181.599	180.259	186.493	177.991	181.166	178.514	177.618	177.089	179.998	181.169	177.457	179.442	184.056	181.070	178.330	173.823	176.653	186.558
157	177.886	183.546	179.787	173.297	175.356	180.708	178.712	179.371	174.690	179.103	182.007	184.691	180.791	184.898	176.609	173.430	180.303	181.089	181.816
158	179.100	178.062	181.553	176.798	180.188	177.871	180.473	180.090	176.741	178.349	178.804	181.579	180.710	179.824	178.650	177.043	172.908	184.935	182.811
159	178.433	176.547	180.767	183.084	178.969	174.799	180.037	176.658	179.071	180.723	180.985	179.157	179.523	179.969	180.667	176.651	172.985	182.310	183.191
160	179.320	180.318	182.522	177.981	180.702	182.329	177.109	177.475	177.119	180.672	177.323	176.846	180.665	178.583	189.263	173.031	178.285	175.429	181.131
161	179.157	183.157	180.230	177.057	180.744	181.606	174.912	187.827	176.836	180.398	184.101	176.826	179.656	178.826	180.039	180.763	178.832	174.525	176.070
162	176.745	181.045	178.897	177.446	179.143	181.610	177.947	178.778	180.753	180.859	179.405	176.254	177.968	180.690	186.080	175.004	177.947	176.655	178.761
163	173.594	176.912	180.662	177.588	175.230	178.175	171.319	178.162	177.897	179.752	178.106	173.674	173.242	182.438	179.046	176.048	180.513	174.066	181.095
164	176.625	179.784	179.664	176.309	178.235	178.236	170.793	178.448	178.148	176.755	176.908	176.743	177.753	179.379	180.621	178.475	173.632	181.656	179.822
165	177.394	176.393	182.728	179.755	177.150	175.201	172.206	178.927	179.863	176.345	173.512	173.807	179.366	182.682	174.192	178.061	176.662	175.931	181.384
166	176.465	182.098	181.401	182.330	183.669	178.716	176.865	184.553	174.121	173.827	176.004	178.864	179.969	179.813	170.176	181.961	174.370	174.305	182.620
167	178.619	182.544	179.105	177.889	179.189	182.530	176.913	179.571	174.535	175.258	176.371	185.035	178.415	182.135	177.386	177.083	176.711	176.636	178.104
168	175.243	181.286	176.243	178.367	179.731	182.630	183.583	181.231	178.797	179.206	177.199	171.208	178.886	176.287	177.383	179.258	178.823	177.532	183.329
169	178.185	181.917	175.857	177.000	176.291	177.435	174.591	175.274	180.041	177.258	181.222	174.577	172.406	179.235	177.296	184.574	174.090	176.386	175.871
170	174.524	179.149	179.221	181.144	173.614	175.828	175.639	174.102	177.941	176.925	171.951	173.856	173.877	175.819	180.241	178.208	176.550	177.768	173.425
171	177.791	178.226	177.537	180.969	178.140	175.094	180.836	174.626	176.631	175.215	174.695	174.158	178.405	178.646	180.644	178.933	176.736	176.196	175.511
172	178.795	180.935	177.064	176.785	177.997	180.696	176.719	178.629	178.669	176.988	171.747	175.849	175.805	174.113	180.674	179.003	180.403	178.567	172.098
173	176.674	178.217	173.443	176.442	180.081	178.356	178.217	174.541	176.465	171.216	174.295	172.027	174.641	173.751	173.326	176.330	175.577	171.694	173.434
174	174.342	174.103	177.814	182.410	181.645	175.447	169.491	179.429	180.996	177.629	170.774	168.644	172.555	174.846	173.264	178.417	179.070	177.671	171.127
