idxCompression;T;Tabs;B;F;dx;dy;dz;D2;D3
0;0.664;24826.625;5.75115;94.7981851755555;4.53360759493671;1.56715189873418;-0.180851673704056;4.79682842079785;4.80023647609735
0;1.264;24827.225;5.75345;95.4603298911245;4.58018987341772;1.48196202531646;-0.167447391223525;4.81397452434455;4.81688585601381
0;1.863;24827.824;5.75345;96.925761072036;4.6229746835443;1.37575949367089;-0.158259794546156;4.82334003664651;4.82593568872265
0;2.463;24828.424;5.75;99.380957599682;4.61278481012658;1.33550632911392;-0.159837059604702;4.80222457405293;4.80488384305603
0;3.063;24829.024;5.75115;100.52447527904;4.62417721518987;1.28620253164557;-0.168220405183284;4.79972206173364;4.80266904695844
0;3.663;24829.624;5.75345;101.215075569762;4.63088607594936;1.25620253164557;-0.177539580013167;4.79824453825922;4.80152798090417
1;3.794;24829.755;3.45345;48.5036951201005;4.6279746835443;1.26518987341772;-0.187644770942903;4.79779689934096;4.80146494805366
1;3.808;24829.769;3.45345;48.3447744682625;4.62898734177215;1.26943037974684;-0.198173285413183;4.79989346749602;4.8039827175337
1;3.823;24829.784;3.46495;48.0676686640179;4.63873417721519;1.27386075949367;-0.208935171962096;4.8104652583136;4.81500050960796
1;3.839;24829.8;3.49715;48.6443194693244;4.63886075949367;1.27658227848102;-0.219838382213147;4.81130870550851;4.81632851599598
1;3.853;24829.814;3.55005;49.6164142013187;4.64075949367089;1.27746835443038;-0.230832950660703;4.81337449973172;4.81890629975083
1;3.869;24829.83;3.6225;51.0349115913871;4.64208860759494;1.27772151898734;-0.24188956951481;4.81472314062253;4.8207955240485
1;3.883;24829.844;3.71795;53.1312294437952;4.63715189873417;1.28196202531645;-0.252990023623601;4.81109180605478;4.8177389217703
1;3.899;24829.86;3.8387;55.7378903095589;4.63911392405063;1.27462025316456;-0.264122460173272;4.81103261162276;4.81827722988889
1;3.913;24829.874;3.97325;58.6054510200913;4.63879746835443;1.27443037974683;-0.27527886967823;4.81067716077821;4.81854679351819
1;3.929;24829.89;4.13425;61.707158834517;4.64367088607595;1.27405063291139;-0.304171641496336;4.81527614093017;4.82487354247776
1;3.943;24829.904;4.31135;63.3499937982941;4.64639240506329;1.26873417721519;0.554739881165332;4.81649756506361;4.84833838856356
1;3.959;24829.92;4.5149;67.1439330276173;4.64151898734177;1.27088607594937;0.615839142193126;4.81236427630911;4.8516087823477
1;3.973;24829.934;4.7403;71.2352950944702;4.64101265822785;1.26848101265823;0.673483004956398;4.81124127157489;4.85815005236259
1;3.989;24829.95;4.98295;64.892100952225;4.63993670886076;1.26708860759494;1.22865204991129;4.80983640072409;4.96428364031324
1;4.003;24829.964;5.2509;68.8555510848698;4.63962025316455;1.26208860759494;1.27158067224176;4.80821627498136;4.97351597494312
1;4.019;24829.98;5.53495;73.9195073732574;4.63981012658228;1.2529746835443;1.28602810784992;4.80601535248676;4.97510320119276
1;4.033;24829.994;5.842;79.3183876548551;4.6382911392405;1.25075949367089;1.30044148958798;4.80397169052492;4.97687573395264
1;4.049;24830.01;6.17205;85.0419533167342;4.63791139240506;1.2496835443038;1.31481046433803;4.80332499886322;4.98002586357111
1;4.063;24830.024;6.52165;91.4500044727282;4.63329113924051;1.24683544303797;1.32911996792975;4.79812311252851;4.97880962601804
1;4.079;24830.04;6.89195;97.8875172828559;4.63392405063291;1.24436708860759;1.34334712762237;4.79809353371148;4.98259802347482
1;4.093;24830.054;7.28525;105.212733492125;4.6303164556962;1.23740506329114;1.3574552209597;4.79280729536976;4.98133380205144
1;4.109;24830.07;7.69925;112.030547388861;4.63126582278481;1.24367088607595;1.37138058012623;4.79534570121567;4.98758710096525
1;4.123;24830.084;8.1351;120.122853490837;4.62645569620253;1.23924050632911;1.38499991946595;4.78955210238407;4.98578320009729
1;4.139;24830.1;8.59165;128.753244025055;4.62443037974684;1.2270253164557;1.3980344685169;4.78444850158811;4.98452082346037
1;4.153;24830.114;9.0666;137.424870943061;4.62284810126582;1.22120253164557;1.40998846361516;4.78142867673194;4.98499023652027
1;4.169;24830.13;9.5657;146.725818402481;4.62006329113924;1.21335443037975;1.42205101507394;4.77673673001291;4.98391842603059
1;4.183;24830.144;10.0901;156.843534033946;4.61455696202531;1.20879746835443;1.4300747348356;4.77025442458538;4.98000411872234
1;4.198;24830.159;10.62945;167.562060676442;4.61341772151899;1.20101265822785;1.42950240572781;4.76718517350113;4.97689979871311
1;4.214;24830.175;11.1895;178.544765428003;4.61075949367089;1.19449367088608;1.43231668069419;4.76297367599939;4.97367563398116
1;4.228;24830.189;11.7737;189.946159329188;4.60601265822784;1.19227848101266;1.43528785700073;4.75782309297445;4.96960077033304
1;4.243;24830.204;12.37745;200.764332656899;4.60443037974683;1.19094936708861;1.44319170008814;4.75595831740611;4.97010480775885
1;4.259;24830.22;13.0042;212.616288812269;4.59822784810126;1.18582278481012;1.45341709879603;4.74867086878305;4.96611480768432
1;4.273;24830.234;13.6528;224.92372120911;4.5929746835443;1.17867088607595;1.46249541504829;4.74180150379178;4.96221466085449
1;4.289;24830.25;14.32095;239.528006064772;4.59;1.1676582278481;1.45212206281544;4.73619316931451;4.95380502466304
1;4.303;24830.264;15.01095;252.945792203224;4.58436708860759;1.16658227848101;1.45331368530245;4.73046887904089;4.94868229768913
1;4.319;24830.28;15.7205;267.129373131008;4.5809493670886;1.15537974683545;1.45524027416021;4.72440466759856;4.94345261115801
1;4.333;24830.294;16.45305;280.923239538994;4.58063291139241;1.14645569620254;1.45682542452413;4.72192318153171;4.94154822397054
1;4.349;24830.31;17.2063;295.945918806743;4.57449367088607;1.14006329113924;1.45795458766164;4.71441795482539;4.93471055204493
1;4.363;24830.324;17.97795;311.004823051464;4.57101265822785;1.13139240506329;1.45866223664381;4.70894951086908;4.92969583407788
1;4.379;24830.34;18.7772;327.947210323941;4.56405063291139;1.12512658227848;1.45278361711493;4.70068803537616;4.92006587802298
1;4.393;24830.354;19.5937;411.201023537964;4.56050632911393;1.11727848101266;0.982233954942754;4.69537316749395;4.79701081135582
1;4.409;24830.37;20.43205;474.577865659862;4.55645569620253;1.11455696202532;0.593126855503582;4.69079158917294;4.72814183372021
1;4.423;24830.384;21.28995;512.288330340984;4.55310126582279;1.11056962025317;0.385198016532971;4.68658681966592;4.70239019331736
1;4.439;24830.4;22.1697;544.635106996756;4.55126582278481;1.10189873417722;0.185333132870815;4.68275574955928;4.68642185256195
1;4.453;24830.414;23.07245;571.00594813961;4.54917721518988;1.09278481012658;-0.0203410759655829;4.67858867356878;4.67863289175562
1;4.469;24830.43;23.99705;588.523949938166;4.54518987341772;1.08284810126582;-0.27178759288423;4.67239884811153;4.68029694479739
1;4.483;24830.444;24.9412;476.138136019537;4.53651898734177;1.07196202531646;-1.29140032199827;4.66144903503545;4.83702614194819
1;4.499;24830.46;25.9049;490.628720846483;4.53588607594937;1.06664556962025;-1.3051368690686;4.65961320982567;4.83894384263592
1;4.513;24830.474;26.89275;506.510658755419;4.53139240506329;1.06018987341772;-1.31943456075124;4.65376403531193;4.83719208389202
1;4.529;24830.49;27.899;521.566693225494;4.52930379746835;1.05164556962025;-1.33458661723747;4.6497904569844;4.83752754336061
1;4.546;24830.507;28.9271;534.55765213862;4.53094936708861;1.04449367088608;-1.35101890703141;4.64978162881244;4.84207819874876
1;4.559;24830.52;29.9805;549.897605774345;4.52613924050633;1.03506329113924;-1.3690364677089;4.64298314030056;4.84061497033508
1;4.573;24830.534;31.05;562.95860138601;4.52436708860759;1.02924050632911;-1.38781246761743;4.63996051409321;4.84306277242186
1;4.589;24830.55;32.14365;577.83874580227;4.51835443037974;1.02297468354431;-1.40560339237491;4.63271021775643;4.8412524059752
1;4.603;24830.564;33.258;591.106393163232;4.51512658227848;1.0123417721519;-1.42751964920046;4.62722421302895;4.84241843157887
1;4.619;24830.58;34.3942;605.458796902179;4.51246835443037;1.01113924050633;-1.43692276217187;4.62436733115215;4.84247046845667
1;4.633;24830.594;35.5511;620.786999315224;4.51063291139241;1.00012658227848;-1.4478045654111;4.62017991445316;4.84171462413282
1;4.649;24830.61;36.72525;631.754436602102;4.50556962025316;0.98892405063291;-1.47794805537986;4.61282217095656;4.84380623428204
1;4.663;24830.624;37.92585;643.844646162212;4.5026582278481;0.976582278481015;-1.50057705305907;4.60734674877541;4.84555214146116
1;4.679;24830.64;39.1437;652.529482067798;4.50506329113924;0.967721518987343;-1.52297457243945;4.60782814300636;4.85299204035805
1;4.693;24830.654;40.38685;662.108629815275;4.50291139240506;0.96240506329114;-1.54557439338835;4.60461013699311;4.85708088456405
1;4.709;24830.67;41.64955;669.61190193705;4.50430379746835;0.952848101265825;-1.57089538833981;4.60398438355016;4.86460527947345
1;4.723;24830.684;42.93295;694.126097589263;4.50506329113924;0.947405063291139;-1.54222094416519;4.60360419792145;4.85506097301998
1;4.739;24830.7;44.2382;714.706328569149;4.49886075949367;0.933354430379747;-1.54115238894041;4.59465979437232;4.84624074019834
1;4.753;24830.714;45.5653;726.41745969198;4.50227848101266;0.932658227848101;-1.54410095714919;4.59786503614041;4.85021758856564
1;4.773;24830.734;45.1099;722.314127502281;4.50082278481013;0.92367088607595;-1.54941580920025;4.59462442927061;4.84884140757872
1;4.786;24830.747;43.792;709.468741106964;4.50044303797468;0.91417721518987;-1.5514069772274;4.59235315702387;4.84732618335273
1;4.798;24830.759;42.49365;697.712972696057;4.49189873417722;0.916898734177217;-1.55379149036993;4.58452369683468;4.84067407727319
1;4.814;24830.775;41.2183;680.297098945356;4.49677215189874;0.917088607594938;-1.55529934058966;4.58933669502167;4.84571639070128
1;4.828;24830.789;39.9625;663.754345136734;4.49784810126582;0.922278481012658;-1.5564187007382;4.5914306200355;4.84805881880647
1;4.844;24830.805;38.72855;650.050616568956;4.49392405063291;0.924367088607596;-1.55728145242689;4.58800696243563;4.84509374619631
1;4.858;24830.819;37.51875;634.186787107318;4.49594936708861;0.9229746835443;-1.55849086154504;4.58971055491391;4.8470957019031
1;4.874;24830.835;36.3216;615.582772237567;4.50208860759494;0.926835443037973;-1.55941223212067;4.5965014705869;4.85382243997399
1;4.888;24830.849;35.15205;602.594332617184;4.49670886075949;0.926329113924051;-1.56039898328904;4.59113016649891;4.84905363888519
1;4.904;24830.865;34.0032;587.071403224685;4.49575949367089;0.928544303797473;-1.56176855884437;4.59064787900865;4.84903794380303
1;4.918;24830.879;32.87505;571.214343227756;4.49227848101266;0.929240506329112;-1.56850991842898;4.58737984797119;4.84812100032397
1;4.934;24830.895;31.77105;557.056193962796;4.49556962025316;0.927911392405065;-1.56084891045919;4.59033394892989;4.84844460461083
1;4.948;24830.909;30.68545;546.245831662163;4.49335443037974;0.937341772151896;-1.54118939672082;4.59008100525842;4.84191164638501
1;4.964;24830.925;29.6171;532.582559882237;4.50025316455696;0.940632911392406;-1.52184361603319;4.59750680468224;4.84283768164497
