idxAnalysis;T;B;F;dx;dy;dz;D2;D3
0;0;5.75115;123.468137559509;-4661.70886075949;87.6582278481007;481.838014257348;4662.53294544854;184.364007560805
0;0.816;5.75345;124.107841845117;-4661.13924050633;97.4050632911402;453.924659936253;4662.15687914324;181.202638938767
0;1.416;5.75575;124.894514441262;-4659.62025316456;107.151898734178;422.09842200535;4660.85211448547;176.926229222323
0;2.016;5.7546;125.279876592175;-4660;122.215189873417;390.869212911215;4661.60235891435;174.960591351495
0;2.616;5.75;125.25915019379;-4663.10126582278;109.303797468355;365.026328261432;4664.38213866092;175.643495264742
0;3.217;5.75345;125.065016129035;-4665.44303797468;98.73417721519;369.564185634748;4666.4876704366;178.098681467917
0;3.817;5.7546;124.618483874971;-4667.27848101266;70.9493670886082;392.447487324811;4667.8177162368;181.286206277499
0;4.417;5.75345;123.694246100232;-4669.11392405063;51.3924050632919;434.648445662471;4669.39675065866;186.582634561255
0;5.017;5.75345;123.401759911797;-4671.58227848101;63.481012658227;433.636215164754;4672.01357270995;189.094541959739
0;5.616;5.75345;124.235056249843;-4667.91139240506;68.8607594936705;409.272341058515;4668.41927975016;183.325044285612
0;6.216;5.75;124.496689734499;-4668.86075949367;65.9493670886059;381.213455153765;4669.32651573642;181.862197434357
0;6.816;5.75115;125.0487261943;-4667.59493670886;63.4810126582287;357.748692584095;4668.02659934134;178.715119398437
0;7.417;5.75345;125.434421759987;-4666.32911392405;65.5063291139238;345.941727023478;4666.78888301252;176.593375188188
0;8.016;5.75115;125.283886994453;-4665.06329113924;70.1265822784813;360.434290656241;4665.59034291235;176.49207989049
0;8.616;5.7546;125.104582702389;-4665.63291139241;113.227848101265;363.590856200561;4667.00664339077;178.148290768652
0;9.216;5.75345;124.973523377206;-4667.40506329114;118.987341772152;354.54104296219;4668.92150419535;179.363437782513
0;9.816;5.75345;124.762155931577;-4666.96202531646;142.911392405064;363.201343607507;4669.14962405629;180.254576448234
0;10.417;5.7546;124.930704263254;-4667.46835443038;70.6329113924059;371.707794738739;4668.00276861323;179.778719142122
0;11.016;5.7546;123.908206903222;-4672.59493670886;61.3924050632911;399.957688513636;4672.99823132395;187.083008066905
0;11.616;5.7546;123.332794969478;-4675.18987341772;87.4050632911393;411.727016638623;4676.00684319394;191.098330225592
0;12.216;5.75115;122.635417434019;-4680.56962025316;88.4177215189868;410.667747371839;4681.40466778033;196.382689486665
0;12.816;5.75;122.641768903017;-4683.79746835443;81.5822784810136;387.367767198959;4684.50791361542;197.496588637229
0;13.417;5.7546;123.223448911339;-4691.01265822785;91.2658227848106;294.372966678637;4691.90038364653;198.125892121342
0;14.016;5.75805;123.304035440639;-4694.6835443038;154.113924050633;227.667295941072;4697.21243747216;199.726558113311
0;14.617;5.7546;122.99137735631;-4699.87341772152;172.784810126583;164.916599290069;4703.04845108105;202.939036785032
0;15.216;5.7546;122.538962267607;-4699.74683544304;248.291139240506;135.007977373471;4706.30096860392;205.237033225565
0;15.816;5.75115;121.996097307671;-4703.10126582279;243.987341772151;153.173987133436;4709.42579722082;208.916129332449
0;16.416;5.7546;121.363679049579;-4704.24050632911;284.936708860758;177.979195807506;4712.86194041837;213.221396794714
0;17.017;5.75345;121.201297234824;-4701.64556962025;300.253164556962;208.677429510991;4711.22309227192;212.842373822893
