;idxAnalysis;T;B;F;dx;dy;dz;D2;D3
0;0;0.769;6.0012;134.836082850023;-4615.18987341772;-202.911392405064;522.476373624758;4619.64832004182;146.100145389571
1;0;1.368;6.0036;134.583584232994;-4619.36708860759;-198.41772151899;516.024834946392;4623.6264870255;149.333126701616
2;0;1.969;6.0036;134.393772157302;-4621.58227848101;-202.025316455697;510.974136290437;4625.99578309998;151.130590477293
3;0;2.569;6.0012;134.839467050145;-4616.20253164557;-231.962025316453;504.702077441693;4622.02684916043;146.500659354059
4;0;3.169;6.0012;133.97122862463;-4621.07594936709;-222.151898734177;520.167394186125;4626.41269191694;152.563179026198
5;0;3.769;6.0036;134.153388541248;-4617.15189873418;-201.202531645568;543.941154213697;4621.53374051572;150.433796023378
6;0;4.369;6.006;134.091427274487;-4610.44303797468;-219.620253164555;574.603951398168;4615.67092219639;148.299577856889
7;0;4.969;6.0012;133.611137212922;-4605.18987341772;-231.202531645567;606.512225649842;4610.98995670869;147.708060148602
8;0;5.57;6.0036;132.046820034475;-4616.13924050633;-204.810126582278;626.562017865043;4620.6805424843;159.967792932322
9;0;6.17;6.0012;131.602123748131;-4616.51898734177;-195.632911392406;640.974326594503;4620.66226817185;161.908132413784
10;0;6.77;6.0012;132.132073160245;-4611.26582278481;-186.139240506331;647.398545288877;4615.02115978243;157.208705807251
11;0;7.37;6.0;132.681598922786;-4607.21518987342;-162.151898734178;650.654277448559;4610.06779169932;152.757299605033
12;0;7.97;6.0048;133.238733753179;-4605.18987341772;-153.670886075949;647.079934429199;4607.75308707579;149.966897904754
13;0;8.57;6.0036;131.537900367151;-4612.72151898734;-168.164556962028;668.782115184422;4615.78586266165;160.984203182691
14;0;9.169;6.0036;129.583947840734;-4606.51898734177;-175.443037974687;752.227283755674;4609.8587223812;167.828976395999
15;0;9.769;6.0012;125.816367429845;-4614.24050632912;-161.392405063292;836.98957211652;4617.06215668151;189.314407890021
16;0;10.37;6.0036;123.569789400873;-4604.49367088608;-152.21518987342;930.07863614899;4607.00894607967;196.955074112826
17;0;10.97;6.0048;122.487687779796;-4602.91139240506;-141.075949367091;964.633513218897;4605.07282350911;202.020034457577
18;0;11.568;6.0048;122.750723366447;-4603.67088607595;-127.531645569619;957.816251219289;4605.43699858385;200.98362231681
19;0;12.168;6.0;127.615533648128;-4603.48101265823;-159.936708860759;820.086316391049;4606.2584800189;175.691991473459
20;0;12.769;6.0036;131.029529058051;-4611.20253164557;-142.974683544305;697.122624098782;4613.41853163022;162.791519240811
21;0;13.369;6.0036;130.702433538037;-4611.70886075949;-160.696202531645;701.831113887901;4614.50776203873;164.574187770007
22;0;13.968;6.0012;131.133508816549;-4607.40506329114;-152.341772151898;704.075406690488;4609.92293132794;160.37984846716
23;0;14.514;6.0048;131.247778608196;-4607.0253164557;-123.291139240505;710.912783402704;4608.67475219058;160.183457369472
24;0;15.114;6.0036;132.282558175712;-4596.64556962025;-94.9367088607595;720.77032785506;4597.62585161068;150.780542410129
25;0;15.713;6.0036;134.443448509301;-4595.82278481012;-134.999999999999;648.301408987453;4597.80513608177;140.286205509521
26;0;16.314;6.0012;137.424049839672;-4596.89873417722;-135.12658227848;533.074651045727;4598.8843392195;126.676635479619
27;0;16.424;6.0048;138.726081276754;-4604.87341772152;-171.645569620252;424.228234513805;4608.07133134986;124.557778112252
28;0;17.024;6.0036;140.343648475935;-4608.29113924051;-167.848101265822;306.798941851211;4611.34689750198;118.541496061908
29;0;17.623;6.0036;141.951138429533;-4602.46835443038;-184.556962025316;233.088474040808;4606.16719472547;109.060977751247
30;0;18.224;6.0036;141.349179143394;-4605.6329113924;-199.303797468354;236.398612029624;4609.94322288097;113.000522308866
31;0;18.823;6.0036;140.644620397216;-4608.29113924051;-224.367088607592;244.113461719153;4613.74986474698;117.203371784118
32;0;19.423;6.0036;141.252938904059;-4603.73417721519;-194.810126582277;268.182622106433;4607.85409489908;112.651771817074
33;0;20.023;6.0048;140.427575659893;-4601.32911392405;-200.759493670884;343.456373110276;4605.70667639007;115.495022101264
34;0;20.624;6.0048;139.098580936547;-4604.43037974684;-165.3164556962;411.092098025903;4607.39716678078;122.700527003331
35;0;21.224;6.0;136.822624017863;-4610.82278481013;-173.98734177215;469.8635204657;4614.10428447615;134.96615725962
36;0;21.823;6.0012;137.498543066479;-4595.88607594937;-196.645569620255;515.830933559526;4600.09111900586;125.922105109723
37;0;22.425;6.0048;136.695460890051;-4601.26582278481;-191.012658227846;527.136989130283;4605.22887678027;132.300034824086
38;0;23.024;6.0036;136.298340526315;-4604.6835443038;-193.797468354428;523.151608478614;4608.75992018707;135.356994386753
39;0;23.625;6.0036;136.070574555194;-4606.58227848101;-202.531645569623;519.322006522482;4611.03235250767;137.184770279195
40;0;24.223;6.0036;136.758649973707;-4595.94936708861;-228.544303797468;535.280043294615;4601.62830785369;129.656668520768
41;0;24.823;6.0048;135.764494363725;-4597.0253164557;-228.354430379747;569.813347498477;4602.69350554745;134.830824533825
42;0;25.423;6.0012;135.090882309114;-4595.3164556962;-221.645569620254;600.882687037379;4600.65865790156;136.732760634587
43;0;26.023;6.0036;135.331690271879;-4590.18987341772;-197.215189873417;625.741150784584;4594.42454559256;133.840399768859
44;0;26.623;6.0;134.794558865519;-4590.6329113924;-191.26582278481;640.210288552265;4594.61566859783;136.00445739092
45;0;27.223;6.0;134.230920495194;-4585.82278481013;-178.037974683544;681.726739931612;4589.27751766148;136.635705747911
46;0;27.823;6.0012;132.369637422479;-4586.26582278481;-186.708860759493;736.166142391068;4590.06474855531;145.72401688174
47;0;28.423;6.0036;130.318314151717;-4588.16455696203;-178.037974683544;793.275230766651;4591.61752786444;156.63916134499
48;0;29.024;6.0036;128.635113356863;-4579.81012658228;-188.354430379747;863.477137250566;4583.68172836959;161.303908788931
49;0;29.623;6.0036;128.661722664903;-4580.82278481013;-177.721518987341;861.947042175922;4584.26900652075;161.598056388415
50;0;30.223;6.0036;128.818145416775;-4585.63291139241;-179.556962025316;842.534258906478;4589.1469687358;162.847605536216
51;0;30.824;6.0084;131.377074068988;-4590.3164556962;-179.430379746834;759.212710486902;4593.82198442772;153.136205522376
52;0;31.423;6.0012;134.818273678736;-4586.7088607595;-183.037974683544;659.137376503249;4590.35957998346;134.441444875558
53;0;32.024;6.0;135.156043813465;-4594.30379746835;-171.13924050633;618.031824296611;4597.49018738194;135.844614655313
54;0;32.623;6.0;135.750939702481;-4591.45569620253;-155.253164556964;613.961013391091;4594.07977241315;131.923632732242
55;0;33.223;6.0012;135.339704350284;-4592.91139240506;-153.227848101265;623.636140529783;4595.46666095164;134.589445788928
56;0;33.824;6.0036;136.282844803909;-4587.6582278481;-144.556962025316;618.501096544452;4589.93515540387;128.419689170812
57;0;34.423;6.0;136.946897302013;-4589.62025316456;-122.911392405064;587.393860356916;4591.26575996655;125.688024249015
58;0;35.023;6.0048;137.367808129161;-4587.59493670886;-100.253164556962;591.148186135465;4588.69022710408;123.611522301361
59;0;35.623;6.0036;136.564451324386;-4584.55696202532;-92.6582278481012;632.079478428249;4585.49322158945;125.8521851851
60;0;36.223;6.0012;134.116215237791;-4591.13924050633;-86.6455696202549;683.445268564697;4591.9567703161;139.538574484363
61;0;36.824;6.0036;133.816207615106;-4590.88607594937;-110.253164556963;692.784199654346;4592.20978643622;141.172764866882
62;0;37.423;6.0048;132.214454307005;-4598.10126582278;-103.73417721519;717.338616843815;4599.27124991379;151.876015695691
63;0;38.023;6.0012;131.302430621099;-4600.75949367089;-84.9367088607585;734.62727402177;4601.54345444166;156.815382056626
64;0;38.623;6.0;131.128286313206;-4605.06329113924;-88.797468354428;722.646574725545;4605.91933339961;159.264576120373
65;0;39.223;6.0012;131.80017515789;-4605.82278481013;-78.60759493671;701.074382474584;4606.49353402975;156.537312740394
66;0;39.822;6.0012;133.288619543004;-4601.01265822785;-61.012658227848;673.866216812157;4601.41717578801;147.498436060123
67;0;40.424;6.0036;136.244103808669;-4596.45569620253;-28.1645569620285;597.564757942988;4596.54198386369;132.22187703642
68;0;41.024;6.0036;139.509630636039;-4590.6329113924;-26.2025316455688;501.708146982544;4590.70769052264;115.041594071278
69;0;41.624;6.0036;142.163052157031;-4593.2911392405;-69.4936708860768;353.421025586912;4593.81680741827;104.391808978857
70;0;42.224;6.0012;142.016259916144;-4589.87341772152;-76.2658227848091;381.174529503841;4590.50699448674;103.305296913582
71;0;42.823;6.0;141.120301619278;-4584.6835443038;-98.797468354429;451.838740313508;4585.7479369415;104.954251987682
72;0;43.423;6.0012;139.438471762198;-4578.73417721519;-91.3924050632922;554.90360046187;4579.64619127959;110.141797420413
73;0;44.023;6.0012;136.624657388502;-4580.50632911392;-70.5696202531651;647.405148013663;4581.04991266799;123.570190543962
74;0;44.623;6.0012;139.125914928218;-4578.41772151899;-88.6075949367074;568.333192897595;4579.27506692922;111.408169716758
75;0;45.713;6.0036;145.786449528907;-4548.29113924051;-60.6962025316458;474.918387080368;4548.69611166711;70.4214534287648
76;0;46.314;6.0036;145.697808338214;-4558.79746835443;-54.2405063291121;416.326113554138;4559.12013331537;75.0895385333706
77;0;46.913;6.0036;144.891649490284;-4566.51898734177;-49.1772151898762;404.593128201609;4566.78377638429;81.6711615594322
