idxAnalysis;T;B;F;dx;dy;dz;D2;D3
0;0;5.75115;107.909303075076;4573.67088607595;221.645569620254;-1207.86967224303;4579.03834147204;232.666930622923
0;0.824;5.75345;109.484553093158;4562.08860759494;245.506329113923;-1192.95632162104;4568.68972695482;218.871515244577
0;1.424;5.75345;109.706988458334;4566.51898734177;238.924050632912;-1179.7376886559;4572.76506762853;219.49524909861
0;2.023;5.7546;110.605237673825;4552.6582278481;234.113924050634;-1190.54789623916;4558.6737401384;208.571984196664
0;2.624;5.75345;111.750124057271;4561.45569620253;239.050632911393;-1143.57696434427;4567.71532316911;205.693188868087
0;3.223;5.75115;113.914888971596;4557.91139240506;228.987341772152;-1101.76892640089;4563.65987598854;191.772223536548
0;3.824;5.7546;115.921192188858;4561.39240506329;191.835443037973;-1055.30870215134;4565.42457063685;182.806010390421
0;4.424;5.75115;116.866125245498;4551.58227848101;167.468354430379;-1058.50603071634;4554.66210464816;173.043402769148
0;5.024;5.75115;114.450184779495;4555;165.12658227848;-1107.39610259328;4557.99207855553;187.588227100494
0;5.624;5.75345;111.892739761505;4566.07594936709;176.202531645569;-1141.37942960748;4569.47446732629;206.866655212009
0;6.225;5.7546;112.954277883393;4561.07594936709;147.784810126583;-1132.76562470498;4563.46953161726;198.958328878757
0;6.825;5.75115;112.379377411707;4568.86075949367;137.405063291139;-1127.6967391265;4570.92646966226;204.979261476802
0;7.425;5.75115;111.918680427895;4575;95.6329113924048;-1128.88340854242;4575.99941583709;210.188772351873
0;8.514;5.75345;114.533413165362;4549.87341772152;76.3291139240499;-1128.21619624343;4550.51362495722;185.288177617425
0;9.169;5.75575;113.108303250753;4550.3164556962;67.2151898734167;-1161.39953203623;4550.81286461324;193.673993555794
0;9.77;5.75115;111.786403478906;4550.50632911392;80.5063291139253;-1186.96889036706;4551.21842151454;200.4545035572
0;9.825;5.7546;110.524374614203;4550.75949367088;41.835443037973;-1218.35562896631;4550.95178765166;208.215619366595
0;10.425;5.75115;109.150730802846;4551.89873417722;66.3291139240507;-1243.13489717637;4552.38197403932;216.064103202646
0;11.514;5.75115;108.614014614905;4552.6582278481;99.5569620253169;-1251.14895462463;4553.74664735322;219.497457377722
0;12.114;5.7546;110.547060261195;4539.55696202532;66.1392405063283;-1239.74014667253;4540.03874549626;203.26257680964
0;12.714;5.75345;109.971761540684;4552.27848101266;77.6582278481015;-1224.97391174336;4552.94082643772;211.852198478257
0;13.313;5.75115;109.216401380795;4553.60759493671;101.835443037975;-1235.8119794236;4554.7461604489;216.421980985691
0;13.914;5.7546;109.446908504999;4552.3417721519;109.620253164557;-1234.62111543603;4553.66140708583;215.063321858182
0;14.513;5.7546;109.436182998098;4547.3417721519;97.151898734177;-1246.03620495838;4548.37945692586;212.968819686184
0;14.623;5.75345;106.715363863198;4566.51898734177;74.4936708860755;-1268.3177278245;4567.1265549309;236.965698975987
0;15.223;5.75115;104.277777399041;4575.94936708861;61.7088607594933;-1303.36782770708;4576.36543488988;255.349323868179
0;15.823;5.7546;103.507977322412;4572.6582278481;49.7468354430381;-1329.03641400284;4572.9288225757;259.144034580333
0;16.424;5.75345;103.603714473401;4563.10126582279;43.354430379747;-1344.39664446858;4563.30721832171;254.223466103463
0;17.023;5.7546;102.86001762268;4566.83544303797;54.9367088607592;-1353.82024675311;4567.16586142525;260.594574088664
0;17.624;5.75345;104.217818878928;4553.86075949367;54.6835443037977;-1347.8384542039;4554.18907236776;246.453295433556
0;18.224;5.75345;104.954984435225;4540;20.6962025316455;-1358.55241469975;4540.0471729707;235.954842186804
0;18.823;5.75115;105.991477079789;4532.6582278481;11.8354430379754;-1349.20482477058;4532.67367987052;226.216039406023
0;19.424;5.75345;106.484950204918;4544.93670886076;-13.1012658227844;-1317.18770305051;4544.95559172103;228.976835930594
0;20.023;5.75345;106.001646686688;4555.18987341772;-136.075949367089;-1301.03804445101;4557.22190011453;236.300733229788
0;20.624;5.75115;105.655276687409;4562.84810126582;-108.481012658228;-1295.1782822003;4564.13747879405;241.347975013614
0;21.223;5.75345;106.519536803618;4559.05063291139;-103.67088607595;-1285.28515839899;4560.22919665992;234.894919103869
0;21.823;5.7546;107.370270610123;4551.51898734177;-108.734177215189;-1281.67477131187;4552.81761258095;226.78207033312
0;22.423;5.7546;108.134214209695;4544.3670886076;-111.708860759495;-1278.89890409254;4545.73988538632;219.217012429771
0;23.024;5.75575;107.624268783484;4548.79746835443;-119.683544303797;-1281.14924190037;4550.37169458549;224.28526100411
0;23.624;5.75345;107.15066187791;4546.01265822785;-84.6202531645581;-1298.2530298101;4546.80015791474;225.514841408935
0;24.223;5.75345;107.732498000733;4537.08860759494;-43.9240506329107;-1304.96758603078;4537.3012193805;218.233181699752
0;24.824;5.75345;107.173167776736;4549.43037974683;-27.9746835443025;-1293.64456761076;4549.51638782441;226.864229593876
0;25.424;5.7546;107.728088239231;4547.6582278481;9.87341772151756;-1286.04069157212;4547.66894592076;223.012431434277
0;26.024;5.75115;106.858367903675;4551.58227848101;28.7341772151904;-1294.99735416379;4551.67297712859;229.308637231289
0;26.624;5.75345;105.951375366378;4559.3670886076;46.0759493670892;-1300.40231498958;4559.59989931005;238.413019619618
0;27.224;5.75345;105.815256863288;4550.75949367089;101.835443037975;-1316.62000608824;4551.89877157812;235.488225914066
0;27.823;5.75345;105.391433835014;4534.24050632911;91.3924050632904;-1356.98551666969;4535.1614680118;230.825010854357
0;28.424;5.7546;104.526025691301;4530.88607594937;77.4683544303809;-1382.43106942111;4531.54829822766;234.725787851257
0;29.024;5.75345;103.767823155617;4536.26582278481;51.4556962025309;-1389.21734362701;4536.55764910325;241.499987508833
0;29.624;5.75575;102.760206920649;4548.79746835443;103.79746835443;-1386.34579825962;4549.98157386867;253.49944758712
0;30.223;5.7546;103.287178115896;4547.78481012658;139.430379746836;-1373.26878302452;4549.92170372353;249.647121388676
0;30.824;5.75115;105.301369982361;4537.3417721519;123.987341772152;-1349.41377255162;4539.03549426905;232.373348299609
0;31.423;5.7546;104.124850067567;4561.07594936709;114.050632911392;-1333.32906178123;4562.50165619284;250.334382278696
0;32.024;5.7546;103.71180638048;4561.77215189873;106.392405063292;-1341.61737625181;4563.01265719195;253.156188978108
0;32.624;5.75115;103.41200024993;4571.07594936709;134.620253164558;-1326.37151826808;4573.05783338067;258.524897752513
0;33.223;5.7546;103.94392224452;4586.70886075949;145.000000000002;-1285.21052548235;4589.00023680209;262.573340971711
0;33.823;5.7546;104.54498012275;4605.50632911392;145.822784810127;-1233.36686182535;4607.81432265648;267.025854010342
0;34.424;5.75345;105.414327881;4612.72151898734;154.936708860758;-1195.62196167814;4615.32287012312;264.674178331462
0;35.024;5.75575;106.786545948123;4612.53164556962;126.455696202531;-1167.57536813125;4614.26475448508;256.692370810332
0;35.624;5.75575;106.465028564523;4626.01265822785;97.151898734177;-1148.27988648999;4627.03269985332;264.386947084261
0;36.224;5.7546;105.982462592172;4633.2911392405;66.5822784810122;-1145.3805320158;4633.76952175788;270.229152669406
0;36.822;5.7546;106.758378777941;4630.12658227848;70.3164556962019;-1132.82595488839;4630.66048980742;264.212101001199
0;37.422;5.7546;106.607519288179;4642.91139240506;79.4303797468352;-1106.35994158064;4643.59078547533;270.569702359625
0;38.022;5.7546;107.84109025498;4651.20253164557;74.240506329114;-1054.07418546881;4651.79499152383;266.724209180013
0;38.622;5.7546;107.704408290142;4655;69.9999999999996;-1048.55507291444;4655.52628603899;269.14760259305
0;39.222;5.7546;106.579745796951;4662.72151898734;51.6455696202533;-1060.85982666428;4663.00753039163;279.160892349733
0;39.822;5.75345;106.695818606446;4648.03797468354;48.0379746835434;-1092.93659327483;4648.28620688443;272.04712626286
0;40.423;5.75575;106.327611137127;4653.16455696202;53.7974683544318;-1091.60997232361;4653.47553574411;276.79569578505
0;41.024;5.7546;107.670915490025;4646.01265822785;30.5696202531648;-1073.56206369028;4646.11322742955;265.53264922143
0;41.623;5.75;108.253779512268;4653.60759493671;2.40506329113993;-1036.29759564592;4653.60821642541;264.59710322963
0;42.223;5.75345;110.165799316969;4658.73417721519;16.2025316455696;-971.969905453061;4658.76235238337;256.074716065198
0;42.824;5.75115;110.558463068721;4677.21518987342;69.810126582279;-903.61953906776;4677.73613900528;261.214904634455
0;43.423;5.75115;111.207736632146;4680.75949367089;55.1265822784798;-873.811782733468;4681.0841028189;258.94239878095
0;44.023;5.7546;111.852485757607;4680.6329113924;75.5063291139248;-855.132783673468;4681.24189259068;255.70546836628
0;44.624;5.75345;112.679055048072;4673.29113924051;85.8227848101262;-850.024305282704;4674.07912026491;247.742777931439
0;45.223;5.7546;112.61152273827;4672.0253164557;121.139240506328;-852.841660080979;4673.59554018032;247.771955205077
0;45.824;5.75115;112.644468934365;4666.39240506329;138.860759493672;-863.827942853135;4668.45803114471;244.704614170241
0;46.423;5.7546;111.875153215091;4664.55696202532;163.101265822785;-891.80601083814;4667.40759682416;248.842972559055
0;47.024;5.75345;112.505447525481;4654.93670886076;160.886075949367;-900.893980092127;4657.71618853423;241.0415318903
0;47.623;5.75345;112.989961510368;4654.24050632911;160.569620253165;-888.483139860188;4657.00947966642;238.006178388586
0;48.224;5.75115;113.190333414796;4654.93670886076;176.582278481012;-875.367763087999;4658.28477710122;236.819172207593
0;48.823;5.7546;113.573849996928;4657.53164556962;208.987341772151;-851.114168932743;4662.21800632526;236.269149042026
0;49.423;5.7546;113.912411356996;4655.69620253164;248.670886075948;-835.49561578117;4662.33249992419;233.601868833703
0;50.023;5.7546;113.869910329073;4660.88607594937;259.367088607596;-816.754870410221;4668.09707478663;236.010320517386
0;50.623;5.75345;113.371643695057;4670.44303797468;250.696202531645;-803.200296652824;4677.16653081008;242.631409356733
0;51.223;5.75345;113.968183160828;4665.75949367089;264.683544303797;-794.528307287442;4673.26107032394;237.321113857824
0;51.823;5.75345;112.778917952925;4670.18987341772;272.151898734178;-816.769970216911;4678.11287911675;245.879161866112
0;52.422;5.75115;112.314473315863;4667.27848101266;322.658227848102;-821.24924022971;4678.41818901666;246.952322487014
0;53.023;5.75345;111.869426254057;4672.27848101266;286.139240506328;-835.085424218334;4681.03213715645;251.937384954022
0;53.623;5.75345;112.122718868991;4672.08860759494;299.177215189874;-822.788343381685;4681.65771530845;250.409262972413
0;54.222;5.75345;111.958586193695;4665.44303797468;337.594936708861;-834.878632202469;4677.64140159097;248.563049396081
0;54.823;5.75345;111.478494417276;4657.53164556962;342.594936708861;-872.890680341904;4670.11480802571;247.990471466845
0;55.423;5.75345;109.585555890347;4655.75949367089;362.784810126582;-928.07509682693;4669.87251232463;258.200758917385
0;56.022;5.75345;109.399976233688;4655.12658227848;388.987341772153;-924.827724602836;4671.35040958123;259.018581367438
0;56.622;5.75115;111.956092879232;4651.58227848101;407.025316455697;-846.183790425289;4669.35619777657;242.409814641193
0;57.223;5.75115;113.343232695783;4645.12658227848;461.265822784811;-792.962838384407;4667.97248542228;231.845001446
0;57.823;5.75345;115.515636640143;4637.91139240506;451.645569620253;-751.697420126597;4659.85040579183;217.090551650811
0;58.424;5.75345;116.072300947382;4641.96202531646;452.594936708861;-716.766344537624;4663.97401592403;215.729449107714
0;59.023;5.75;116.565249712896;4646.39240506329;424.303797468353;-696.086893293312;4665.72567714562;214.365054497123
