idxAnalysis;T;B;F;dx;dy;dz;D2;D3
0;0.699;5.75345;108.504099129892;-4211.51898734177;-1763.03797468354;217.523392607878;4565.65385031723;67.8326929836494
0;1.3;5.7546;107.006204588236;-4205.18987341772;-1782.97468354431;282.652451417971;4567.56177776008;73.2990507556924
0;1.9;5.75575;107.001979958564;-4200.12658227848;-1778.16455696203;345.90445489914;4561.02318551422;71.1209418550934
0;2.499;5.75;107.507799151942;-4198.86075949367;-1771.45569620253;340.273681714963;4557.24554541712;66.931415206579
0;3.099;5.7546;108.312853575399;-4196.45569620253;-1767.0253164557;327.005115517241;4553.3085640209;62.0357309401743
0;3.699;5.7546;107.287487488609;-4189.55696202532;-1793.16455696202;306.131200370236;4557.1731003331;64.4438122695874
0;4.3;5.75115;107.425515685376;-4188.16455696203;-1792.91139240506;298.333833541907;4555.79341248139;62.5510832148839
0;4.899;5.7546;106.522637762897;-4183.29113924051;-1806.96202531645;329.15660616434;4556.86696279186;65.7394966188995
0;5.5;5.75115;107.144106029565;-4194.74683544304;-1780.94936708861;344.754501584118;4557.1571907926;67.1791352150749
0;6.099;5.7546;107.208361048118;-4191.51898734177;-1788.92405063291;323.77703856404;4557.31068506191;65.7976811061317
0;6.699;5.75345;108.315784014034;-4196.20253164557;-1773.41772151899;289.37282141446;4555.55991087663;61.7412556857653
0;7.301;5.75115;108.867547329024;-4196.89873417722;-1760.25316455696;311.447895902773;4551.09329593133;58.7376053575654
0;7.9;5.75345;108.774085391519;-4200.94936708861;-1759.24050632912;302.16930284118;4554.43769788887;61.4505727996248
0;8.501;5.7546;108.455645084284;-4196.70886075949;-1774.74683544304;267.240787726984;4556.54382091211;61.3739144067995
0;9.1;5.75115;108.050538161756;-4206.39240506329;-1771.13924050633;244.633627368873;4564.06302264062;67.6144976660544
0;9.7;5.75345;108.207848281047;-4202.27848101266;-1771.51898734177;265.828460390595;4560.41927398068;65.1603217102711
0;10.3;5.75345;106.539457732211;-4192.3417721519;-1803.48101265823;285.581339909382;4563.80031306678;69.7267575542828
0;10.9;5.75115;107.138680706054;-4190.18987341772;-1793.92405063291;302.479116788399;4558.05382534384;65.0792780800884
0;11.5;5.75345;107.331333993565;-4194.17721518987;-1783.29113924051;326.106973758958;4557.54866125548;66.2007570302494
0;12.099;5.75345;108.569371980005;-4203.22784810126;-1752.78481012658;338.658352551909;4554.05082686441;63.6254952007648
0;12.7;5.75345;111.277783063422;-4225.88607594937;-1690.18987341772;318.416533624621;4551.35748267553;59.4822217727151
0;13.299;5.75345;111.600889260736;-4228.67088607595;-1683.86075949367;308.47687080371;4551.59801829082;59.0392918003026
0;13.9;5.75345;112.279187339171;-4243.22784810126;-1658.16455696203;292.696921238401;4555.70985345502;62.1028199340253
0;14.499;5.7546;113.850281150384;-4250.25316455696;-1621.70886075949;317.422946989282;4549.13086115275;57.1917634204483
0;15.1;5.7546;115.425243379637;-4259.11392405063;-1590.12658227848;298.023347180919;4546.26813614316;53.0258867982247
0;15.699;5.75;115.178309475321;-4249.05063291139;-1607.84810126582;286.323668805798;4543.08340202872;49.0971036553292
0;16.3;5.7546;116.377194520571;-4266.32911392405;-1568.86075949367;282.066884514114;4545.64496974797;51.3879850463463
0;16.9;5.75115;116.198983915395;-4261.32911392405;-1574.43037974684;296.743747395383;4542.87979566338;49.5612230331144
0;17.499;5.75345;116.489173193987;-4256.96202531645;-1578.41772151899;290.108103765359;4540.16829958886;46.4275354666206
0;18.099;5.7546;116.274271750545;-4268.35443037974;-1570.3164556962;266.139312073684;4548.04829727793;52.8285138714045
0;18.699;5.75;116.373479922953;-4274.74683544304;-1555.44303797468;279.996002451662;4548.94092636013;54.549924345657
0;19.299;5.75345;117.160477024141;-4273.03797468355;-1548.79746835443;272.776899032299;4545.06624055896;50.2443782114769
0;19.9;5.7546;117.621078755999;-4278.86075949367;-1540.56962025316;232.330597160004;4547.74715150059;50.6778169253994
0;20.499;5.75345;117.532320938739;-4275.50632911392;-1549.6835443038;208.412629241978;4547.68880397276;49.4618924057741
0;21.155;5.75115;117.380722422881;-4274.43037974684;-1552.08860759494;211.762060281954;4547.49756647859;49.4254290766285
0;21.754;5.75345;117.146591283837;-4270.44303797468;-1560.3164556962;225.359320968524;4546.56696667967;49.148724069787
0;22.355;5.75;115.733742781041;-4258.10126582278;-1592.53164556962;255.427997544587;4546.16139530289;50.3314061324281
0;22.954;5.75345;114.122577300447;-4242.08860759493;-1633.92405063291;286.416832405005;4545.87984420215;51.8938692145512
0;23.553;5.7546;113.28114662385;-4250.56962025317;-1635.12658227848;287.957310497628;4554.22672214426;60.3212082168693
0;24.099;5.7546;115.320556930105;-4252.6582278481;-1601.20253164557;294.479446921952;4544.11174491037;50.643562565233
0;24.753;5.7546;113.851853787433;-4251.39240506329;-1624.55696202532;294.067853305998;4551.21112504076;57.7015476835095
0;25.354;5.7546;114.321229881199;-4264.05063291139;-1600.12658227848;295.79293207399;4554.39709284843;60.9923683121096
0;25.955;5.75575;113.239234693259;-4248.92405063291;-1631.01265822785;327.093154067739;4551.21498935683;59.9538471021424
0;26.499;5.7546;114.439732629549;-4239.05063291139;-1620;356.312337378886;4538.05578066053;49.0224900756893
0;27.1;5.75345;115.946993813071;-4237.40506329114;-1599.6835443038;356.925281960703;4529.30338046832;40.3451078720054
0;27.755;5.75115;113.992412898617;-4241.26582278481;-1628.60759493671;325.86671404835;4543.20354791726;51.8751457238313
0;28.3;5.7546;116.227277296675;-4226.89873417722;-1621.45569620253;302.170731279286;4527.2277923401;34.3008093555409
0;28.955;5.75345;114.62930431106;-4243.16455696203;-1624.11392405063;292.124574352587;4543.36785829124;49.7495277792914
0;29.554;5.75345;114.319397946266;-4247.59493670886;-1623.60759493671;287.014838086421;4547.32496845024;53.373764955275
0;30.155;5.7546;113.404488515945;-4239.24050632911;-1642.72151898734;318.122815720938;4546.39352228176;54.5098667285201
0;30.755;5.7546;113.603682185286;-4243.22784810126;-1636.89873417722;305.836841759351;4548.01275689207;55.284349470794
0;31.299;5.7546;113.230739259997;-4227.02531645569;-1660.88607594937;319.454256206723;4541.61706699716;49.8383020977635
0;31.899;5.75115;113.00599327261;-4230.25316455696;-1654.6835443038;339.279738727805;4542.35835971073;52.0115487389467
0;32.554;5.75115;110.894319594231;-4229.87341772152;-1678.48101265823;373.669216779543;4550.72825378547;63.0438372150957
