idxCompression;T;Tabs;B;F;dx;dy;dz;D2;D3
0;0.7200000000011642;11318.424;6.15;167.16665133683662;4.516265822784812;0.16202531645569634;0.58275;4.519171294078898;4.556589376685894
0;1.319999999999709;11319.024;6.15492;168.1622844518276;4.520253164556963;0.18113924050632876;0.532;4.523881087754015;4.555054785196162
0;1.9200000000000728;11319.624;6.15369;167.48418125167078;4.520189873417722;0.18259493670886198;0.553;4.523876369073302;4.557550482733005
0;2.5200000000004366;11320.224;6.15123;168.46407371651026;4.521898734177215;0.23474683544303818;0.48650000000000004;4.5279878797214135;4.55404836260047
0;3.1200000000008004;11320.824;6.15;167.78194079774607;4.5148734177215175;0.266962025316455;0.5285;4.522759191136473;4.553533018548284
0;3.720000000001164;11321.424;3.69123;82.99404063783956;4.512848101265822;0.31265822784810293;0.511;4.523665897537047;4.552436067924475
1;3.7739999999994325;11321.478;3.6949199999999998;84.72657421846637;4.511265822784811;0.33234177215189903;0.3745;4.523490950288657;4.538966911902243
1;3.793999999999869;11321.498;3.69369;84.7304553315667;4.509746835443037;0.3391139240506332;0.3745;4.522478830605348;4.53795824388827
1;3.8099999999994907;11321.514;3.6949199999999998;84.9401007567026;4.507468354430379;0.3385443037974677;0.3745;4.520164069126808;4.5356513823071785
1;3.824000000000524;11321.528;3.70476;85.3721608060145;4.509620253164556;0.3413291139240507;0.34650000000000003;4.522519252779819;4.535773654159137
1;3.8400000000001455;11321.544;3.7379700000000002;86.79352308131557;4.508101265822783;0.3449999999999996;0.322;4.521283227460207;4.532734938523649
1;3.8540000000011787;11321.558;3.79455;89.37112015661089;4.507405063291138;0.3425316455696206;0.252;4.5204013464292325;4.527420052612659
1;3.8700000000008004;11321.574;3.87819;92.55984697491901;4.507405063291138;0.34702531645569645;0.196;4.520744073141474;4.524990936437748
1;3.8840000000000146;11321.588;3.97659;95.89751460150092;4.508481012658226;0.3453164556962018;0.1925;4.521686023606055;4.525781782860762
1;3.899999999999636;11321.604;4.10205;100.67443993091831;4.5060126582278475;0.34689873417721484;0.1505;4.519346059761672;4.521851286573161
1;3.9140000000006694;11321.618;4.25211;105.86359952657452;4.5054430379746835;0.3459493670886063;0.17325000000000002;4.518705338149807;4.52202537537369
1;3.930000000000291;11321.634;4.41939;111.6669324243775;4.5089240506329125;0.343670886075948;0.13825;4.522002407375757;4.5241152543687635
1;3.9439999999995052;11321.648;4.613729999999999;118.5279860298241;4.505316455696202;0.34588607594936727;0.196;4.518574282171605;4.522823182869593
1;3.960000000000946;11321.664;4.83144;126.73715202880732;4.504810126582277;0.3444303797468359;0.1505;4.517958229449535;4.5204642253922085
1;3.97400000000016;11321.678;5.06514;135.24162484854887;4.504303797468355;0.3465822784810126;0.14875000000000002;4.517617953705795;4.520066209486862
1;3.9899999999997817;11321.694;5.32836;144.94763795972133;4.505949367088609;0.34265822784810046;0.112;4.518959433307432;4.520347150372218
1;4.004000000000815;11321.708;5.612489999999999;155.98898214716232;4.501455696202531;0.3439240506329112;0.11025;4.514574967533263;4.515920969190887
1;4.020000000000437;11321.724;5.9163;167.26393058727896;4.502215189873417;0.3402531645569623;0.10675;4.5150541338856565;4.516315909501676
1;4.033999999999651;11321.738;6.250859999999999;179.95438933251643;4.499113924050634;0.33772151898734254;0.1505;4.5117714842369185;4.514280914605715
1;4.050000000001091;11321.754;6.600179999999999;193.1319652804434;4.501329113924051;0.33620253164557035;0.10325;4.5138670709431805;4.515047784536192
