idxAnalysis;T;Tabs;B;F;dx;dy;dz;D2;D3
0;0.0;124065.211;4.804799999999999;114.52902752887763;4.640632911392405;0.4151898734177216;0.5355;4.659169072837663;4.689841862929599
0;0.7870000000111759;124065.998;4.803839999999999;114.30863135830995;4.656139240506327;0.34797468354430316;0.518;4.669124008566339;4.6977700036688255
0;1.3870000000024447;124066.598;4.803839999999999;112.46207118809168;4.668164556962026;0.40955696202531666;0.518;4.686096161627487;4.714639035601758
0;1.9870000000082655;124067.198;4.804799999999999;111.77104070836538;4.6722784810126585;0.43556962025316487;0.518;4.692537383785178;4.721041315030132
0;2.5869999999995343;124067.798;4.806719999999999;111.0502754389066;4.68860759493671;0.4281645569620262;0.48650000000000004;4.70811704050958;4.73318585279901
0;3.187000000005355;124068.398;4.806719999999999;110.46762797556141;4.686582278481013;0.47582278481012663;0.49000000000000005;4.710675193166766;4.736091297210892
-1;3.787000000011176;124068.998;4.804799999999999;112.61060869991718;4.668860759493671;0.4303797468354437;0.49000000000000005;4.688655192912565;4.714190017174315
-1;3.801000000006752;124069.012;4.804799999999999;113.83749140168771;4.6617721518987345;0.461582278481013;0.42;4.684568047966246;4.703358140310631
-1;3.8170000000100117;124069.028;4.803839999999999;113.58023939130051;4.657911392405063;0.46816455696202475;0.4515;4.681379774371261;4.703102044596983
-1;3.8320000000094296;124069.043;4.73856;111.50623214556327;4.659303797468354;0.47955696202531634;0.4305;4.683917885374377;4.703659958684298
-1;3.8470000000088476;124069.058;4.728;109.95859358177292;4.658417721518986;0.4708227848101261;0.5215;4.6821501217772274;4.7111030569133705
-1;3.8620000000082655;124069.073;4.728;110.94673187168158;4.660949367088607;0.47183544303797365;0.4445;4.6847708255442475;4.705811081829627
-1;3.8770000000076834;124069.088;4.722239999999999;111.26243983862366;4.661012658227849;0.46810126582278394;0.413;4.684459178520519;4.702629774416134
-1;3.8910000000032596;124069.102;4.7184;110.56843826301034;4.659746835443038;0.46981012658227855;0.4585;4.683370808024991;4.705760764792517
-1;3.9070000000065193;124069.118;4.7184;110.49445844739328;4.659620253164558;0.468417721518988;0.4655;4.6831053869771475;4.7061838378387195
-1;3.922000000005937;124069.133;4.71168;110.05842750184024;4.663734177215191;0.47031645569620145;0.455;4.6873888300655935;4.7094202450220655
-1;3.937000000005355;124069.148;4.709759999999999;111.07346158785771;4.662341772151898;0.46221518987341753;0.3955;4.685197293828961;4.701860688291627
-1;3.952000000004773;124069.163;4.709759999999999;110.94476300072961;4.662088607594937;0.4598734177215202;0.40950000000000003;4.684714905455119;4.7025784411738805
-1;3.967000000004191;124069.178;4.706879999999999;110.05557064772469;4.661202531645569;0.46436708860759424;0.4655;4.684276447222234;4.707349156797375
-1;3.982000000003609;124069.193;4.699199999999999;110.49304481729015;4.663101265822784;0.45854430379746863;0.413;4.685592416532104;4.703758634737029
-1;3.997000000003027;124069.208;4.69632;110.66420009629127;4.661708860759494;0.4553164556962036;0.406;4.683891819556823;4.701454942601421
-1;4.012000000002445;124069.223;4.69056;109.74527842454326;4.663101265822784;0.4605696202531637;0.4445;4.685791052791214;4.706826748502455
-1;4.027000000001863;124069.238;4.68864;110.34828330639421;4.660569620253164;0.4570886075949354;0.4165;4.682930618792019;4.701415896346526
-1;4.042000000001281;124069.253;4.68;110.03010680306554;4.660886075949368;0.46436708860759424;0.40950000000000003;4.683961550435763;4.70182794835802
-1;4.056000000011409;124069.267;4.68192;110.20798132755412;4.659683544303797;0.4603797468354431;0.413;4.682371220263496;4.700549887444219
-1;4.072000000000116;124069.283;4.67328;110.19035646237012;4.655253164556962;0.4714556962025324;0.40950000000000003;4.67906534466013;4.6969503669508175
-1;4.086999999999534;124069.298;4.671359999999999;109.89531830754574;4.658291139240506;0.4727215189873414;0.406;4.682215498291414;4.69978488576236
-1;4.1010000000096625;124069.312;4.65888;109.096148600408;4.657721518987342;0.46721518987341804;0.4445;4.681096002229202;4.7021527019107126
-1;4.11699999999837;124069.328;4.65504;109.51640425254509;4.65753164556962;0.4646202531645557;0.40950000000000003;4.680648780792375;4.6985277757115735
-1;4.131999999997788;124069.343;4.65024;109.17806682010455;4.658670886075949;0.47037974683544226;0.40950000000000003;4.682357475781259;4.700229971076378
-1;4.146999999997206;124069.358;4.6464;108.00103402102306;4.659367088607595;0.47329113924050686;0.47600000000000003;4.6833434818389295;4.707470888798271
-1;4.162000000011176;124069.373;4.63968;108.83920814200448;4.656392405063291;0.4859493670886074;0.406;4.681681003368866;4.69925238918968
-1;4.177000000010594;124069.388;4.63296;108.11616247444292;4.654620253164557;0.48113924050632934;0.4585;4.679421403328054;4.701830167065235
-1;4.192000000010012;124069.403;4.625279999999999;108.28104200100681;4.651708860759494;0.4868987341772159;0.441;4.677121518905808;4.697866186111709
-1;4.20700000000943;124069.418;4.6185599999999996;107.39418720488217;4.655949367088609;0.4810126582278477;0.46900000000000003;4.6807304650308845;4.704168224699053
-1;4.222000000008848;124069.433;4.61088;107.15035785619327;4.65632911392405;0.48240506329114013;0.4655;4.68125148462093;4.704339030327816
-1;4.2370000000082655;124069.448;4.6060799999999995;106.84634439112187;4.657594936708859;0.4887974683544312;0.462;4.683173449652031;4.7059066671073815
-1;4.252000000007683;124069.463;4.59936;107.68210589506872;4.655569620253164;0.4821518987341787;0.406;4.680469948891582;4.698045864237296
-1;4.267000000007101;124069.478;4.58496;107.13161350588109;4.6560759493670885;0.4882278481012675;0.4025;4.681603323428441;4.698873899982445
