idxAnalysis;T;B;F;dx;dy;dz;D2;D3
0;0.681;5.75345;114.886030392762;-4557.21518987342;-1026.13924050633;-412.466835163478;4671.31373681108;186.488342861052
0;1.281;5.7546;114.594005225952;-4555.25316455696;-1035.12658227848;-422.170522528802;4671.38292527446;187.420704439847
0;1.881;5.75345;114.084517536593;-4552.40506329114;-1050.18987341772;-431.266400362512;4671.96860333071;188.831341660692
0;2.481;5.75345;113.952861882127;-4553.92405063291;-1050.82278481013;-428.617120923908;4673.59099451471;190.204174160557
0;3.081;5.75345;114.861741112739;-4553.86075949367;-1022.78481012658;-442.057195236502;4667.30506659699;185.192737990015
0;3.681;5.75345;114.859003185931;-4550.88607594937;-1026.70886075949;-450.237809381373;4665.26474715336;183.940286159876
0;4.282;5.75115;113.775653667264;-4548.67088607595;-1052.72151898734;-460.913252842226;4668.90023735504;188.595725658761
0;4.881;5.7546;113.971656584991;-4541.39240506329;-1063.41772151899;-470.599410151786;4664.23651064214;184.91702486748
0;5.481;5.75345;113.865455272948;-4539.6835443038;-1066.51898734177;-476.861051315882;4663.28097296133;184.599161089318
0;6.081;5.75345;113.273631848466;-4540;-1074.49367088607;-489.218996886552;4665.41923612168;187.999027466208
0;6.681;5.75345;112.917079138892;-4544.62025316456;-1072.40506329114;-488.854301112905;4669.43528333416;191.95520670459
0;7.281;5.7546;112.678630997405;-4542.15189873418;-1076.26582278481;-507.17792274563;4667.92159236519;192.39364034473
0;7.881;5.7546;111.698406645092;-4549.81012658228;-1075.69620253164;-520.832266475279;4675.24272183719;201.16419333907
0;8.482;5.75345;111.259299207052;-4546.58227848101;-1083.73417721519;-540.281480239895;4673.95872701738;202.081748466449
0;9.082;5.75345;109.120961654157;-4541.51898734177;-1114.30379746835;-604.215767020406;4676.22365434313;212.097491945874
0;9.682;5.75345;107.108782006266;-4555.88607594937;-1096.64556962025;-665.534342725798;4686.01423839035;230.039763592158
0;10.282;5.75115;111.850382531525;-4535.94936708861;-1064.43037974683;-593.704615988923;4659.16824058968;193.842967905792
0;10.392;5.75345;110.438149696507;-4550.37974683544;-1081.64556962026;-566.6672904257;4677.1693339764;208.371859313133
0;10.992;5.7546;113.881850889955;-4534.87341772152;-1048.48101265823;-539.111542989726;4654.50205163367;182.619553959417
0;11.592;5.75115;112.717800241048;-4547.59493670886;-1057.3417721519;-513.010689961493;4668.89615771409;193.995986748566
