;idxAnalysis;T;B;F;dx;dy;dz;D2;D3
0;0;0.748;6.0048;117.719166285623;-4517.91139240506;-1106.70886075949;-628.042468794926;4651.48662817674;190.694194844509
1;0;1.348;6.0036;118.761407882877;-4516.83544303798;-1086.39240506329;-625.317681807423;4645.64859597272;184.544461703194
2;0;1.949;6.0036;119.480575168967;-4525.37974683544;-1050.69620253165;-623.848504152618;4645.7533687318;184.452540476147
3;0;2.549;6.0012;118.90875663291;-4536.96202531646;-1040.50632911392;-614.278013933117;4654.74788147433;192.105464043525
4;0;3.148;6.0048;120.289511733065;-4523.79746835443;-1034.87341772152;-626.214213101067;4640.65798410059;179.718309495709
5;0;3.749;6.0;121.193833320532;-4522.53164556962;-1001.01265822785;-645.9904944052;4631.98864712674;173.81756603493
6;0;4.348;6.0036;122.218217120113;-4522.78481012658;-977.53164556962;-646.577853484551;4627.21844705886;169.174384311706
7;0;4.949;6.0036;122.504661168762;-4523.86075949367;-971.645569620252;-640.664931604934;4627.03050392467;168.173604014059
8;0;5.549;6.0;126.201208276793;-4525.56962025317;-986.772151898735;-441.13098015659;4631.90022210337;149.85892857017
9;0;6.15;6.0036;129.018179509625;-4522.40506329114;-983.924050632914;-305.708189843538;4628.20203684922;135.287570993484
10;0;6.75;6.0012;130.840455398623;-4531.58227848101;-958.417721518989;-109.162646166691;4631.82496167167;130.111153305403
11;0;7.35;6.0048;130.899813539156;-4524.55696202532;-978.291139240506;-108.066746664805;4629.11106539131;127.372304411705
12;0;7.95;6.0036;129.026406567715;-4531.64556962025;-1001.07594936709;-107.846758149878;4640.9012729275;139.154192646288
13;0;8.55;6.0036;129.974545220738;-4517.84810126582;-1014.11392405063;-118.157840283937;4630.26765069413;128.775015292208
14;0;9.149;6.0;130.140955923538;-4509.55696202531;-1023.86075949367;-156.486421795675;4624.32642106739;123.973400484204
15;0;9.75;6.0036;129.032742952721;-4500.63291139241;-1067.53164556962;-179.398232716081;4625.50758483878;125.985217442664
16;0;10.35;6.0012;128.923345360334;-4495.88607594937;-1075.94936708861;-199.840349802431;4622.84097157297;124.158395156029
17;0;10.949;6.0036;125.802796802917;-4485.75949367089;-1102.02531645569;-421.428859351507;4619.14472961908;135.329474785299
18;0;11.548;6.0036;123.241005689936;-4476.64556962026;-1108.48101265823;-571.731947505992;4611.84190008986;144.145697223564
19;0;12.148;6.0036;118.379571223117;-4454.3670886076;-1162.08860759494;-738.873140779905;4603.4591441624;159.378106732487
20;0;14.548;6.0048;119.454007559975;-4398.41772151899;-1219.24050632911;-791.304502924396;4564.2771459724;129.363185415666
21;0;15.148;6.0012;116.926202690847;-4401.26582278481;-1223.35443037974;-848.465723212236;4568.12181373739;143.249131138951
22;0;15.748;6.0;114.940257555936;-4411.07594936709;-1217.59493670886;-885.776983447618;4576.03851174614;157.979438421648
23;0;16.348;6.0048;112.024782585551;-4414.87341772152;-1225.50632911392;-949.652707572147;4581.80892849128;176.18938729792
24;0;16.949;6.0012;110.810028494579;-4407.21518987342;-1207.46835443038;-1019.56306197753;4569.6307899875;178.990430805128
25;0;17.548;6.0;113.114337610855;-4396.13924050633;-1195.25316455696;-999.903382176891;4555.7293981648;161.169499813636
26;0;18.149;6.0036;114.027541103085;-4417.46835443038;-1152.40506329114;-979.658113026626;4565.31095242075;166.239136166811
27;0;18.749;6.0036;113.424021066928;-4423.22784810127;-1171.58227848101;-958.558059182444;4575.75672774125;172.081088525944
28;0;19.348;6.0012;114.756696070098;-4434.24050632912;-1136.70886075949;-936.413920726184;4577.61902107406;169.415535141199
29;0;19.948;6.0048;114.646833574252;-4439.24050632911;-1148.41772151899;-914.695612728926;4585.38106771204;172.723216795192
30;0;20.549;6.0012;115.738777720938;-4440.69620253165;-1130.69620253165;-900.346072848115;4582.38547763045;166.997828317642
31;0;21.149;6.0012;115.370170788045;-4447.53164556962;-1127.02531645569;-897.109485546017;4588.10677755818;171.989757350482
32;0;21.748;6.0012;116.192450940316;-4461.39240506329;-1087.72151898734;-885.566019865418;4592.07581544823;173.685521858917
33;0;22.348;6.0036;117.85712958163;-4483.73417721519;-1026.26582278481;-852.136558870255;4599.68408816777;174.951520260442
