;idxAnalysis;T;B;F;dx;dy;dz;D2;D3
0;0;0.736;6.0048;116.517401450935;-4499.55696202532;976.265822784811;903.927506959355;4604.2488867619;189.141595165896
1;0;1.336;6.0036;120.082268919397;-4500.88607594937;957.40506329114;818.113363482074;4601.58667460371;170.746826626189
2;0;1.936;6.0036;122.50892789397;-4499.05063291139;971.139240506332;731.914090868461;4602.66966248411;157.500644604978
3;0;2.536;6.0036;124.813639920762;-4498.03797468355;979.493670886076;645.500722604315;4603.45017057871;145.486275755133
4;0;3.136;6.0048;127.409247555023;-4497.21518987342;975.189873417719;558.816000773325;4601.73225571031;132.538272516466
5;0;3.736;6.0012;129.495049900893;-4496.01265822785;974.303797468355;471.567820801983;4600.36930177419;121.475529432742
6;0;4.336;6.0036;131.217030111443;-4496.26582278481;973.417721518987;387.874006367612;4600.42915494956;113.751526184361
7;0;4.935;6.006;132.622811715672;-4492.9746835443;980.12658227848;310.570376602638;4598.63780094268;106.113101571932
8;0;5.536;6.0012;132.859436353103;-4491.39240506329;995.886075949368;238.985511807726;4600.47767221297;103.680897065051
9;0;6.136;6.0;133.536040260148;-4495.12658227848;986.012658227849;165.152266429279;4601.99782191302;101.96028473633
10;0;6.736;6.006;133.797278242633;-4489.93670886076;1006.51898734177;97.0831013953541;4601.37067855383;99.3947299239162
11;0;7.335;6.0012;134.022470436899;-4487.9746835443;1008.35443037975;9.39754474884522;4599.85819535788;96.8677949750208
12;0;7.936;6.0036;133.593795698105;-4491.7088607595;996.45569620253;161.659716052504;4600.90995829301;100.749157818441
13;0;8.535;6.0036;132.839180558134;-4485.94936708861;1021.51898734177;192.298044432301;4600.78718977334;101.804154736109
14;0;9.134;6.0036;132.603528038076;-4484.30379746835;1025.44303797469;217.627608361605;4600.05586619552;102.200945457324
15;0;9.736;6.0012;131.819268036916;-4480.6329113924;1033.79746835443;281.649912101027;4598.34845267611;103.96593922891
16;0;10.335;6.0012;131.24350683242;-4487.21518987342;1014.17721518987;333.324788359201;4600.3973289316;109.45715411815
