idxAnalysis;T;Tabs;B;F;dx;dy;dz;D2;D3
0;0.0;24778.447;5.09712;114.14305580168124;4.658291139240506;-0.24221518987341759;0.6335;4.664584068931767;4.7074055259911525
0;0.7710000000006403;24779.218;5.0949;114.02133835315952;4.660000000000001;-0.22987341772151929;0.6335;4.665666274839531;4.7084778897404815
0;1.3719999999993888;24779.819;5.093790000000001;113.85930891153443;4.662215189873418;-0.19924050632911366;0.6405;4.66647053521703;4.710221598401578
0;1.9720000000015716;24780.419;5.09712;113.98588000640129;4.662405063291139;-0.18101265822784895;0.644;4.6659175471327785;4.710151012084598
0;2.5709999999999127;24781.018;5.099340000000001;113.82052560767853;4.6619620253164555;-0.1669620253164542;0.6597500000000001;4.664950829686255;4.711373080736705
0;3.1719999999986612;24781.619;5.09712;113.94774186047596;4.661012658227849;-0.17569620253164622;0.6527499999999999;4.664322904317869;4.709776079416545
0;3.811999999998079;24782.259;5.022750000000001;96.4418326415352;4.6641772151898735;-0.15867088607594967;-1.1795;4.66687535132282;4.813620861138161
0;3.855999999999767;24782.303;5.007210000000001;98.53078386651708;4.665569620253164;-0.15613924050632993;-1.1007500000000001;4.66818158856906;4.7962036973376305
0;3.885999999998603;24782.333;4.995;93.96280560474172;4.666075949367088;-0.15253164556962004;-1.2285;4.668568374583599;4.827498619177653
0;3.9459999999999127;24782.393;4.971690000000001;93.53614714250989;4.665569620253165;-0.14759493670886034;-1.2249999999999999;4.667903613697626;4.825966136098693
0;3.99199999999837;24782.439;4.946160000000001;96.86773459955309;4.669430379746834;-0.1479746835443034;-1.09375;4.671774457127902;4.798100211622586
0;4.006000000001222;24782.453;4.936170000000001;97.01056417732089;4.665949367088607;-0.13607594936708897;-1.09025;4.667933178638135;4.793562894416921
0;4.081999999998516;24782.529;4.88733;95.1180535673073;4.668924050632912;-0.14607594936708815;-1.1007500000000001;4.6712086202140375;4.799149980575928
0;4.111000000000786;24782.558;4.8584700000000005;94.01428238390491;4.672974683544304;-0.14462025316455673;-1.1025;4.675212017724048;4.803448101173923
0;4.1709999999984575;24782.618;4.79964;94.32278370693315;4.673924050632911;-0.13993670886075849;-1.03775;4.676018425281442;4.789788447945435
0;4.216000000000349;24782.663;4.74525;91.05716492604753;4.676645569620254;-0.14759493670886034;-1.092;4.678974038097544;4.804712483509376
0;4.260999999998603;24782.708;4.6775400000000005;89.69207177589055;4.672405063291138;-0.1362658227848096;-1.0885;4.674391666294972;4.799455146152309
0;4.306000000000495;24782.753;4.612050000000001;88.2061797768027;4.671455696202531;-0.13886075949367194;-1.0815;4.673519084384939;4.7970222932680056
0;4.351999999998952;24782.799;4.52769;87.3276212270617;4.677215189873418;-0.12955696202531627;-1.0185;4.679009183448121;4.788576948195764
0;4.39600000000064;24782.843;4.434450000000001;88.15743140695098;4.67759493670886;-0.1507594936708846;-0.8785000000000001;4.680023805159143;4.761762810856529
0;4.441999999999098;24782.889;4.329000000000001;86.47912979587483;4.675822784810126;-0.14765822784810115;-0.82775;4.6781536600672675;4.7508201112756065
0;4.486000000000786;24782.933;4.21023;83.09502332237331;4.677974683544304;-0.14449367088607512;-0.8242499999999999;4.680205717787153;4.75223248834772
0;4.531999999999243;24782.979;4.080360000000001;80.39958387599218;4.675822784810126;-0.1342405063291145;-0.7857500000000001;4.677749376408384;4.743283914229574
0;4.576000000000931;24783.023;3.9338400000000004;76.03359105491658;4.677784810126582;-0.14341772151898857;-0.7927500000000001;4.679982838931856;4.746650601760854
0;4.621999999999389;24783.069;3.7773300000000005;71.86919169750529;4.677594936708861;-0.13696202531645668;-0.7857500000000001;4.679599661114523;4.745108644783927
0;4.635999999998603;24783.083;3.7273800000000006;72.41963003525984;4.678797468354431;-0.14082278481012803;-0.658;4.68091623580272;4.726937783237844
0;4.695999999999913;24783.143;3.49983;64.80053041480937;4.680886075949367;-0.13797468354430423;-0.742;4.682919118382872;4.741338995401596
0;4.756000000001222;24783.203;3.2600700000000002;57.885879585147194;4.679810126582279;-0.1508227848101272;-0.77875;4.682239884209258;4.746558953155425
0;4.772000000000844;24783.219;3.20235;55.215946082777975;4.684240506329114;-0.14113924050633025;-0.8505;4.686366332922036;4.762917137253716
-1;4.786000000000058;24783.233;3.1413;53.61397763610259;4.68506329113924;-0.14316455696202535;-0.8505;4.687250167459657;4.763786769194292
-1;4.80199999999968;24783.249;3.0780300000000005;52.028828856329504;4.683734177215189;-0.15613924050632993;-0.8505;4.686336021375285;4.762887312884858
-1;4.815999999998894;24783.263;3.0192000000000005;50.2738535255361;4.691582278481012;-0.1384810126582271;-0.8505;4.693625599323399;4.770059907026738
-1;4.831999999998516;24783.279;2.9570400000000006;48.79375353486077;4.689367088607595;-0.14411392405063386;-0.8505;4.691581025072608;4.768048108484367
-1;4.846000000001368;24783.293;2.8937700000000004;47.00983336255023;4.695253164556962;-0.14278481012658228;-0.8505;4.697423738740742;4.773797233993611
-1;4.8620000000009895;24783.309;2.83494;45.49970202645385;4.697025316455695;-0.14462025316455673;-0.8505;4.699251200037204;4.775595469787103
-1;4.876000000000204;24783.323;2.7750000000000004;44.15152771674589;4.6931012658227855;-0.14696202531645586;-0.85225;4.695401721700982;4.772119800534407
-1;4.891999999999825;24783.339;2.71839;42.779332834306736;4.693417721518989;-0.1523417721518994;-0.8505;4.6958894710385675;4.772287520069477
-1;4.90599999999904;24783.353;2.65623;41.19526676498301;4.69639240506329;-0.15018987341772091;-0.8505;4.6987933153537815;4.775144905697982
