;ExpType;ExpDay;CellID;CellName;CompNum;TpsComp;MaxIndent;MinThickness;Hysteresis;CompTime;InitialThickness;SurroundingThickness;PreviousThickness;H0Chadwick;EChadwick;CiEChadwick;R2Chadwick;FitParams;Validated;Comments;manipID;date;manip;experimentType;drug;substrate;objective magnification;scale pixel per um;objective immersion;optical index correction;magnetic field correction;cell type;cell subtype;bead type;bead diameter;normal field;ramp field;compression duration;with fluo images;bacteria;comments;cellID;meanFluoPeakAmplitude 
399;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;2;1s;96.73197196445271;170.390979136747;0.501827131824881;16.5745090909091;267.1229511012;250.08560041985803;274.626942190264;291.38474454674497;8419.940610028521;1589.1431574385902;0.9749747431697651;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
400;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;3;1s;85.1453025419747;165.437561439551;0.6332484640079261;28.5904727272727;250.582863981525;230.181273512222;240.910303854384;269.033439683878;10806.9178028778;1830.5174544362699;0.9793451797172881;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
401;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;4;1s;98.05128895056521;160.174326035337;0.511911909064377;40.6027454545454;258.225614985902;229.99619772924402;225.434316511552;288.713839030417;7796.854396662209;811.301022739682;0.991334102748629;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
402;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;5;1s;109.87939125242201;186.192481882225;0.6107454096976;52.6175454545454;296.071873134647;260.181026847985;243.43909519435502;337.36551466375704;6554.31267969643;671.1023591010251;0.9911236523793101;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
403;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;6;1s;88.11298961965142;181.962915147656;0.648233949375875;64.63352727272729;270.075904767307;268.537088777136;267.277299635555;302.118305661297;9057.04471170098;752.4249948867401;0.994321153452992;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
404;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;7;1s;82.96421378193492;162.295322406911;0.605895451265967;76.64649090909091;245.25953618884603;241.659707663062;261.273359427838;258.788396169382;11965.565880551001;2218.3164792239;0.9759958565860029;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
405;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;8;1s;81.91554297121809;168.30434362884301;0.659591739945218;88.6605272727273;250.219886600061;241.72050194184501;236.510244558411;267.428773050443;11940.569936051299;1579.4396531123998;0.9866699712098008;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
406;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;9;1s;99.2226149432481;196.75530117191101;0.51186043955321;100.792454545455;295.977916115159;293.18311189672;264.65553943132403;321.460147254214;8940.02583894976;952.361591306584;0.9915829765445641;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
407;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;10;1s;190.91311278629;217.870817636186;0.491650363717286;112.807490909091;408.783930422476;385.688695533964;325.865254950249;469.80797250058293;2909.1455936296;354.163460330238;0.9874419417535021;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
408;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;11;1s;265.413823865476;246.912239252421;0.6486847711170101;124.82254545454501;512.326063117897;485.956885860849;479.16247474050994;599.882058036442;1850.1556897092103;96.3896977218965;0.997339969964915;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
409;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;12;1s;182.76012495077802;209.269810546823;0.6076109867888729;136.841490909091;392.029935497601;355.293113837113;374.84963612217905;463.443720815031;2687.6913792914497;329.111383629978;0.986990425957896;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
410;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;13;1s;145.166543963361;225.518921614019;0.48542689723990606;148.91050909090902;370.68546557738;368.57406987553804;359.828739297994;419.27604758096396;4096.98058921748;249.53645487221002;0.9966771901058391;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
411;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;14;1s;115.64350351565201;235.357734521987;0.271484262353145;161.039454545455;351.001238037639;390.697345169551;366.305868245614;394.858317325355;5943.037780951271;751.740508184001;0.9865480672152321;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
412;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;15;1s;171.460415539193;280.25934827412897;0.5603636775640649;173.188490909091;451.719763813322;477.134064369991;462.171084131764;547.456951512791;2965.66478440127;517.1296539351821;0.968447839622292;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
413;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;16;1s;204.169901482182;264.767624103025;0.5496641189847601;185.337509090909;468.93752558520697;445.879804516772;479.04961481491097;538.139948649256;2689.3838579336602;279.202221737606;0.989516558600441;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
414;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;17;1s;86.1918618974834;268.848609634275;0.16958656070763503;197.486490909091;355.040471531758;387.97663973098605;393.731055303772;385.97014528497596;9632.56650050935;2081.58036597284;0.9644240519462339;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
415;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;18;1s;89.7311733838314;279.231175457802;0.200114430797452;209.635509090909;368.96234884163397;407.889198161567;394.49887672044997;410.72423197889;8746.549013036842;3230.28728963115;0.8976675417676129;Strain100-R20.9;0;Has large jumps & Bad R2 on fit ;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
416;3T3aSFL_nodrug;21-01-18;M2_P1_C3;21-01-18_M2_P1_C3;19;1s;152.565127756418;259.046524404294;0.532071627105859;221.80256363636397;411.61165216071197;415.07531991038803;418.26631838103697;463.05651556086195;3553.7248478930896;582.2581820382151;0.9802147614755309;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
417;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;1;1s;262.611041809001;331.406218841645;0.7382626256914409;4.35849090909091;594.017260650646;568.207001788419;585.377619884102;717.71054086135;1718.51348043576;146.2313361356;0.99326991907614;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
418;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;2;1s;274.273897345499;349.696134279112;0.6757416161340329;16.7144727272727;623.970031624611;611.075613393469;583.286863234766;747.1184466705259;1705.1658420338001;100.566140717738;0.996749568220258;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
419;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;3;1s;332.217019979108;369.150599304881;0.7212518115397281;28.7294727272727;701.367619283988;637.462952996804;638.044702704276;843.901039375667;1393.27072635384;76.7614576355886;0.9970604896428521;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
420;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;4;1s;277.219842644459;355.70679404778394;0.673147670942457;40.7454545454546;632.9266366922429;603.402136336735;623.929593430001;755.448559673614;1756.24016784419;74.85416460557191;0.9982534272849871;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
421;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;5;1s;296.50087351713904;332.862288351124;0.653866578753164;52.760509090909096;629.363161868263;542.6923847209961;567.906534465103;743.090755898815;1685.2714493541698;95.26448589231809;0.996996645146742;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
422;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;6;1s;237.181113905535;318.614507127093;0.7571311603882429;64.8955090909091;555.7956210326271;471.98544349282;511.666504840596;635.481680080267;2348.4496366184;220.029022509099;0.992309633274953;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
423;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;7;1s;182.002690991133;292.23830631332197;0.573710511386555;76.91656363636359;474.24099730445397;429.085537536023;434.652126452791;548.770306853956;3404.7150186002;407.301911542577;0.9878734530821741;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
424;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;8;1s;162.847731786184;309.110845393772;0.585694913316901;88.9304;471.958577179957;439.149974890144;441.431449807144;529.227247715253;4545.91257793069;619.178594955234;0.9840901049204079;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
425;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;9;1s;203.835385601797;312.68277150859404;0.7499791938965841;100.949472727273;516.51815711039;434.042513856639;436.306212151104;608.6666005511009;2701.09560399222;301.150202931807;0.989392048176753;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
426;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;10;1s;192.425652945564;296.805808317588;0.7316866465753609;112.967527272727;489.231461263152;445.054448316371;432.311198847838;564.867667120731;3014.96072201993;283.889934182319;0.992226998518723;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
427;3T3aSFL_nodrug;21-01-18;M2_P1_C4;21-01-18_M2_P1_C4;11;1s;267.787150945921;282.793295952104;0.740331164224609;124.981490909091;550.580446898024;461.707939316836;455.27195643707495;643.374220085987;1943.8405717286898;178.024182175276;0.992600791596407;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
428;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;1;1s;400.27251292119905;328.40736046912497;0.7358735131672621;4.35750909090909;728.6798733903239;631.650040905092;688.9561401185671;846.1255529452991;981.1484518658881;80.4536036808772;0.993540442762793;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
429;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;2;1s;297.024378802024;303.167402136503;0.6719913875657261;16.912527272727303;600.191780938527;550.4308832034;575.562724152281;697.445789587983;1582.29809970342;93.23206521359859;0.9966314435909459;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
430;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;3;1s;316.36807507646597;328.57872488821897;0.6303288455072249;29.039527272727298;644.9467999646849;548.0428387517201;543.683127011729;750.330100104306;1464.9227535933999;80.7867519786832;0.9971374932915129;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
431;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;4;1s;296.289429070528;326.287136558488;0.620620273658292;41.0544909090909;622.576565629016;555.380104200956;554.240755056235;720.2207238074091;1784.38990586187;119.853832037967;0.995744127326915;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
432;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;5;1s;365.58090424507003;271.976123210668;0.62573938880492;53.0694363636364;637.557027455738;579.352888496006;546.713555153942;735.09712958616;1210.5480630591198;166.09345201392;0.983058155115504;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
433;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;6;1s;373.936692204011;317.736183858488;0.6725052413371441;65.0934909090909;691.6728760624981;594.137849448516;605.093709135605;799.1587316087201;1112.08007354782;148.523518883794;0.983417616270991;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
434;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;7;1s;369.21892344095;348.604183326994;0.7143975681153589;77.1145272727273;717.8231067679441;612.108245614245;612.524149980728;859.5358343665409;1160.2617926058902;29.377945989594103;0.999352891271798;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
435;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;8;1s;339.12845913784;269.225631857489;0.5896713502340409;89.2425090909091;608.354090995329;542.168152584693;553.362772573031;705.606266543664;1334.97877350081;183.572114550692;0.9832229530576908;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
436;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;9;1s;327.823395810992;230.24955967862005;0.6884475054774971;101.375509090909;558.072955489612;471.036073246831;532.7096190055099;618.583441686917;1519.0147143602899;172.93088658302798;0.9884720925140749;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
437;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;10;1s;292.277176804263;262.642706119222;0.722872948598555;113.39447272727301;554.919882923486;480.204266184802;460.148308950314;640.051390069058;1662.3003786619;97.15344206276859;0.9968249698925841;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
438;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;11;1s;274.381567393655;363.79172001662903;0.7585373398277041;125.410490909091;638.1732874102851;574.1279068668811;503.25359641076795;786.5859920466879;1583.9776368346697;148.228532799476;0.991034993040596;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
439;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;12;1s;318.67985664702803;373.96250854248296;0.7231249694828179;137.433563636364;692.642365189511;635.838377173741;611.829256161434;853.824742588475;1221.3192739044198;72.54328545010091;0.9963832413476141;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
440;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;13;1s;341.204023838401;315.29060044371397;0.710045131814016;149.560490909091;656.494624282114;575.74192043131;622.2715127778221;800.1272802116259;1169.8194464006199;56.9649762229615;0.9975639083319159;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
441;3T3aSFL_nodrug;21-01-18;M2_P1_C5;21-01-18_M2_P1_C5;14;1s;315.396354328115;235.145528604932;0.7196428813949509;161.574436363636;550.5418829330471;471.258856396241;526.0103121619239;680.7707090044989;1192.0052052906199;90.5916434382889;0.9939817052987121;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
442;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;1;1s;80.90100236657129;101.175729060851;0.47976295980970296;4.34350909090909;182.07673142742297;169.512166396565;150.591107258792;216.361684612594;6429.4600531373;2845.36607941457;0.8777000809040161;Strain100-R20.9;0;Bad R2 on fit ;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
443;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;2;1s;189.090884881049;121.401070759815;0.7099180554696409;16.7044909090909;310.491955640863;257.102839546424;225.994661071622;409.166016646987;2237.1319652351503;241.914980012744;0.986429027361667;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
444;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;3;1s;108.811269446406;126.779167558855;0.595941839088989;28.725527272727298;235.59043700526001;222.892765432069;266.688621853461;314.187060362225;4128.81018006316;683.643028992552;0.9719470363750841;Strain100-R20.9;0;Has large jumps ;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
445;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;4;1s;136.820399228242;119.94643080088899;0.8736557227641021;40.7384909090909;256.76683002913103;218.067002453486;228.36039415142898;325.547704943696;3825.55427844745;383.518424763786;0.989450154961973;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
446;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;5;1s;108.549963437972;92.76732720017391;-8.79231571148224;52.7524727272727;201.317290638146;145.056787787812;166.685333411093;677.4610972278621;495.96586122534006;1929.56002922477;0.0354635902424447;Strain100-R20.9;0;Has too big CI on E & Has large jumps & Bad R2 on fit ;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
447;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;6;1s;101.20582868083599;94.8998642872381;0.20068714041641803;64.7664909090909;196.105692968074;164.457355389821;142.540513570108;279.976603629586;3524.09835916279;780.922473156877;0.9452993295438109;Strain100-R20.9;0;Has large jumps ;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
448;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;7;1s;81.34291051512791;118.58088478211901;-0.718235910383253;76.7794727272727;199.923795297247;202.349879910124;175.891731782756;245.109643855095;5784.87508249433;4184.275371426021;0.6612661518068249;Strain100-R20.9;0;Has large jumps & Bad R2 on fit ;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
449;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;8;1s;70.581472952428;187.058980971219;0.40169499162969396;88.8034727272727;257.640453923647;239.30802954660598;217.453665403155;299.14133914356;10096.7517072459;1382.4903742120498;0.985239137105274;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
450;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;9;1s;207.336220469328;160.305530852852;0.892417124110769;100.821490909091;367.64175132217997;312.489130092401;251.059677681096;533.819550767294;1421.0523150920499;923.3835078984779;0.658954235294244;Strain100-R20.9;0;Has large jumps & Bad R2 on fit ;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
451;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;10;1s;210.01366678544701;212.10748313537;0.658806319490558;112.95449090909099;422.121149920818;334.811266143836;332.908765298225;499.323899079231;2455.27601983855;114.248204390169;0.99785588133839;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
452;3T3aSFL_nodrug;21-01-18;M2_P1_C6;21-01-18_M2_P1_C6;11;1s;170.576877089655;187.618428313852;0.7060286449564042;125.099490909091;358.195305403508;308.224465014519;317.541742982333;455.69405125928597;2428.2489705140697;311.938983411503;0.9836321296265891;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
453;3T3aSFL_nodrug;21-01-18;M2_P1_C7;21-01-18_M2_P1_C7;1;1s;102.52176403470101;194.219365143966;0.524957919519903;4.34238181818182;296.74112917866796;264.805282694551;264.805282694551;325.93280089502997;8123.740089821959;909.098530184908;0.990418294689918;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
454;3T3aSFL_nodrug;21-01-18;M2_P1_C7;21-01-18_M2_P1_C7;2;1s;100.497330285223;206.26611722178902;0.561421724692454;16.6924909090909;306.76344750701196;272.149293013251;267.264933579339;331.96374768899;9704.946967588041;3502.1219340380894;0.9063322055937941;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
455;3T3aSFL_nodrug;21-01-18;M2_P1_C7;21-01-18_M2_P1_C7;3;1s;118.06122336578301;187.293968001748;0.28657965837614696;28.7075090909091;305.355191367531;267.50580360881304;270.664340924333;353.831733426877;5661.9270944707605;565.822373401521;0.9910248918704709;Strain100-R20.9;1;Succes!;21-01-18_M2;21-01-18;M2;compressions;none;20um fibronectin discs;100X;15.8;oil;0.875;1.23;3T3;aSFL;M450;4503;5;['3', '40'];1s;True;;;;
