idxCompression;T;B;F;dx;dy;dz;D2;D3
0;0.671;5.75575;120.624403309868;-4662.91139240507;-58.8607594936713;-612.457272431086;4663.28288252269;200.329794197175
0;1.271;5.7546;120.27427637622;-4665.69620253165;-28.2911392405065;-615.094970335762;4665.78197549754;203.151640715596
0;1.871;5.75345;121.620104741308;-4652.53164556962;-24.9367088607598;-618.211266087395;4652.59847316266;190.490995196746
0;2.47;5.75115;122.630722019697;-4637.84810126582;0.189873417720627;-640.429587958222;4637.84810515253;178.857014433403
0;3.071;5.75115;121.416984244296;-4635.88607594937;-31.2025316455729;-691.85253209035;4635.99108143688;184.331141846302
0;3.671;5.75115;120.548387229642;-4634.87341772152;-87.4050632911375;-721.123344713192;4635.69749265313;188.450748082178
0;4.27;5.75345;119.260200765092;-4643.79746835443;-138.164556962025;-726.401761991962;4645.85238378228;199.297724700187
0;4.871;5.75345;119.753262879805;-4639.93670886076;-125.569620253163;-726.083551482111;4641.63552982827;195.082344478121
0;5.471;5.75345;119.446294981679;-4638.48101265823;-135.379746835444;-740.096839167511;4640.45620393557;196.103862651887
0;6.072;5.75115;118.759690962725;-4636.32911392405;-202.531645569623;-753.44988256156;4640.75066342471;198.516079479995
0;6.672;5.75345;117.438498646228;-4641.07594936709;-250.000000000003;-768.616731041038;4647.80442443457;207.929594785917
0;7.271;5.7546;117.636534369408;-4636.58227848101;-282.721518987341;-767.435508716557;4645.19393377959;205.161418479799
0;7.872;5.7546;118.312709642481;-4638.03797468354;-257.911392405063;-748.579412735337;4645.20339069657;202.133970261644
0;8.471;5.75115;119.347020945767;-4639.11392405063;-283.291139240506;-695.787628650332;4647.75557338084;196.548094665645
0;9.07;5.7546;119.161001015164;-4648.16455696202;-312.911392405061;-657.176505480264;4658.68514584264;201.809055365593
0;9.67;5.75345;118.402495871041;-4663.86075949367;-292.088607594934;-629.405270231302;4672.99828147108;212.195004750766
0;10.271;5.7546;117.659984591572;-4665.94936708861;-323.924050632911;-636.112956996512;4677.17973642376;217.23833941379
0;10.871;5.75575;118.299308099687;-4653.48101265823;-346.708860759494;-652.622734155511;4666.37895688936;208.794668959634
0;11.47;5.75345;116.953664945047;-4663.29113924051;-284.810126582278;-690.953058972729;4671.98042135483;219.797601763874
0;12.07;5.75345;117.370312001602;-4660;-274.430379746834;-692.550111146074;4668.0736962186;216.167054658737
0;12.671;5.75115;116.452226861163;-4672.72151898734;-262.911392405063;-678.942602598796;4680.11204932785;226.102647637009
0;13.271;5.75115;117.753498187314;-4666.64556962025;-231.139240506328;-665.337570475246;4672.36623360778;216.500005683238
0;13.87;5.7546;118.579316492372;-4660.3164556962;-198.291139240505;-673.82910323101;4664.53307879086;209.951782428418
0;14.471;5.75115;116.540849388588;-4676.13924050633;-166.835443037974;-692.177176940316;4679.11447409195;227.033985706006
0;15.07;5.7546;116.338319668274;-4679.87341772152;-178.67088607595;-685.699009937463;4683.28287544407;230.214724017586
0;15.671;5.7546;116.556317730114;-4687.0253164557;-140.949367088608;-657.229812265772;4689.14416937455;231.978782139387
0;16.27;5.75;116.816293193427;-4690.12658227848;-113.544303797469;-633.942134098772;4691.50079044223;231.137967582459
0;16.871;5.75575;116.961367193709;-4691.89873417722;-64.0506329113924;-633.810470484338;4692.33590180308;231.94793296037
0;17.47;5.75345;116.43425682689;-4697.6582278481;-40.569620253164;-629.855779546981;4697.83340698204;236.868882446559
0;18.07;5.75345;115.862558561729;-4705.12658227848;-58.227848101265;-619.622296282439;4705.4868650925;243.107713443555
0;18.67;5.75115;116.685340273808;-4696.96202531645;-23.0379746835446;-620.695099301381;4697.01852407912;234.852406084336
0;19.27;5.75345;115.564976144207;-4705.88607594937;10.7594936708853;-631.431739620405;4705.89837613587;245.07177371175
0;19.38;5.75345;116.008018711751;-4698.79746835443;-34.1772151898729;-642.836276388072;4698.92176255917;239.689554344944
0;19.981;5.75345;114.790987652029;-4709.81012658228;-61.9620253164565;-643.779507519546;4710.21769359318;251.00912655207
0;20.58;5.7546;114.99153838892;-4707.72151898734;-96.9620253164564;-641.370945858019;4708.71994651306;249.199514422849
0;21.179;5.75345;113.905148519875;-4715.6329113924;-79.0506329113939;-653.821342751356;4716.29544850308;258.399490255789
0;21.78;5.75345;112.802316764724;-4717.0253164557;-95.8227848101254;-690.383228866872;4717.99849959416;265.242741815204
0;22.38;5.75115;111.373062092858;-4709.87341772152;-120.632911392404;-765.113318307016;4711.41803603446;270.139250024198
0;23.471;5.75345;109.17331621962;-4725.75949367089;-80.4430379746845;-795.945588529982;4726.44410464983;289.995227859033
0;23.581;5.75575;110.04854062341;-4727.21518987342;-63.9873417721516;-762.773189205048;4727.64823472274;285.786983093639
0;24.181;5.75345;111.921997357499;-4715.18987341772;-29.9367088607585;-736.986160608611;4715.28490644186;269.531859489998
0;24.781;5.75115;112.577281110086;-4713.10126582278;-13.6708860759499;-718.351687436611;4713.12109276076;264.550690015729
0;25.381;5.75345;113.822562165739;-4710.88607594937;6.83544303797494;-681.30234412951;4710.89103502248;256.90201873647
0;25.98;5.75115;114.308565300232;-4714.81012658228;-17.9746835443033;-642.592315143298;4714.84438968789;255.432777969292
0;26.58;5.75115;113.628340988128;-4723.48101265823;-27.8481012658226;-633.535659584012;4723.56310359954;262.859400533281
0;27.181;5.75345;113.309324541963;-4727.02531645569;-12.7848101265822;-634.896170339463;4727.0426054546;266.488960139727
0;27.781;5.75345;113.42523605492;-4727.08860759494;0.379746835443052;-629.77428347317;4727.08862284826;265.855470276451
0;28.381;5.75115;113.433583821512;-4729.05063291139;-30.3164556962034;-617.300623390223;4729.14780654249;266.266089846904
0;28.981;5.75345;113.40584291137;-4732.9746835443;-7.2784810126588;-604.249641812881;4732.98028005158;268.396018042115
0;29.581;5.75345;113.405437574347;-4724.43037974683;13.4177215189867;-641.995947824191;4724.4494333547;264.869675793188
0;30.181;5.75115;111.585327690393;-4731.39240506329;-26.0759493670872;-685.367709782195;4731.46426022917;277.845421412208
0;30.78;5.7546;109.529000977254;-4742.6582278481;-47.0886075949367;-725.741418990995;4742.8919872943;295.095977612325
0;31.381;5.75575;109.109535876898;-4740.25316455696;-57.8481012658238;-751.252539282151;4740.6061286414;296.763207147852
0;31.981;5.75805;109.473676929807;-4736.83544303798;-107.278481012658;-746.743771530508;4738.0500933305;293.534681124361
0;32.58;5.75345;111.128934372898;-4729.81012658228;-119.430379746835;-702.540729864882;4731.31772861713;280.192545387008
0;33.181;5.75575;111.605611484594;-4727.0253164557;-75.2531645569616;-703.113289715778;4727.62428511286;276.623382586107
0;34.27;5.75345;110.399865737886;-4731.07594936709;-91.8987341772151;-730.19964111115;4731.968408181;284.976245962579
0;34.869;5.7546;109.585959259046;-4731.7088607595;-71.1392405063288;-762.04011768469;4732.2436047323;290.20713880494
0;35.469;5.7546;112.493535473593;-4719.55696202531;-76.0759493670885;-696.189146013246;4720.17006768546;268.235143534676
0;36.069;5.75115;114.095868367594;-4725.6329113924;-102.658227848102;-595.410304892718;4726.74783809967;261.101022874346
0;36.67;5.75345;115.985802545434;-4721.58227848101;-141.392405063292;-519.734580040482;4723.6988710835;249.205283693602
0;37.269;5.75345;115.953522917676;-4729.0506329114;-147.974683544305;-478.049408991766;4731.36517250674;252.454513823793
0;37.869;5.75345;115.179493907629;-4737.72151898735;-176.518987341773;-460.633171192523;4741.00876864491;260.33360817514
0;38.47;5.7546;115.758079003462;-4732.59493670886;-96.0759493670886;-483.241881758781;4733.57005050196;255.172773165653
0;39.069;5.75115;114.347684364986;-4734.87341772152;-66.645569620253;-543.996815931173;4735.34242835678;263.487223264016
0;39.67;5.75345;113.67719415021;-4726.83544303798;-59.1139240506328;-617.145511451285;4727.20506870357;264.319618389473
0;40.271;5.75345;111.301804489608;-4734.30379746835;-50.7594936708856;-686.24205155878;4734.57590211848;281.050284669739
0;40.871;5.7546;109.602009714419;-4731.01265822785;-50.7594936708856;-765.565696832955;4731.28495215727;289.822564489236
0;41.471;5.75345;109.0554795185;-4727.9746835443;-29.5569620253173;-796.080072104982;4728.06707040414;291.617993484225
0;42.07;5.75345;109.55932891924;-4716.26582278481;6.20253164556866;-818.410222747385;4716.26990136982;283.752247115399
0;42.18;5.7546;110.203999680328;-4702.72151898734;92.4683544303805;-836.79824724579;4703.6305213864;274.485885726016
0;42.781;5.75575;110.345568273737;-4697.40506329114;128.164556962026;-845.506129441861;4699.15316650719;271.612141024469
