;idxCompression;T;B;F;dx;dy;dz;D2;D3
0;0;0.709;6.0048;92.6902505060522;-5022.40506329114;-60.6329113924032;653.54729286303;5022.77104492295;562.111354523709
1;0;1.308;6.0036;92.8451487796524;-5019.62025316456;-65.1265822784808;655.129488094454;5020.04272468861;559.610354734994
2;0;1.908;6.0048;91.8693146763471;-5031.39240506329;-91.5822784810128;657.577734403744;5032.22583430636;572.007913712442
3;0;2.508;6.0036;92.1791443064728;-5026.51898734177;-99.6202531645577;658.589186418946;5027.50607408364;567.459253501194
4;0;3.109;6.0036;92.1711664430745;-5025.0;-120.000000000001;662.361204907064;5026.43263159868;566.886326710484
5;0;3.709;6.0036;92.0466265769594;-5025.18987341772;-122.531645569619;668.196293658415;5026.68352575195;567.900665061864
6;0;4.309;6.0048;92.2190918185978;-5020.69620253164;-138.101265822786;676.287414268708;5022.59517756882;564.921367230925
7;0;4.909;6.0036;92.2171659932981;-5016.83544303797;-139.430379746834;691.136460589812;5018.77262817498;563.137414290595
8;0;5.509;6.0036;91.8680903955479;-5020.06329113924;-129.810126582278;698.628059780674;5021.74134300115;567.105253534678
9;0;6.109;6.006;92.3146138134464;-5015.06329113924;-105.822784810128;701.867681903386;5016.17964948598;562.044572243935
10;0;6.708;6.0012;92.2237750062154;-5020.06329113924;-102.088607594937;680.893648318299;5021.10122690674;564.057695661715
11;0;7.309;6.0012;91.7315115731732;-5027.3417721519;-89.6835443037994;679.096375876044;5028.14164797913;570.793484156628
12;0;7.909;6.0036;91.0122004628316;-5034.62025316456;-55.6329113924027;694.936042907661;5034.9276175934;579.659954997668
13;0;8.509;6.0;90.7541788889959;-5037.9746835443;-61.2025316455686;690.639385735044;5038.34642138799;582.461377598067
14;0;9.109;6.006;90.3918475720316;-5046.20253164557;-53.2278481012663;683.926640391847;5046.48325016537;589.617091794483
15;0;9.707;6.0048;90.2042485153869;-5049.49367088608;-69.4303797468342;677.72396756649;5049.97098109983;592.24451681805
16;0;10.307;6.0036;90.4723930106766;-5047.84810126582;-62.7848101265799;668.477588530561;5048.23854288163;589.305437834935
17;0;10.907;6.0;90.131842321467;-5051.07594936709;-33.9240506329115;672.074817719103;5051.18986848505;592.704430998539
18;0;11.507;6.0048;89.8181322826624;-5055.44303797468;-47.7215189873412;676.360139556643;5055.66826973261;597.710214466437
19;0;12.107;6.0036;89.3280912702667;-5060.82278481013;-50.2531645569609;680.191426411667;5061.07228162188;603.575468586089
20;0;12.707;6.0048;89.5087842080379;-5055.56962025317;3.22784810126684;695.345931497516;5055.57065070108;600.165739879535
21;0;13.307;6.0012;89.0400621330336;-5059.74683544304;-5.94936708860722;700.407803773346;5059.75033314338;604.998093708648
22;0;13.907;6.0036;90.1558373910152;-5048.03797468355;7.46835443037943;688.811116248875;5048.04349923463;591.821284798229
23;0;14.508;6.0036;89.9208528219983;-5049.49367088608;43.9240506329107;694.677560331102;5049.68470842909;594.243624486682
24;0;15.108;6.0048;89.7570336297106;-5049.74683544304;67.0886075949368;702.419646323598;5050.19246992983;595.807443204476
25;0;15.708;6.0036;89.2548688945115;-5057.08860759494;57.9746835443036;699.6662490751;5057.42090882285;602.589007067978
26;0;16.308;6.006;89.3687842158054;-5055.0;74.5569620253163;703.105036677787;5055.54979607426;601.208110293713
27;0;16.908;6.0048;88.6021498824263;-5062.46835443038;95.4430379746842;711.721673371868;5063.36797133162;610.144135798846
28;0;17.508;6.0036;88.9433651252164;-5053.41772151899;116.455696202532;725.027343044618;5054.75940053928;603.49167682691
29;0;18.108;6.0036;88.2387428968964;-5057.08860759494;88.1012658227845;752.80341124669;5057.85597047861;610.572136392595
30;0;18.708;6.0036;91.3066200103513;-5050.6329113924;85.1898734177217;601.911467402074;5051.35131624925;584.086350236563
31;0;19.308;6.0012;92.4813833409744;-5042.72151898734;124.683544303797;553.611763278644;5044.26271166344;571.55143719311
32;0;19.908;6.0;93.4140064124988;-5039.05063291139;152.848101265824;497.858849444382;5041.36824910711;562.891555992424
33;0;20.508;6.006;94.7313826642211;-5033.60759493671;186.265822784811;424.378023242814;5037.05274704784;551.898325698915
34;0;21.108;6.0012;95.0016701664008;-5030.25316455696;159.746835443038;426.078465669398;5032.78908270249;547.792889228046
35;0;21.708;6.0036;95.9077788771095;-5019.24050632911;161.962025316456;428.182153019145;5021.85294070023;537.074098084636
36;0;22.308;6.0036;96.6157854585754;-5008.22784810127;180.379746835444;436.685058329508;5011.47513528357;527.464876304544
37;0;22.908;6.0036;96.3352169860279;-5008.92405063291;191.708860759493;450.008965344711;5012.59138892275;529.750788703246
38;0;23.508;6.0036;95.0528055894478;-5018.67088607595;197.848101265821;485.770375326082;5022.56919652889;543.005766095127
39;0;24.108;6.0036;95.7063116702872;-5001.39240506329;193.987341772152;539.372459283462;5005.15305242433;531.131477030181
40;0;24.708;6.0048;95.8923197074253;-4989.36708860759;180.316455696204;595.336611783878;4992.62435689643;524.993998644566
41;0;25.308;6.0048;95.4074810923864;-4985.06329113924;194.240506329113;639.599384082092;4988.84609814364;526.679190871043
42;0;25.908;6.0036;94.68622883768;-4985.56962025316;189.050632911392;677.236276149595;4989.15269160962;531.907502023095
43;0;26.508;6.0036;95.234899875448;-4975.82278481013;211.582278481014;682.619795674783;4980.31921129588;523.882655468487
44;0;27.108;6.0012;96.4441647045008;-4962.3417721519;195.632911392404;677.994365126942;4966.19654259308;509.263406766188
45;0;27.708;6.0036;96.6934147623838;-4962.53164556962;181.898734177215;670.698106597876;4965.86422315141;507.952347904456
