idxCompression;T;Tabs;B;F;dx;dy;dz;D2;D3
0;0.6809999999968568;70545.819;5.754599999999999;84.69619127966347;5.41610714053953;-0.8160101128126952;-0.1715;5.477233705258145;5.479918002307687
0;1.2809999999881256;70546.419;5.75345;84.04130613613454;5.425045196716474;-0.8251083852993707;-0.18025;5.4874328455032435;5.4903924537693864
0;1.8799999999901047;70547.018;5.75345;84.1054645866557;5.4284970986761145;-0.8154346879448771;-0.14175000000000001;5.489400193157605;5.491230057385937
0;2.481999999989057;70547.62;5.75345;83.78491380854855;5.429487311174473;-0.8329005757283592;-0.14875000000000002;5.493000621814387;5.495014321523943
0;3.080999999991036;70548.219;5.75115;83.46428162360812;5.435803977640049;-0.8348833327397588;-0.112;5.499544986870643;5.500685326631039
0;3.6820000000006985;70548.82;5.75345;83.55363020518853;5.4380421001724635;-0.8222464333714077;-0.12075000000000001;5.4998537326405454;5.5011791138755095
1;3.7919999999867287;70548.93;3.4534499999999997;41.161801671473846;5.44862360720462;-0.8228882504091748;-0.12075000000000001;5.510412351689206;5.5117351939429176
1;3.811999999990803;70548.95;3.4534499999999997;41.3039595198267;5.4426439838941505;-0.8322647850631952;-0.0455;5.505909389726231;5.5060973890656415
1;3.8260000000009313;70548.964;3.4511499999999997;41.16027914014213;5.44481780950094;-0.8364863840655494;0.07875;5.5086977090221305;5.5092605685233
1;3.8410000000003492;70548.979;3.4614999999999996;41.33494199793602;5.4433298689521745;-0.8325791615797062;0.1505;5.5066349182167205;5.508691166921928
1;3.856999999989057;70548.995;3.4971499999999995;41.8597496959868;5.445417900323552;-0.832771926371517;0.17500000000000002;5.508728091902584;5.511507070712754
1;3.870999999999185;70549.009;3.55005;42.787171725724974;5.445604272953533;-0.8306884749189031;0.17325000000000002;5.508597756232785;5.511321511441051
1;3.886999999987893;70549.025;3.6236499999999996;44.116360683087365;5.443468755416054;-0.8313895935004512;0.17500000000000002;5.5065924805973845;5.509372536629889
1;3.900999999998021;70549.039;3.7179499999999996;45.69091091355169;5.446329230226032;-0.8296357412129377;0.1785;5.509155792597667;5.512046788363868
1;3.9169999999867287;70549.055;3.83525;47.79202014406674;5.445058565531006;-0.8293743453685021;0.1785;5.507860254837445;5.510751930255799
1;3.930999999996857;70549.069;3.9732499999999997;50.10837649896237;5.446689973170363;-0.8322578158626398;0.20475000000000002;5.509907870001006;5.513710846462573
1;3.9470000000001164;70549.085;4.13195;52.9859205782934;5.445023443153913;-0.8322153399042933;0.2065;5.5082540490129634;5.512123449131715
1;3.9609999999956926;70549.099;4.3125;56.15139956029074;5.445829521714137;-0.8386734239370475;0.20125;5.510030153419445;5.51370418630629
1;3.9769999999989523;70549.115;4.5126;59.86013686992682;5.443429647408473;-0.8382404923741539;0.203;5.507592345965811;5.511332184630245
1;3.9909999999945285;70549.129;4.73915;64.01081247350399;5.443376069711844;-0.8383145871053335;0.19775;5.507550670058801;5.511099658486057
1;4.006999999997788;70549.145;4.98295;68.6403266406126;5.441851460031795;-0.8347587714736466;0.18375;5.505503566396299;5.508569104776881
1;4.020999999993364;70549.159;5.2486;73.32778505583367;5.443903662563832;-0.8332579209579607;0.23625000000000002;5.5073047718566555;5.5123697184255604
1;4.035999999992782;70549.174;5.5338;78.65652049529427;5.4433732849178655;-0.8350022660493717;0.231;5.5070447159311415;5.511887381221165
1;4.051999999996042;70549.19;5.84545;84.5628328458303;5.444193185821193;-0.8327307765333426;0.20825;5.507511233826739;5.511447001761673
1;4.065999999991618;70549.204;6.1686;90.66186216555403;5.4433022576443415;-0.8303490015317231;0.224;5.506270873506017;5.510825249671841
1;4.080999999991036;70549.219;6.522799999999999;97.40777899521083;5.44388539853824;-0.8279645427050878;0.21;5.506488310747122;5.510491222785379
1;4.096999999994296;70549.235;6.8942499999999995;104.53671750049165;5.441864362970696;-0.828623992475714;0.2135;5.504589491131637;5.50872832111703
1;4.110999999989872;70549.249;7.28525;111.95053368325014;5.442605515101935;-0.8251384966134704;0.21525;5.5047986640395425;5.509005436021237
1;4.1269999999931315;70549.265;7.69925;119.68459524836429;5.442768921091238;-0.8255670758243662;0.231;5.505024479971172;5.509868920862081
1;4.140999999988708;70549.279;8.1305;128.15467834494805;5.441298530867153;-0.8208674411177984;0.2135;5.502867712193735;5.507007836194199
1;4.156999999991967;70549.295;8.588199999999999;137.0133502606151;5.439799689299137;-0.8190398176626332;0.2065;5.501113240301078;5.5049876596243
1;4.170999999987544;70549.309;9.065449999999998;146.1621080560843;5.438408724881692;-0.8188504804329413;0.203;5.499709589439662;5.503454784785151
1;4.186999999990803;70549.325;9.5657;155.44219340671185;5.436726366131433;-0.8189135676030739;0.24150000000000002;5.49805538453307;5.503356726707173
1;4.201000000000931;70549.339;10.0832;164.3792161221761;5.436952556738791;-0.8174792729375243;0.3185;5.498065611277382;5.5072831519644
1;4.216999999989639;70549.355;10.6283;173.9853954827463;5.434399511418165;-0.817529808967476;0.37625;5.495548474743207;5.508413301555393
1;4.230999999999767;70549.369;11.191799999999999;184.32250284167503;5.433266614566999;-0.8205332890832754;0.3745;5.494875884263643;5.5076230111965865
1;4.245999999999185;70549.384;11.772549999999999;195.11710924981065;5.432992937722123;-0.8123980478779247;0.3745;5.493396294600847;5.5061468468916015
1;4.261999999987893;70549.4;12.378599999999999;205.75824406527173;5.4343515348884965;-0.8128457533950734;0.37625;5.494806167969655;5.5076727286629295
1;4.275999999998021;70549.414;13.008799999999999;218.51728528101626;5.434946363290324;-0.8039326157149876;0.28350000000000003;5.4940831466636055;5.501392721161894
1;4.291999999986729;70549.43;13.6528;230.27157404111995;5.435581235918125;-0.8038147461404249;0.24325000000000002;5.494693942193505;5.50007564319601
1;4.305999999996857;70549.444;14.320949999999998;242.9061342270071;5.4323064923390945;-0.8036560976328919;0.19775;5.491431229649699;5.494990628970354
