idxCompression;T;Tabs;B;F;dx;dy;dz;D2;D3
0;0.735;20088.742;6.15123;132.886409446843;4.71886075949367;0.141075949367087;0.0928273493967908;4.72096910506508;4.72188163847581
0;1.336;20089.343;6.15;132.882245589333;4.71905063291139;0.127848101265823;0.0983651486058739;4.72078213996142;4.7218068274167
0;1.935;20089.942;6.15123;132.323644458904;4.72417721518987;0.11753164556962;0.103500186908284;4.72563900951283;4.72677229586104
0;2.535;20090.542;6.15123;132.413584286619;4.72398734177215;0.108544303797467;0.098404968173913;4.72523420277877;4.72625875390585
0;3.136;20091.143;6.15369;132.159625291002;4.72816455696202;0.0882278481012655;0.0722655512869989;4.72898765391627;4.72953978107757
0;3.735;20091.742;3.69492;63.8927507154297;4.73253164556962;0.111455696202531;0.0467888231106937;4.73384390834065;4.73407513063555
1;3.811;20091.818;3.69492;63.8904837879495;4.7323417721519;0.123227848101266;0.0266947362611555;4.7339458965013;4.73402116175514
1;3.825;20091.832;3.69615;63.9531399639467;4.73196202531646;0.122341772151898;0.0124525881937467;4.73354329421949;4.73355967377649
1;3.841;20091.848;3.70599;63.9840510771531;4.73556962025316;0.123924050632912;0.0161784144160327;4.73719081298083;4.73721843909303
1;3.855;20091.862;3.74043;64.8452271319153;4.73563291139241;0.127088607594938;0.0361356970499617;4.73733792183367;4.73747573864444
1;3.871;20091.878;3.79701;66.3153870169946;4.73544303797468;0.121012658227848;0.0530926481942005;4.73698900456337;4.73728652908461
1;3.885;20091.892;3.8745;68.2977425583979;4.73537974683544;0.124936708860758;0.0670520351374317;4.73702760472854;4.73750213755902
1;3.901;20091.908;3.97782;70.8531571813796;4.7376582278481;0.120759493670887;0.0672604687841186;4.73919701417956;4.73967428309895
1;3.915;20091.922;4.10082;74.212812052272;4.73575949367089;0.121708860759492;0.0651871675100572;4.73732319233988;4.73777166983481
1;3.931;20091.938;4.25211;78.3091117112159;4.7346835443038;0.119430379746834;0.0665949079988387;4.73618959505504;4.73665776281958
1;3.945;20091.952;4.41816;82.6793435457034;4.73582278481013;0.117405063291137;0.0668429549678548;4.73727784682439;4.73774940015214
1;3.961;20091.968;4.61373;88.0783274427891;4.73436708860759;0.115949367088607;0.0747743913578743;4.73578673352369;4.73637701149538
1;3.975;20091.982;4.82898;93.9642637391108;4.73455696202532;0.112848101265824;0.0745037550908616;4.7359016375577;4.73648763643951
1;3.991;20091.998;5.0676;100.695596944763;4.73291139240506;0.113291139240506;0.0810960673876473;4.73426711652269;4.73496163688089
1;4.005;20092.012;5.32959;107.8978018844;4.73398734177215;0.118354430379748;0.0786086126461407;4.73546660037313;4.7361190058139
1;4.021;20092.028;5.61618;116.151439458511;4.73246835443038;0.114493670886077;0.0797504460802082;4.73385313738797;4.73452486106135
1;4.035;20092.042;5.91876;125.018131127308;4.73025316455696;0.115886075949366;0.0782893634766516;4.73167249325227;4.73232012947494
1;4.051;20092.058;6.2484;134.498490563976;4.73006329113924;0.117974683544302;0.0802361734012101;4.73153429282092;4.73221455638504
1;4.065;20092.072;6.60141;145.107467297535;4.72721518987342;0.118417721518988;0.0755971341285627;4.72869815151483;4.72930239409875
1;4.081;20092.088;6.97656;155.853771580928;4.72867088607595;0.117468354430379;0.0750524368106198;4.73012971948073;4.73072510630095
1;4.095;20092.102;7.37016;167.833953539976;4.72582278481013;0.114873417721519;0.0740014711010481;4.72721872727818;4.72779791374956
1;4.111;20092.118;7.79082;180.415676428081;4.72462025316456;0.11278481012658;0.0783026340653235;4.7259662451194;4.72661488303305
1;4.125;20092.132;8.23239;193.224464741551;4.72601265822785;0.10886075949367;0.0822171528120029;4.72726626187772;4.72798117285844
1;4.141;20092.148;8.69733;207.158775991711;4.72607594936709;0.108481012658229;0.0234798215386718;4.72732080668251;4.72737911652037
1;4.155;20092.162;9.18564;221.532950624235;4.72632911392405;0.110949367088608;-0.0152382031167887;4.72763118857462;4.7276557465638
1;4.171;20092.178;9.69855;236.146180176837;4.72778481012658;0.108354430379748;-0.0787959149066889;4.72902631557983;4.72968272610886
1;4.185;20092.192;10.23114;251.580337892637;4.72905063291139;0.106329113924051;-0.0675615212185084;4.73024584658213;4.73072830843802
1;4.201;20092.208;10.78956;268.576766389802;4.72639240506329;0.108164556962024;-0.0577402996921619;4.7276299282011;4.72798251691261
1;4.215;20092.222;11.36889;285.495086936948;4.72658227848101;0.104936708860759;-0.0468034866288448;4.7277470055109;4.72797867111072
1;4.231;20092.238;11.9679;303.238153621855;4.72512658227848;0.106645569620254;-0.0430162744309129;4.72632991824252;4.72652566860059
1;4.245;20092.252;12.58905;321.151584466201;4.72512658227848;0.10626582278481;-0.0354639026796411;4.72632136482983;4.72645441446759
1;4.261;20092.268;13.23972;340.117621663342;4.72411392405063;0.100506329113925;-0.0292001394725153;4.72518294773875;4.72527317070095
1;4.275;20092.282;13.90761;359.639052226769;4.72221518987342;0.10145569620253;-0.0213169309165887;4.72330494016247;4.72335304305182
1;4.291;20092.298;14.60256;379.456884758408;4.72126582278481;0.10253164556962;0.0104230604485366;4.7223790305035;4.72239053318637
1;4.305;20092.312;15.31719;399.037304081362;4.72189873417722;0.0990506329113927;0.033104882714424;4.72293750580129;4.7230535267943
1;4.321;20092.328;16.05273;419.233070358299;4.72139240506329;0.0918987341772155;0.0660848415367823;4.72228669395799;4.72274907508473
