;cell type;cell subtype;bead type;drug;substrate;compNum;EChadwick;H0Chadwick;surroundingThickness;ctFieldThickness
26;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;7234.969179673639;297.95370864868846;208.24222757928965;226.45467480714524
27;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;5928.731105885322;337.8157130913478;244.90845283482489;226.45467480714524
28;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;5789.969178836625;326.61088775825715;228.77026731541537;226.45467480714524
29;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;8282.973814219293;254.98366256993876;184.44480831507508;226.45467480714524
30;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;5407.557819695723;353.0280469199652;252.8423832239746;226.45467480714524
31;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;6029.270698651261;382.1926178896161;277.36892814512976;226.45467480714524
32;3T3;aSFL;M450;doxycyclin;BSA coated glass;8;8049.280938925631;292.8434560010584;226.32007587342468;226.45467480714524
33;3T3;aSFL;M450;doxycyclin;BSA coated glass;9;6822.078302923956;317.4231066983272;231.52328457781505;226.45467480714524
34;3T3;aSFL;M450;doxycyclin;BSA coated glass;10;5494.201004611127;330.2825614407822;242.8063177528943;226.45467480714524
35;3T3;aSFL;M450;doxycyclin;BSA coated glass;1;16743.60752200212;80.65639705670188;47.745702224145134;39.71453936253511
36;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;25630.79417263495;95.36757415333064;61.40199780583498;39.71453936253511
37;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;17899.417435740328;87.90764758219208;55.756836534975264;39.71453936253511
38;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;27020.892045617973;80.54961022898496;60.161487562739694;39.71453936253511
39;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;17924.745934167193;87.20746903007742;54.823325252230006;39.71453936253511
40;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;18444.40700247577;44.76783156893596;24.103730200779864;39.71453936253511
41;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;36316.77993661762;89.61629832194109;73.67937333422014;89.25838197649045
42;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;21058.48506114856;160.97205547723047;130.18358628237957;89.25838197649045
43;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;22367.633224993733;78.08533253515331;50.39886073747493;89.25838197649045
44;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;5758.395390010918;149.46761129404203;108.67761878058992;89.25838197649045
45;3T3;aSFL;M450;doxycyclin;BSA coated glass;8;22651.73308292816;187.30756843800245;127.27892832809994;89.25838197649045
46;3T3;aSFL;M450;doxycyclin;BSA coated glass;10;9930.912778716163;157.47886518266682;106.41593042793966;89.25838197649045
47;3T3;aSFL;M450;doxycyclin;BSA coated glass;1;4266.10954941632;189.25751944772492;83.06289427595448;21.984711235399573
48;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;4367.98712403873;240.64533505038924;127.70097540915458;21.984711235399573
49;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;9100.383597430551;144.68859094447652;89.91868199880491;21.984711235399573
50;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;8410.687862387871;146.03147090046429;83.34683118937028;21.984711235399573
51;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;5369.683276071532;115.23031183167444;51.77948831675985;21.984711235399573
52;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;8220.875023181803;95.4806241046436;51.7337727397703;21.984711235399573
53;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;7160.319468679645;67.33096973500957;21.984711235399573;21.984711235399573
54;3T3;aSFL;M450;doxycyclin;BSA coated glass;1;49334.34878832859;212.41839952263075;188.8788216511698;171.74661328206503
55;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;97154.59764720788;192.7485417520429;176.10854380107003;171.74661328206503
56;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;63872.183051794695;190.1907679820481;170.04295129157026;171.74661328206503
57;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;64274.59101151145;197.5495772923984;171.9575849821099;171.74661328206503
58;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;59270.14382189109;193.1935255651956;173.54968123041954;171.74661328206503
59;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;57932.54472955736;201.72112797231424;175.32770213912545;171.74661328206503
60;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;86866.99914824648;189.0524686094736;170.37398129804023;171.74661328206503
61;3T3;aSFL;M450;doxycyclin;BSA coated glass;9;54089.06816721827;208.63974269053588;181.6536329843202;171.74661328206503
62;3T3;aSFL;M450;doxycyclin;BSA coated glass;10;91367.081160385;196.02551565759768;176.95857814398505;171.74661328206503
63;3T3;aSFL;M450;doxycyclin;BSA coated glass;11;73745.54023567078;189.00777789595145;170.08269985175002;171.74661328206503
64;3T3;aSFL;M450;doxycyclin;BSA coated glass;12;93357.38326441588;188.59191837320185;170.23111853884484;171.74661328206503
65;3T3;aSFL;M450;doxycyclin;BSA coated glass;13;39429.19285302243;193.1485629591735;164.88090706751473;171.74661328206503
66;3T3;aSFL;M450;doxycyclin;BSA coated glass;14;84529.93869382453;179.65328674018136;158.20925408103994;171.74661328206503
67;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;35721.9697532498;187.68358592453583;166.57217628108947;151.79058748968555
68;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;70905.04603131082;170.4809973525536;155.63806909995992;151.79058748968555
69;3T3;aSFL;M450;doxycyclin;BSA coated glass;8;12408.773531731187;164.06653508045795;111.06839232756056;151.79058748968555
70;3T3;aSFL;M450;doxycyclin;BSA coated glass;9;5406.591624090592;203.0640580420195;104.21742253598497;151.79058748968555
71;3T3;aSFL;M450;doxycyclin;BSA coated glass;10;62486.27394809676;137.90659060500064;118.45684824381988;151.79058748968555
72;3T3;aSFL;M450;doxycyclin;BSA coated glass;1;29289.43993570205;139.7646767799881;116.21678471674976;97.52946820306488
73;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;36904.17698344794;206.96286113627636;123.73907759021496;97.52946820306488
74;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;8379.003440255441;165.91362364219705;104.25054624879432;97.52946820306488
75;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;13549.065293830685;157.84080270856762;112.1480572769151;97.52946820306488
76;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;22743.61534226181;174.69271827805045;128.78493683170518;97.52946820306488
77;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;14991.094980848577;148.2532635243741;101.6925512859152;97.52946820306488
78;3T3;aSFL;M450;doxycyclin;BSA coated glass;11;6920.214930059594;147.99892012612628;66.26932114019519;97.52946820306488
79;3T3;aSFL;M450;doxycyclin;BSA coated glass;12;13549.675664761273;79.46373575378315;48.05139489337444;97.52946820306488
80;3T3;aSFL;M450;doxycyclin;BSA coated glass;1;5104.33211409552;266.38680704133054;179.87036272158502;178.23148395211456
81;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;4895.956329065684;328.7068812443375;196.37943641135507;178.23148395211456
82;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;8917.716540078729;217.64400227146515;161.20843098559453;178.23148395211456
83;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;42665.30631458884;158.44109209657535;135.8496695581448;178.23148395211456
84;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;17508.324124556508;213.7629270825002;158.03484970177988;178.23148395211456
85;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;42864.16648739294;215.76693118459863;203.3649605382302;178.23148395211456
86;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;1328.1676357970618;737.4442019352867;166.01028408531556;178.23148395211456
87;3T3;aSFL;M450;doxycyclin;BSA coated glass;8;7964.319348229861;283.98328696241634;210.9519310107653;178.23148395211456
88;3T3;aSFL;M450;doxycyclin;BSA coated glass;9;28139.61131583195;220.3791280409438;182.7855472835099;178.23148395211456
89;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;42682.9077920094;1781.810951628192;1737.4208153915552;1525.23083624619
90;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;26832.17355225193;657.4529678903971;577.993705436485;248.23026557146025
91;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;45138.70342833257;518.0188863735464;454.7646768567997;248.23026557146025
92;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;6949.648827301156;529.6450156218802;373.30573182089984;248.23026557146025
93;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;13691.804590592334;250.78720156686703;187.19725970062015;248.23026557146025
94;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;12511.51433691979;231.5614926994633;152.2684543881801;248.23026557146025
95;3T3;aSFL;M450;doxycyclin;BSA coated glass;1;7692.693317978131;327.64502279702265;233.75783189627464;240.17264880196532
96;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;5372.918654322341;313.6702701025536;207.8999438115502;240.17264880196532
97;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;4764.589018021307;298.8268609433014;196.0274075402399;240.17264880196532
98;3T3;aSFL;M450;doxycyclin;BSA coated glass;4;4640.020973013314;368.5479984951467;249.5999452106248;240.17264880196532
99;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;4999.280462471105;347.9764856493267;231.5887891162752;240.17264880196532
100;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;7711.946144829986;348.4138380125809;265.10304001309987;240.17264880196532
101;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;4473.797617253812;429.1399193405232;276.1891809056797;240.17264880196532
102;3T3;aSFL;M450;doxycyclin;BSA coated glass;8;5088.876539025414;287.0470943825031;184.26062397451005;240.17264880196532
103;3T3;aSFL;M450;doxycyclin;BSA coated glass;9;7251.258878275772;332.5607426141051;249.1549576632501;240.17264880196532
104;3T3;aSFL;M450;doxycyclin;BSA coated glass;10;7931.976254291574;436.2466576539858;314.48550308504537;240.17264880196532
105;3T3;aSFL;M450;doxycyclin;BSA coated glass;11;1106.0954537285354;742.2928304012847;277.2137335764601;240.17264880196532
106;3T3;aSFL;M450;doxycyclin;BSA coated glass;12;7915.478358469074;328.96553093612226;228.4483619341204;240.17264880196532
107;3T3;aSFL;M450;doxycyclin;BSA coated glass;1;11768.024529378046;258.9101274743982;192.22606319266515;183.71529118815533
108;3T3;aSFL;M450;doxycyclin;BSA coated glass;2;7424.074967947693;278.1530365399474;191.1400647561645;183.71529118815533
109;3T3;aSFL;M450;doxycyclin;BSA coated glass;3;30458.17536425708;173.5529421671288;137.60083114008512;183.71529118815533
110;3T3;aSFL;M450;doxycyclin;BSA coated glass;5;20513.46394091932;162.4436998525881;127.86116155473474;183.71529118815533
111;3T3;aSFL;M450;doxycyclin;BSA coated glass;6;9817.466375907492;218.06593571977265;162.26792966588528;183.71529118815533
112;3T3;aSFL;M450;doxycyclin;BSA coated glass;7;8518.858304972478;287.88711143244825;208.13782854562533;183.71529118815533
113;3T3;aSFL;M450;doxycyclin;BSA coated glass;8;8535.11662509142;247.22917389878992;182.79718287798505;183.71529118815533
114;3T3;aSFL;M450;doxycyclin;BSA coated glass;9;6011.07817432683;289.9699502365964;201.68057610050985;183.71529118815533
115;3T3;aSFL;M450;doxycyclin;BSA coated glass;10;3504.4761520250663;372.26506278372574;223.67061469298503;183.71529118815533
116;3T3;aSFL;M450;doxycyclin;BSA coated glass;11;5261.877055512836;294.2572873642823;191.3092942130852;183.71529118815533
117;3T3;aSFL;M450;doxycyclin;BSA coated glass;12;9806.505180635982;233.0485650600129;164.26689875449574;183.71529118815533
118;3T3;aSFL;M450;none;BSA coated glass;1;10002.444995735394;249.14456031585436;172.73548744706977;218.9456503822448
119;3T3;aSFL;M450;none;BSA coated glass;2;7391.836385983714;263.2254545167062;162.78543407310462;218.9456503822448
120;3T3;aSFL;M450;none;BSA coated glass;3;3186.758579024673;334.3021435770172;181.77468044232955;218.9456503822448
121;3T3;aSFL;M450;none;BSA coated glass;4;3367.621792684827;398.0680041631711;248.7299047545448;218.9456503822448
122;3T3;aSFL;M450;none;BSA coated glass;5;2989.8741773618863;407.8701141060596;259.5113195120648;218.9456503822448
123;3T3;aSFL;M450;none;BSA coated glass;6;3062.158032072281;455.8463727650546;299.4441361055501;218.9456503822448
124;3T3;aSFL;M450;none;BSA coated glass;7;1845.2989422060389;400.3882564044895;175.00471993165502;218.9456503822448
125;3T3;aSFL;M450;none;BSA coated glass;8;2346.27140712905;316.2660720747322;146.0886478091952;218.9456503822448
126;3T3;aSFL;M450;none;BSA coated glass;9;2015.4644389313248;446.5431573516672;251.27629459163015;218.9456503822448
127;3T3;aSFL;M450;none;BSA coated glass;10;2025.54348072995;476.6426806866856;258.2060301603651;218.9456503822448
128;3T3;aSFL;M450;none;BSA coated glass;11;2108.985897207237;449.59765678577446;256.7347584088302;218.9456503822448
129;3T3;aSFL;M450;none;BSA coated glass;1;5995.671164533658;185.31327449185568;122.40830167238528;117.47451434994991
130;3T3;aSFL;M450;none;BSA coated glass;2;4564.059111577864;235.72339327478025;140.2809643795099;117.47451434994991
131;3T3;aSFL;M450;none;BSA coated glass;3;2619.4103717051853;391.5156691055844;214.54554594163983;117.47451434994991
132;3T3;aSFL;M450;none;BSA coated glass;4;2974.5269124086417;337.9634047831742;178.8010721430005;117.47451434994991
133;3T3;aSFL;M450;none;BSA coated glass;5;5205.222245407585;206.01174883386804;123.34300545043516;117.47451434994991
134;3T3;aSFL;M450;none;BSA coated glass;6;4866.493585956529;226.56054323358677;123.39539230372476;117.47451434994991
135;3T3;aSFL;M450;none;BSA coated glass;7;5264.312564389825;189.09881671212284;100.78630750346474;117.47451434994991
136;3T3;aSFL;M450;none;BSA coated glass;8;5734.484475780366;167.77306782272458;80.38621619167452;117.47451434994991
137;3T3;aSFL;M450;none;BSA coated glass;9;15888.60473237276;108.60305697644682;70.28300704705043;117.47451434994991
138;3T3;aSFL;M450;none;BSA coated glass;10;13726.2597285844;94.77120003404944;53.578083502355184;117.47451434994991
139;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;2;3745.35995540145;185.36385170763197;119.38064845603049;102.8766456783951
140;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;3;3936.6584990515066;150.9081431466684;111.36307309689028;102.8766456783951
141;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;10;4393.5646045513095;132.16555042752995;96.45145952369512;102.8766456783951
142;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;11;4400.37298991541;127.51902862906914;91.52310515572437;102.8766456783951
143;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;1;811.3085440470109;908.150684341656;662.368554609945;507.667841485455
144;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;2;758.392414964304;895.0220129699119;634.3539776374296;507.667841485455
145;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;3;717.8222298140821;863.9361303147955;598.6415833257297;507.667841485455
146;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;4;996.7465825193412;736.8501698592652;546.8020179027953;507.667841485455
147;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;5;770.7371626182924;777.1678622734765;505.1659137638153;507.667841485455
148;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;6;989.7337825851032;706.5676587957856;488.52739110928496;507.667841485455
149;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;7;988.1554006425476;705.2333022277537;489.3987873884694;507.667841485455
150;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;8;1045.3475285787604;712.8795005077789;504.7613352132853;507.667841485455
151;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;9;1244.723760208778;652.5930247859285;505.5681861307098;507.667841485455
152;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;10;834.8082450996299;694.746711449328;481.16412555751504;507.667841485455
153;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;11;1004.998697264241;665.6791196862871;471.1695075973248;507.667841485455
154;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;12;1107.0842279524295;635.4708805886027;456.98893239277504;507.667841485455
155;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;1;1184.3771988521414;1342.9629761396336;1132.35249637457;911.8630480114448
156;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;2;1025.1759952336104;1316.4760270243594;1100.627079245955;911.8630480114448
157;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;3;1063.424630619642;1300.535211630031;1092.1912363652657;911.8630480114448
158;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;4;1129.902271385482;1242.1014148667389;1047.030274866795;911.8630480114448
159;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;5;1091.100092106879;1188.9590906825424;960.7510136390752;911.8630480114448
160;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;6;1275.1474479094836;1128.5035187561164;922.701735846365;911.8630480114448
161;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;7;1164.6342809109249;1103.8720466872196;879.6608296822205;911.8630480114448
162;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;8;1220.6104081971162;1057.483261927338;838.6460125066196;911.8630480114448
163;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;9;1264.091997882338;1010.5340761750682;812.6183620676497;911.8630480114448
164;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;10;1178.9035587443288;1014.4760369799766;772.0396732883046;911.8630480114448
165;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;11;1794.6320617676392;923.642649879549;749.9354817858498;911.8630480114448
166;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;1;840.4269554107481;1177.507469340983;914.6555459465148;789.101330300095
167;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;2;842.9542927525227;1139.4889837347084;911.06024913874;789.101330300095
168;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;3;872.9413093214877;1105.3346948227993;875.8215535579097;789.101330300095
169;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;4;829.0352198450951;1079.840278543802;839.1081549369751;789.101330300095
170;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;5;810.1774626421969;1063.7710388997143;822.7568582669805;789.101330300095
171;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;6;803.5024600873436;1021.878739051172;786.940547399875;789.101330300095
172;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;7;783.7480579186448;995.9091557670235;740.1537011406849;789.101330300095
173;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;8;779.7899064293335;953.656767353162;705.6463809679799;789.101330300095
174;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;9;823.9436700876445;936.3587726909008;698.4941122413998;789.101330300095
175;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;10;867.3754008438287;897.6364143018959;677.8155047087848;789.101330300095
176;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;10;15291.420352987683;278.178862486246;224.4377276208797;221.42797972902508
177;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;11;14614.088940705493;258.19265523090667;203.8395120562004;221.42797972902508
178;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;1;63783.07115635274;244.850287516421;223.4530225675753;223.0759356528997
179;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;2;90815.24319454728;246.8554188516857;233.65677248764496;223.0759356528997
180;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;4;83316.09123305324;240.4109959371256;216.33878828600476;223.0759356528997
181;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;5;86802.73568635616;242.5961260277869;220.99573831284988;223.0759356528997
182;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;6;69784.75677797767;233.2157587073917;202.2949161584897;223.0759356528997
183;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;7;35860.33508101219;251.27472811460967;225.52333506128525;223.0759356528997
184;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;8;33845.930352297364;253.2581441364504;228.05510857585023;223.0759356528997
185;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;9;72262.98373015941;232.64300635422444;217.1255762922601;223.0759356528997
186;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;10;106157.4009930589;229.1801131088955;221.24613177817537;223.0759356528997
187;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;3;60112.83849535265;172.3748716466283;144.84669195783;160.9194346388449
188;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;4;131769.05186443002;166.67732504610396;153.27111204742505;160.9194346388449
189;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;5;90813.9853084598;166.88362062478723;158.88127633691465;160.9194346388449
190;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;6;150338.52054571916;173.61481059323842;168.8914760314001;160.9194346388449
191;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;8;68742.48858329856;184.94123226982333;177.36284061570996;160.9194346388449
192;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;9;48355.04034437242;216.26613597314685;196.6895512235897;160.9194346388449
193;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;1;15687.706396381913;278.5068992561729;242.2473874170396;224.5431026942501
194;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;2;17873.340900231175;252.20965579182177;230.27288293294987;224.5431026942501
195;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;3;13625.318015667845;292.2368121643308;253.45720737720512;224.5431026942501
196;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;4;19018.14435861673;264.8277028797727;227.5085583458199;224.5431026942501
197;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;5;23419.93825687247;240.6272966354679;208.58505100229516;224.5431026942501
198;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;6;29476.54907001387;234.4142601933499;206.89029986445985;224.5431026942501
199;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;7;39136.25608391866;211.8024835947869;192.39551055716996;224.5431026942501
200;3T3;aSFL;M450;doxycyclin;20um fibronectin discs;8;45610.9531086818;200.88031908217255;194.9207283609894;224.5431026942501
201;3T3;aSFL;M450;none;20um fibronectin discs;1;1441.3408863706843;787.1746480860617;561.2419144321198;565.0692525167847
202;3T3;aSFL;M450;none;20um fibronectin discs;2;1577.8409844347862;688.5497211286224;549.7321350285802;565.0692525167847
203;3T3;aSFL;M450;none;20um fibronectin discs;3;1591.915642249119;714.4665766639341;548.3401622637653;565.0692525167847
204;3T3;aSFL;M450;none;20um fibronectin discs;4;2215.1521427202706;681.4748408628142;532.2926939594704;565.0692525167847
205;3T3;aSFL;M450;none;20um fibronectin discs;5;2037.3284574152296;749.946645802646;554.1250792317201;565.0692525167847
206;3T3;aSFL;M450;none;20um fibronectin discs;6;1709.6229503477268;748.0715048085654;566.0705007389301;565.0692525167847
207;3T3;aSFL;M450;none;20um fibronectin discs;7;1851.760584356697;704.0227574607117;539.6257789615852;565.0692525167847
208;3T3;aSFL;M450;none;20um fibronectin discs;8;2185.9475765657417;708.1488755026287;562.8842979933102;565.0692525167847
209;3T3;aSFL;M450;none;20um fibronectin discs;9;2517.4964427086948;674.1144033612808;546.2322586391997;565.0692525167847
210;3T3;aSFL;M450;none;20um fibronectin discs;10;1780.8395822874422;704.7155161138397;542.2827090003848;565.0692525167847
211;3T3;aSFL;M450;none;20um fibronectin discs;11;1339.8055246019965;803.854652864768;615.502400886995;565.0692525167847
212;3T3;aSFL;M450;none;20um fibronectin discs;12;1212.000663820481;845.1221335916648;613.6038624657804;565.0692525167847
213;3T3;aSFL;M450;none;20um fibronectin discs;13;1523.4806009175234;727.4061746063378;518.2394166455797;565.0692525167847
214;3T3;aSFL;M450;none;20um fibronectin discs;14;1928.7311082009865;661.7543470817868;491.2838626154148;565.0692525167847
215;3T3;aSFL;M450;none;20um fibronectin discs;15;1278.9840358117544;733.278098467512;505.20409323687545;565.0692525167847
216;3T3;aSFL;M450;none;20um fibronectin discs;16;2098.309335942757;726.8127654326404;591.74746345636;565.0692525167847
217;3T3;aSFL;M450;none;20um fibronectin discs;17;1428.0761950881354;893.1005646259384;644.5720376733102;565.0692525167847
218;3T3;aSFL;M450;none;20um fibronectin discs;18;2331.9928485967903;819.5713380798702;625.6722095026198;565.0692525167847
219;3T3;aSFL;M450;none;20um fibronectin discs;19;1492.1076941928688;833.4059157842044;593.5389332637651;565.0692525167847
220;3T3;aSFL;M450;none;20um fibronectin discs;20;2251.999531461014;687.0177167207434;533.9313288654198;565.0692525167847
221;3T3;aSFL;M450;none;20um fibronectin discs;21;2160.6258234337943;718.3109952751341;576.0657102897958;565.0692525167847
222;3T3;aSFL;M450;none;20um fibronectin discs;22;1498.4688331172492;855.4721682996824;662.3821887053446;565.0692525167847
223;3T3;aSFL;M450;none;20um fibronectin discs;23;1738.7437909704836;851.2384807645897;655.7607870183151;565.0692525167847
224;3T3;aSFL;M450;none;20um fibronectin discs;24;1408.675118311027;924.4473012088793;688.7960562827552;565.0692525167847
225;3T3;aSFL;M450;none;20um fibronectin discs;1;1423.5976428661788;935.4922744857346;758.243348371825;448.59945827274487
226;3T3;aSFL;M450;none;20um fibronectin discs;2;2076.169375646478;931.570121373564;765.1159572357456;448.59945827274487
227;3T3;aSFL;M450;none;20um fibronectin discs;3;1118.8871927219516;971.0789683362924;708.5811338079398;448.59945827274487
228;3T3;aSFL;M450;none;20um fibronectin discs;4;1398.106451146697;673.9417237831068;494.46031927097056;448.59945827274487
